query_ordinal,algorithm,proposal_id,operator,development_proxy,namespace,persisted
0,cem,proposal:36a544c52c135eaf18447b98,delta,-inf,runtime_only/b1s_canary/adaptive_challenger,False
1,uct_mcts,proposal:701d68fc765ba87e56453ca0,delta,-0.740229388882358,runtime_only/b1s_canary/adaptive_challenger,False
2,evolutionary,proposal:df2d190ab6a78b4161493560,delta,1.5202353206811787,runtime_only/b1s_canary/adaptive_challenger,False
3,cem,proposal:a2b0d8139e16a4f0ba733eec,delta,0.425217976415099,runtime_only/b1s_canary/adaptive_challenger,False
4,uct_mcts,proposal:647b24fd704051ab078f6a82,delta,1.3712810797551318,runtime_only/b1s_canary/adaptive_challenger,False
5,evolutionary,proposal:bf2e67c678d2c5930ee22be6,delta,0.11095577693448064,runtime_only/b1s_canary/adaptive_challenger,False
6,cem,proposal:6465bd479aaed6e52287db0e,delta,1.364032968645032,runtime_only/b1s_canary/adaptive_challenger,False
7,uct_mcts,proposal:6864f9768006d79abc5aecd9,slope,-inf,runtime_only/b1s_canary/adaptive_challenger,False
8,evolutionary,proposal:54585dfe5da48e43fe28f642,slope,-0.740229388882358,runtime_only/b1s_canary/adaptive_challenger,False
9,cem,proposal:b7d09cf90d7e9018194ed291,slope,1.5202353206811787,runtime_only/b1s_canary/adaptive_challenger,False
10,uct_mcts,proposal:869525fd07f367d57f828692,slope,0.425217976415099,runtime_only/b1s_canary/adaptive_challenger,False
11,evolutionary,proposal:d49b41695fe5991053412de7,slope,1.3712810797551318,runtime_only/b1s_canary/adaptive_challenger,False
12,cem,proposal:365a9ce6877138bbe975d3db,slope,0.11095577693448064,runtime_only/b1s_canary/adaptive_challenger,False
13,uct_mcts,proposal:ec54786443e918c496eeea26,slope,1.364032968645032,runtime_only/b1s_canary/adaptive_challenger,False
14,evolutionary,proposal:080f5c350077405eefb76111,multiscale,-inf,runtime_only/b1s_canary/adaptive_challenger,False
15,cem,proposal:699359ee5cf3b15bc8016d7b,multiscale,-inf,runtime_only/b1s_canary/adaptive_challenger,False
16,uct_mcts,proposal:c07ecd1b0310105a1cb3cfa2,multiscale,-inf,runtime_only/b1s_canary/adaptive_challenger,False
17,evolutionary,proposal:9b8e9f024556b77a479fe265,multiscale,-inf,runtime_only/b1s_canary/adaptive_challenger,False
18,cem,proposal:021a40dc44a6f6607ce94aa6,multiscale,-inf,runtime_only/b1s_canary/adaptive_challenger,False
19,uct_mcts,proposal:7d5889690b867c83653e64ce,multiscale,-inf,runtime_only/b1s_canary/adaptive_challenger,False
20,evolutionary,proposal:fe161d6ca2d4a44724482c2c,multiscale,-inf,runtime_only/b1s_canary/adaptive_challenger,False
21,cem,proposal:036ab99f485b1e3964855be2,blend,-2.3950128153356025,runtime_only/b1s_canary/adaptive_challenger,False
22,uct_mcts,proposal:f5031bef4ac72e6fd353c87f,blend,-1.8510253348748467,runtime_only/b1s_canary/adaptive_challenger,False
23,evolutionary,proposal:af1c465a9df18741e543b57c,blend,0.42785724625164495,runtime_only/b1s_canary/adaptive_challenger,False
24,cem,proposal:edbddb38197b9936c4b60604,blend,2.7865897506183166,runtime_only/b1s_canary/adaptive_challenger,False
25,uct_mcts,proposal:2479c474769de270fef24baa,blend,2.8225716343022587,runtime_only/b1s_canary/adaptive_challenger,False
26,evolutionary,proposal:5c72a2ffe61e19bcb74966ff,blend,2.80562590436149,runtime_only/b1s_canary/adaptive_challenger,False
27,cem,proposal:55dae7700badbc591127d71e,blend,-2.8058341885517812,runtime_only/b1s_canary/adaptive_challenger,False
28,uct_mcts,proposal:6996e77d83857d01c18aab2c,orthogonal,-0.33018997723431065,runtime_only/b1s_canary/adaptive_challenger,False
29,evolutionary,proposal:2aecf9eef9f78e43561a30ef,orthogonal,-0.7107786268428603,runtime_only/b1s_canary/adaptive_challenger,False
30,cem,proposal:938683efdb7d69f72339e611,orthogonal,0.9298844358842028,runtime_only/b1s_canary/adaptive_challenger,False
31,uct_mcts,proposal:947fc254ee08f5e7c7186f27,orthogonal,1.8816226404447298,runtime_only/b1s_canary/adaptive_challenger,False
32,evolutionary,proposal:fb76bb1ba949dd1abdae9a16,orthogonal,0.9069736804287778,runtime_only/b1s_canary/adaptive_challenger,False
33,cem,proposal:02c7e98414d92c3a9a152b6f,orthogonal,0.4620041557028737,runtime_only/b1s_canary/adaptive_challenger,False
34,uct_mcts,proposal:6ccc86fcbd32399568958fdc,orthogonal,1.2704007119053313,runtime_only/b1s_canary/adaptive_challenger,False
35,evolutionary,proposal:dd050d3085666839d15363a4,delta,-inf,runtime_only/b1s_canary/adaptive_challenger,False
36,cem,proposal:8d9e712387b05386aed63ab6,delta,-0.22803556441464626,runtime_only/b1s_canary/adaptive_challenger,False
37,uct_mcts,proposal:f23b2bed36c9401438c6f5ef,delta,1.2446343896454712,runtime_only/b1s_canary/adaptive_challenger,False
38,evolutionary,proposal:ffa1be252cab5b4135be9d2e,delta,0.42301848318257435,runtime_only/b1s_canary/adaptive_challenger,False
39,cem,proposal:fb06bbac2ae6159b26356722,delta,1.0014428283394416,runtime_only/b1s_canary/adaptive_challenger,False
40,uct_mcts,proposal:740914ad88fb22bd4231e3ea,delta,0.3056710005685183,runtime_only/b1s_canary/adaptive_challenger,False
41,evolutionary,proposal:3feb90d84ca6ff3b3cefcf51,delta,0.35341567741322605,runtime_only/b1s_canary/adaptive_challenger,False
42,cem,proposal:6488b649aa6134939daf903f,slope,-inf,runtime_only/b1s_canary/adaptive_challenger,False
43,uct_mcts,proposal:1fd8baf792e1be3f9b7a5a24,slope,-0.22803556441464626,runtime_only/b1s_canary/adaptive_challenger,False
44,evolutionary,proposal:baeeef703b14361056753dee,slope,1.2446343896454712,runtime_only/b1s_canary/adaptive_challenger,False
45,cem,proposal:18403aa765eddce473df96b5,slope,0.42301848318257435,runtime_only/b1s_canary/adaptive_challenger,False
