blueprint_id,max_field_overlap_with_other_keep,nearest_keep_by_field_overlap
a7ls15_6b338a109f660b8c,0.0,a7ls15_78478a819e0cd255
a7ls15_7355ef8aa37d5217,0.3333333333333333,a7ls15_982c459fa90224ed
a7ls15_42dc6539d51aca8b,0.3333333333333333,a7ls15_7355ef8aa37d5217
a7ls15_83b2ec53c58ee01a,0.3333333333333333,a7ls15_982c459fa90224ed
a7ls15_982c459fa90224ed,0.3333333333333333,a7ls15_83b2ec53c58ee01a
a7ls15_04d0fe57519a6e45,0.0,a7ls15_78478a819e0cd255
a7ls15_78478a819e0cd255,0.0,a7ls15_04d0fe57519a6e45
