cell_id,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,dry_generated_per_cell,l1_generated_per_cell,l1_strict_replay_per_cell,l1_deep_audit_per_cell,l2_generated_per_cell,l3_generated_per_cell
C0297,H09_trend_reversal_horizon_mix,P3_trade_size,RollingMaxRank,H24,same_symbol_zscore,Core4,lag_stable,F1_high_realized_vol,512,2048,24,3,4096,8192
C0298,H05_volatility_structure_ex_liquidity_mul,P9_price_basis,AddZScore,H6,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0299,H08_trade_size_microstructure_lite,P9_price_basis,TSMeanRank,ensemble_6_12_24_48,cross_symbol_rank,Core4,medium_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0300,H01_cross_symbol_relative_strength,P4_taker_flow,NegRank,H24,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0301,H03_basis_premium_residual,P9_price_basis,TSRankMul,H72,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0302,H13_symbol_tier_relative,P12_liquidity_flow,AbsZScore,H6,same_symbol_zscore,none,lag_stable,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0303,H05_volatility_structure_ex_liquidity_mul,P10_price_liquidity,RollingMaxRank,ensemble_6_12_24_48,cross_symbol_rank,none,lag_stable,F10_volatility_compression,512,2048,24,3,4096,8192
C0304,H04_basis_compression_expansion,P2_liquidity,DeltaRank,spread_12_vs_48,cross_symbol_rank,none,low_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0305,H05_volatility_structure_ex_liquidity_mul,P4_taker_flow,MulRankZScore,H6,same_symbol_rank,Core4,medium_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0306,H15_placebo_null_adversarial,P13_trade_size_volatility,ResidualizeVsFundingCore,H72,cross_symbol_zscore,FundingCore_and_Core4,lag_stable,F10_volatility_compression,512,2048,24,3,4096,8192
C0307,H09_trend_reversal_horizon_mix,P6_funding_observable,RollingMaxRank,mixed_6_24,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0308,H03_basis_premium_residual,P15_open_ast_diverse,TSMeanRank,mixed_12_48,cross_symbol_rank,FundingCore,lag_stable,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0309,H00_low_turnover_robust,P0_price_return,ResidualizeVsFundingCore,spread_12_vs_48,same_symbol_rank,Core4,lag_stable,F9_liquidity_shock,512,2048,24,3,4096,8192
C0310,H06_liquidity_structure_ex_realized_vol_mul,P8_regime_state,Rank,H48,same_symbol_zscore,FundingCore_and_Core4,lag_stable,F9_liquidity_shock,512,2048,24,3,4096,8192
C0311,H06_liquidity_structure_ex_realized_vol_mul,P13_trade_size_volatility,ResidualizeVsCore4,H72,cross_symbol_zscore,FundingCore_and_Core4,medium_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0312,H15_placebo_null_adversarial,P3_trade_size,WinsorZScore,H72,cross_symbol_zscore,FundingCore,medium_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0313,H05_volatility_structure_ex_liquidity_mul,P13_trade_size_volatility,TSRankMul,ensemble_6_12_24_48,cross_symbol_zscore,Core4,medium_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0314,H05_volatility_structure_ex_liquidity_mul,P12_liquidity_flow,ClipRank,ensemble_6_12_24_48,same_symbol_zscore,Core4,lag_stable,F10_volatility_compression,512,2048,24,3,4096,8192
C0315,H07_taker_flow_lag_stable,P13_trade_size_volatility,MulRankZScore,H12,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0316,H07_taker_flow_lag_stable,P1_range_volatility,RollingMaxRank,H72,cross_symbol_zscore,FundingCore,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0317,H10_range_breakout_failure,P3_trade_size,RollingMinRank,H48,same_symbol_zscore,FundingCore,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0318,H07_taker_flow_lag_stable,P11_volatility_basis,RollingMinRank,ensemble_6_12_24_48,cross_symbol_zscore,Core4,low_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0319,H07_taker_flow_lag_stable,P4_taker_flow,SubRank,spread_6_vs_24,same_symbol_rank,FundingCore,medium_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,same_symbol_rank,none,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0321,H00_low_turnover_robust,P10_price_liquidity,DecayZScore,mixed_6_24,cross_symbol_rank,FundingCore_and_Core4,medium_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0322,H01_cross_symbol_relative_strength,P8_regime_state,ZScore,mixed_6_24,cross_symbol_zscore,none,lag_stable,F4_basis_dislocation,512,2048,24,3,4096,8192
C0323,H10_range_breakout_failure,P9_price_basis,DeltaRank,H24,cross_symbol_rank,none,low_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0324,H02_cross_symbol_dispersion_reversal,P13_trade_size_volatility,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0325,H15_placebo_null_adversarial,P6_funding_observable,WinsorZScore,mixed_6_24,same_symbol_rank,Core4,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0326,H08_trade_size_microstructure_lite,P9_price_basis,AbsZScore,H48,cross_symbol_zscore,FundingCore,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0327,H02_cross_symbol_dispersion_reversal,P10_price_liquidity,SubRank,H6,same_symbol_zscore,FundingCore,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0328,H05_volatility_structure_ex_liquidity_mul,P5_basis_premium,ClipRank,mixed_6_24,cross_symbol_zscore,none,lag_stable,F9_liquidity_shock,512,2048,24,3,4096,8192
C0329,H11_regime_conditional_non_may,P15_open_ast_diverse,RollingMaxRank,H48,same_symbol_zscore,Core4,medium_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0330,H03_basis_premium_residual,P9_price_basis,ZScore,H72,cross_symbol_zscore,none,medium_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0331,H03_basis_premium_residual,P6_funding_observable,Rank,H24,same_symbol_zscore,FundingCore,medium_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0332,H15_placebo_null_adversarial,P13_trade_size_volatility,RollingMaxRank,spread_6_vs_24,same_symbol_rank,FundingCore,lag_stable,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0333,H11_regime_conditional_non_may,P8_regime_state,AddZScore,H48,same_symbol_zscore,Core4,medium_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0334,H03_basis_premium_residual,P4_taker_flow,SmoothInteraction,H12,same_symbol_zscore,FundingCore,lag_stable,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0335,H08_trade_size_microstructure_lite,P13_trade_size_volatility,MulRankZScore,H6,same_symbol_rank,FundingCore,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0336,H00_low_turnover_robust,P14_horizon_spread,ResidualizeVsFundingCore,ensemble_6_12_24_48,same_symbol_zscore,Core4,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0337,H07_taker_flow_lag_stable,P10_price_liquidity,ResidualizeVsCore4,H72,cross_symbol_zscore,Core4,lag_stable,F5_funding_neutral,512,2048,24,3,4096,8192
C0338,H13_symbol_tier_relative,P15_open_ast_diverse,TSMeanRank,H12,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0339,H10_range_breakout_failure,P11_volatility_basis,RollingMinRank,spread_6_vs_24,cross_symbol_zscore,FundingCore,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0340,H11_regime_conditional_non_may,P0_price_return,MulRankZScore,H6,same_symbol_zscore,FundingCore,low_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0341,H00_low_turnover_robust,P11_volatility_basis,DeltaRank,H12,cross_symbol_zscore,FundingCore,medium_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0342,H14_open_ast_cem_diversity,P4_taker_flow,TSStdZScore,H48,same_symbol_zscore,none,lag_stable,F7_trend_reversal,512,2048,24,3,4096,8192
C0343,H13_symbol_tier_relative,P14_horizon_spread,TSStdZScore,H24,same_symbol_zscore,FundingCore_and_Core4,lag_stable,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0344,H11_regime_conditional_non_may,P6_funding_observable,MulRankRank,spread_12_vs_48,same_symbol_zscore,FundingCore_and_Core4,lag_stable,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0345,H01_cross_symbol_relative_strength,P6_funding_observable,AddZScore,H24,cross_symbol_zscore,none,medium_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0346,H14_open_ast_cem_diversity,P9_price_basis,SafeDivZScore,mixed_12_48,same_symbol_rank,none,lag_stable,F2_low_liquidity,512,2048,24,3,4096,8192
C0347,H07_taker_flow_lag_stable,P5_basis_premium,TSRankMul,H6,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0348,H14_open_ast_cem_diversity,P12_liquidity_flow,DeltaRank,spread_12_vs_48,same_symbol_rank,FundingCore,medium_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0349,H10_range_breakout_failure,P3_trade_size,MulRankRank,mixed_12_48,cross_symbol_rank,FundingCore_and_Core4,lag_stable,F1_high_realized_vol,512,2048,24,3,4096,8192
C0350,H08_trade_size_microstructure_lite,P1_range_volatility,NegRank,mixed_6_24,same_symbol_rank,FundingCore,lag_stable,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0351,H11_regime_conditional_non_may,P0_price_return,RollingMaxRank,ensemble_6_12_24_48,cross_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0352,H14_open_ast_cem_diversity,P8_regime_state,SmoothInteraction,ensemble_6_12_24_48,cross_symbol_rank,none,low_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0353,H06_liquidity_structure_ex_realized_vol_mul,P8_regime_state,TSMeanRank,H72,cross_symbol_rank,FundingCore_and_Core4,medium_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0354,H09_trend_reversal_horizon_mix,P9_price_basis,TSRankMul,spread_12_vs_48,same_symbol_rank,FundingCore,low_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0355,H07_taker_flow_lag_stable,P5_basis_premium,RollingMaxRank,H48,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0356,H08_trade_size_microstructure_lite,P7_cross_symbol_relative,MulRankRank,spread_12_vs_48,cross_symbol_zscore,FundingCore,low_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0357,H15_placebo_null_adversarial,P15_open_ast_diverse,SafeDivZScore,H24,same_symbol_zscore,Core4,lag_stable,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0358,H04_basis_compression_expansion,P3_trade_size,RollingMaxRank,mixed_6_24,cross_symbol_rank,FundingCore,lag_stable,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0359,H08_trade_size_microstructure_lite,P12_liquidity_flow,RegimeMaskNonMay,H6,cross_symbol_zscore,FundingCore_and_Core4,medium_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0360,H11_regime_conditional_non_may,P3_trade_size,ClipRank,H24,same_symbol_zscore,Core4,low_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0361,H08_trade_size_microstructure_lite,P11_volatility_basis,SubRank,spread_12_vs_48,same_symbol_zscore,Core4,lag_stable,F2_low_liquidity,512,2048,24,3,4096,8192
C0362,H14_open_ast_cem_diversity,P0_price_return,RegimeMaskNonMay,H72,cross_symbol_zscore,Core4,low_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0363,H14_open_ast_cem_diversity,P5_basis_premium,ZScore,spread_12_vs_48,cross_symbol_zscore,Core4,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0364,H07_taker_flow_lag_stable,P6_funding_observable,SafeDivZScore,spread_6_vs_24,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0365,H04_basis_compression_expansion,P13_trade_size_volatility,SubRank,H6,same_symbol_rank,FundingCore_and_Core4,lag_stable,F5_funding_neutral,512,2048,24,3,4096,8192
C0366,H14_open_ast_cem_diversity,P13_trade_size_volatility,ClipRank,mixed_6_24,cross_symbol_zscore,none,lag_stable,F10_volatility_compression,512,2048,24,3,4096,8192
C0367,H05_volatility_structure_ex_liquidity_mul,P2_liquidity,Rank,spread_12_vs_48,cross_symbol_zscore,none,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0368,H03_basis_premium_residual,P1_range_volatility,CrossSymbolRank,spread_6_vs_24,cross_symbol_zscore,Core4,low_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0369,H06_liquidity_structure_ex_realized_vol_mul,P3_trade_size,AddZScore,mixed_6_24,cross_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0370,H06_liquidity_structure_ex_realized_vol_mul,P14_horizon_spread,NegRank,mixed_12_48,cross_symbol_zscore,none,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0371,H06_liquidity_structure_ex_realized_vol_mul,P5_basis_premium,CrossSymbolRank,spread_6_vs_24,cross_symbol_rank,Core4,lag_stable,F7_trend_reversal,512,2048,24,3,4096,8192
C0372,H02_cross_symbol_dispersion_reversal,P11_volatility_basis,RegimeMaskNonMay,mixed_6_24,same_symbol_rank,FundingCore,lag_stable,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0373,H08_trade_size_microstructure_lite,P9_price_basis,TSRankMul,H6,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0374,H13_symbol_tier_relative,P3_trade_size,TSRankMul,ensemble_6_12_24_48,cross_symbol_zscore,none,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0375,H03_basis_premium_residual,P7_cross_symbol_relative,HorizonSpread,H72,cross_symbol_rank,Core4,lag_stable,F0_calendar_blocks,512,2048,24,3,4096,8192
C0376,H08_trade_size_microstructure_lite,P13_trade_size_volatility,SmoothInteraction,H24,same_symbol_zscore,none,low_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0377,H06_liquidity_structure_ex_realized_vol_mul,P15_open_ast_diverse,ResidualizeVsFundingCore,spread_6_vs_24,same_symbol_rank,Core4,lag_stable,F5_funding_neutral,512,2048,24,3,4096,8192
C0378,H10_range_breakout_failure,P15_open_ast_diverse,AddZScore,H24,same_symbol_rank,FundingCore,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0379,H04_basis_compression_expansion,P13_trade_size_volatility,WinsorZScore,H6,cross_symbol_zscore,Core4,lag_stable,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0380,H11_regime_conditional_non_may,P14_horizon_spread,RegimeMaskNonMay,spread_6_vs_24,cross_symbol_rank,FundingCore,medium_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0381,H01_cross_symbol_relative_strength,P9_price_basis,MulRankZScore,H12,cross_symbol_rank,FundingCore,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0382,H15_placebo_null_adversarial,P5_basis_premium,SubRank,spread_6_vs_24,same_symbol_zscore,Core4,low_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0383,H04_basis_compression_expansion,P14_horizon_spread,AddZScore,mixed_12_48,cross_symbol_zscore,FundingCore_and_Core4,medium_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0384,H09_trend_reversal_horizon_mix,P6_funding_observable,DeltaRank,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,low_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0385,H11_regime_conditional_non_may,P14_horizon_spread,RollingMaxRank,spread_6_vs_24,same_symbol_rank,Core4,medium_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0386,H05_volatility_structure_ex_liquidity_mul,P13_trade_size_volatility,Rank,mixed_12_48,cross_symbol_rank,FundingCore,medium_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0387,H11_regime_conditional_non_may,P13_trade_size_volatility,TSRankMul,H24,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0388,H05_volatility_structure_ex_liquidity_mul,P4_taker_flow,AddZScore,ensemble_6_12_24_48,same_symbol_zscore,FundingCore_and_Core4,lag_stable,F0_calendar_blocks,512,2048,24,3,4096,8192
C0389,H13_symbol_tier_relative,P7_cross_symbol_relative,CrossSymbolRank,H6,cross_symbol_zscore,FundingCore,lag_stable,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0390,H07_taker_flow_lag_stable,P3_trade_size,RegimeMaskNonMay,H72,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0391,H03_basis_premium_residual,P10_price_liquidity,RollingMaxRank,spread_12_vs_48,same_symbol_rank,none,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0392,H15_placebo_null_adversarial,P12_liquidity_flow,DeltaRank,H12,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0393,H06_liquidity_structure_ex_realized_vol_mul,P6_funding_observable,RegimeMaskNonMay,mixed_6_24,same_symbol_rank,none,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0394,H07_taker_flow_lag_stable,P12_liquidity_flow,SafeDivZScore,H72,same_symbol_zscore,none,medium_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0395,H07_taker_flow_lag_stable,P7_cross_symbol_relative,ResidualizeVsFundingCore,mixed_6_24,cross_symbol_rank,FundingCore,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0396,H04_basis_compression_expansion,P11_volatility_basis,CrossSymbolRank,H72,same_symbol_zscore,none,lag_stable,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0397,H00_low_turnover_robust,P12_liquidity_flow,MulRankRank,H24,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0398,H09_trend_reversal_horizon_mix,P14_horizon_spread,WinsorZScore,mixed_12_48,same_symbol_zscore,FundingCore,lag_stable,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0399,H14_open_ast_cem_diversity,P0_price_return,TSMeanRank,H6,cross_symbol_rank,FundingCore_and_Core4,lag_stable,F1_high_realized_vol,512,2048,24,3,4096,8192
C0400,H13_symbol_tier_relative,P2_liquidity,DecayZScore,ensemble_6_12_24_48,same_symbol_rank,none,lag_stable,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0401,H07_taker_flow_lag_stable,P0_price_return,TSStdZScore,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,lag_stable,F9_liquidity_shock,512,2048,24,3,4096,8192
C0402,H04_basis_compression_expansion,P8_regime_state,CrossSymbolRank,spread_6_vs_24,same_symbol_rank,none,lag_stable,F7_trend_reversal,512,2048,24,3,4096,8192
C0403,H01_cross_symbol_relative_strength,P4_taker_flow,MulRankZScore,mixed_12_48,same_symbol_rank,FundingCore,medium_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0404,H13_symbol_tier_relative,P5_basis_premium,TSRankMul,H48,cross_symbol_rank,FundingCore,medium_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0405,H02_cross_symbol_dispersion_reversal,P5_basis_premium,DecayZScore,mixed_12_48,cross_symbol_rank,FundingCore,low_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0406,H02_cross_symbol_dispersion_reversal,P5_basis_premium,HorizonSpread,H6,cross_symbol_zscore,none,lag_stable,F1_high_realized_vol,512,2048,24,3,4096,8192
C0407,H02_cross_symbol_dispersion_reversal,P0_price_return,RollingMinRank,mixed_12_48,same_symbol_rank,FundingCore_and_Core4,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0408,H13_symbol_tier_relative,P14_horizon_spread,CrossSymbolRank,mixed_6_24,same_symbol_zscore,Core4,low_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0409,H08_trade_size_microstructure_lite,P14_horizon_spread,SafeDivZScore,H12,cross_symbol_rank,none,medium_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0410,H12_horizon_ensemble_stability,P15_open_ast_diverse,TSRankMul,mixed_6_24,cross_symbol_zscore,none,medium_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0411,H03_basis_premium_residual,P3_trade_size,DeltaRank,spread_12_vs_48,cross_symbol_zscore,none,medium_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0412,H11_regime_conditional_non_may,P11_volatility_basis,TSStdZScore,H48,same_symbol_rank,Core4,medium_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0413,H01_cross_symbol_relative_strength,P13_trade_size_volatility,HorizonSpread,spread_6_vs_24,same_symbol_zscore,FundingCore,medium_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0414,H05_volatility_structure_ex_liquidity_mul,P10_price_liquidity,TSRankMul,spread_6_vs_24,same_symbol_zscore,none,lag_stable,F1_high_realized_vol,512,2048,24,3,4096,8192
C0415,H10_range_breakout_failure,P11_volatility_basis,ClipRank,mixed_6_24,cross_symbol_rank,FundingCore,medium_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0416,H01_cross_symbol_relative_strength,P15_open_ast_diverse,ResidualizeVsCore4,H12,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0417,H02_cross_symbol_dispersion_reversal,P8_regime_state,WinsorZScore,H6,cross_symbol_zscore,FundingCore_and_Core4,lag_stable,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0418,H12_horizon_ensemble_stability,P12_liquidity_flow,SmoothInteraction,H48,same_symbol_zscore,Core4,lag_stable,F5_funding_neutral,512,2048,24,3,4096,8192
C0419,H08_trade_size_microstructure_lite,P8_regime_state,DecayZScore,H6,same_symbol_zscore,none,medium_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0420,H02_cross_symbol_dispersion_reversal,P13_trade_size_volatility,Rank,H12,same_symbol_zscore,FundingCore,lag_stable,F4_basis_dislocation,512,2048,24,3,4096,8192
C0421,H08_trade_size_microstructure_lite,P12_liquidity_flow,DeltaRank,H12,same_symbol_zscore,FundingCore_and_Core4,lag_stable,F2_low_liquidity,512,2048,24,3,4096,8192
C0422,H04_basis_compression_expansion,P12_liquidity_flow,AbsZScore,spread_6_vs_24,cross_symbol_zscore,none,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0423,H08_trade_size_microstructure_lite,P0_price_return,TSMeanRank,mixed_6_24,same_symbol_rank,FundingCore,lag_stable,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0424,H14_open_ast_cem_diversity,P3_trade_size,CrossSymbolRank,spread_6_vs_24,same_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,512,2048,24,3,4096,8192
C0425,H03_basis_premium_residual,P3_trade_size,SubRank,spread_12_vs_48,cross_symbol_zscore,FundingCore,lag_stable,F2_low_liquidity,512,2048,24,3,4096,8192
C0426,H06_liquidity_structure_ex_realized_vol_mul,P10_price_liquidity,RegimeMaskNonMay,mixed_6_24,same_symbol_rank,FundingCore,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0427,H07_taker_flow_lag_stable,P11_volatility_basis,TSRankMul,spread_12_vs_48,cross_symbol_rank,none,lag_stable,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0428,H03_basis_premium_residual,P12_liquidity_flow,AddZScore,H6,same_symbol_zscore,FundingCore,medium_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0429,H06_liquidity_structure_ex_realized_vol_mul,P5_basis_premium,SafeDivZScore,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,medium_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0430,H12_horizon_ensemble_stability,P6_funding_observable,DeltaRank,H24,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0431,H02_cross_symbol_dispersion_reversal,P2_liquidity,ClipRank,H6,same_symbol_zscore,none,medium_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0432,H05_volatility_structure_ex_liquidity_mul,P7_cross_symbol_relative,CrossSymbolRank,mixed_12_48,cross_symbol_zscore,Core4,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0433,H08_trade_size_microstructure_lite,P7_cross_symbol_relative,CrossSymbolRank,spread_6_vs_24,same_symbol_zscore,none,lag_stable,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0434,H01_cross_symbol_relative_strength,P15_open_ast_diverse,SubRank,H48,cross_symbol_rank,FundingCore,low_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0435,H04_basis_compression_expansion,P3_trade_size,AddZScore,H48,same_symbol_rank,FundingCore,low_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0436,H13_symbol_tier_relative,P10_price_liquidity,DecayZScore,H12,same_symbol_zscore,none,lag_stable,F0_calendar_blocks,512,2048,24,3,4096,8192
C0437,H15_placebo_null_adversarial,P14_horizon_spread,NegRank,mixed_6_24,cross_symbol_rank,FundingCore_and_Core4,lag_stable,F5_funding_neutral,512,2048,24,3,4096,8192
C0438,H09_trend_reversal_horizon_mix,P8_regime_state,ResidualizeVsCore4,H24,cross_symbol_zscore,FundingCore,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0439,H02_cross_symbol_dispersion_reversal,P11_volatility_basis,ResidualizeVsCore4,H24,cross_symbol_rank,Core4,medium_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0440,H14_open_ast_cem_diversity,P0_price_return,Rank,H12,same_symbol_zscore,FundingCore_and_Core4,lag_stable,F9_liquidity_shock,512,2048,24,3,4096,8192
C0441,H04_basis_compression_expansion,P9_price_basis,AbsZScore,ensemble_6_12_24_48,same_symbol_zscore,Core4,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0442,H11_regime_conditional_non_may,P12_liquidity_flow,SubRank,H24,same_symbol_rank,Core4,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0443,H12_horizon_ensemble_stability,P7_cross_symbol_relative,ZScore,H24,cross_symbol_rank,Core4,lag_stable,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0444,H13_symbol_tier_relative,P1_range_volatility,SmoothInteraction,H12,same_symbol_zscore,Core4,medium_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0445,H04_basis_compression_expansion,P6_funding_observable,SafeDivZScore,H72,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
