candidate_id,expression,family,field_families,expression_key,skeleton_key,production_key,operator_signature,horizon_signature
crypto_fg2_80dd97745f80c30c,"Sub(Abs(ZScore(Delta(index_close,96))),Rank(Mean(trade_low,168)))",price_volatility_structure,price|volatility,expr-8002ff34981de93d,skeleton-131162e8b64c3fa4,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::96|168,Abs|Delta|Mean|Rank|Sub|ZScore,96|168
crypto_fg2_5945850075284a19,"Mul(ZScore(Delta(open_interest_value_mean,504)),ZScore(Delta(mark_close,504)))",oi_price_interaction,open_interest|price,expr-152327cb4d45e2ea,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::504,Delta|Mul|ZScore,504
crypto_fg2_70708b1e9d14baca,"Mul(Sign(Delta(top_long_short_position_ratio_mean,48)),Neg(ZScore(Delta(mark_close,720))))",positioning_reversal,positioning|price,expr-e34536ba5f07452f,skeleton-47a54e07b92e8874,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|720,Delta|Mul|Neg|Sign|ZScore,48|720
crypto_fg2_e818063d1f5c7747,"Mul(Sign(Delta(global_long_short_account_ratio_last,24)),Neg(ZScore(Delta(index_close,24))))",positioning_reversal,positioning|price,expr-775d19ff803f32b2,skeleton-47a54e07b92e8874,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24,Delta|Mul|Neg|Sign|ZScore,24
crypto_fg2_9a76fe169195aeb7,"Mul(ZScore(Delta(open_interest_value_last,12)),ZScore(Delta(index_close,24)))",oi_price_interaction,open_interest|price,expr-6ea1da38d744fd69,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|24,Delta|Mul|ZScore,12|24
crypto_fg2_1383f3ba1797fa19,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_mean,96)),Rank(Mean(trade_quote_volume,4)))",taker_flow_state,liquidity|taker_ratio,expr-7e4e4d8d16bcb0d0,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|96,Mean|Mul|Rank|ZScore,4|96
crypto_fg2_33ad744ebaa45959,"Add(ZScore(Delta(open_interest_last,720)),ZScore(Delta(index_close,4)))",oi_price_interaction,open_interest|price,expr-a930db813954a7c6,skeleton-2e3fa7ca15d43f41,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|720,Add|Delta|ZScore,4|720
crypto_fg2_294672b9fe72c42e,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_last,48)),ZScore(Mean(taker_buy_sell_volume_ratio_last,4)))",taker_flow_state,liquidity|taker_ratio,expr-d0d0a9869b8a9bb9,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|48,Mean|Sub|ZScore,4|48
crypto_fg2_caae5ce80750c8b0,"Mul(Sign(Delta(top_long_short_position_ratio_last,504)),Neg(ZScore(Delta(index_close,720))))",positioning_reversal,positioning|price,expr-69433df3fa152b89,skeleton-47a54e07b92e8874,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::504|720,Delta|Mul|Neg|Sign|ZScore,504|720
crypto_fg2_2153a27c250e02c6,"Add(ZScore(Delta(global_long_short_account_ratio_mean,336)),Neg(Rank(Delta(trade_close,336))))",positioning_reversal,positioning|price,expr-59c6b927ad5eb0d5,skeleton-ae37e2737f6e97ed,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::336,Add|Delta|Neg|Rank|ZScore,336
crypto_fg2_e1ab43ba0ad44203,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,48)),Rank(Mean(trade_count,504)))",taker_flow_state,liquidity|taker_ratio,expr-2a8d9f2a669e4deb,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|504,Mean|Mul|Rank|ZScore,48|504
crypto_fg2_d50e4c91e9f770c1,"Mul(Sign(Delta(mark_trade_basis_bps,12)),ZScore(Mean(funding_rate,504)))",basis_funding_crowding,basis|funding,expr-84de3ba4c9833c3c,skeleton-d90c18cb1efbbe79,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12|504,Delta|Mean|Mul|Sign|ZScore,12|504
crypto_fg2_f8c745e806271463,"Sub(ZScore(Mean(open_interest_value_last,96)),Rank(Mean(index_close,8)))",oi_price_interaction,open_interest|price,expr-4e35ac14b8823483,skeleton-d6390c39a14fbd38,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|96,Mean|Rank|Sub|ZScore,8|96
crypto_fg2_6334958bb3b5b406,"Mul(Rank(Mean(premium_close_bps,168)),Sign(Delta(funding_rate,48)))",basis_funding_crowding,basis|funding,expr-a84a8bed28fe651f,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::48|168,Delta|Mean|Mul|Rank|Sign,48|168
crypto_fg2_5fae987d8ecd78cc,"Mul(ZScore(premium_close_bps),ZScore(Mean(funding_rate,12)))",basis_funding_crowding,basis|funding,expr-1c483822a930b9d1,skeleton-b71bac576de51f5e,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12,Mean|Mul|ZScore,12
crypto_fg2_a9f84b16b91f1168,"Add(ZScore(Delta(open_interest_value_last,504)),ZScore(Delta(mark_close,336)))",oi_price_interaction,open_interest|price,expr-3627fb42b373438f,skeleton-2e3fa7ca15d43f41,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::336|504,Add|Delta|ZScore,336|504
crypto_fg2_217b54c9037fa9fc,"Mul(Sign(Delta(global_long_short_account_ratio_mean,96)),Neg(ZScore(Delta(mark_close,504))))",positioning_reversal,positioning|price,expr-bb61cbead4478f9d,skeleton-47a54e07b92e8874,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::96|504,Delta|Mul|Neg|Sign|ZScore,96|504
crypto_fg2_2029ebbb52ea0375,"Sub(Rank(Mean(top_long_short_account_ratio_mean,72)),Rank(Mean(trade_close,4)))",positioning_reversal,positioning|price,expr-d6783afefa61aabf,skeleton-612ffe194eccb811,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|72,Mean|Rank|Sub,4|72
crypto_fg2_6cc04c7f144bb246,"Mul(ZScore(Delta(trade_close,72)),ZScore(Mean(trade_low,168)))",price_volatility_structure,price|volatility,expr-7f8d5ae1a5e3b2f3,skeleton-1f835c24e049b69a,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::72|168,Delta|Mean|Mul|ZScore,72|168
crypto_fg2_6f0d97eae42bf730,"Sub(Abs(ZScore(Mean(mark_index_basis_bps,504))),Abs(ZScore(Mean(funding_rate,168))))",basis_funding_crowding,basis|funding,expr-cfb1e22d04ce9685,skeleton-746e1c41665c2005,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::168|504,Abs|Mean|Sub|ZScore,168|504
crypto_fg2_38a7af33445b3b90,"Mul(ZScore(Mean(global_long_short_account_ratio_mean,48)),Neg(ZScore(Delta(mark_close,24))))",positioning_reversal,positioning|price,expr-48f97b5a6b29b899,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|48,Delta|Mean|Mul|Neg|ZScore,24|48
crypto_fg2_dddc97ad1a9fc646,"Sub(Rank(Mean(global_long_short_account_ratio_last,96)),Rank(Mean(trade_close,24)))",positioning_reversal,positioning|price,expr-17a50cc6a3658fce,skeleton-612ffe194eccb811,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|96,Mean|Rank|Sub,24|96
crypto_fg2_30989fb478e8467c,"Mul(Sign(Delta(taker_buy_quote_volume,8)),Abs(ZScore(Delta(trade_high,72))))",liquidity_volatility_guarded,liquidity|volatility,expr-6842acfde1030d19,skeleton-2d041ee3f5fce6d3,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8|72,Abs|Delta|Mul|Sign|ZScore,8|72
crypto_fg2_7a59457a100fc10f,"Sub(Rank(Mean(top_long_short_position_ratio_mean,8)),Rank(Mean(index_close,4)))",positioning_reversal,positioning|price,expr-a796c99ce7ba020f,skeleton-612ffe194eccb811,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|8,Mean|Rank|Sub,4|8
crypto_fg2_342fedba82fb2534,"Mul(ZScore(Delta(open_interest_value_last,12)),ZScore(Delta(mark_close,12)))",oi_price_interaction,open_interest|price,expr-3c6c112545ee74de,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12,Delta|Mul|ZScore,12
crypto_fg2_81fd37e1877b3837,"Add(ZScore(Delta(open_interest_mean,4)),ZScore(Delta(trade_close,336)))",oi_price_interaction,open_interest|price,expr-e6dd5bfd8fff93e9,skeleton-2e3fa7ca15d43f41,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|336,Add|Delta|ZScore,4|336
crypto_fg2_f92df9db8e2b5e35,"Mul(Rank(Mean(open_interest_value_mean,504)),ZScore(Delta(trade_close,720)))",oi_price_interaction,open_interest|price,expr-723802076eaac5d7,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::504|720,Delta|Mean|Mul|Rank|ZScore,504|720
crypto_fg2_9c6f826f9c7277b4,"Sub(ZScore(Mean(top_long_short_position_ratio_mean,72)),ZScore(Mean(top_long_short_position_ratio_mean,72)))",positioning_reversal,positioning|price,expr-384b8406c1b617a0,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72,Mean|Sub|ZScore,72
crypto_fg2_64f96b08213178f0,"Add(ZScore(Delta(taker_buy_sell_volume_ratio_mean,48)),Rank(Mean(trade_quote_volume,96)))",taker_flow_state,liquidity|taker_ratio,expr-3d9ca974d0849f01,skeleton-69639e4aa99637a2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|96,Add|Delta|Mean|Rank|ZScore,48|96
crypto_fg2_22e1e548b9a2d74e,"Mul(Rank(Mean(mark_close,96)),Sign(Delta(mark_high,168)))",price_volatility_structure,price|volatility,expr-65d345fd163baaa9,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::96|168,Delta|Mean|Mul|Rank|Sign,96|168
crypto_fg2_e403604e54f1956b,"Mul(Sign(Delta(premium_close,8)),ZScore(Mean(funding_rate,24)))",basis_funding_crowding,basis|funding,expr-77649d120d6bb972,skeleton-d90c18cb1efbbe79,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|24,Delta|Mean|Mul|Sign|ZScore,8|24
crypto_fg2_01cb12ca2999ef05,"Mul(Rank(Mean(premium_close_bps,336)),Sign(Delta(funding_rate,8)))",basis_funding_crowding,basis|funding,expr-7e09e3fbbb1e9630,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|336,Delta|Mean|Mul|Rank|Sign,8|336
crypto_fg2_60df9dfc3b3ced12,"Mul(Sign(Delta(trade_count,8)),Abs(ZScore(Delta(mark_high,8))))",liquidity_volatility_guarded,liquidity|volatility,expr-53e4de5f349ea959,skeleton-2d041ee3f5fce6d3,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8,Abs|Delta|Mul|Sign|ZScore,8
crypto_fg2_5be74f87f853e6fa,"Mul(Sign(Delta(mark_index_basis_bps,504)),ZScore(Mean(funding_rate,12)))",basis_funding_crowding,basis|funding,expr-bb3978ed05d5afcb,skeleton-d90c18cb1efbbe79,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12|504,Delta|Mean|Mul|Sign|ZScore,12|504
crypto_fg2_0af8ad44881fbc92,"Add(Rank(Delta(mark_index_basis_bps,168)),ZScore(Mean(funding_rate,12)))",basis_funding_crowding,basis|funding,expr-135e395e4cc21d56,skeleton-3b738ce4415cf9b3,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12|168,Add|Delta|Mean|Rank|ZScore,12|168
crypto_fg2_7c5e41fd7a5fe1af,"Mul(ZScore(Delta(open_interest_last,4)),ZScore(Delta(mark_close,96)))",oi_price_interaction,open_interest|price,expr-d0d38f717b7804d1,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|96,Delta|Mul|ZScore,4|96
crypto_fg2_3c17516aa684a40a,"Mul(Rank(Mean(mark_index_basis_bps,504)),Sign(Delta(funding_rate,12)))",basis_funding_crowding,basis|funding,expr-656eb7b3a008f3d3,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12|504,Delta|Mean|Mul|Rank|Sign,12|504
crypto_fg2_c503b4cd34e59276,"Add(ZScore(Delta(top_long_short_account_ratio_last,72)),Neg(Rank(Delta(trade_close,96))))",positioning_reversal,positioning|price,expr-a4a4a73e92743f02,skeleton-ae37e2737f6e97ed,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72|96,Add|Delta|Neg|Rank|ZScore,72|96
crypto_fg2_a961971aacffc841,"Sub(ZScore(Mean(global_long_short_account_ratio_last,48)),ZScore(Mean(global_long_short_account_ratio_last,168)))",positioning_reversal,positioning|price,expr-64155af2e4a26ff3,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|168,Mean|Sub|ZScore,48|168
crypto_fg2_a53a94cd3bb475fa,"Add(ZScore(Delta(global_long_short_account_ratio_mean,24)),Neg(Rank(Delta(trade_close,72))))",positioning_reversal,positioning|price,expr-1290f860c8f166c4,skeleton-ae37e2737f6e97ed,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|72,Add|Delta|Neg|Rank|ZScore,24|72
crypto_fg2_3fe77ae8edc80a72,"Add(ZScore(Delta(top_long_short_account_ratio_last,8)),Neg(Rank(Delta(trade_close,12))))",positioning_reversal,positioning|price,expr-031798dad58bde8c,skeleton-ae37e2737f6e97ed,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|12,Add|Delta|Neg|Rank|ZScore,8|12
crypto_fg2_965d0ade34bb366f,"Sub(ZScore(Delta(mark_close,4)),ZScore(Delta(mark_high,72)))",price_volatility_structure,price|volatility,expr-1909e85c418b6d89,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|72,Delta|Sub|ZScore,4|72
crypto_fg2_88fd0cf34613819b,"Add(Rank(Delta(taker_buy_quote_volume,48)),Neg(ZScore(Delta(mark_high,12))))",liquidity_volatility_guarded,liquidity|volatility,expr-e5d4c3b69508a202,skeleton-ff8553ca5864e159,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|48,Add|Delta|Neg|Rank|ZScore,12|48
crypto_fg2_e8fafad7c4463745,"Sub(ZScore(Mean(open_interest_mean,4)),Rank(Mean(trade_close,4)))",oi_price_interaction,open_interest|price,expr-a23c90e062484f4e,skeleton-d6390c39a14fbd38,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4,Mean|Rank|Sub|ZScore,4
crypto_fg2_9e8c7a5032cd2801,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_last,8)),ZScore(Mean(taker_buy_sell_volume_ratio_last,12)))",taker_flow_state,liquidity|taker_ratio,expr-dc3c34f7e3346767,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|12,Mean|Sub|ZScore,8|12
crypto_fg2_3a09cbe99330bdb5,"Mul(Rank(Mean(open_interest_value_last,8)),ZScore(Delta(trade_close,4)))",oi_price_interaction,open_interest|price,expr-7e5caf89be71b48d,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|8,Delta|Mean|Mul|Rank|ZScore,4|8
crypto_fg2_4a5e30ea035c06f6,"Add(ZScore(Delta(taker_buy_sell_volume_ratio_last,72)),Rank(Mean(taker_buy_quote_volume,12)))",taker_flow_state,liquidity|taker_ratio,expr-32c210ac27c89a2d,skeleton-69639e4aa99637a2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|72,Add|Delta|Mean|Rank|ZScore,12|72
crypto_fg2_d11564299aa5fdf3,"Sub(ZScore(Mean(mark_trade_basis_bps,12)),ZScore(Mean(funding_rate,12)))",basis_funding_crowding,basis|funding,expr-cc256480f6ec558c,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12,Mean|Sub|ZScore,12
crypto_fg2_6569c63d94f5fcce,"Mul(Rank(Mean(open_interest_last,48)),ZScore(Delta(trade_close,12)))",oi_price_interaction,open_interest|price,expr-e8f2cf49fc6233bb,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|48,Delta|Mean|Mul|Rank|ZScore,12|48
crypto_fg2_c522e55944fbab68,"Sub(ZScore(Mean(open_interest_last,4)),Rank(Mean(trade_close,168)))",oi_price_interaction,open_interest|price,expr-82fb62fd9661c390,skeleton-d6390c39a14fbd38,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|168,Mean|Rank|Sub|ZScore,4|168
crypto_fg2_0e99a3ff64004b0a,"Add(ZScore(Delta(open_interest_value_mean,96)),ZScore(Delta(trade_close,4)))",oi_price_interaction,open_interest|price,expr-7ebf6a4a3efcc7ef,skeleton-2e3fa7ca15d43f41,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|96,Add|Delta|ZScore,4|96
crypto_fg2_88b21052112c56fc,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,4)),Rank(Mean(trade_volume,48)))",taker_flow_state,liquidity|taker_ratio,expr-c48e604bea611065,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|48,Mean|Mul|Rank|ZScore,4|48
crypto_fg2_0c84739f0aba81eb,"Mul(Rank(Mean(open_interest_value_mean,4)),ZScore(Delta(index_close,720)))",oi_price_interaction,open_interest|price,expr-27510ae893fde7f2,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|720,Delta|Mean|Mul|Rank|ZScore,4|720
crypto_fg2_e17410c0d97a43e5,"Add(Rank(Delta(mark_index_basis_bps,24)),ZScore(Mean(funding_rate,8)))",basis_funding_crowding,basis|funding,expr-ca7dd060c64d5e78,skeleton-3b738ce4415cf9b3,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|24,Add|Delta|Mean|Rank|ZScore,8|24
crypto_fg2_9460fd8ed0db0978,"Mul(Rank(Mean(open_interest_value_last,720)),ZScore(Delta(trade_close,504)))",oi_price_interaction,open_interest|price,expr-2727be6b64c5ee2e,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::504|720,Delta|Mean|Mul|Rank|ZScore,504|720
crypto_fg2_67c552c5477e88af,"Add(Rank(Delta(trade_close,4)),Neg(Rank(Delta(mark_low,72))))",price_volatility_structure,price|volatility,expr-9a695b938d8a39b1,skeleton-946bd1f4dcc39091,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|72,Add|Delta|Neg|Rank,4|72
crypto_fg2_c31c321f738d06ac,"Mul(Rank(Mean(index_close,336)),Sign(Delta(mark_low,72)))",price_volatility_structure,price|volatility,expr-8081c4338fe1d81e,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::72|336,Delta|Mean|Mul|Rank|Sign,72|336
crypto_fg2_1f50db67aafe85a1,"Mul(ZScore(Mean(top_long_short_account_ratio_mean,48)),Neg(ZScore(Delta(trade_close,72))))",positioning_reversal,positioning|price,expr-74a47e2182726dd7,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|72,Delta|Mean|Mul|Neg|ZScore,48|72
crypto_fg2_bbcff7bbd54fe793,"Add(Rank(Delta(premium_close,720)),ZScore(Mean(funding_rate,720)))",basis_funding_crowding,basis|funding,expr-ce435994ecd3aa32,skeleton-3b738ce4415cf9b3,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::720,Add|Delta|Mean|Rank|ZScore,720
crypto_fg2_addde84fa231b737,"Sub(Rank(Delta(taker_buy_sell_volume_ratio_last,72)),ZScore(Delta(taker_buy_quote_volume,336)))",taker_flow_state,liquidity|taker_ratio,expr-dd0b2c9323a597d9,skeleton-f0d571410f34225a,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::72|336,Delta|Rank|Sub|ZScore,72|336
crypto_fg2_9d4f99ae574400c0,"Mul(Rank(Mean(trade_close,168)),Sign(Delta(mark_high,168)))",price_volatility_structure,price|volatility,expr-91d226e2b730dcb5,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::168,Delta|Mean|Mul|Rank|Sign,168
crypto_fg2_81e6bf6d34825ad7,"Mul(Rank(Mean(trade_count,12)),ZScore(Delta(trade_high,24)))",liquidity_volatility_guarded,liquidity|volatility,expr-9ac57366c860f799,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|24,Delta|Mean|Mul|Rank|ZScore,12|24
crypto_fg2_20b62c612cb72ec0,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,24)),Rank(Mean(taker_buy_quote_volume,504)))",taker_flow_state,liquidity|taker_ratio,expr-15902c408731b191,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|504,Mean|Mul|Rank|ZScore,24|504
crypto_fg2_e546bb3f5247f2ed,"Mul(ZScore(Delta(open_interest_mean,168)),ZScore(Delta(trade_close,12)))",oi_price_interaction,open_interest|price,expr-814c098c4d199be6,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|168,Delta|Mul|ZScore,12|168
crypto_fg2_dc514847993268a0,"Mul(ZScore(Mean(global_long_short_account_ratio_last,8)),Neg(ZScore(Delta(index_close,24))))",positioning_reversal,positioning|price,expr-2d6ef776db14149e,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|24,Delta|Mean|Mul|Neg|ZScore,8|24
crypto_fg2_4f17babea714d8eb,"Mul(Abs(ZScore(Delta(top_long_short_account_ratio_mean,720))),Sign(Delta(mark_close,168)))",positioning_reversal,positioning|price,expr-56632abe296548aa,skeleton-c626ba6bf1687861,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::168|720,Abs|Delta|Mul|Sign|ZScore,168|720
crypto_fg2_c46604ec09384d27,"Mul(Sign(Delta(global_long_short_account_ratio_last,12)),Neg(ZScore(Delta(mark_close,96))))",positioning_reversal,positioning|price,expr-9f2f735106dba07a,skeleton-47a54e07b92e8874,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|96,Delta|Mul|Neg|Sign|ZScore,12|96
crypto_fg2_be33b05ef9884454,"Mul(Sign(Delta(mark_trade_basis_bps,168)),ZScore(Mean(funding_rate,720)))",basis_funding_crowding,basis|funding,expr-56e399ab9c3432f8,skeleton-d90c18cb1efbbe79,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::168|720,Delta|Mean|Mul|Sign|ZScore,168|720
crypto_fg2_38e95d9f0b4c6ca0,"Add(ZScore(Delta(taker_buy_sell_volume_ratio_last,4)),Rank(Mean(trade_quote_volume,336)))",taker_flow_state,liquidity|taker_ratio,expr-7bf6d4f99b126b8c,skeleton-69639e4aa99637a2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|336,Add|Delta|Mean|Rank|ZScore,4|336
crypto_fg2_45e796c90b468302,"Mul(Rank(Mean(mark_index_basis_bps,720)),Sign(Delta(funding_rate,12)))",basis_funding_crowding,basis|funding,expr-c17eaff9a7ebd275,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12|720,Delta|Mean|Mul|Rank|Sign,12|720
crypto_fg2_3061b2fe5b50da38,"Mul(Sign(Delta(open_interest_value_mean,96)),Rank(Mean(index_close,720)))",oi_price_interaction,open_interest|price,expr-8d9ad9c8428feb0e,skeleton-7470f7edcb033b50,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::96|720,Delta|Mean|Mul|Rank|Sign,96|720
crypto_fg2_af124e22904ba3de,"Sub(Abs(ZScore(Delta(index_close,48))),Rank(Mean(mark_high,72)))",price_volatility_structure,price|volatility,expr-3c73a8864722732b,skeleton-131162e8b64c3fa4,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::48|72,Abs|Delta|Mean|Rank|Sub|ZScore,48|72
crypto_fg2_7dab7571edf2ea1b,"Add(Rank(Delta(index_close,720)),Neg(Rank(Delta(mark_high,504))))",price_volatility_structure,price|volatility,expr-a9208fc30555e614,skeleton-946bd1f4dcc39091,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::504|720,Add|Delta|Neg|Rank,504|720
crypto_fg2_821d0cd02e8a5b42,"Sub(Abs(ZScore(Delta(index_close,8))),Rank(Mean(trade_high,336)))",price_volatility_structure,price|volatility,expr-72b3dba87445837e,skeleton-131162e8b64c3fa4,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|336,Abs|Delta|Mean|Rank|Sub|ZScore,8|336
crypto_fg2_19e521a491aad159,"Sub(Abs(ZScore(Mean(mark_index_basis_bps,72))),Abs(ZScore(Mean(funding_rate,96))))",basis_funding_crowding,basis|funding,expr-357ce8dbc7f0f8f9,skeleton-746e1c41665c2005,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::72|96,Abs|Mean|Sub|ZScore,72|96
crypto_fg2_6326e7770f94c262,"Mul(Sign(Delta(open_interest_last,72)),Rank(Mean(mark_close,168)))",oi_price_interaction,open_interest|price,expr-3d1710ce449032fc,skeleton-7470f7edcb033b50,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72|168,Delta|Mean|Mul|Rank|Sign,72|168
crypto_fg2_bafaacf4e8474ffe,"Mul(ZScore(Delta(mark_close,336)),ZScore(Mean(mark_high,8)))",price_volatility_structure,price|volatility,expr-9af2d38d931e144d,skeleton-1f835c24e049b69a,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|336,Delta|Mean|Mul|ZScore,8|336
crypto_fg2_9e33d6efa2f02533,"Add(Rank(Delta(trade_quote_volume,72)),Neg(ZScore(Delta(mark_low,96))))",liquidity_volatility_guarded,liquidity|volatility,expr-06906c7ecc526ac3,skeleton-ff8553ca5864e159,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::72|96,Add|Delta|Neg|Rank|ZScore,72|96
crypto_fg2_984935cd682f91ba,"Sub(ZScore(Delta(index_close,720)),ZScore(Delta(trade_low,96)))",price_volatility_structure,price|volatility,expr-0673340f03c75004,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::96|720,Delta|Sub|ZScore,96|720
crypto_fg2_bdc8eebb5be4698b,"Sub(ZScore(Mean(open_interest_last,48)),Rank(Mean(mark_close,8)))",oi_price_interaction,open_interest|price,expr-91da9d200d85870c,skeleton-d6390c39a14fbd38,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|48,Mean|Rank|Sub|ZScore,8|48
