second_pass_family,left_field,left_family,right_field,right_family,left_transform,right_transform,operator,priority_wave,blueprint_id,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,h2_repair_candidate,near_miss,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error,lag_bonus,non_l5_bonus,priority_bonus,selection_score,queue_role
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,median_quote_volume_168h,liquidity,delta_2h,delta_1h,SafeDiv,True,core16me_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_1h,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.512878420592669,0.0005548510995362,True,True,False,A7FFCORE16ME_H2_REPAIR_CANDIDATE_LAG_OK,546,-8.923347099396699e-05,-0.1117925537196278,0.1079538528089129,-3.147539593496385,0.5,543,-0.0007037907490479,-1.1603043254802328,-0.1536831934565546,-2.267120732718406,0.4843462246777164,565,-0.0011252243636988,-1.368479106907582,-0.2343361412917672,-1.8475887206654205,0.5026548672566372,658,-0.0008766071462839,-0.7893296279891651,-0.2538816730288795,-2.135607771009622,0.4650455927051671,45.69444444444444,,1,1,1,16.48712157940733,strict_candidate
