blueprint_count,chunk_count,chunk_index,decision,full_timestamps_before_subset,generated_at,h2_repair_candidate_count,missing_fields_excluded,response_rows,stage,symbols_loaded,timestamps
30,6,0,PASS_A7FFCORE16ME_CHUNK_COMPLETE,21025,2026-06-01T14:14:10Z,0,[],480,A7FF-CORE16ME-CHUNK,96,3481
30,6,1,PASS_A7FFCORE16ME_CHUNK_COMPLETE,21025,2026-06-01T14:20:56Z,0,[],480,A7FF-CORE16ME-CHUNK,96,3481
30,6,2,PASS_A7FFCORE16ME_CHUNK_COMPLETE,21025,2026-06-01T14:20:45Z,0,[],480,A7FF-CORE16ME-CHUNK,96,3481
30,6,3,PASS_A7FFCORE16ME_CHUNK_COMPLETE,21025,2026-06-01T14:20:55Z,4,[],480,A7FF-CORE16ME-CHUNK,96,3481
30,6,4,PASS_A7FFCORE16ME_CHUNK_COMPLETE,21025,2026-06-01T14:27:56Z,3,[],480,A7FF-CORE16ME-CHUNK,96,3481
30,6,5,PASS_A7FFCORE16ME_CHUNK_COMPLETE,21025,2026-06-01T14:31:41Z,3,[],480,A7FF-CORE16ME-CHUNK,96,3481
