group,count,raw_10bp__fresh_forward_2026May,residual_vs_funding_10bp__fresh_forward_2026May,raw_10bp__recent_oos_2025H2_2026Apr,raw_20bp__recent_oos_2025H2_2026Apr,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr,min_fold_component,positive_fold_rate,mean_turnover,mean_gross_exposure,pilot_rank_score
post_may_eligible,13,7.191248197725796,11.312463316309998,2.818252344749536,2.668546173285102,2.863686895217945,-0.8455336189980014,0.9230769230769232,0.0208652900916229,0.4001803652371459,0.0755235535104708
not_post_may_eligible,179,-6.183042420984427,-3.148858672627788,2.765806861153409,2.561760662253581,2.7516439136593047,0.3456065902566095,1.0,0.0126306469606312,0.3455756280180775,1.3434067841753925
