return_corr_cluster,deep_count,post_may_eligible_count,may_vetoed_count,pre_may_near_miss_count,rejected_count,avg_rank_score,avg_raw_may,avg_residual_funding_may,avg_raw_recent,avg_cost20_recent,avg_lag1_recent,avg_min_fold,avg_positive_fold_rate,post_may_eligible_rate,summary_name
rc_040,3,3,0,0,0,-1.0895428946024257,1.5890349138261408,1.596858536919071,0.88283676412731,0.38737567001672274,0.8395977008101364,-2.0,0.9230769230769232,1.0,return_corr_cluster
rc_075,3,3,0,0,0,0.059813068719057894,11.312463316309996,11.312463316309996,4.223695238166909,4.138469254359159,4.265626207821875,-0.8610063598527632,0.9230769230769232,1.0,return_corr_cluster
rc_008,1,1,0,0,0,-0.2315872287262875,18.23207465609813,26.598359589915884,1.6602544822019027,1.5670337906361032,1.649891303602677,-1.1829718240100835,0.953846153846154,1.0,return_corr_cluster
rc_020,1,1,0,0,0,0.9774453354110324,20.110954234573345,22.45856693069588,2.127077373314978,1.909889834899937,2.231330121688776,-0.0009484839976166,0.9846153846153848,1.0,return_corr_cluster
rc_032,1,1,0,0,0,1.0222384636615918,6.105010221301943,11.71354001733943,5.013148113742174,4.957851389782714,5.029894461251091,0.0236086930740748,1.0,1.0,return_corr_cluster
rc_061,1,1,0,0,0,-1.0878082967616165,2.6206394549268794,7.1875737763802645,3.594611340710383,3.1810639387660364,3.498608061036809,-2.0,0.9230769230769232,1.0,return_corr_cluster
rc_065,1,1,0,0,0,0.2776324536596887,7.191248197725796,7.95481596506589,2.818252344749536,2.668546173285102,2.863686895217945,-0.595428745575985,0.8769230769230769,1.0,return_corr_cluster
rc_069,1,1,0,0,0,1.60500574640469,0.3421408276839225,1.631298173088148,1.5691052333732984,1.357095023660274,1.4979613121858668,0.6110029999659368,1.0,1.0,return_corr_cluster
rc_112,1,1,0,0,0,2.216130304875568,33.78399971166073,33.78399971166073,4.353159296329666,4.160059848699858,4.342351528859412,1.221346627398473,1.0,1.0,return_corr_cluster
rc_015,18,0,18,0,0,2.5534297293522097,-14.27362361890213,-9.383938608995017,4.018818273266768,3.884587760228407,4.00676435055744,1.5567654623345937,1.0,0.0,return_corr_cluster
rc_009,17,0,17,0,0,1.4039602719250033,-5.432346694447939,-1.7669321905116988,2.846254748964707,2.6816408290462816,2.8161244451528233,0.4228733839970374,0.9855203619909503,0.0,return_corr_cluster
rc_057,8,0,8,0,0,1.2221321805885128,-3.8348913549181876,-0.7067156995802241,1.6538318597150579,1.5365483724320648,1.6463610847666723,0.24643914444709042,0.9788461538461539,0.0,return_corr_cluster
rc_076,6,0,6,0,0,2.0884189802204634,-14.592065617143144,-8.637269282696664,4.3618631305283495,4.273782122287147,4.341069986453869,1.0905647230040092,1.0,0.0,return_corr_cluster
rc_044,4,0,4,0,0,2.0903734971428083,-20.559296804387,-15.382058380592287,4.6892306476468155,4.598879941782429,4.582419651960138,1.0926103637721598,1.0,0.0,return_corr_cluster
rc_077,4,0,4,0,0,2.3444118890919716,-15.405986917339167,-10.41683776545726,6.440353349122449,6.331997109754202,6.474663691390427,1.3471034442581415,1.0,0.0,return_corr_cluster
rc_023,3,0,3,0,0,0.6361804501632387,0.0,0.0,3.1461296109431043,3.090900892115432,3.1673906517315467,-0.2847315469243819,0.9230769230769232,0.0,return_corr_cluster
rc_062,3,0,3,0,0,0.3264892111106449,-14.49175213922274,-11.52237465326517,1.9836958771347206,1.8225186663034758,1.9345152862260662,-0.6232913029913066,0.953846153846154,0.0,return_corr_cluster
rc_011,2,0,2,0,0,1.3332303059921888,-22.62110597022867,-17.821684426988824,5.233899824201705,4.856231869787916,5.261496352211263,0.3425616165194143,1.0,0.0,return_corr_cluster
rc_013,2,0,2,0,0,2.998750867567018,-8.232760501367151,-0.9824331276981344,6.446410889643513,6.3939088322003474,6.455000814107475,2.0,1.0,0.0,return_corr_cluster
rc_014,2,0,2,0,0,2.1780367008726955,-18.885084881357592,-12.654590335443894,4.9853397558552075,4.912806511464861,4.9962998694751235,1.1798402444765064,1.0,0.0,return_corr_cluster
rc_016,2,0,2,0,0,1.649189119309555,-10.999324881759527,-4.399043080097699,4.383141828495236,4.242472756786549,4.3242043264316425,0.652769030497118,1.0,0.0,return_corr_cluster
rc_017,2,0,2,0,0,1.5759873446449877,0.0,0.0,2.9186469509943613,2.8288771631689293,2.9984203451833924,0.5783797314490619,1.0,0.0,return_corr_cluster
rc_055,2,0,2,0,0,2.919031269695754,-29.49773327004,-29.49773327004,6.102749841577916,6.0501659917457555,6.097071627022908,1.9203132726139907,1.0,0.0,return_corr_cluster
rc_078,2,0,2,0,0,1.5311144412333575,-7.736454284726607,-7.736454284726607,0.9500403956748964,0.8609569805239421,0.9768564768250131,0.5339139382568354,1.0,0.0,return_corr_cluster
rc_081,2,0,2,0,0,2.818478728225103,0.0,0.0,2.746562365774385,2.5646780166873557,2.77465397647801,1.8239463314257887,1.0,0.0,return_corr_cluster
rc_099,2,0,2,0,0,2.3573399502092314,-6.641816524336596,-4.9163333154888855,2.4737599546870834,2.0939526453248334,2.3725775181371076,1.3675019016528704,1.0,0.0,return_corr_cluster
rc_000,1,0,1,0,0,0.5703365273519484,0.0,0.0,0.6890737765007815,0.6599713806878089,0.6024481545836459,-0.2901050753299699,0.8615384615384616,0.0,return_corr_cluster
rc_001,1,0,1,0,0,0.4568508169700515,0.0,0.0,1.700983603596813,1.6269186605666757,1.6940056925430576,-0.3712193938895369,0.8307692307692308,0.0,return_corr_cluster
rc_002,1,0,1,0,0,0.3720871096356574,0.0,0.0,2.266234282524897,2.2233807080962538,2.24202511803217,-0.4109389701502902,0.7846153846153846,0.0,return_corr_cluster
