candidate_id,entry_label,split,original_abs_spread,max_control_abs_spread,control_ratio,gate
a7al2q_0531d6565dc36cea,label_t_to_t24,validation_2025H1,0.00036618483587885585,,,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t1_to_t25,known_may2026_stress,0.002335723152501468,0.0016099923484675027,0.6892907435297988,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t1_to_t25,recent_oos_2026JanApr,0.0005812484118012025,0.00046402770075405254,0.7983294084470692,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t1_to_t25,test_2025H2,0.0010044927434062847,0.0024753976234607148,2.4643260388985175,HOLD_CONTROL_DOMINATED
a7al2q_070161fc8a8254ad,label_t1_to_t25,train_2024,0.0011405475604076294,0.0016312727287566247,1.430254016039113,HOLD_CONTROL_DOMINATED
a7al2q_070161fc8a8254ad,label_t1_to_t25,validation_2025H1,0.0001624946766352894,0.0011372583712515435,6.998742326827476,HOLD_CONTROL_DOMINATED
a7al2q_070161fc8a8254ad,label_t2_to_t26,known_may2026_stress,0.002313554877233885,,,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t2_to_t26,recent_oos_2026JanApr,0.0005564801758256976,,,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t2_to_t26,test_2025H2,0.0009861896501470076,,,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t2_to_t26,train_2024,0.0011246166197857437,,,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t2_to_t26,validation_2025H1,0.00012427065142791966,,,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t_to_t24,known_may2026_stress,0.0023866677729638204,,,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t_to_t24,recent_oos_2026JanApr,0.0006289184474157052,,,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t_to_t24,test_2025H2,0.0010040648398821558,,,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t_to_t24,train_2024,0.0011464486912174325,,,ELIGIBLE_DIAGNOSTIC
a7al2q_070161fc8a8254ad,label_t_to_t24,validation_2025H1,0.0001894398800630099,,,ELIGIBLE_DIAGNOSTIC
a7al2q_07a399f87a92a0d2,label_t1_to_t25,known_may2026_stress,6.70879550187037e-05,0.0032953894526753613,49.120433791082576,HOLD_CONTROL_DOMINATED
a7al2q_07a399f87a92a0d2,label_t1_to_t25,recent_oos_2026JanApr,0.0008223393298591919,0.002066191564159044,2.5125778241846164,HOLD_CONTROL_DOMINATED
a7al2q_07a399f87a92a0d2,label_t1_to_t25,test_2025H2,0.0004451498221306501,0.001287072819100686,2.8913250216304345,HOLD_CONTROL_DOMINATED
a7al2q_07a399f87a92a0d2,label_t1_to_t25,train_2024,0.00013494217852898436,0.0054062280936196016,40.06329342354876,HOLD_CONTROL_DOMINATED
a7al2q_07a399f87a92a0d2,label_t1_to_t25,validation_2025H1,0.000629292207406037,0.0009015141319880333,1.4325842929218906,HOLD_CONTROL_DOMINATED
a7al2q_07a399f87a92a0d2,label_t2_to_t26,known_may2026_stress,0.0002416182818496544,,,ELIGIBLE_DIAGNOSTIC
a7al2q_07a399f87a92a0d2,label_t2_to_t26,recent_oos_2026JanApr,0.0008126216189546767,,,ELIGIBLE_DIAGNOSTIC
a7al2q_07a399f87a92a0d2,label_t2_to_t26,test_2025H2,0.0004793323556622258,,,ELIGIBLE_DIAGNOSTIC
a7al2q_07a399f87a92a0d2,label_t2_to_t26,train_2024,0.00018137535387843063,,,ELIGIBLE_DIAGNOSTIC
a7al2q_07a399f87a92a0d2,label_t2_to_t26,validation_2025H1,0.0005968102444703668,,,ELIGIBLE_DIAGNOSTIC
a7al2q_07a399f87a92a0d2,label_t_to_t24,known_may2026_stress,1.6912621087964604e-05,,,ELIGIBLE_DIAGNOSTIC
a7al2q_07a399f87a92a0d2,label_t_to_t24,recent_oos_2026JanApr,0.0008666389911937253,,,ELIGIBLE_DIAGNOSTIC
a7al2q_07a399f87a92a0d2,label_t_to_t24,test_2025H2,0.0004377876321213671,,,ELIGIBLE_DIAGNOSTIC
a7al2q_07a399f87a92a0d2,label_t_to_t24,train_2024,8.353889218678295e-05,,,ELIGIBLE_DIAGNOSTIC
a7al2q_07a399f87a92a0d2,label_t_to_t24,validation_2025H1,0.0006026139218976085,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t1_to_t25,known_may2026_stress,0.0006613535250604398,0.0010884326986620682,1.645765324321207,HOLD_CONTROL_DOMINATED
a7al2q_0a44f7b06019cff8,label_t1_to_t25,recent_oos_2026JanApr,0.0014172391574642108,0.0024421310270355857,1.7231608470409174,HOLD_CONTROL_DOMINATED
a7al2q_0a44f7b06019cff8,label_t1_to_t25,test_2025H2,0.0005934044266988078,0.004314544796282059,7.270833519534862,HOLD_CONTROL_DOMINATED
a7al2q_0a44f7b06019cff8,label_t1_to_t25,train_2024,0.00028105186292303835,0.005708383266186911,20.31078252539483,HOLD_CONTROL_DOMINATED
a7al2q_0a44f7b06019cff8,label_t1_to_t25,validation_2025H1,0.00038098870385486373,0.0059651793294970825,15.657102872450244,HOLD_CONTROL_DOMINATED
a7al2q_0a44f7b06019cff8,label_t2_to_t26,known_may2026_stress,0.0006271887159874338,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t2_to_t26,recent_oos_2026JanApr,0.001442728748844162,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t2_to_t26,test_2025H2,0.0006882795601238003,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t2_to_t26,train_2024,0.0003587356007940117,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t2_to_t26,validation_2025H1,0.0003832859915161322,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t_to_t24,known_may2026_stress,0.0006027769243485848,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t_to_t24,recent_oos_2026JanApr,0.0014294239636096797,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t_to_t24,test_2025H2,0.0005366030510889783,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t_to_t24,train_2024,0.00022042792022989091,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0a44f7b06019cff8,label_t_to_t24,validation_2025H1,0.00036232153671286933,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0b3baa3540853655,label_t1_to_t25,known_may2026_stress,0.0006145706765506195,0.0008054806288288877,1.3106395400278161,HOLD_CONTROL_DOMINATED
a7al2q_0b3baa3540853655,label_t1_to_t25,recent_oos_2026JanApr,0.0003312184053013241,0.0018333297745406305,5.535108391312883,HOLD_CONTROL_DOMINATED
a7al2q_0b3baa3540853655,label_t1_to_t25,test_2025H2,0.0008848332399172516,0.002588963476724656,2.92593379173546,HOLD_CONTROL_DOMINATED
a7al2q_0b3baa3540853655,label_t1_to_t25,train_2024,0.000509655877890375,0.0006825913902735478,1.3393181946591237,HOLD_CONTROL_DOMINATED
a7al2q_0b3baa3540853655,label_t1_to_t25,validation_2025H1,0.0002648341824292754,0.0010057495555002994,3.7976576372231983,HOLD_CONTROL_DOMINATED
a7al2q_0b3baa3540853655,label_t2_to_t26,known_may2026_stress,0.0005847582659051979,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0b3baa3540853655,label_t2_to_t26,recent_oos_2026JanApr,0.0002864840900498317,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0b3baa3540853655,label_t2_to_t26,test_2025H2,0.0009392601981618198,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0b3baa3540853655,label_t2_to_t26,train_2024,0.0004950631526329328,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0b3baa3540853655,label_t2_to_t26,validation_2025H1,0.00028565432634448864,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0b3baa3540853655,label_t_to_t24,known_may2026_stress,0.000755151214442597,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0b3baa3540853655,label_t_to_t24,recent_oos_2026JanApr,0.00034115873485297317,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0b3baa3540853655,label_t_to_t24,test_2025H2,0.0008582244209455689,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0b3baa3540853655,label_t_to_t24,train_2024,0.0005011944407029122,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0b3baa3540853655,label_t_to_t24,validation_2025H1,0.00023137608757557726,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0d7351f49adf11c3,label_t1_to_t25,known_may2026_stress,0.001294264260720656,0.018438041359780638,14.245963455341183,HOLD_CONTROL_DOMINATED
a7al2q_0d7351f49adf11c3,label_t1_to_t25,recent_oos_2026JanApr,0.002276307254306303,0.01981315832814758,8.704079069583061,HOLD_CONTROL_DOMINATED
a7al2q_0d7351f49adf11c3,label_t1_to_t25,test_2025H2,0.0002291435904978461,0.01774263442881987,77.43020169262228,HOLD_CONTROL_DOMINATED
a7al2q_0d7351f49adf11c3,label_t1_to_t25,train_2024,0.00017323408624269162,0.024149998845608395,139.4067378389698,HOLD_CONTROL_DOMINATED
a7al2q_0d7351f49adf11c3,label_t1_to_t25,validation_2025H1,0.0014075619326720328,0.01831792040051193,13.013935639576632,HOLD_CONTROL_DOMINATED
a7al2q_0d7351f49adf11c3,label_t2_to_t26,known_may2026_stress,0.0014025988455393503,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0d7351f49adf11c3,label_t2_to_t26,recent_oos_2026JanApr,0.0022349652460324464,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0d7351f49adf11c3,label_t2_to_t26,test_2025H2,0.00021034735618078465,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0d7351f49adf11c3,label_t2_to_t26,train_2024,0.0002283900324214911,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0d7351f49adf11c3,label_t2_to_t26,validation_2025H1,0.001360561084053719,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0d7351f49adf11c3,label_t_to_t24,known_may2026_stress,0.0010868783647404044,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0d7351f49adf11c3,label_t_to_t24,recent_oos_2026JanApr,0.0023161082378285185,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0d7351f49adf11c3,label_t_to_t24,test_2025H2,0.000271086475120951,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0d7351f49adf11c3,label_t_to_t24,train_2024,0.00010642031227279217,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0d7351f49adf11c3,label_t_to_t24,validation_2025H1,0.0014678939967225557,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t1_to_t25,known_may2026_stress,0.0018355347358671567,0.0022315010759159206,1.215722607865385,HOLD_CONTROL_DOMINATED
a7al2q_0de0d41346741bd1,label_t1_to_t25,recent_oos_2026JanApr,0.0019944981182763123,0.0012065386245770759,0.6049334484305215,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t1_to_t25,test_2025H2,0.0018683150360035861,0.0010571883883486034,0.5658512445577589,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t1_to_t25,train_2024,0.0016744406271996964,0.001447757072565983,0.864621324308874,WARN_CONTROL_CLOSE
a7al2q_0de0d41346741bd1,label_t1_to_t25,validation_2025H1,0.0013845499852167572,0.0008061406825634234,0.5822402160780195,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t2_to_t26,known_may2026_stress,0.001852827702454668,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t2_to_t26,recent_oos_2026JanApr,0.0019783556669293553,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t2_to_t26,test_2025H2,0.0018494513289069217,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t2_to_t26,train_2024,0.001720722909777351,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t2_to_t26,validation_2025H1,0.0013682908886220348,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t_to_t24,known_may2026_stress,0.0018155551214167282,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t_to_t24,recent_oos_2026JanApr,0.0020040560782066653,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t_to_t24,test_2025H2,0.001894598309556815,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t_to_t24,train_2024,0.0016323472603209156,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0de0d41346741bd1,label_t_to_t24,validation_2025H1,0.0013986746878888732,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0f14395724f60a61,label_t1_to_t25,known_may2026_stress,0.00297766261426034,0.028298953555434807,9.503747476261461,HOLD_CONTROL_DOMINATED
a7al2q_0f14395724f60a61,label_t1_to_t25,recent_oos_2026JanApr,0.00015489882947554548,0.0252384267364889,162.9349093336654,HOLD_CONTROL_DOMINATED
a7al2q_0f14395724f60a61,label_t1_to_t25,test_2025H2,4.17203738357306e-06,0.022183621372494133,5317.215387340419,HOLD_CONTROL_DOMINATED
a7al2q_0f14395724f60a61,label_t1_to_t25,train_2024,0.0011712631603732068,0.03445385925827603,29.415984745305046,HOLD_CONTROL_DOMINATED
a7al2q_0f14395724f60a61,label_t1_to_t25,validation_2025H1,0.00025770098041757035,0.024005884527249496,93.15402870548314,HOLD_CONTROL_DOMINATED
a7al2q_0f14395724f60a61,label_t2_to_t26,known_may2026_stress,0.00307157471554145,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0f14395724f60a61,label_t2_to_t26,recent_oos_2026JanApr,6.033826663044536e-06,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0f14395724f60a61,label_t2_to_t26,test_2025H2,2.3030149436346105e-05,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0f14395724f60a61,label_t2_to_t26,train_2024,0.001121706704508902,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0f14395724f60a61,label_t2_to_t26,validation_2025H1,0.00017486419861910684,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0f14395724f60a61,label_t_to_t24,known_may2026_stress,0.002993999747484301,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0f14395724f60a61,label_t_to_t24,recent_oos_2026JanApr,0.0003295503894722969,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0f14395724f60a61,label_t_to_t24,test_2025H2,6.960807119391925e-05,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0f14395724f60a61,label_t_to_t24,train_2024,0.0012395224746203975,,,ELIGIBLE_DIAGNOSTIC
a7al2q_0f14395724f60a61,label_t_to_t24,validation_2025H1,0.0003434857809618117,,,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t1_to_t25,known_may2026_stress,0.0016088865581237314,0.0035327143741696507,2.195751065438367,HOLD_CONTROL_DOMINATED
a7al2q_100786d679e5b988,label_t1_to_t25,recent_oos_2026JanApr,0.0018346200900639354,0.0010127074010243319,0.5519984254555065,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t1_to_t25,test_2025H2,0.0013839453845845876,0.0008377611956117641,0.6053426709922017,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t1_to_t25,train_2024,0.0025094506031049344,0.0021108877375055663,0.8411752496318406,WARN_CONTROL_CLOSE
a7al2q_100786d679e5b988,label_t1_to_t25,validation_2025H1,0.0013608277534210508,0.0010665069947945977,0.7837193150370825,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t2_to_t26,known_may2026_stress,0.0016886669935652634,,,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t2_to_t26,recent_oos_2026JanApr,0.0018299961241393322,,,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t2_to_t26,test_2025H2,0.0013420949429034104,,,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t2_to_t26,train_2024,0.0025115953500352596,,,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t2_to_t26,validation_2025H1,0.0014002045631457715,,,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t_to_t24,known_may2026_stress,0.0015879773435077563,,,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t_to_t24,recent_oos_2026JanApr,0.0018837662936705309,,,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t_to_t24,test_2025H2,0.0014189996363410534,,,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t_to_t24,train_2024,0.002463237403411517,,,ELIGIBLE_DIAGNOSTIC
a7al2q_100786d679e5b988,label_t_to_t24,validation_2025H1,0.0013427972062906,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10991f685ed433e6,label_t1_to_t25,known_may2026_stress,0.004496649144030535,0.03002736255521784,6.677719696027486,HOLD_CONTROL_DOMINATED
a7al2q_10991f685ed433e6,label_t1_to_t25,recent_oos_2026JanApr,0.0006144636623683758,0.030406830112705636,49.485155876437325,HOLD_CONTROL_DOMINATED
a7al2q_10991f685ed433e6,label_t1_to_t25,test_2025H2,9.342769829160473e-05,0.027066149739645416,289.7015578310307,HOLD_CONTROL_DOMINATED
a7al2q_10991f685ed433e6,label_t1_to_t25,train_2024,0.0006609988446852806,0.04197507553641275,63.50249455639853,HOLD_CONTROL_DOMINATED
a7al2q_10991f685ed433e6,label_t1_to_t25,validation_2025H1,0.0008142214552513018,0.028954142459307015,35.560525054416054,HOLD_CONTROL_DOMINATED
a7al2q_10991f685ed433e6,label_t2_to_t26,known_may2026_stress,0.004620002218337482,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10991f685ed433e6,label_t2_to_t26,recent_oos_2026JanApr,0.0004983317324973692,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10991f685ed433e6,label_t2_to_t26,test_2025H2,5.8078402951926805e-05,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10991f685ed433e6,label_t2_to_t26,train_2024,0.0005758457258079316,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10991f685ed433e6,label_t2_to_t26,validation_2025H1,0.0007436468183524616,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10991f685ed433e6,label_t_to_t24,known_may2026_stress,0.004230837178635602,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10991f685ed433e6,label_t_to_t24,recent_oos_2026JanApr,0.0007986500303614557,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10991f685ed433e6,label_t_to_t24,test_2025H2,0.00018204795562000358,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10991f685ed433e6,label_t_to_t24,train_2024,0.0007776138479728433,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10991f685ed433e6,label_t_to_t24,validation_2025H1,0.0008881682613392503,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t1_to_t25,known_may2026_stress,0.0027122962728208413,0.0020363175729614185,0.7507725440494036,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t1_to_t25,recent_oos_2026JanApr,0.0004717581100908084,0.0007677616228985095,1.6274476399583753,HOLD_CONTROL_DOMINATED
a7al2q_10e647a6a770bab4,label_t1_to_t25,test_2025H2,0.0021681017912562554,0.0020435108332924152,0.9425345440577083,WARN_CONTROL_CLOSE
a7al2q_10e647a6a770bab4,label_t1_to_t25,train_2024,0.0009975085857327455,0.0006184606644401145,0.6200053546264049,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t1_to_t25,validation_2025H1,0.0012812735152005219,0.0013756937410350602,1.0736924822954461,HOLD_CONTROL_DOMINATED
a7al2q_10e647a6a770bab4,label_t2_to_t26,known_may2026_stress,0.002714591687711021,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t2_to_t26,recent_oos_2026JanApr,0.0004605627546502237,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t2_to_t26,test_2025H2,0.0021661609667409814,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t2_to_t26,train_2024,0.0010067503872795717,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t2_to_t26,validation_2025H1,0.0012822982929230088,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t_to_t24,known_may2026_stress,0.002723384414518431,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t_to_t24,recent_oos_2026JanApr,0.00047571597412782016,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t_to_t24,test_2025H2,0.0021693111098202663,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t_to_t24,train_2024,0.0009935237776240139,,,ELIGIBLE_DIAGNOSTIC
a7al2q_10e647a6a770bab4,label_t_to_t24,validation_2025H1,0.0012808448830907608,,,ELIGIBLE_DIAGNOSTIC
