candidate_id,expression,fields,field_families,pattern_id,oi_field,price_field,oi_window,price_window,windows,skeleton_key,production_key,parent_seed_id,source,deterministic_order_key,selected_for_fast_replay
a7al2q_fbec7059dfeab1ab,"Mul(ZScore(Delta(open_interest_value_last,720)),ZScore(Mean(index_close,504)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,index_close,720,504,720|504,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|index_close::720|504,,local_mutation,00f93ec134edb64c,True
a7al2q_5b16140570d34ff8,"Mul(ZScore(Mean(open_interest_value_last,96)),ZScore(Delta(mark_close,504)))",mark_close|open_interest_value_last,open_interest|price,oi_level_x_price_delta,open_interest_value_last,mark_close,96,504,96|504,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_last|mark_close::96|504,,local_mutation,00fd215be0a3882f,True
a7al2q_bf78a22567a7afd9,"Mul(ZScore(Delta(open_interest_value_last,168)),ZScore(Delta(index_close,336)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_delta,open_interest_value_last,index_close,168,336,168|336,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_value_last|index_close::168|336,,local_mutation,00ff4a3009dbc075,True
a7al2q_c09e1651a5aa0926,"Mul(ZScore(Delta(open_interest_value_mean,720)),ZScore(Mean(mark_close,4)))",mark_close|open_interest_value_mean,open_interest|price,oi_delta_x_price_level,open_interest_value_mean,mark_close,720,4,720|4,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_mean|mark_close::720|4,,local_mutation,0100fd99be1da320,True
a7al2q_132c2a7c6c4a9142,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(trade_close,504))))",open_interest_value_mean|trade_close,open_interest|price,abs_level_gap,open_interest_value_mean,trade_close,168,504,168|504,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|trade_close::168|504,,local_mutation,01043d7990fe61d6,True
a7al2q_7cf43aae9a3604a4,"Mul(Abs(ZScore(Mean(open_interest_value_last,48))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,mark_close,48,336,48|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|mark_close::48|336,,local_mutation,0106d95c1c17c227,True
a7al2q_d8a7f2027987e6a0,"Mul(ZScore(Mean(open_interest_mean,720)),ZScore(Delta(trade_close,8)))",open_interest_mean|trade_close,open_interest|price,oi_level_x_price_delta,open_interest_mean,trade_close,720,8,720|8,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_mean|trade_close::720|8,,local_mutation,010a7cb57e2c83e0,True
a7al2q_894ef6556dc4dd53,"Sub(Abs(ZScore(Mean(open_interest_value_mean,504))),Abs(ZScore(Mean(index_close,96))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,index_close,504,96,504|96,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::504|96,,local_mutation,01109a0e75564ee1,True
a7al2q_86bb796aa404fadd,"Mul(Abs(ZScore(Mean(open_interest_value_mean,720))),Abs(ZScore(Delta(index_close,336))))",index_close|open_interest_value_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_mean,index_close,720,336,720|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_mean|index_close::720|336,,local_mutation,011a77c72a4ca4f4,True
a7al2q_e6be44ccbba38b66,"Sub(Abs(ZScore(Mean(open_interest_value_last,504))),Abs(ZScore(Mean(mark_close,12))))",mark_close|open_interest_value_last,open_interest|price,abs_level_gap,open_interest_value_last,mark_close,504,12,504|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|mark_close::504|12,,local_mutation,011ab202f394d0e0,True
a7al2q_bacf83c4aa67df04,"Mul(ZScore(Delta(open_interest_value_last,504)),ZScore(Mean(index_close,24)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,index_close,504,24,504|24,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|index_close::504|24,,local_mutation,011b248aacd26abd,True
a7al2q_ca72f5849cff347a,"Mul(Abs(ZScore(Mean(open_interest_value_last,12))),Abs(ZScore(Delta(mark_close,72))))",mark_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,mark_close,12,72,12|72,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|mark_close::12|72,,local_mutation,011f9e60cb2a1072,True
a7al2q_c46fcfb9f5cfa44a,"Add(ZScore(Mean(open_interest_mean,24)),Neg(ZScore(Delta(trade_close,96))))",open_interest_mean|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_mean,trade_close,24,96,24|96,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_mean|trade_close::24|96,,local_mutation,0120baea5809c777,True
a7al2q_a5c03992d01f4b7e,"Sub(Abs(ZScore(Mean(open_interest_value_last,504))),Abs(ZScore(Mean(trade_close,24))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,open_interest_value_last,trade_close,504,24,504|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::504|24,,local_mutation,012213eddc2afd3a,True
a7al2q_fe98f845b4729cb0,"Sub(ZScore(Delta(open_interest_mean,24)),ZScore(Delta(mark_close,720)))",mark_close|open_interest_mean,open_interest|price,delta_spread,open_interest_mean,mark_close,24,720,24|720,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_mean|mark_close::24|720,,local_mutation,01269740ca2c7391,True
a7al2q_de61a31e0f94786b,"Mul(ZScore(Delta(open_interest_value_last,720)),ZScore(Mean(trade_close,96)))",open_interest_value_last|trade_close,open_interest|price,oi_delta_x_price_level,open_interest_value_last,trade_close,720,96,720|96,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|trade_close::720|96,,local_mutation,012a6246111d12be,True
a7al2q_100786d679e5b988,"Mul(Abs(ZScore(Mean(open_interest_value_last,4))),Abs(ZScore(Delta(index_close,72))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,4,72,4|72,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::4|72,,local_mutation,012d946e9fa38380,True
a7al2q_052666e2602c6204,"Sub(Abs(ZScore(Delta(open_interest_value_mean,720))),Abs(ZScore(Delta(mark_close,12))))",mark_close|open_interest_value_mean,open_interest|price,abs_delta_gap,open_interest_value_mean,mark_close,720,12,720|12,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|mark_close::720|12,,local_mutation,012ee3703bd2b970,True
a7al2q_79ce9904a7c3ba7d,"Mul(ZScore(Delta(open_interest_value_last,8)),ZScore(Mean(trade_close,8)))",open_interest_value_last|trade_close,open_interest|price,oi_delta_x_price_level,open_interest_value_last,trade_close,8,8,8|8,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|trade_close::8|8,,local_mutation,01312d4dcb8fadf8,True
a7al2q_cdee002b3cb51028,"Add(ZScore(Mean(open_interest_value_last,4)),Neg(ZScore(Delta(trade_close,720))))",open_interest_value_last|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_value_last,trade_close,4,720,4|720,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_value_last|trade_close::4|720,,local_mutation,013149a14f9d7828,True
a7al2q_61b0e773f54d336e,"Add(ZScore(Mean(open_interest_last,72)),Neg(ZScore(Delta(mark_close,8))))",mark_close|open_interest_last,open_interest|price,oi_level_plus_neg_price_delta,open_interest_last,mark_close,72,8,72|8,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_last|mark_close::72|8,,local_mutation,0134aa6bdeeea578,True
a7al2q_ad8239fed28311c1,"Sub(Abs(ZScore(Delta(open_interest_value_mean,24))),Abs(ZScore(Delta(trade_close,72))))",open_interest_value_mean|trade_close,open_interest|price,abs_delta_gap,open_interest_value_mean,trade_close,24,72,24|72,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::24|72,,local_mutation,0151b14c1b8fc306,True
a7al2q_65fb8055686e568f,"Sub(Abs(ZScore(Mean(open_interest_last,72))),Abs(ZScore(Mean(index_close,504))))",index_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,index_close,72,504,72|504,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|index_close::72|504,,local_mutation,015375521f6e91bd,True
a7al2q_39631109514d8381,"Add(ZScore(Delta(open_interest_last,4)),Neg(ZScore(Mean(index_close,24))))",index_close|open_interest_last,open_interest|price,oi_delta_plus_neg_price_level,open_interest_last,index_close,4,24,4|24,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_last|index_close::4|24,,local_mutation,015419ce88ed80d7,True
a7al2q_c5d66518cfe91753,"Sub(Abs(ZScore(Delta(open_interest_value_last,336))),Abs(ZScore(Delta(trade_close,12))))",open_interest_value_last|trade_close,open_interest|price,abs_delta_gap,open_interest_value_last,trade_close,336,12,336|12,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_last|trade_close::336|12,,local_mutation,0154b05235bfb663,True
a7al2q_c547c12042501b74,"Mul(ZScore(Delta(open_interest_value_last,4)),ZScore(Mean(index_close,72)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,index_close,4,72,4|72,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|index_close::4|72,,local_mutation,0154d89acca66542,True
a7al2q_f6acc570273f4779,"Sub(Abs(ZScore(Delta(open_interest_value_mean,48))),Abs(ZScore(Delta(trade_close,720))))",open_interest_value_mean|trade_close,open_interest|price,abs_delta_gap,open_interest_value_mean,trade_close,48,720,48|720,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::48|720,,local_mutation,0165710a4ed67e74,True
a7al2q_1a74d652104b593d,"Sub(ZScore(Delta(open_interest_mean,48)),ZScore(Delta(mark_close,96)))",mark_close|open_interest_mean,open_interest|price,delta_spread,open_interest_mean,mark_close,48,96,48|96,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_mean|mark_close::48|96,,local_mutation,0169ec6178207c06,True
a7al2q_165d460c6fe4efb2,"Sub(ZScore(Delta(open_interest_value_last,8)),ZScore(Delta(index_close,24)))",index_close|open_interest_value_last,open_interest|price,delta_spread,open_interest_value_last,index_close,8,24,8|24,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_last|index_close::8|24,,local_mutation,01764206fda7abc8,True
a7al2q_21e726a216c59eff,"Mul(Abs(ZScore(Delta(open_interest_last,4))),Abs(ZScore(Mean(trade_close,8))))",open_interest_last|trade_close,open_interest|price,oi_abs_delta_x_price_abs,open_interest_last,trade_close,4,8,4|8,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_last|trade_close::4|8,,local_mutation,018a0a148c457eaf,True
a7al2q_4194a7bf5b871ea7,"Sub(Abs(ZScore(Delta(open_interest_value_last,336))),Abs(ZScore(Delta(index_close,8))))",index_close|open_interest_value_last,open_interest|price,abs_delta_gap,open_interest_value_last,index_close,336,8,336|8,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_last|index_close::336|8,,local_mutation,018b651fa9df2fb9,True
a7al2q_edb77f58a5decea7,"Mul(Abs(ZScore(Mean(open_interest_mean,168))),Abs(ZScore(Delta(index_close,720))))",index_close|open_interest_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,index_close,168,720,168|720,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|index_close::168|720,,local_mutation,018b90acfb4eb09f,True
a7al2q_df339788dddb7322,"Mul(ZScore(Mean(open_interest_mean,72)),ZScore(Delta(mark_close,336)))",mark_close|open_interest_mean,open_interest|price,oi_level_x_price_delta,open_interest_mean,mark_close,72,336,72|336,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_mean|mark_close::72|336,,local_mutation,018d271c0099b9dc,True
a7al2q_c71837a81f389a41,"Add(ZScore(Mean(open_interest_value_last,8)),Neg(ZScore(Delta(index_close,48))))",index_close|open_interest_value_last,open_interest|price,oi_level_plus_neg_price_delta,open_interest_value_last,index_close,8,48,8|48,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_value_last|index_close::8|48,,local_mutation,018faf516a01a715,True
a7al2q_706253017908e57d,"Sub(Abs(ZScore(Mean(open_interest_last,336))),Abs(ZScore(Mean(mark_close,24))))",mark_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,mark_close,336,24,336|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|mark_close::336|24,,local_mutation,0190f2c565fc1ad8,True
a7al2q_aced101952a66c40,"Mul(Abs(ZScore(Delta(open_interest_mean,336))),Abs(ZScore(Mean(trade_close,48))))",open_interest_mean|trade_close,open_interest|price,oi_abs_delta_x_price_abs,open_interest_mean,trade_close,336,48,336|48,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_mean|trade_close::336|48,,local_mutation,0194bee90e257b67,True
a7al2q_dd469285431f6901,"Mul(Abs(ZScore(Mean(open_interest_mean,8))),Abs(ZScore(Delta(index_close,24))))",index_close|open_interest_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,index_close,8,24,8|24,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|index_close::8|24,,local_mutation,0195a514ea796671,True
a7al2q_e64593ae611d474b,"Mul(Abs(ZScore(Mean(open_interest_value_mean,336))),Abs(ZScore(Delta(index_close,12))))",index_close|open_interest_value_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_mean,index_close,336,12,336|12,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_mean|index_close::336|12,,local_mutation,019756c551a97e3c,True
a7al2q_fd69cd2051870a73,"Sub(ZScore(Mean(open_interest_value_last,336)),ZScore(Mean(mark_close,24)))",mark_close|open_interest_value_last,open_interest|price,level_spread,open_interest_value_last,mark_close,336,24,336|24,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_value_last|mark_close::336|24,,local_mutation,0198cd8262b67522,True
a7al2q_f864cf9d943df0c8,"Add(ZScore(Mean(open_interest_value_last,12)),Neg(ZScore(Delta(mark_close,72))))",mark_close|open_interest_value_last,open_interest|price,oi_level_plus_neg_price_delta,open_interest_value_last,mark_close,12,72,12|72,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_value_last|mark_close::12|72,,local_mutation,019dbee32831fbcb,True
a7al2q_929e4e1ec2e59b6a,"Add(ZScore(Delta(open_interest_mean,720)),Neg(ZScore(Mean(index_close,72))))",index_close|open_interest_mean,open_interest|price,oi_delta_plus_neg_price_level,open_interest_mean,index_close,720,72,720|72,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_mean|index_close::720|72,,local_mutation,019f1857df673c9d,True
a7al2q_0133ba7e904144bd,"Mul(ZScore(Mean(open_interest_last,4)),ZScore(Delta(mark_close,504)))",mark_close|open_interest_last,open_interest|price,oi_level_x_price_delta,open_interest_last,mark_close,4,504,4|504,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_last|mark_close::4|504,,local_mutation,01a86bb660ebe797,True
a7al2q_8b401291d0c3a28f,"Sub(ZScore(Delta(open_interest_value_mean,48)),ZScore(Delta(index_close,720)))",index_close|open_interest_value_mean,open_interest|price,delta_spread,open_interest_value_mean,index_close,48,720,48|720,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_mean|index_close::48|720,,local_mutation,01acb9fb5129993d,True
a7al2q_781b0a6856b6b231,"Mul(ZScore(Delta(open_interest_value_mean,4)),ZScore(Delta(trade_close,168)))",open_interest_value_mean|trade_close,open_interest|price,oi_delta_x_price_delta,open_interest_value_mean,trade_close,4,168,4|168,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_value_mean|trade_close::4|168,,local_mutation,01b63c45ec305844,True
a7al2q_c0e06a1a62f16dc7,"Mul(ZScore(Mean(open_interest_mean,8)),ZScore(Delta(index_close,720)))",index_close|open_interest_mean,open_interest|price,oi_level_x_price_delta,open_interest_mean,index_close,8,720,8|720,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_mean|index_close::8|720,,local_mutation,01b911a8c4edb0bb,True
a7al2q_bfbe17018f795d57,"Mul(ZScore(Mean(open_interest_mean,168)),ZScore(Delta(mark_close,336)))",mark_close|open_interest_mean,open_interest|price,oi_level_x_price_delta,open_interest_mean,mark_close,168,336,168|336,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_mean|mark_close::168|336,,local_mutation,01c308c40a9378e0,True
a7al2q_17023300cdd76c4a,"Mul(ZScore(Mean(open_interest_mean,504)),ZScore(Delta(trade_close,96)))",open_interest_mean|trade_close,open_interest|price,oi_level_x_price_delta,open_interest_mean,trade_close,504,96,504|96,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_mean|trade_close::504|96,,local_mutation,01c4c96db614ed27,True
a7al2q_7add750c5afd623c,"Add(ZScore(Delta(open_interest_last,72)),Neg(ZScore(Mean(index_close,168))))",index_close|open_interest_last,open_interest|price,oi_delta_plus_neg_price_level,open_interest_last,index_close,72,168,72|168,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_last|index_close::72|168,,local_mutation,01c991132d5601f2,True
a7al2q_8802b9454941aa10,"Add(ZScore(Delta(open_interest_value_mean,96)),Neg(ZScore(Mean(mark_close,48))))",mark_close|open_interest_value_mean,open_interest|price,oi_delta_plus_neg_price_level,open_interest_value_mean,mark_close,96,48,96|48,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_mean|mark_close::96|48,,local_mutation,01cf33314fab74c9,True
a7al2q_cb8e24ab5beec723,"Mul(ZScore(Delta(open_interest_mean,168)),ZScore(Delta(index_close,168)))",index_close|open_interest_mean,open_interest|price,oi_delta_x_price_delta,open_interest_mean,index_close,168,168,168|168,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_mean|index_close::168|168,,local_mutation,01d398438ad5dd23,True
a7al2q_75b3845ed1c94361,"Mul(ZScore(Delta(open_interest_last,12)),ZScore(Delta(trade_close,4)))",open_interest_last|trade_close,open_interest|price,oi_delta_x_price_delta,open_interest_last,trade_close,12,4,12|4,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|trade_close::12|4,,local_mutation,01d69901854b78b7,True
a7al2q_faf18b94871d9f38,"Sub(ZScore(Delta(open_interest_value_last,168)),ZScore(Delta(trade_close,720)))",open_interest_value_last|trade_close,open_interest|price,delta_spread,open_interest_value_last,trade_close,168,720,168|720,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_last|trade_close::168|720,,local_mutation,01e123eb1375e20c,True
a7al2q_a4993fe3273bf0c8,"Sub(Abs(ZScore(Mean(open_interest_value_last,12))),Abs(ZScore(Mean(trade_close,72))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,open_interest_value_last,trade_close,12,72,12|72,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::12|72,,local_mutation,01e1791b4f05e81f,True
a7al2q_f77b6def03c43da1,"Add(ZScore(Mean(open_interest_mean,24)),Neg(ZScore(Delta(trade_close,336))))",open_interest_mean|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_mean,trade_close,24,336,24|336,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_mean|trade_close::24|336,,local_mutation,01ea6d94e97ad7fa,True
a7al2q_2117241ae3758f6c,"Add(ZScore(Mean(open_interest_last,8)),Neg(ZScore(Delta(index_close,96))))",index_close|open_interest_last,open_interest|price,oi_level_plus_neg_price_delta,open_interest_last,index_close,8,96,8|96,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_last|index_close::8|96,,local_mutation,01f2340b6cf2054c,True
a7al2q_40806f08f3894855,"Add(ZScore(Delta(open_interest_value_last,96)),Neg(ZScore(Mean(mark_close,168))))",mark_close|open_interest_value_last,open_interest|price,oi_delta_plus_neg_price_level,open_interest_value_last,mark_close,96,168,96|168,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|mark_close::96|168,,local_mutation,01f414e6817336cb,True
a7al2q_d1fb9280d2477aa4,"Sub(Abs(ZScore(Delta(open_interest_last,336))),Abs(ZScore(Delta(index_close,4))))",index_close|open_interest_last,open_interest|price,abs_delta_gap,open_interest_last,index_close,336,4,336|4,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_last|index_close::336|4,,local_mutation,01f56d370f96e167,True
a7al2q_7302f990e738fbea,"Add(ZScore(Delta(open_interest_value_mean,504)),Neg(ZScore(Mean(index_close,336))))",index_close|open_interest_value_mean,open_interest|price,oi_delta_plus_neg_price_level,open_interest_value_mean,index_close,504,336,504|336,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_mean|index_close::504|336,,local_mutation,01f92c2c7b0c4a25,True
