replay_rank,blueprint_id,source_candidate_id,track_id,selector_tier,blueprint_family,variant_name,seed_field,interaction_field,field_family,feature_role,label_family,label_horizon_h,expression,skeleton,skeleton_key,production_key,static_ok,blocked_terms,uses_may,authorizes_numeric_replay,authorizes_formula_search,candidate_id,source_fields,control_variants_required,numeric_replay_authorized,formula_search_authorized,ordinary_alpha_eligible_track,risk_defense_track
1,a7ag1_23be06acf8a3476424,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(liquidity_rank_active_universe)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELD)),))",fd0e972f2ff5,cca1342797cf,True,,False,False,False,a7ag1_23be06acf8a3476424,liquidity_rank_active_universe|mark_index_basis_bps,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|same_family_random,False,False,True,False
2,a7ag1_7c6de843262b284f94,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(realized_vol_168h)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELDFIELD)),))",f848051eb175,f234bf6383ef,True,,False,False,False,a7ag1_7c6de843262b284f94,mark_index_basis_bps|realized_vol_168h,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|same_family_random,False,False,True,False
3,a7ag1_4803a3f274d060bd8c,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,realized_vol_24h,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(realized_vol_24h)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELDFIELD)),))",f848051eb175,054842e76531,True,,False,False,False,a7ag1_4803a3f274d060bd8c,mark_index_basis_bps|realized_vol_24h,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|same_family_random,False,False,True,False
4,a7ag1_7428e2930383dbaf32,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(trade_count)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELD)),))",fd0e972f2ff5,fb7181adfd89,True,,False,False,False,a7ag1_7428e2930383dbaf32,mark_index_basis_bps|trade_count,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|same_family_random,False,False,True,False
5,a7ag1_b3e4d2381637f8ce52,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(liquidity_rank_active_universe,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELD,),))",af6290dc5099,12e55f2c9566,True,,False,False,False,a7ag1_b3e4d2381637f8ce52,liquidity_rank_active_universe|mark_index_basis_bps,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|same_family_random,False,False,True,False
6,a7ag1_17314ff99e3a3c9200,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,realized_vol_168h,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(realized_vol_168h,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELDFIELD,),))",f1b4ac3afa8e,bd5915a3730c,True,,False,False,False,a7ag1_17314ff99e3a3c9200,mark_index_basis_bps|realized_vol_168h,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|same_family_random,False,False,True,False
7,a7ag1_270c544291277c210a,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,realized_vol_24h,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(realized_vol_24h,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELDFIELD,),))",f1b4ac3afa8e,e4ec739c9e58,True,,False,False,False,a7ag1_270c544291277c210a,mark_index_basis_bps|realized_vol_24h,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|same_family_random,False,False,True,False
8,a7ag1_00194c67682f721c5e,a7af1_queue_034,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,mul_delta,mark_index_basis_bps,trade_count,basis_premium,raw_relative_signal_candidate,L5_vol_adjusted_return,1,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(trade_count,24),168))","Mul(Delta(FIELD,),ZScore(Delta(FIELD,),))",af6290dc5099,5afc896a11b1,True,,False,False,False,a7ag1_00194c67682f721c5e,mark_index_basis_bps|trade_count,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|same_family_random,False,False,True,False
9,a7ag1_8bd8adbc3ca111bff7,a7af1_queue_031,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L1_cross_sectional_relative_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(liquidity_rank_active_universe)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELD)),))",fd0e972f2ff5,cca1342797cf,True,,False,False,False,a7ag1_8bd8adbc3ca111bff7,liquidity_rank_active_universe|mark_index_basis_bps,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|same_family_random,False,False,True,False
10,a7ag1_b3e635fcd24ee6e61c,a7af1_queue_030,G0_ordinary_alpha_basis_premium,T0_raw_relative_alpha,seed_interaction,div_rank,mark_index_basis_bps,liquidity_rank_active_universe,basis_premium,raw_relative_signal_candidate,L0_raw_forward_return,1,"SafeDiv(Delta(mark_index_basis_bps,24),Add(Abs(CSRank(liquidity_rank_active_universe)),0.01))","SafeDiv(Delta(FIELD,),Add(Abs(CSRank(FIELD)),))",fd0e972f2ff5,cca1342797cf,True,,False,False,False,a7ag1_b3e635fcd24ee6e61c,liquidity_rank_active_universe|mark_index_basis_bps,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|same_family_random,False,False,True,False
