candidate_id,return_corr_cluster,max_corr_to_prior,cluster_size
a7o_l1_C0000_1939,rc_000,0.0,1
a7o_l1_C0000_0678,rc_001,0.0,1
a7o_l1_C0000_0775,rc_002,0.0,1
a7o_l1_C0001_0484,rc_003,0.0,1
a7o_l1_C0001_1357,rc_004,0.0,1
a7o_l1_C0001_0193,rc_005,0.0,1
a7o_l1_C0002_1550,rc_006,0.0,9
a7o_l1_C0002_1356,rc_006,0.8464287028617186,9
a7o_l1_C0002_0967,rc_007,0.0,1
a7o_l1_C0003_0774,rc_008,0.0,6
a7o_l1_C0003_1454,rc_009,0.0,1
a7o_l1_C0003_0386,rc_006,0.8792894917635049,9
a7o_l1_C0004_0564,rc_010,0.0,1
a7o_l1_C0004_0180,rc_011,0.0,1
a7o_l1_C0004_2036,rc_012,0.0,1
a7o_l1_C0005_1454,rc_013,0.0,1
a7o_l1_C0005_0949,rc_014,0.0,1
a7o_l1_C0005_1745,rc_015,0.0,2
a7o_l1_C0006_2036,rc_016,0.0,1
a7o_l1_C0006_0678,rc_017,0.0,2
a7o_l1_C0006_1163,rc_017,0.8675984183300153,2
a7o_l1_C0007_0757,rc_018,0.0,1
a7o_l1_C0007_0484,rc_019,0.0,1
a7o_l1_C0007_0581,rc_020,0.0,1
a7o_l1_C0008_0180,rc_021,0.0,1
a7o_l1_C0008_0564,rc_022,0.0,1
a7o_l1_C0008_2036,rc_023,0.0,1
a7o_l1_C0009_1648,rc_024,0.0,1
a7o_l1_C0009_0372,rc_025,0.0,1
a7o_l1_C0009_0368,rc_026,0.0,1
a7o_l1_C0010_1454,rc_027,0.0,1
a7o_l1_C0010_0969,rc_028,0.0,1
a7o_l1_C0010_0289,rc_029,0.0,1
a7o_l1_C0011_0484,rc_008,0.8013601419966753,6
a7o_l1_C0011_0289,rc_008,0.840192388205864,6
a7o_l1_C0011_0096,rc_006,0.8903961839597213,9
a7o_l1_C0012_0484,rc_030,0.0,1
a7o_l1_C0012_2036,rc_031,0.0,1
a7o_l1_C0012_0372,rc_032,0.0,1
a7o_l1_C0013_1454,rc_033,0.0,1
a7o_l1_C0013_0180,rc_034,0.0,1
a7o_l1_C0013_0372,rc_035,0.0,1
a7o_l1_C0014_0387,rc_036,0.0,2
