candidate_id,return_corr_cluster,max_corr_to_prior,cluster_size
a7o_l1_C0014_0872,rc_037,0.0,1
a7o_l1_C0014_0290,rc_036,0.8391192031066932,2
a7o_l1_C0015_0387,rc_038,0.0,2
a7o_l1_C0015_0949,rc_039,0.0,1
a7o_l1_C0015_0386,rc_038,0.8716501806012954,2
a7o_l1_C0016_0674,rc_008,0.8469625366200946,6
a7o_l1_C0016_0192,rc_040,0.0,10
a7o_l1_C0016_0376,rc_006,0.8898153096123219,9
a7o_l1_C0017_0372,rc_041,0.0,1
a7o_l1_C0017_0564,rc_042,0.0,1
a7o_l1_C0017_0177,rc_043,0.0,1
a7o_l1_C0018_0967,rc_044,0.0,1
a7o_l1_C0018_1356,rc_006,0.8999304800891347,9
a7o_l1_C0018_1550,rc_045,0.0,4
a7o_l1_C0019_0387,rc_040,0.8026757686891282,10
a7o_l1_C0019_0949,rc_046,0.0,1
a7o_l1_C0019_1454,rc_047,0.0,2
a7o_l1_C0020_1255,rc_048,0.0,1
a7o_l1_C0020_1549,rc_049,0.0,1
a7o_l1_C0020_2028,rc_008,0.8297198907663232,6
a7o_l1_C0021_0756,rc_050,0.0,1
a7o_l1_C0021_0193,rc_051,0.0,1
a7o_l1_C0021_1357,rc_052,0.0,1
a7o_l1_C0022_0290,rc_053,0.0,1
a7o_l1_C0022_0678,rc_054,0.0,1
a7o_l1_C0022_0949,rc_055,0.0,1
a7o_l1_C0023_1163,rc_056,0.0,1
a7o_l1_C0023_0564,rc_057,0.0,1
a7o_l1_C0023_0181,rc_058,0.0,1
a7o_l1_C0024_0372,rc_059,0.0,1
a7o_l1_C0024_1163,rc_060,0.0,1
a7o_l1_C0024_1648,rc_061,0.0,1
a7o_l1_C0025_0193,rc_062,0.0,5
a7o_l1_C0025_0387,rc_040,0.8722799931017161,10
a7o_l1_C0025_0484,rc_063,0.0,2
a7o_l1_C0026_0288,rc_064,0.0,1
a7o_l1_C0026_1157,rc_040,0.861355552652721,10
a7o_l1_C0026_0287,rc_040,0.886637189620964,10
a7o_l1_C0027_0564,rc_065,0.0,1
a7o_l1_C0027_0372,rc_066,0.0,1
a7o_l1_C0027_1136,rc_067,0.0,1
a7o_l1_C0028_0567,rc_040,0.8381809073939156,10
a7o_l1_C0028_1344,rc_068,0.0,2
a7o_l1_C0028_1446,rc_069,0.0,1
a7o_l1_C0029_0756,rc_070,0.0,1
a7o_l1_C0029_0290,rc_071,0.0,1
a7o_l1_C0029_0872,rc_072,0.0,1
a7o_l1_C0030_1449,rc_073,0.0,1
a7o_l1_C0030_1355,rc_006,0.8046978707299326,9
a7o_l1_C0030_1356,rc_074,0.0,1
a7o_l1_C0031_0373,rc_075,0.0,2
a7o_l1_C0031_0180,rc_076,0.0,1
a7o_l1_C0031_0949,rc_077,0.0,1
a7o_l1_C0032_0193,rc_062,0.9294025237009559,5
a7o_l1_C0032_0387,rc_040,0.9034204587494213,10
a7o_l1_C0032_0484,rc_063,0.8908344645105075,2
a7o_l1_C0033_1842,rc_078,0.0,1
a7o_l1_C0033_0581,rc_079,0.0,1
a7o_l1_C0033_0775,rc_080,0.0,1
a7o_l1_C0034_0775,rc_081,0.0,1
a7o_l1_C0034_0181,rc_082,0.0,1
a7o_l1_C0034_0565,rc_083,0.0,1
a7o_l1_C0035_0564,rc_084,0.0,1
a7o_l1_C0035_0372,rc_085,0.0,1
a7o_l1_C0035_2036,rc_086,0.0,1
a7o_l1_C0036_0678,rc_087,0.0,1
a7o_l1_C0036_0564,rc_088,0.0,1
a7o_l1_C0036_2036,rc_089,0.0,1
a7o_l1_C0037_1835,rc_090,0.0,3
a7o_l1_C0037_0085,rc_090,0.8522179103224953,3
a7o_l1_C0037_0380,rc_090,0.9486072122990596,3
a7o_l1_C0038_1551,rc_091,0.0,1
a7o_l1_C0038_1454,rc_092,0.0,1
a7o_l1_C0038_0181,rc_093,0.0,1
a7o_l1_C0039_1357,rc_094,0.0,1
a7o_l1_C0039_1745,rc_095,0.0,1
a7o_l1_C0039_0775,rc_096,0.0,1
a7o_l1_C0040_0484,rc_097,0.0,1
a7o_l1_C0040_0949,rc_098,0.0,1
a7o_l1_C0040_0373,rc_099,0.0,1
a7o_l1_C0041_1064,rc_100,0.0,1
a7o_l1_C0041_0578,rc_101,0.0,1
a7o_l1_C0041_0579,rc_008,0.805339597800927,6
a7o_l1_C0042_0372,rc_102,0.0,3
a7o_l1_C0042_2036,rc_102,0.8029782192241807,3
a7o_l1_C0042_0564,rc_102,0.8526635834903353,3
a7o_l1_C0043_0678,rc_103,0.0,1
a7o_l1_C0043_1163,rc_104,0.0,1
a7o_l1_C0043_0096,rc_105,0.0,1
a7o_l1_C0044_1163,rc_106,0.0,1
a7o_l1_C0044_0290,rc_107,0.0,1
a7o_l1_C0044_0484,rc_108,0.0,1
a7o_l1_C0045_1354,rc_109,0.0,1
a7o_l1_C0045_0576,rc_110,0.0,1
a7o_l1_C0045_1357,rc_062,0.8040093436656905,5
a7o_l1_C0046_1153,rc_045,0.8524504380059003,4
a7o_l1_C0047_2036,rc_111,0.0,1
a7o_l1_C0047_0560,rc_112,0.0,1
a7o_l1_C0047_0564,rc_113,0.0,1
a7o_l1_C0048_0289,rc_114,0.0,1
a7o_l1_C0048_0564,rc_115,0.0,1
a7o_l1_C0048_0095,rc_116,0.0,1
a7o_l1_C0049_0289,rc_117,0.0,1
a7o_l1_C0049_0969,rc_118,0.0,1
a7o_l1_C0049_0096,rc_119,0.0,1
a7o_l1_C0050_0373,rc_075,0.8112405010814865,2
a7o_l1_C0050_1163,rc_120,0.0,1
a7o_l1_C0050_1066,rc_121,0.0,1
a7o_l1_C0051_0564,rc_122,0.0,1
a7o_l1_C0051_0678,rc_123,0.0,1
a7o_l1_C0051_0757,rc_124,0.0,1
a7o_l1_C0052_0560,rc_125,0.0,1
a7o_l1_C0052_0180,rc_126,0.0,1
a7o_l1_C0052_0368,rc_127,0.0,1
a7o_l1_C0053_0372,rc_128,0.0,1
a7o_l1_C0053_1260,rc_129,0.0,1
a7o_l1_C0053_0564,rc_130,0.0,1
a7o_l1_C0054_1163,rc_045,0.8596567867652541,4
a7o_l1_C0054_0387,rc_045,0.8757270033616326,4
a7o_l1_C0054_0096,rc_131,0.0,1
a7o_l1_C0055_0756,rc_132,0.0,1
a7o_l1_C0055_1163,rc_133,0.0,1
a7o_l1_C0055_0581,rc_015,0.8510353403596993,2
a7o_l1_C0056_1356,rc_006,0.8526262290986543,9
a7o_l1_C0056_1842,rc_006,0.8648567130061163,9
a7o_l1_C0056_1259,rc_134,0.0,1
a7o_l1_C0057_0180,rc_135,0.0,1
a7o_l1_C0057_0373,rc_136,0.0,1
a7o_l1_C0057_0372,rc_137,0.0,1
a7o_l1_C0059_2035,rc_040,0.87078632118055,10
a7o_l1_C0059_0579,rc_040,0.927176852906001,10
a7o_l1_C0059_1163,rc_040,0.9497214715592319,10
a7o_l1_C0061_1162,rc_138,0.0,1
a7o_l1_C0061_1259,rc_139,0.0,1
a7o_l1_C0061_1939,rc_140,0.0,1
a7o_l1_C0062_0368,rc_141,0.0,1
a7o_l1_C0062_2032,rc_142,0.0,1
a7o_l1_C0062_1136,rc_143,0.0,1
a7o_l1_C0063_1745,rc_144,0.0,1
a7o_l1_C0063_0484,rc_068,0.812612383118613,2
a7o_l1_C0063_0096,rc_145,0.0,1
a7o_l1_C0025_2036,rc_146,0.0,1
a7o_l1_C0025_0373,rc_147,0.0,1
a7o_l1_C0032_1163,rc_062,0.8116943922889194,5
a7o_l1_C0025_1163,rc_062,0.8749274820894538,5
a7o_l1_C0032_0373,rc_148,0.0,1
a7o_l1_C0044_0756,rc_149,0.0,1
a7o_l1_C0019_0774,rc_047,0.8249894290799837,2
a7o_l1_C0044_0180,rc_150,0.0,1
