candidate_id,cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_fields,source_field_families,expression,expr_hash,horizon,object_type,signal_mode,static_score,may_used_for_generation,may_used_for_static_score,selection_status
a7o_l1_C0000_0096,C0000,96,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,same_symbol_zscore,FundingCore,lag_stable,F7_trend_reversal,ret_12;ret_3,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",e4a8ffb9c3f5fa61,12,generated_candidate,original,0.21610000000000001,False,False,selected_for_strict_replay
a7o_l1_C0000_0193,C0000,193,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,same_symbol_zscore,FundingCore,lag_stable,F7_trend_reversal,ret_3;ret_6,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_3,16)),ZScore(TSMean(ret_6,24)))),36))),24))",35a382ea73734825,48,generated_candidate,original,0.21610000000000001,False,False,selected_for_strict_replay
a7o_l1_C0000_0290,C0000,290,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,same_symbol_zscore,FundingCore,lag_stable,F7_trend_reversal,ret_12,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Sub(ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,3)),ZScore(TSMean(ret_12,8)))),Abs(ZScore(TSMean(ret_12,10))))),48))",806367cac069e840,6,generated_candidate,original,0.21610000000000001,False,False,selected_for_strict_replay
a7o_l1_C0000_0387,C0000,387,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,same_symbol_zscore,FundingCore,lag_stable,F7_trend_reversal,ret_24;ret_3,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Clip(ResidualizeVsCore4(Mul(Rank(TSMean(ret_3,48)),ZScore(TSMean(ret_24,6)))),-4.0,4.0)),60))",ad9cfbc5497c7b8f,24,generated_candidate,original,0.21610000000000001,False,False,selected_for_strict_replay
a7o_l1_C0000_0484,C0000,484,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,same_symbol_zscore,FundingCore,lag_stable,F7_trend_reversal,ret_24;ret_3,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(SafeDiv(Sub(ResidualizeVsCore4(Mul(Rank(TSMean(ret_24,60)),ZScore(TSMean(ret_3,96)))),Rank(TSMean(ret_24,36))),Clip(Abs(TSRank(ret_3,72)),0.05,2.25))),12))",95fd079196d646ce,72,generated_candidate,original,0.21610000000000001,False,False,selected_for_strict_replay
a7o_l1_C0000_0581,C0000,581,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,same_symbol_zscore,FundingCore,lag_stable,F7_trend_reversal,ret_6,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Add(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,24)),ZScore(TSMean(ret_6,4)))),ZScore(TSMean(ret_6,12)))),10))",9c165d5cbfaab347,12,generated_candidate,original,0.21610000000000001,False,False,selected_for_strict_replay
a7o_l1_C0000_0678,C0000,678,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,same_symbol_zscore,FundingCore,lag_stable,F7_trend_reversal,ret_12;ret_24,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(RollingMin(Add(ResidualizeVsCore4(Mul(Rank(TSMean(ret_24,24)),ZScore(TSMean(ret_12,36)))),Rank(TSMean(ret_12,12))),60)),30))",f8e6ef577240805d,48,generated_candidate,original,0.21610000000000001,False,False,selected_for_strict_replay
a7o_l1_C0000_0775,C0000,775,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,same_symbol_zscore,FundingCore,lag_stable,F7_trend_reversal,ret_24;ret_6,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(SafeDiv(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(ret_24,8)))),Clip(Abs(ZScore(TSStd(ret_24,10))),0.05,6.0))),24))",824f8efbbfe436ba,6,generated_candidate,original,0.21610000000000001,False,False,selected_for_strict_replay
a7o_l1_C0000_0872,C0000,872,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,same_symbol_zscore,FundingCore,lag_stable,F7_trend_reversal,ret_3,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(TSRank(Sub(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_3,16)),ZScore(TSMean(ret_3,20)))),24),TSMean(ret_3,30)),36)),8))",45fa352547ff602b,24,generated_candidate,original,0.21610000000000001,False,False,selected_for_strict_replay
a7o_l1_C0000_0969,C0000,969,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,same_symbol_zscore,FundingCore,lag_stable,F7_trend_reversal,ret_12;ret_6,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Rank(Delta(ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,96)),ZScore(TSMean(ret_6,36)))),72))),36))",a2273bef1ccaae91,72,generated_candidate,original,0.21610000000000001,False,False,selected_for_strict_replay
