source_run,source_stage,candidate_id,arm,family,object_type,signal_mode,expression,expr_hash,horizon,operator_signature,field_signature,field_family_signature,formula_depth,selected_for_replay,preselection_pass,candidate_decision,reject_reasons,research_candidate_label,near_miss_label,clue_label,placebo_like,policy_training_eligible,raw_validation,raw_recent,residual_funding_validation,residual_funding_recent,residual_core4_recent,cost20_validation,cost20_recent,lag1_validation,lag1_recent,n_validation,n_recent,gross_exposure_validation,gross_exposure_recent,funding_beta_recent,core4_beta_recent,coverage_fail,activity_fail,raw_validation_fail,raw_recent_fail,residual_funding_validation_fail,residual_funding_recent_fail,residual_core4_recent_fail,cost20_validation_fail,cost20_recent_fail,lag1_validation_fail,lag1_recent_fail,funding_beta_fail,core4_beta_fail,may_raw_severe_fail_stress_only,may_residual_funding_negative_stress_only,may_policy_training_allowed,non_may_fail_count
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_237,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(ZScore(quote_volume_mean_12),ZScore(quote_volume_mean_6))",d81f3ac177592cd1,12,Mul;ZScore,quote_volume_mean_12;quote_volume_mean_6;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.6198371792010586,0.951766889773934,4.301558556814793,3.8946290501428034,3.817237698770099,1.5352245070923152,0.8518551899946847,1.654348956599557,0.9034402340131444,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_021,I1_flow_liquidity,flow_liquidity,generated_candidate,original,volume,62d7a6b1211d6276,12,,volume,liquidity,0,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative;funding_beta_too_high;core4_beta_too_high,False,True,False,False,True,1.482097501965157,0.9415127259758176,3.2401088954746395,3.145760970032707,3.047456821687944,1.405751215067262,0.8679938006227024,1.500318078576243,0.9755960013966102,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_023,I1_flow_liquidity,flow_liquidity,generated_candidate,original,ZScore(volume),15835793bcd9d848,12,ZScore,volume,liquidity,1,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative;funding_beta_too_high;core4_beta_too_high,False,True,False,False,True,1.4820975019651572,0.9415127259758176,3.2311336191266173,3.1366030017565536,3.038359268719045,1.4057512150672622,0.8679938006227024,1.5003180785762442,0.9755960013966084,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i2_microstructure_lite_167,I2_microstructure_lite,microstructure_lite,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",c25834d0a68bcdc4,12,Mul;Rank,quote_volume_mean_12;realized_vol_24;volume,liquidity;volatility,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,0.4658138451675246,1.2922409106692063,2.3021932495489983,3.416149628055079,3.3296131946131013,0.2042116280340413,0.9719594540319216,0.4267722741676261,1.354721905911228,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_203,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),ZScore(avg_trade_size_quote))",b5c1c3c54e8fe661,12,Mul;Rank;ZScore,avg_trade_size_quote;quote_volume_mean_6;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.381474562173013,0.8375455529561141,3.4953035225966618,3.195042412730734,3.151857158421866,1.006965664502954,0.2822959425686178,1.2906318098137712,0.8487441538458159,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_235,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(Rank(quote_volume_mean_12),ZScore(avg_trade_size_quote))",5ae01a6de0d3a075,12,Mul;Rank;ZScore,avg_trade_size_quote;quote_volume_mean_12;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.26249297647719,0.8034164684621583,3.2036053819556907,2.994738296524007,2.946109867941065,0.914878965353733,0.2767372469970296,1.1510448696235265,0.789811765165201,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_113,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(ZScore(quote_asset_volume),ZScore(quote_volume_mean_12))",26feb667cf273101,12,Mul;ZScore,quote_asset_volume;quote_volume_mean_12;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.2435673025551877,0.7178776681893418,4.216999215744421,3.959504143535057,3.88345918529286,0.9773884560509531,0.3936682311032489,1.2503008552072317,0.7549820629670299,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_227,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(ZScore(quote_volume_mean_12),ZScore(quote_asset_volume))",cfa5fecaf1e0562d,12,Mul;ZScore,quote_asset_volume;quote_volume_mean_12;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.2435673025551877,0.7178776681893418,4.216999215744421,3.959504143535057,3.88345918529286,0.9773884560509531,0.3936682311032489,1.2503008552072317,0.7549820629670299,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_207,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),ZScore(quote_volume_mean_12))",32aa65e3c40505bb,12,Mul;Rank;ZScore,quote_volume_mean_12;quote_volume_mean_6;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.371074741540668,0.6536150433845537,2.8796406615256265,2.2837298845699068,2.2521623130169184,1.1745077191949111,0.4270653728012992,1.288145833465796,0.5882558338186126,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_141,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(Rank(number_of_trades),ZScore(quote_volume_mean_6))",160989d8cf7d0542,12,Mul;Rank;ZScore,number_of_trades;quote_volume_mean_6;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.3958233557929278,0.6695964769013292,2.9637678879856098,2.420464600467916,2.379600447171951,0.8825560965926879,0.1254201523980181,1.3536294643479874,0.6774756399845399,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_107,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(Rank(quote_asset_volume),ZScore(avg_trade_size_quote))",9ee3543832c7e1b7,12,Mul;Rank;ZScore,avg_trade_size_quote;quote_asset_volume;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.5583286519210122,0.5519067444466722,3.875631240672455,3.139736454726876,3.087594455584197,1.0781163161477831,-0.1166641444117321,1.461438777262153,0.5758396101008375,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_239,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(Rank(quote_volume_mean_12),Rank(volume))",64392565b1e9ee94,12,Mul;Rank,quote_volume_mean_12;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.125710247286604,0.5955427098144261,3.441803608960419,3.1790339088646378,3.095372211576426,0.8317230515854709,0.3407275884016225,1.1946797468221704,0.5971908365179803,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_145,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(Rank(number_of_trades),Rank(volume))",11b5026a2ebdaa1b,12,Mul;Rank,number_of_trades;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.1070384072041224,0.4971920871486575,3.668198428574773,3.4132845225319453,3.3145927475060954,0.5181332451749472,-0.010572203552362,1.1934840090509615,0.5438857313101577,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_173,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(ZScore(avg_trade_size_quote),Rank(ret_12))",f5066feeca09b97b,12,Mul;Rank;ZScore,avg_trade_size_quote;ret_1;ret_12,liquidity;price,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,1.3265978401472944,0.4151500702957756,3.678742907744984,3.0271007519604223,2.983919152753765,0.8434249940536226,-0.1457452896259122,1.515689805105369,0.3284265729839168,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_206,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(ZScore(quote_volume_mean_6),ZScore(quote_volume_mean_12))",43ea582db8002bce,6,Mul;ZScore,quote_volume_mean_12;quote_volume_mean_6;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,0.7394459501339469,0.3941642414976726,2.331112108095715,2.199189451722762,2.145326171530431,0.6522741624244496,0.294252541718423,0.7577700016707171,0.4098561862375434,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_137,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(ZScore(number_of_trades),ZScore(avg_trade_size_quote))",be4d4688164ce735,12,Mul;ZScore,avg_trade_size_quote;number_of_trades,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,0.8465741460958216,0.4899631456730421,3.5297121576520327,3.420663025526712,3.346423401381545,0.1564666816640628,-0.2873740507949493,0.983386939278986,0.5208473094433363,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_143,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(ZScore(number_of_trades),ZScore(quote_volume_mean_12))",c3a593b7dfae3ebd,12,Mul;ZScore,number_of_trades;quote_volume_mean_12;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,0.7598740241340747,0.4494033785651289,3.509471406423136,3.45991177246308,3.383281592144219,0.1661361306542146,-0.0925571622737234,0.7874604945851668,0.4339346361153938,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1
A7I1B_original_generator,small_matched_budget_smoke,i1_flow_liquidity_199,I1_flow_liquidity,flow_liquidity,generated_candidate,original,"Mul(ZScore(quote_volume_mean_6),ZScore(number_of_trades))",fe2c2618b1986e8b,12,Mul;ZScore,number_of_trades;quote_volume_mean_6;volume,liquidity,2,True,,HOLD_A7I1_MAY_STRESS_FAIL,raw_may_severely_negative;residual_funding_may_negative,False,True,False,False,True,0.8881895137465851,0.3763608983132136,3.3481232503335026,3.11013909910518,3.0311954060222743,0.2910750287127975,-0.1855416955057706,0.9224564522991648,0.3371011573367977,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1
