symbol,rows,search_eligibility,history_tier,liquidity_tier,states,dominant_state_id,dominant_state_share,age_lt30_rows,age_lt30_share,unseen_state_rows,unseen_state_share
ARPAUSDT,20424,strict_full_history,full_2024_2026apr,tail,61,lv_1c45188236,0.10781433607520564,721,0.03530160595377987,3957,0.19374265569917745
ARUSDT,20424,strict_full_history,full_2024_2026apr,top100,71,lv_9dc20a78c5,0.13464551508029768,721,0.03530160595377987,2456,0.12025068546807677
ASRUSDT,8631,listing_aware,recent_only,tail,57,lv_937ea0833b,0.2524620553817634,721,0.08353609083536091,18,0.0020855057351407717
ASTERUSDT,5364,listing_aware,short_history,top20,27,lv_0054101b24,0.1470917225950783,721,0.1344146159582401,388,0.07233407904548844
ASTRUSDT,20424,strict_full_history,full_2024_2026apr,tail,55,lv_1c45188236,0.2290442616529573,721,0.03530160595377987,5946,0.2911280846063455
ATHUSDT,9441,listing_aware,recent_only,tail,76,lv_88569f0755,0.10073085478233237,721,0.07636902870458638,804,0.08516047028916428
ATOMUSDT,20424,strict_full_history,full_2024_2026apr,top100,56,lv_f93252378d,0.1707794751273012,721,0.03530160595377987,2668,0.13063063063063063
ATUSDT,4405,listing_aware,short_history,tail,34,lv_00510d5b35,0.28717366628830876,721,0.16367763904653804,0,0.0
AUCTIONUSDT,20424,strict_full_history,full_2024_2026apr,top200,125,lv_28e72bcb07,0.12955346650998825,721,0.03530160595377987,5162,0.2527418723070897
AUSDT,8104,listing_aware,recent_only,tail,35,lv_42c3e5cebb,0.3668558736426456,721,0.08896841066140178,979,0.12080454096742349
AVAAIUSDT,11243,listing_aware,recent_only,tail,55,lv_f8ae294231,0.11811794005158766,721,0.06412879124788758,1707,0.15182780396691276
AVAUSDT,12083,listing_aware,listed_by_2025H1,tail,58,lv_1474e8a39c,0.16163204502193165,721,0.0596706116030787,2654,0.21964743855002897
AVAXUSDT,20424,strict_full_history,full_2024_2026apr,top20,38,lv_04c5ba0d83,0.3326478652565609,721,0.03530160595377987,576,0.0282021151586369
AVNTUSDT,5601,listing_aware,short_history,top200,41,lv_1e3de0d836,0.12372790573111944,721,0.1287270130333869,175,0.031244420639171575
AWEUSDT,8272,listing_aware,recent_only,tail,60,lv_42c3e5cebb,0.21155705996131527,721,0.08716150870406189,38,0.004593810444874275
AXLUSDT,18969,listing_aware,listed_by_2025H1,tail,100,lv_28e72bcb07,0.08861827191733881,721,0.038009383731351154,5285,0.2786124729822342
AXSUSDT,20424,strict_full_history,full_2024_2026apr,top200,82,lv_1c45188236,0.09009009009009009,721,0.03530160595377987,5766,0.28231492361927146
B2USDT,8627,listing_aware,recent_only,tail,53,lv_39f7a6f3ec,0.1141764228584676,721,0.08357482322939608,0,0.0
BABYUSDT,9371,listing_aware,recent_only,tail,75,lv_42c3e5cebb,0.18418525237434638,721,0.07693949418418525,840,0.08963824565147796
BANANAS31USDT,9711,listing_aware,recent_only,tail,85,lv_76d96eeadb,0.07805581299557203,721,0.07424570075172485,1117,0.11502419936154876
BANANAUSDT,14974,listing_aware,listed_by_2025H1,tail,94,lv_9827e98ba5,0.05803392547081608,721,0.048150126886603445,3998,0.26699612661947375
BANDUSDT,20424,strict_full_history,full_2024_2026apr,tail,63,lv_1c45188236,0.13621229925577752,721,0.03530160595377987,4230,0.20710928319623972
BANKUSDT,9054,listing_aware,recent_only,tail,46,lv_41206e2ff0,0.1334216920698034,721,0.07963331124364921,293,0.03236138723216258
BANUSDT,12685,listing_aware,listed_by_2025H1,tail,63,lv_1f9d8a4f8c,0.09633425305478913,721,0.05683878596767836,3254,0.2565234528971226
BARDUSDT,5389,listing_aware,short_history,top200,50,lv_00510d5b35,0.09556503989608461,721,0.13379105585451848,349,0.06476155130822045
BASUSDT,5939,listing_aware,short_history,tail,33,lv_11d1987305,0.11399225458831454,721,0.12140090924398046,93,0.015659201885839368
BATUSDT,20424,strict_full_history,full_2024_2026apr,tail,65,lv_1c45188236,0.23668233450842147,721,0.03530160595377987,7444,0.3644731688209949
BBUSDT,17220,listing_aware,listed_by_2025H1,top200,70,lv_e626529216,0.08571428571428572,721,0.04186991869918699,4836,0.2808362369337979
BCHUSDT,20424,strict_full_history,full_2024_2026apr,top50,42,lv_04c5ba0d83,0.27472581276929103,721,0.03530160595377987,4485,0.2195945945945946
BEAMXUSDT,20424,strict_full_history,full_2024_2026apr,top200,100,lv_39df6193ca,0.129406580493537,721,0.03530160595377987,2567,0.12568546807677242
BEATUSDT,4068,listing_aware,short_history,top100,17,lv_1e3de0d836,0.21214355948869223,721,0.1772369714847591,421,0.10349065880039332
BELUSDT,20424,strict_full_history,full_2024_2026apr,tail,66,lv_1c45188236,0.08529181355268312,721,0.03530160595377987,3394,0.16617704661182922
BERAUSDT,10761,listing_aware,recent_only,top100,79,lv_97928d27cd,0.0966452931883654,721,0.06700120806616486,1269,0.11792584332311123
BICOUSDT,20424,strict_full_history,full_2024_2026apr,tail,54,lv_55243c3046,0.16989815902859381,721,0.03530160595377987,5375,0.2631707794751273
BIGTIMEUSDT,20424,strict_full_history,full_2024_2026apr,top200,103,lv_28e72bcb07,0.08220720720720721,721,0.03530160595377987,4679,0.22909322365844104
BIOUSDT,11580,listing_aware,listed_by_2025H1,top200,88,lv_b741ccd5d5,0.08791018998272884,721,0.06226252158894646,1913,0.1651986183074266
BLESSUSDT,5271,listing_aware,short_history,tail,25,lv_6f53fb23d8,0.1622083096186682,721,0.13678618857901725,0,0.0
BLUAIUSDT,4597,listing_aware,short_history,tail,21,lv_1243487648,0.17250380683054164,721,0.15684141831629322,0,0.0
BLURUSDT,20424,strict_full_history,full_2024_2026apr,top200,68,lv_1083ea2d53,0.11692126909518213,721,0.03530160595377987,3511,0.17190560125342735
BMTUSDT,9827,listing_aware,recent_only,tail,71,lv_42c3e5cebb,0.17360333774295308,721,0.07336928869441335,1071,0.10898544825480819
BNBUSDT,20424,strict_full_history,full_2024_2026apr,top20,30,lv_231f4a30f4,0.5243830787309048,721,0.03530160595377987,953,0.046660791226008615
BNTUSDT,20424,strict_full_history,full_2024_2026apr,tail,51,lv_1c45188236,0.3171758715236976,721,0.03530160595377987,8098,0.3964943204073639
BOMEUSDT,18612,listing_aware,listed_by_2025H1,top100,55,lv_a6f04a3a86,0.11777347947560714,721,0.038738448312916396,3759,0.201966473243069
BRETTUSDT,14846,listing_aware,listed_by_2025H1,top200,73,lv_1746c0d893,0.10676276438097804,721,0.04856527010642597,3801,0.25602855988144957
BREVUSDT,2918,listing_aware,short_history,tail,24,lv_b55afb4193,0.1949965729952022,721,0.24708704592186428,584,0.20013708019191226
BROCCOLI714USDT,9735,listing_aware,recent_only,tail,59,lv_41206e2ff0,0.09429892141756549,721,0.07406266050333847,1146,0.1177195685670262
BROCCOLIF3BUSDT,9735,listing_aware,recent_only,tail,26,lv_88569f0755,0.1677452491011813,721,0.07406266050333847,974,0.10005136106831022
BRUSDT,9732,listing_aware,recent_only,tail,75,lv_1f9d8a4f8c,0.14272503082614058,721,0.07408549116317303,952,0.09782161939991779
BSVUSDT,20424,strict_full_history,full_2024_2026apr,tail,102,lv_eed9b79ad5,0.08206032119075597,721,0.03530160595377987,7068,0.34606345475910694
BTCUSDT,20424,strict_full_history,full_2024_2026apr,top20,19,lv_231f4a30f4,0.5570407363885624,721,0.03530160595377987,286,0.01400313356835096
BTRUSDT,5918,listing_aware,short_history,tail,37,lv_f8ae294231,0.11845217979046975,721,0.12183169989861439,100,0.01689760054072322
BULLAUSDT,7215,listing_aware,recent_only,tail,33,lv_f8ae294231,0.24573804573804575,721,0.09993069993069993,109,0.015107415107415107
BUSDT,8240,listing_aware,recent_only,tail,43,lv_e7e0a8bcfd,0.14308252427184465,721,0.0875,0,0.0
C98USDT,20424,strict_full_history,full_2024_2026apr,tail,59,lv_55243c3046,0.11799843321582452,721,0.03530160595377987,4202,0.20573834704269486
CAKEUSDT,20424,strict_full_history,full_2024_2026apr,top200,96,lv_1eb10c6cf4,0.12475518997258128,721,0.03530160595377987,2975,0.14566196631414022
CARVUSDT,6392,listing_aware,short_history,tail,43,lv_638bb9adf0,0.11217146433041301,721,0.11279724655819774,372,0.05819774718397998
CATIUSDT,14101,listing_aware,listed_by_2025H1,tail,66,lv_df179999cb,0.09602155875469826,721,0.0511311254520956,2082,0.1476491029005035
CCUSDT,4356,listing_aware,short_history,tail,41,lv_a61db9d91d,0.19651056014692378,721,0.1655188246097337,1077,0.24724517906336088
CELOUSDT,20424,strict_full_history,full_2024_2026apr,top200,77,lv_55243c3046,0.17357030943987467,721,0.03530160595377987,6091,0.2982275754014884
CELRUSDT,20424,strict_full_history,full_2024_2026apr,tail,58,lv_1c45188236,0.14394829612220916,721,0.03530160595377987,5340,0.26145710928319627
CETUSUSDT,12970,listing_aware,listed_by_2025H1,tail,56,lv_e626529216,0.12235929067077872,721,0.05558982266769468,3880,0.2991518889745567
CFXUSDT,20424,strict_full_history,full_2024_2026apr,top100,60,lv_96c26a261d,0.0863689776733255,721,0.03530160595377987,1588,0.07775166470818645
CGPTUSDT,11909,listing_aware,listed_by_2025H1,tail,48,lv_1474e8a39c,0.16508522965824166,721,0.06054244688890755,3050,0.25610882525820805
CHILLGUYUSDT,12466,listing_aware,listed_by_2025H1,top200,59,lv_e626529216,0.08262473929087116,721,0.05783731750360982,2716,0.2178726135087438
CHRUSDT,20424,strict_full_history,full_2024_2026apr,tail,60,lv_ece2e1ee03,0.10830395613004308,721,0.03530160595377987,3599,0.17621425773599686
CHZUSDT,20424,strict_full_history,full_2024_2026apr,top200,77,lv_96c26a261d,0.12974931453192323,721,0.03530160595377987,5344,0.2616529573051312
CKBUSDT,20424,hold_quality_or_short_history,full_2024_2026apr,tail,82,lv_1c45188236,0.15290834312573442,721,0.03530160595377987,4678,0.2290442616529573
CLANKERUSDT,4068,listing_aware,short_history,tail,24,lv_0fdf3fa5a9,0.19714847590953785,721,0.1772369714847591,0,0.0
CLOUSDT,4765,listing_aware,short_history,top200,25,lv_25f793544d,0.16138509968520462,721,0.15131164742917103,84,0.01762854144805876
COAIUSDT,5225,listing_aware,short_history,tail,31,lv_a974678e2c,0.12019138755980861,721,0.13799043062200958,790,0.15119617224880383
COLLECTUSDT,2891,listing_aware,short_history,top200,18,lv_adc7fa05ea,0.1490833621584227,721,0.24939467312348668,13,0.004496713939813214
COMPUSDT,20424,strict_full_history,full_2024_2026apr,top200,72,lv_1c45188236,0.17161182922052487,721,0.03530160595377987,5474,0.268018018018018
COOKIEUSDT,11485,listing_aware,listed_by_2025H1,tail,65,lv_1474e8a39c,0.11632564214192424,721,0.06277753591641272,2400,0.20896821941663038
COSUSDT,13859,listing_aware,listed_by_2025H1,tail,67,lv_1474e8a39c,0.10881015946316473,721,0.05202395555234866,3629,0.2618515044375496
COTIUSDT,20424,strict_full_history,full_2024_2026apr,tail,71,lv_a152530946,0.1053662358010184,721,0.03530160595377987,2176,0.10654132393262829
COWUSDT,12971,listing_aware,listed_by_2025H1,tail,74,lv_1474e8a39c,0.13214092976640196,721,0.05558553696708041,3648,0.2812427723382931
CROSSUSDT,7070,listing_aware,recent_only,tail,47,lv_42c3e5cebb,0.13903818953323904,721,0.10198019801980197,45,0.006364922206506365
CRVUSDT,20424,strict_full_history,full_2024_2026apr,top50,61,lv_f4eec9cde6,0.13307873090481787,721,0.03530160595377987,6272,0.3070896983940462
CTKUSDT,9470,hold_quality_or_short_history,recent_only,tail,35,lv_42c3e5cebb,0.21890179514255545,711,0.0750791974656811,1628,0.17191129883843717
CTSIUSDT,20424,strict_full_history,full_2024_2026apr,tail,73,lv_ece2e1ee03,0.10149823736780259,721,0.03530160595377987,3795,0.1858108108108108
CUSDT,6951,listing_aware,short_history,tail,50,lv_638bb9adf0,0.1251618472162279,721,0.10372608257804633,0,0.0
CVCUSDT,8752,hold_quality_or_short_history,recent_only,tail,40,lv_c1d2308e8b,0.15150822669104205,713,0.08146709323583182,562,0.06421389396709323
CVXUSDT,7285,hold_quality_or_short_history,recent_only,tail,41,lv_638bb9adf0,0.1562113932738504,710,0.09746053534660261,770,0.10569663692518874
CYBERUSDT,20424,strict_full_history,full_2024_2026apr,tail,118,lv_9827e98ba5,0.0677144535840188,721,0.03530160595377987,7142,0.34968664316490405
CYSUSDT,3349,listing_aware,short_history,top200,18,lv_02cec50d48,0.2293221857270827,721,0.21528814571513885,0,0.0
DASHUSDT,20424,strict_full_history,full_2024_2026apr,tail,63,lv_1c45188236,0.1399334116725421,721,0.03530160595377987,4519,0.22125930278104192
DEEPUSDT,8968,listing_aware,recent_only,tail,33,lv_1f9d8a4f8c,0.12243532560214095,721,0.08039696699375558,207,0.02308206958073149
DEXEUSDT,11821,listing_aware,listed_by_2025H1,tail,58,lv_937ea0833b,0.13535233905760935,721,0.06099314778783521,2470,0.2089501734201844
DIAUSDT,13812,listing_aware,listed_by_2025H1,tail,76,lv_1474e8a39c,0.1805676223573704,721,0.05220098465102809,4237,0.30676223573704026
DODOXUSDT,20424,strict_full_history,full_2024_2026apr,tail,79,lv_df179999cb,0.09332158245201723,721,0.03530160595377987,5510,0.26978065021543285
DOGEUSDT,20424,strict_full_history,full_2024_2026apr,top20,32,lv_04c5ba0d83,0.3638366627497062,721,0.03530160595377987,0,0.0
DOGSUSDT,14700,listing_aware,listed_by_2025H1,top200,61,lv_1746c0d893,0.07673469387755102,721,0.04904761904761905,3711,0.2524489795918367
DOLOUSDT,8757,listing_aware,recent_only,tail,45,lv_41206e2ff0,0.13212287313006738,721,0.08233413269384493,532,0.060751398880895285
DOODUSDT,8555,listing_aware,recent_only,tail,39,lv_42c3e5cebb,0.08345996493278784,721,0.08427819988310929,129,0.015078901227352426
DOTUSDT,20424,strict_full_history,full_2024_2026apr,top50,45,lv_04c5ba0d83,0.24510379945162553,721,0.03530160595377987,3989,0.19530943987465726
DRIFTUSDT,12921,listing_aware,listed_by_2025H1,tail,84,lv_b78afaab9e,0.0715888863091092,721,0.05580063462580296,2548,0.1971983592601192
DUSDT,11438,listing_aware,listed_by_2025H1,tail,86,lv_9827e98ba5,0.10727399895086553,721,0.06303549571603427,1955,0.170921489770939
DUSKUSDT,20424,strict_full_history,full_2024_2026apr,tail,74,lv_55243c3046,0.0869075597336467,721,0.03530160595377987,3897,0.19080493537015275
DYDXUSDT,20424,strict_full_history,full_2024_2026apr,top100,62,lv_f93252378d,0.0986584410497454,721,0.03530160595377987,3115,0.15251664708186446
DYMUSDT,19529,listing_aware,listed_by_2025H1,tail,97,lv_cf17745d1a,0.07501664191714885,721,0.03691945312099954,5864,0.30027139126427366
EDENUSDT,5101,listing_aware,short_history,tail,35,lv_638bb9adf0,0.14291315428347384,721,0.14134483434620662,243,0.04763771809449128
EDUUSDT,20424,strict_full_history,full_2024_2026apr,tail,74,lv_ece2e1ee03,0.08818057187622405,721,0.03530160595377987,1852,0.09067763415589503
EGLDUSDT,20424,strict_full_history,full_2024_2026apr,top200,69,lv_1c45188236,0.15731492361927144,721,0.03530160595377987,4812,0.2356051703877791
EIGENUSDT,13842,listing_aware,listed_by_2025H1,top100,71,lv_eb465cc404,0.092255454414102,721,0.05208784857679526,2849,0.20582285796850167
ELSAUSDT,2369,listing_aware,short_history,tail,22,lv_566ac718e2,0.14014352047277331,721,0.30434782608695654,105,0.04432249894470241
ENAUSDT,18204,listing_aware,listed_by_2025H1,top20,61,lv_f81c1f989e,0.15260382333553066,721,0.03960667985058229,5044,0.27708196000878926
ENJUSDT,20424,strict_full_history,full_2024_2026apr,tail,71,lv_1c45188236,0.15525851938895416,721,0.03530160595377987,6199,0.30351547199373285
ENSOUSDT,4767,listing_aware,short_history,top200,49,lv_c641cf3f12,0.15061883784350744,721,0.1512481644640235,255,0.05349276274386407
ENSUSDT,20424,strict_full_history,full_2024_2026apr,top100,56,lv_9dc20a78c5,0.12328632980806895,721,0.03530160595377987,91,0.00445554249902076
EPICUSDT,9928,listing_aware,recent_only,tail,64,lv_41206e2ff0,0.18744963738920226,721,0.0726228847703465,1723,0.17354955680902498
ERAUSDT,6897,listing_aware,short_history,tail,40,lv_42c3e5cebb,0.2435841670291431,721,0.10453820501667392,105,0.015224010439321443
ESPORTSUSDT,6614,listing_aware,short_history,tail,41,lv_adc7fa05ea,0.13940127003326278,721,0.10901118838826732,6,0.0009071666162685213
ETCUSDT,20424,strict_full_history,full_2024_2026apr,top50,46,lv_04c5ba0d83,0.19658245201723462,721,0.03530160595377987,579,0.02834900117508813
ETHFIUSDT,18561,listing_aware,listed_by_2025H1,top50,86,lv_f81c1f989e,0.07801303809062012,721,0.03884488982274662,3853,0.20758579817897743
ETHUSDT,20424,strict_full_history,full_2024_2026apr,top20,23,lv_231f4a30f4,0.4726302389345868,721,0.03530160595377987,2010,0.09841363102232667
ETHWUSDT,20424,strict_full_history,full_2024_2026apr,tail,90,lv_df179999cb,0.08259890325107716,721,0.03530160595377987,4676,0.22894633764198982
EULUSDT,4786,listing_aware,short_history,tail,30,lv_482744e0ff,0.16882574174676138,721,0.15064772252402842,1029,0.21500208942749688
EVAAUSDT,5030,listing_aware,short_history,tail,27,lv_11d1987305,0.1077534791252485,721,0.1433399602385686,0,0.0
FARTCOINUSDT,11910,listing_aware,listed_by_2025H1,top20,40,lv_06e9ff0a93,0.12863140218303945,721,0.060537363560033586,426,0.035768261964735516
FETUSDT,20424,strict_full_history,full_2024_2026apr,top50,57,lv_06020f9b07,0.11902663533098316,721,0.03530160595377987,3257,0.15946925186055622
FFUSDT,5123,listing_aware,short_history,tail,35,lv_b55afb4193,0.1352723013859067,721,0.1407378489166504,842,0.16435682217450712
FHEUSDT,9201,listing_aware,recent_only,tail,59,lv_e7e0a8bcfd,0.19476143897402456,721,0.0783610477122052,429,0.046625366807955655
FIDAUSDT,14124,listing_aware,listed_by_2025H1,tail,91,lv_cf17745d1a,0.0698102520532427,721,0.05104786179552535,3692,0.2613990370999717
FILUSDT,20424,strict_full_history,full_2024_2026apr,top50,41,lv_04c5ba0d83,0.22688993341167255,721,0.03530160595377987,3731,0.18267724245985115
FLOCKUSDT,5610,listing_aware,short_history,tail,38,lv_1243487648,0.1162210338680927,721,0.1285204991087344,56,0.009982174688057042
FLOWUSDT,20424,strict_full_history,full_2024_2026apr,top200,84,lv_1c45188236,0.0627692910301606,721,0.03530160595377987,4057,0.1986388562475519
FLUIDUSDT,5246,listing_aware,short_history,tail,29,lv_b55afb4193,0.1315287838353031,721,0.13743804803659931,155,0.02954632100648113
FLUXUSDT,14513,listing_aware,listed_by_2025H1,tail,62,lv_41206e2ff0,0.1085922965617033,721,0.049679597602149794,4166,0.28705298697719284
FOGOUSDT,2650,listing_aware,short_history,tail,23,lv_482744e0ff,0.17056603773584905,721,0.2720754716981132,571,0.21547169811320754
FOLKSUSDT,4212,listing_aware,short_history,tail,29,lv_1243487648,0.18637226970560303,721,0.17117758784425452,0,0.0
FORMUSDT,9784,listing_aware,recent_only,tail,64,lv_41206e2ff0,0.1125306623058054,721,0.07369174161896974,1081,0.11048650858544562
FRAXUSDT,2536,listing_aware,short_history,tail,16,lv_482744e0ff,0.2421135646687697,721,0.28430599369085174,614,0.2421135646687697
FUSDT,7596,listing_aware,recent_only,tail,45,lv_42c3e5cebb,0.16561348077935756,721,0.09491837809373355,293,0.038572933122696156
GALAUSDT,20424,strict_full_history,full_2024_2026apr,top100,56,lv_06020f9b07,0.12005483744614179,721,0.03530160595377987,1364,0.06678417547982765
GASUSDT,20424,strict_full_history,full_2024_2026apr,tail,120,lv_df179999cb,0.08685859772816294,721,0.03530160595377987,6936,0.3396004700352526
GIGGLEUSDT,4887,listing_aware,short_history,top100,33,lv_795eb68264,0.10272150603642316,721,0.1475342746060978,370,0.0757110701862083
