representative_rank,candidate_id,label_family,horizon_h,return_corr_cluster,max_metric_parity_diff,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,one_bar_lag_recent_oriented,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,cost20_recent_oriented,max_control_ratio_by_split,min_oriented_nonoverlap_median_tstat,min_oriented_nonoverlap_min_tstat,min_oriented_hourly_tstat,top_symbol,top_symbol_abs_contribution_share,top_month,top_month_abs_contribution_share,decision,blockers,warnings
1,a7ab3_6e301587da1c1fa3,L7_ranked_future_return,4,2,0.0,0.0505123927931387,0.0550301051845136,0.0601275160330706,0.0593571921843609,0.06009571729722981,0.060048019193468624,0.05996852235386665,0.05980952867466269,0.9314273556189286,6.52492895621438,6.665689227316051,13.115905500562013,BTCUSDT,0.0476837377441427,2025-08,0.0666756194595608,A7AC1_REPRESENTATIVE_DIAGNOSTIC_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;ranked_return_label_only
2,a7ab3_6e301587da1c1fa3,L7_ranked_future_return,1,1,0.0,0.0325732100826361,0.0358993304601317,0.0320244257586867,0.0301622219649312,0.031992605995247184,0.031944876350087914,0.03186532694148913,0.03170622812429155,0.8435940263192446,8.611844336178459,8.611844336178459,8.611844336178459,BTCUSDT,0.046904726466242,2025-08,0.0663701341567249,A7AC1_REPRESENTATIVE_DIAGNOSTIC_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;ranked_return_label_only
3,a7ab3_4092255ee6888704,L7_ranked_future_return,4,0,0.0,0.0237294520182624,0.0317847237962123,0.0358817625431411,0.036359515047906,0.03564761021821463,0.03529638173082494,0.03471100091850877,0.03354023929387644,0.6716994597085283,3.966906753111712,4.624964713352826,7.998444145083283,1000RATSUSDT,0.0297737351216794,2025-10,0.065268011641358,A7AC1_REPRESENTATIVE_DIAGNOSTIC_PASS_WITH_WARNINGS,none,ranked_return_label_only
4,a7ab3_0bc78809db3a1428,L7_ranked_future_return,4,5,0.0,0.0185042109361665,0.0240426598544373,0.028454615624839,0.0252509392868181,0.02838345222287392,0.0282767071199263,0.028098798615013604,0.02774298160518821,0.6237531972248395,3.5296465670399986,3.68086578614385,6.73422539104796,1000RATSUSDT,0.0349646924063333,2025-10,0.0666161409096751,A7AC1_REPRESENTATIVE_DIAGNOSTIC_PASS_WITH_WARNINGS,none,ranked_return_label_only
5,a7ab3_165c7d8966b27a17,L7_ranked_future_return,4,3,0.0,0.0169971411503669,0.0171859391264564,0.028574420974347,0.0240341926157729,0.028428036845177463,0.02820846065142316,0.027842500328499324,0.02711057968265165,0.35994081763295455,3.3028999029543584,3.614895645038609,6.2962943240817,1000RATSUSDT,0.0341901723534616,2025-10,0.0663118202673813,A7AC1_REPRESENTATIVE_DIAGNOSTIC_PASS_WITH_WARNINGS,none,ranked_return_label_only
6,a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,1,4,0.0,0.0149600437272409,0.0163892821190386,0.0176457392613175,0.0164681706932705,0.017578235662844503,0.01747698026513501,0.017308221268952522,0.01697070327658754,0.3249493085457832,5.372665842920694,5.372665842920694,5.372665842920694,1000RATSUSDT,0.0344431969002383,2025-10,0.0667769446348301,A7AC1_REPRESENTATIVE_DIAGNOSTIC_PASS_WITH_WARNINGS,none,ranked_return_label_only
7,a7ab3_04daf24ce962db97,L7_ranked_future_return,1,19,0.0,0.0132667548489345,0.0115048950599807,0.0147867786861903,0.0136107743303709,0.014730475592745233,0.01464602095257763,0.014505263218964963,0.014223747751739627,0.603110571917041,4.709202152986838,4.709202152986838,4.709202152986838,1000RATSUSDT,0.0259284908597324,2025-10,0.0665964698951895,A7AC1_REPRESENTATIVE_DIAGNOSTIC_PASS_WITH_WARNINGS,none,ranked_return_label_only
8,a7ab3_2ad4a9e8d3c38900,L7_ranked_future_return,4,15,0.0,0.0060949367426181,0.005539579555757,0.011706314711791,0.010573033373255,0.011443783139101845,0.011049985780068114,0.010393656848345229,0.009080998984899455,0.7894423648682629,1.1554312501617647,-0.2805921395066882,2.497130552265575,1000RATSUSDT,0.0427526376371629,2026-01,0.0663997564653739,HOLD_A7AC1_REPRESENTATIVE_FORENSIC_BLOCKED,nonoverlap_tstat_not_positive,ranked_return_label_only
