return_corr_cluster,representative_rows,diagnostic_pass_rows,median_recent_spread,median_control_ratio
0,1,1,0.0358817625431411,0.6716994597085283
1,1,1,0.0320244257586867,0.8435940263192446
2,1,1,0.0601275160330706,0.9314273556189286
3,1,1,0.028574420974347,0.35994081763295455
4,1,1,0.0176457392613175,0.3249493085457832
5,1,1,0.028454615624839,0.6237531972248395
19,1,1,0.0147867786861903,0.603110571917041
15,1,0,0.011706314711791,0.7894423648682629
