label_family,horizon_h,representative_rows,diagnostic_pass_rows,median_recent_spread,median_control_ratio,min_nonoverlap_min_tstat
L7_ranked_future_return,4,5,4,0.028574420974347,0.6716994597085283,-0.2805921395066882
L7_ranked_future_return,1,3,3,0.0176457392613175,0.603110571917041,4.709202152986838
