pool_name,seed_id,expression,semantic_pair,operator,input_fields,input_field_count,info_clusters,input_cluster_count,filter_decision,rejected_fields,filter_reason
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,12)),Delta(global_long_short_account_ratio_last,12))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,8)),Delta(global_long_short_account_ratio_mean,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,8)),Mean(global_long_short_account_ratio_mean,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,8)),Mean(global_long_short_account_ratio_last,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,12)),Mean(global_long_short_account_ratio_last,4))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,4)),Mean(global_long_short_account_ratio_last,12))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,8)),Mean(global_long_short_account_ratio_mean,8))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,4)),Delta(global_long_short_account_ratio_last,8))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,8)),Delta(global_long_short_account_ratio_mean,12))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,2)),Mean(global_long_short_account_ratio_last,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,2)),Mean(global_long_short_account_ratio_mean,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,12)),Mean(global_long_short_account_ratio_mean,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,12)),Delta(global_long_short_account_ratio_mean,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,4)),Delta(global_long_short_account_ratio_last,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,1)),Delta(global_long_short_account_ratio_mean,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,1)),Mean(global_long_short_account_ratio_last,12))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,4)),Mean(global_long_short_account_ratio_last,8))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,12)),Mean(global_long_short_account_ratio_last,8))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,12)),Delta(global_long_short_account_ratio_last,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,4)),Mean(global_long_short_account_ratio_last,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,1)),Mean(global_long_short_account_ratio_last,8))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,8)),Delta(global_long_short_account_ratio_last,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,4)),Mean(global_long_short_account_ratio_last,4))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,12)),Mean(global_long_short_account_ratio_last,12))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,2)),Delta(global_long_short_account_ratio_last,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,1)),Mean(global_long_short_account_ratio_last,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,1)),Mean(global_long_short_account_ratio_mean,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,1)),Mean(global_long_short_account_ratio_last,4))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,8)),Delta(global_long_short_account_ratio_last,4))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,4)),Delta(global_long_short_account_ratio_mean,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,1)),Delta(global_long_short_account_ratio_last,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,1)),Delta(global_long_short_account_ratio_mean,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,1)),Mean(global_long_short_account_ratio_mean,12))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,12)),Delta(global_long_short_account_ratio_last,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(funding_rate,12)),Delta(global_long_short_account_ratio_mean,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Mean(global_long_short_account_ratio_mean,4))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Delta(global_long_short_account_ratio_mean,12))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Mean(global_long_short_account_ratio_last,12))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Mean(global_long_short_account_ratio_mean,12))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Delta(global_long_short_account_ratio_mean,4))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Mean(global_long_short_account_ratio_mean,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Delta(global_long_short_account_ratio_last,8))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Delta(global_long_short_account_ratio_mean,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Delta(global_long_short_account_ratio_mean,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Mean(global_long_short_account_ratio_last,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Delta(global_long_short_account_ratio_last,2))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Mean(global_long_short_account_ratio_mean,8))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Mean(global_long_short_account_ratio_last,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Delta(global_long_short_account_ratio_last,12))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Mean(global_long_short_account_ratio_last,4))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Delta(global_long_short_account_ratio_last,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Mean(global_long_short_account_ratio_last,8))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Delta(global_long_short_account_ratio_last,4))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Mean(global_long_short_account_ratio_mean,1))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(funding_rate,Delta(global_long_short_account_ratio_mean,8))",funding_like|positioning_like,mul,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(global_long_short_account_ratio_last))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(global_long_short_account_ratio_mean))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(ZScore(Mean(global_long_short_account_ratio_last,4))))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(ZScore(Mean(global_long_short_account_ratio_mean,8))))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(ZScore(Mean(global_long_short_account_ratio_last,12))))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(ZScore(Mean(global_long_short_account_ratio_last,1))))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(ZScore(Mean(global_long_short_account_ratio_mean,4))))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(ZScore(Mean(global_long_short_account_ratio_mean,1))))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(ZScore(Mean(global_long_short_account_ratio_mean,12))))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(ZScore(Mean(global_long_short_account_ratio_last,8))))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(ZScore(Mean(global_long_short_account_ratio_mean,2))))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(funding_rate,4),ZScore(ZScore(Mean(global_long_short_account_ratio_last,2))))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,12)),4),ZScore(Mean(global_long_short_account_ratio_mean,8)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,1)),4),ZScore(Delta(global_long_short_account_ratio_mean,12)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,4)),4),ZScore(Delta(global_long_short_account_ratio_last,12)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,2)),4),ZScore(Delta(global_long_short_account_ratio_last,2)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,2)),4),ZScore(Delta(global_long_short_account_ratio_last,1)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,12)),4),ZScore(Mean(global_long_short_account_ratio_last,12)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,2)),4),ZScore(Mean(global_long_short_account_ratio_last,4)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,1)),4),ZScore(Mean(global_long_short_account_ratio_last,2)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,8)),4),ZScore(Mean(global_long_short_account_ratio_last,4)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,2)),4),ZScore(Mean(global_long_short_account_ratio_last,12)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,4)),4),ZScore(Delta(global_long_short_account_ratio_mean,8)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,12)),4),ZScore(Mean(global_long_short_account_ratio_mean,12)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,12)),4),ZScore(Delta(global_long_short_account_ratio_mean,4)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,4)),4),ZScore(Mean(global_long_short_account_ratio_mean,2)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,2)),4),ZScore(Delta(global_long_short_account_ratio_mean,12)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,12)),4),ZScore(Delta(global_long_short_account_ratio_last,4)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,4)),4),ZScore(Delta(global_long_short_account_ratio_last,4)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,8)),4),ZScore(Mean(global_long_short_account_ratio_last,2)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,12)),4),ZScore(Mean(global_long_short_account_ratio_last,4)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,8)),4),ZScore(Delta(global_long_short_account_ratio_mean,1)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,4)),4),ZScore(Mean(global_long_short_account_ratio_mean,4)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,12)),4),ZScore(Delta(global_long_short_account_ratio_last,2)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,4)),4),ZScore(Mean(global_long_short_account_ratio_last,12)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,12)),4),ZScore(Delta(global_long_short_account_ratio_mean,8)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,4)),4),ZScore(Delta(global_long_short_account_ratio_last,8)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,1)),4),ZScore(Delta(global_long_short_account_ratio_last,1)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,1)),4),ZScore(Mean(global_long_short_account_ratio_last,12)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,1)),4),ZScore(Mean(global_long_short_account_ratio_mean,2)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,8)),4),ZScore(Mean(global_long_short_account_ratio_last,8)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,8)),4),ZScore(Mean(global_long_short_account_ratio_mean,1)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,12)),4),ZScore(Mean(global_long_short_account_ratio_last,8)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,1)),4),ZScore(Mean(global_long_short_account_ratio_mean,1)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,12)),4),ZScore(Delta(global_long_short_account_ratio_mean,2)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,2)),4),ZScore(Delta(global_long_short_account_ratio_mean,2)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_mean,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
a7ff_v20260530_formula_index,,"Mul(Delta(ZScore(Mean(funding_rate,4)),4),ZScore(Mean(global_long_short_account_ratio_last,4)))",funding_like|positioning_like,relative_shock,funding_rate|global_long_short_account_ratio_last,2,ic_003|ic_009,2,reject_blocked_input,funding_rate,contains_blocked_field
