field_name,field_family,source_family,feature_class,transform,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,atlas_candidate,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error
premium_close_bps,basis_premium,derived_replay_base,derived_rolling,level,L0_raw_forward_return,1,-1.0,3,True,1.8057073539376949,0.0008376543117434,True,False,HOLD_A7FFCORE16E_CONTROL_LIKE,715,-0.000276780330929,-1.281496361182683,-1.281496361182683,-1.281496361182683,0.4895104895104895,668,-0.0004598743478995,-2.456219502289642,-2.456219502289642,-2.456219502289642,0.4251497005988024,713,-0.000467409855123,-1.9866018554331355,-1.9866018554331355,-1.9866018554331355,0.4460028050490883,719,-0.0007006311443814,-1.841664550516585,-1.841664550516585,-1.841664550516585,0.5034770514603616,95.86666666666666,
premium_close_bps,basis_premium,derived_replay_base,derived_rolling,level,L1_cross_sectional_relative_return,1,-1.0,3,True,1.8057073539376949,0.0008376543117434,True,False,HOLD_A7FFCORE16E_CONTROL_LIKE,715,-0.000276780330929,-1.281496361182683,-1.281496361182683,-1.281496361182683,0.4895104895104895,668,-0.0004598743478995,-2.456219502289642,-2.456219502289642,-2.456219502289642,0.4251497005988024,713,-0.000467409855123,-1.986601855433136,-1.986601855433136,-1.986601855433136,0.4460028050490883,719,-0.0007006311443814,-1.8416645505165845,-1.8416645505165845,-1.8416645505165845,0.5034770514603616,95.86666666666666,
premium_close_bps,basis_premium,derived_replay_base,derived_rolling,level,L3_liquidity_tier_relative_return,1,-1.0,3,True,1.6609336443559712,0.0007653533645562,True,False,HOLD_A7FFCORE16E_CONTROL_LIKE,715,-0.0002922729302577,-1.4822733986135128,-1.4822733986135128,-1.4822733986135128,0.4671328671328671,668,-0.0004483429567558,-2.4460778792943128,-2.4460778792943128,-2.4460778792943128,0.4221556886227545,713,-0.0004721100236871,-2.063278155705294,-2.063278155705294,-2.063278155705294,0.4389901823281907,719,-0.000704776330439,-1.9673583047357623,-1.9673583047357623,-1.9673583047357623,0.5090403337969402,95.86666666666666,
premium_close_bps,basis_premium,derived_replay_base,derived_rolling,level,L5_vol_adjusted_return,1,-1.0,3,True,1.2239820508911778,0.0466086052897405,True,False,A7FFCORE16E_NEAR_MISS_CONTROL_MARGIN,715,-0.025155975230332,-1.9981742539308749,-1.9981742539308749,-1.9981742539308749,0.4671328671328671,668,-0.062761560047335,-3.681669227571275,-3.681669227571275,-3.681669227571275,0.3997005988023952,713,-0.0473544370007854,-2.3854135796998728,-2.3854135796998728,-2.3854135796998728,0.4431977559607293,719,-0.0852848772800437,-3.1406364515054523,-3.1406364515054523,-3.1406364515054523,0.4561891515994437,95.86666666666666,
premium_close_bps,basis_premium,derived_replay_base,derived_rolling,level,L0_raw_forward_return,4,1.0,0,False,2.6678932430562994,-0.0008411549741025,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,712,6.118174782184756e-05,0.1478461753014095,0.268608326161969,-1.3577651782032722,0.5042134831460674,665,-0.0001828861501338,-0.4532189010917388,-0.1326761127738372,-0.707442784867401,0.4932330827067669,710,-0.0003571345428963,-0.7760318369187817,-0.3899102361101765,-1.0311634026624314,0.5126760563380282,716,-0.0015206996929247,-2.169865293788318,-1.0183569245355764,-1.945233578871158,0.4916201117318435,95.46666666666668,
premium_close_bps,basis_premium,derived_replay_base,derived_rolling,level,L1_cross_sectional_relative_return,4,1.0,0,False,2.6678932430562994,-0.0008411549741025,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,712,6.11817478218476e-05,0.1478461753014096,0.2686083261619691,-1.3577651782032725,0.5042134831460674,665,-0.0001828861501338,-0.4532189010917385,-0.1326761127738374,-0.7074427848674008,0.4932330827067669,710,-0.0003571345428963,-0.776031836918782,-0.3899102361101766,-1.031163402662432,0.5126760563380282,716,-0.0015206996929247,-2.169865293788318,-1.0183569245355766,-1.945233578871158,0.4916201117318435,95.46666666666668,
premium_close_bps,basis_premium,derived_replay_base,derived_rolling,level,L3_liquidity_tier_relative_return,4,1.0,0,False,4.272210540626348,-0.0005772066693818,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,712,8.701055720740188e-05,0.23675339703345,0.2860764141424777,-1.4459390789475683,0.5126404494382022,665,-0.0001080527395383,-0.2794124679702192,-0.1800597183423533,-0.3462747600575063,0.5022556390977444,710,-0.0005067787359582,-1.1822420746556912,-0.7032623010197319,-1.207035732600785,0.4830985915492958,716,-0.0013429327614961,-2.0545888273638635,-0.8836046074988554,-2.185699488696283,0.4930167597765363,95.46666666666668,
premium_close_bps,basis_premium,derived_replay_base,derived_rolling,level,L5_vol_adjusted_return,4,-1.0,3,True,2.309770441140964,0.0555876373417321,True,False,HOLD_A7FFCORE16E_CONTROL_LIKE,712,-0.003485677164941,-0.1417472096209105,0.2503900726745849,-1.6951408931512442,0.4985955056179775,665,-0.0254072688463165,-0.6651764412035801,-0.3516715991148209,-0.8774279514515931,0.475187969924812,710,-0.0468110785012334,-1.088384966647554,-0.567682666913844,-1.0786961859676525,0.4971830985915493,716,-0.1513231560971283,-2.8351171294938537,-1.4462088831572648,-1.7849403071980503,0.4776536312849162,95.46666666666668,
premium_close_bps,basis_premium,derived_replay_base,derived_rolling,level,L0_raw_forward_return,8,1.0,1,False,4.483241315844263,-0.0009244116735714,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,708,0.0001565643353413,0.3013295037756289,0.1793524362907317,-1.439900141579958,0.518361581920904,661,-0.0002350847518208,-0.4387284016325773,-0.0966562786406123,-1.1088145616416607,0.5098335854765507,706,0.0003540464462457,0.5440552592767707,0.1044356169867857,-1.1190335564962497,0.5254957507082153,712,-0.0017008458691671,-1.6589396367361258,-0.9835867353891689,-1.5936261001759562,0.4592696629213483,94.93333333333334,
premium_close_bps,basis_premium,derived_replay_base,derived_rolling,level,L1_cross_sectional_relative_return,8,1.0,1,False,4.483241315844262,-0.0009244116735714,False,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,708,0.0001565643353413,0.3013295037756288,0.1793524362907316,-1.4399001415799582,0.518361581920904,661,-0.0002350847518208,-0.4387284016325774,-0.0966562786406123,-1.1088145616416611,0.5098335854765507,706,0.0003540464462457,0.5440552592767708,0.1044356169867859,-1.11903355649625,0.5254957507082153,712,-0.0017008458691671,-1.658939636736125,-0.9835867353891684,-1.5936261001759562,0.4592696629213483,94.93333333333334,
