field_family,transform,label_family,rows,atlas_candidate_count,lag_ok_candidate_count,near_miss_count,median_control_ratio
liquidity,delta_4h,L1_cross_sectional_relative_return,16,0,0,0,6.515951030940428
liquidity,delta_4h,L3_liquidity_tier_relative_return,16,0,0,0,6.79694544505536
liquidity,delta_4h,L5_vol_adjusted_return,16,0,0,0,9.835280570339982
liquidity,level,L0_raw_forward_return,16,0,0,0,5.468913928637448
liquidity,level,L1_cross_sectional_relative_return,16,0,0,0,5.468913928637447
liquidity,level,L3_liquidity_tier_relative_return,16,0,0,0,3.792697212516431
liquidity,level,L5_vol_adjusted_return,16,0,0,0,2.5683493105567514
liquidity,shock_24h,L0_raw_forward_return,16,0,0,0,11.753993607666793
liquidity,shock_24h,L1_cross_sectional_relative_return,16,0,0,0,11.75399360766679
liquidity,shock_24h,L3_liquidity_tier_relative_return,16,0,0,0,20.288877848392183
liquidity,shock_24h,L5_vol_adjusted_return,16,0,0,0,21.575958861785665
liquidity,spread_short_long,L0_raw_forward_return,16,0,0,0,7.673089504115213
liquidity,spread_short_long,L1_cross_sectional_relative_return,16,0,0,0,7.67308950411521
liquidity,spread_short_long,L3_liquidity_tier_relative_return,16,0,0,0,7.3185160947292704
liquidity,spread_short_long,L5_vol_adjusted_return,16,0,0,0,18.611852688425802
liquidity,tsrank_168h,L0_raw_forward_return,16,0,0,0,13.377028821958985
liquidity,tsrank_168h,L1_cross_sectional_relative_return,16,0,0,0,13.37702882195902
liquidity,tsrank_168h,L3_liquidity_tier_relative_return,16,0,0,0,26.945156991737548
liquidity,tsrank_168h,L5_vol_adjusted_return,16,0,0,0,5.074216865580043
liquidity,tsrank_72h,L0_raw_forward_return,16,0,0,0,14.653187400488767
liquidity,tsrank_72h,L1_cross_sectional_relative_return,16,0,0,0,14.653187400488761
liquidity,tsrank_72h,L3_liquidity_tier_relative_return,16,0,0,0,31.042513707595987
liquidity,tsrank_72h,L5_vol_adjusted_return,16,0,0,0,7.6093381591298765
liquidity,zscore_168h,L0_raw_forward_return,16,0,0,0,15.036537437022004
liquidity,zscore_168h,L1_cross_sectional_relative_return,16,0,0,0,15.036537437021995
liquidity,zscore_168h,L3_liquidity_tier_relative_return,16,0,0,0,25.56891967833264
liquidity,zscore_168h,L5_vol_adjusted_return,16,0,0,0,10.185201006692314
liquidity,zscore_72h,L0_raw_forward_return,16,0,0,0,12.290759950791323
liquidity,zscore_72h,L1_cross_sectional_relative_return,16,0,0,0,12.290759950791326
liquidity,zscore_72h,L3_liquidity_tier_relative_return,16,0,0,0,9.259600816969993
liquidity,zscore_72h,L5_vol_adjusted_return,16,0,0,0,12.880862875146335
liquidity_volatility,delta_1h,L0_raw_forward_return,4,0,0,0,6.651367446188484
liquidity_volatility,delta_1h,L1_cross_sectional_relative_return,4,0,0,0,6.651367446188482
liquidity_volatility,delta_1h,L3_liquidity_tier_relative_return,4,0,0,0,15.92099080815088
liquidity_volatility,delta_1h,L5_vol_adjusted_return,4,0,0,0,9.713639680519872
liquidity_volatility,delta_24h,L0_raw_forward_return,4,0,0,0,41.16665753626858
liquidity_volatility,delta_24h,L1_cross_sectional_relative_return,4,0,0,0,41.16665753626859
liquidity_volatility,delta_24h,L3_liquidity_tier_relative_return,4,0,0,0,35.745717789746394
liquidity_volatility,delta_24h,L5_vol_adjusted_return,4,0,0,0,18.250925517028218
liquidity_volatility,delta_4h,L0_raw_forward_return,4,0,0,0,7.738545802075453
liquidity_volatility,delta_4h,L1_cross_sectional_relative_return,4,0,0,0,7.738545802075457
liquidity_volatility,delta_4h,L3_liquidity_tier_relative_return,4,0,0,0,4.871126307425653
liquidity_volatility,delta_4h,L5_vol_adjusted_return,4,0,0,0,101.80167117702705
liquidity_volatility,level,L0_raw_forward_return,4,0,0,0,5.364978776226647
liquidity_volatility,level,L1_cross_sectional_relative_return,4,0,0,0,5.364978776226645
liquidity_volatility,level,L3_liquidity_tier_relative_return,4,0,0,0,3.4435060027806648
liquidity_volatility,level,L5_vol_adjusted_return,4,0,0,0,3.9961693894345935
liquidity_volatility,shock_24h,L0_raw_forward_return,4,0,0,0,29.65306489582911
liquidity_volatility,shock_24h,L1_cross_sectional_relative_return,4,0,0,0,29.653064895829125
liquidity_volatility,shock_24h,L3_liquidity_tier_relative_return,4,0,0,0,44.07213044336993
liquidity_volatility,shock_24h,L5_vol_adjusted_return,4,0,0,0,43.10683644110502
liquidity_volatility,spread_short_long,L0_raw_forward_return,4,0,0,0,1.7665760329828892
liquidity_volatility,spread_short_long,L1_cross_sectional_relative_return,4,0,0,0,1.766576032982889
liquidity_volatility,spread_short_long,L3_liquidity_tier_relative_return,4,0,0,0,1.6102447720790212
liquidity_volatility,spread_short_long,L5_vol_adjusted_return,4,0,0,0,4.177127095057664
liquidity_volatility,tsrank_168h,L0_raw_forward_return,4,0,0,0,10.617923792974661
liquidity_volatility,tsrank_168h,L1_cross_sectional_relative_return,4,0,0,0,10.617923792974652
liquidity_volatility,tsrank_168h,L3_liquidity_tier_relative_return,4,0,0,0,8.030793095611264
liquidity_volatility,tsrank_168h,L5_vol_adjusted_return,4,0,0,0,10.097383590299886
liquidity_volatility,tsrank_72h,L0_raw_forward_return,4,0,0,0,27.522771111333462
liquidity_volatility,tsrank_72h,L1_cross_sectional_relative_return,4,0,0,0,27.52277111133348
liquidity_volatility,tsrank_72h,L3_liquidity_tier_relative_return,4,0,0,0,30.206953130153483
liquidity_volatility,tsrank_72h,L5_vol_adjusted_return,4,0,0,0,100.81553867843328
liquidity_volatility,zscore_168h,L0_raw_forward_return,4,0,0,0,14.947516222387831
liquidity_volatility,zscore_168h,L1_cross_sectional_relative_return,4,0,0,0,14.94751622238783
liquidity_volatility,zscore_168h,L3_liquidity_tier_relative_return,4,0,0,0,17.6584679405801
liquidity_volatility,zscore_168h,L5_vol_adjusted_return,4,0,0,0,42.44219586818307
liquidity_volatility,zscore_72h,L0_raw_forward_return,4,0,0,0,11.31465332339878
liquidity_volatility,zscore_72h,L1_cross_sectional_relative_return,4,0,0,0,11.31465332339878
liquidity_volatility,zscore_72h,L3_liquidity_tier_relative_return,4,0,0,0,16.28529283172411
liquidity_volatility,zscore_72h,L5_vol_adjusted_return,4,0,0,0,13.629852073082676
listing_age,delta_1h,L0_raw_forward_return,8,0,0,0,
listing_age,delta_1h,L1_cross_sectional_relative_return,8,0,0,0,
listing_age,delta_1h,L3_liquidity_tier_relative_return,8,0,0,0,
listing_age,delta_1h,L5_vol_adjusted_return,8,0,0,0,
listing_age,delta_24h,L0_raw_forward_return,8,0,0,0,
listing_age,delta_24h,L1_cross_sectional_relative_return,8,0,0,0,
listing_age,delta_24h,L3_liquidity_tier_relative_return,8,0,0,0,
listing_age,delta_24h,L5_vol_adjusted_return,8,0,0,0,
listing_age,delta_4h,L0_raw_forward_return,8,0,0,0,
listing_age,delta_4h,L1_cross_sectional_relative_return,8,0,0,0,
listing_age,delta_4h,L3_liquidity_tier_relative_return,8,0,0,0,
listing_age,delta_4h,L5_vol_adjusted_return,8,0,0,0,
listing_age,level,L0_raw_forward_return,8,0,0,0,
listing_age,level,L1_cross_sectional_relative_return,8,0,0,0,
listing_age,level,L3_liquidity_tier_relative_return,8,0,0,0,
listing_age,level,L5_vol_adjusted_return,8,0,0,0,
listing_age,shock_24h,L0_raw_forward_return,8,0,0,0,7.854848118477536
listing_age,shock_24h,L1_cross_sectional_relative_return,8,0,0,0,7.854848118477536
listing_age,shock_24h,L3_liquidity_tier_relative_return,8,0,0,0,5.279278575026624
listing_age,spread_short_long,L0_raw_forward_return,8,0,0,0,
listing_age,spread_short_long,L1_cross_sectional_relative_return,8,0,0,0,
listing_age,spread_short_long,L3_liquidity_tier_relative_return,8,0,0,0,
listing_age,spread_short_long,L5_vol_adjusted_return,8,0,0,0,
listing_age,tsrank_168h,L0_raw_forward_return,8,0,0,0,
listing_age,tsrank_168h,L1_cross_sectional_relative_return,8,0,0,0,
listing_age,tsrank_168h,L3_liquidity_tier_relative_return,8,0,0,0,
listing_age,tsrank_168h,L5_vol_adjusted_return,8,0,0,0,
listing_age,tsrank_72h,L0_raw_forward_return,8,0,0,0,
listing_age,tsrank_72h,L1_cross_sectional_relative_return,8,0,0,0,
listing_age,tsrank_72h,L3_liquidity_tier_relative_return,8,0,0,0,
listing_age,tsrank_72h,L5_vol_adjusted_return,8,0,0,0,
listing_age,zscore_168h,L0_raw_forward_return,8,0,0,0,5.2139113878569585
listing_age,zscore_168h,L1_cross_sectional_relative_return,8,0,0,0,5.2139113878569585
listing_age,zscore_168h,L3_liquidity_tier_relative_return,8,0,0,0,3.232390432010182
listing_age,zscore_168h,L5_vol_adjusted_return,8,0,0,0,4.548108910230157
listing_age,zscore_72h,L0_raw_forward_return,8,0,0,0,3.0985636620757875
listing_age,zscore_72h,L1_cross_sectional_relative_return,8,0,0,0,3.0985636620757875
listing_age,zscore_72h,L3_liquidity_tier_relative_return,8,0,0,0,3.744886601853392
listing_age,zscore_72h,L5_vol_adjusted_return,8,0,0,0,5.67288766269288
listing_age_interaction,delta_1h,L0_raw_forward_return,8,0,0,0,15.159464281545553
listing_age_interaction,delta_1h,L1_cross_sectional_relative_return,8,0,0,0,15.15946428154555
listing_age_interaction,delta_1h,L3_liquidity_tier_relative_return,8,0,0,0,16.062625346960267
listing_age_interaction,delta_1h,L5_vol_adjusted_return,8,0,0,0,18.11454185362948
listing_age_interaction,delta_24h,L0_raw_forward_return,8,0,0,0,12.683023776390243
listing_age_interaction,delta_24h,L1_cross_sectional_relative_return,8,0,0,0,12.683023776390243
listing_age_interaction,delta_24h,L3_liquidity_tier_relative_return,8,0,0,0,12.029592628440252
listing_age_interaction,delta_24h,L5_vol_adjusted_return,8,0,0,0,23.51863263355621
listing_age_interaction,delta_4h,L0_raw_forward_return,8,0,0,0,8.239380685302791
listing_age_interaction,delta_4h,L1_cross_sectional_relative_return,8,0,0,0,8.239380685302788
listing_age_interaction,delta_4h,L3_liquidity_tier_relative_return,8,0,0,0,12.641840931419162
listing_age_interaction,delta_4h,L5_vol_adjusted_return,8,0,0,0,19.1708174926801
listing_age_interaction,level,L0_raw_forward_return,8,0,0,0,4.28599305417234
listing_age_interaction,level,L1_cross_sectional_relative_return,8,0,0,0,4.285993054172342
listing_age_interaction,level,L3_liquidity_tier_relative_return,8,0,0,0,2.1883222711834387
listing_age_interaction,level,L5_vol_adjusted_return,8,0,0,0,2.5864348916257405
listing_age_interaction,shock_24h,L0_raw_forward_return,8,0,0,0,24.25257393206941
listing_age_interaction,shock_24h,L1_cross_sectional_relative_return,8,0,0,0,24.25257393206943
listing_age_interaction,shock_24h,L3_liquidity_tier_relative_return,8,0,0,0,45.63445805375849
listing_age_interaction,shock_24h,L5_vol_adjusted_return,8,0,0,0,54.43271707981101
listing_age_interaction,spread_short_long,L0_raw_forward_return,8,0,0,0,2.370765307911091
listing_age_interaction,spread_short_long,L1_cross_sectional_relative_return,8,0,0,0,2.3707653079110904
listing_age_interaction,spread_short_long,L3_liquidity_tier_relative_return,8,0,0,0,2.3845726128894635
listing_age_interaction,spread_short_long,L5_vol_adjusted_return,8,0,0,0,4.779196204189916
listing_age_interaction,tsrank_168h,L0_raw_forward_return,8,0,0,0,7.351815515647138
listing_age_interaction,tsrank_168h,L1_cross_sectional_relative_return,8,0,0,0,7.351815515647139
listing_age_interaction,tsrank_168h,L3_liquidity_tier_relative_return,8,0,0,0,8.33488052704119
listing_age_interaction,tsrank_168h,L5_vol_adjusted_return,8,0,0,0,5.263616676411135
listing_age_interaction,tsrank_72h,L0_raw_forward_return,8,0,0,0,9.435425680120947
listing_age_interaction,tsrank_72h,L1_cross_sectional_relative_return,8,0,0,0,9.435425680120947
listing_age_interaction,tsrank_72h,L3_liquidity_tier_relative_return,8,0,0,0,27.09098354071532
listing_age_interaction,tsrank_72h,L5_vol_adjusted_return,8,0,0,0,10.677956253773793
listing_age_interaction,zscore_168h,L0_raw_forward_return,8,0,0,0,14.142980514599103
listing_age_interaction,zscore_168h,L1_cross_sectional_relative_return,8,0,0,0,14.142980514599092
listing_age_interaction,zscore_168h,L3_liquidity_tier_relative_return,8,0,0,0,14.393540024251305
listing_age_interaction,zscore_168h,L5_vol_adjusted_return,8,0,0,0,8.229890042909203
listing_age_interaction,zscore_72h,L0_raw_forward_return,8,0,0,0,18.10539023495361
listing_age_interaction,zscore_72h,L1_cross_sectional_relative_return,8,0,0,0,18.105390234953674
listing_age_interaction,zscore_72h,L3_liquidity_tier_relative_return,8,0,0,0,13.685078227149802
listing_age_interaction,zscore_72h,L5_vol_adjusted_return,8,0,0,0,11.87120212681145
open_interest,delta_1h,L0_raw_forward_return,12,0,0,0,4.309738592433774
open_interest,delta_1h,L1_cross_sectional_relative_return,12,0,0,0,4.309738592433772
open_interest,delta_1h,L3_liquidity_tier_relative_return,12,0,0,0,4.370503514433018
open_interest,delta_1h,L5_vol_adjusted_return,12,0,0,0,2.809281612762184
open_interest,delta_24h,L0_raw_forward_return,12,0,0,0,34.88671862799143
open_interest,delta_24h,L1_cross_sectional_relative_return,12,0,0,0,34.886718627991456
open_interest,delta_24h,L3_liquidity_tier_relative_return,12,0,0,0,30.247149744036705
open_interest,delta_24h,L5_vol_adjusted_return,12,0,0,0,27.71241286632504
open_interest,delta_4h,L0_raw_forward_return,12,0,0,0,8.644102605583022
open_interest,delta_4h,L1_cross_sectional_relative_return,12,0,0,0,8.644102605583022
open_interest,delta_4h,L3_liquidity_tier_relative_return,12,0,0,0,6.550959057298407
open_interest,delta_4h,L5_vol_adjusted_return,12,0,0,0,8.42117326181512
open_interest,level,L5_vol_adjusted_return,12,0,0,0,4.400824625559203
open_interest,shock_24h,L0_raw_forward_return,12,0,0,0,31.670820692509494
open_interest,shock_24h,L1_cross_sectional_relative_return,12,0,0,0,31.670820692509494
open_interest,shock_24h,L3_liquidity_tier_relative_return,12,0,0,0,30.787307889210993
open_interest,shock_24h,L5_vol_adjusted_return,12,0,0,0,31.256313346189486
open_interest,spread_short_long,L0_raw_forward_return,12,0,0,0,8.484159866206014
open_interest,spread_short_long,L1_cross_sectional_relative_return,12,0,0,0,8.484159866206017
open_interest,spread_short_long,L3_liquidity_tier_relative_return,12,0,0,0,4.893777963273957
open_interest,spread_short_long,L5_vol_adjusted_return,12,0,0,0,14.116061709644333
open_interest,tsrank_168h,L0_raw_forward_return,12,0,0,0,18.391726790195086
open_interest,tsrank_168h,L1_cross_sectional_relative_return,12,0,0,0,18.39172679019508
open_interest,tsrank_168h,L3_liquidity_tier_relative_return,12,0,0,0,21.899742113604873
open_interest,tsrank_168h,L5_vol_adjusted_return,12,0,0,0,10.970346116122627
open_interest,tsrank_72h,L0_raw_forward_return,12,0,0,0,7.124071062008808
open_interest,tsrank_72h,L1_cross_sectional_relative_return,12,0,0,0,7.124071062008813
open_interest,tsrank_72h,L3_liquidity_tier_relative_return,12,0,0,0,7.981252613141112
open_interest,tsrank_72h,L5_vol_adjusted_return,12,0,0,0,4.174488345598327
open_interest,zscore_168h,L0_raw_forward_return,12,0,0,0,17.323712512299437
open_interest,zscore_168h,L1_cross_sectional_relative_return,12,0,0,0,17.32371251229944
open_interest,zscore_168h,L3_liquidity_tier_relative_return,12,0,0,0,17.010881069810495
open_interest,zscore_168h,L5_vol_adjusted_return,12,0,0,0,15.51575475060641
open_interest,zscore_72h,L0_raw_forward_return,12,0,0,0,16.807060484901854
open_interest,zscore_72h,L1_cross_sectional_relative_return,12,0,0,0,16.80706048490186
open_interest,zscore_72h,L3_liquidity_tier_relative_return,12,0,0,0,22.05129250214744
open_interest,zscore_72h,L5_vol_adjusted_return,12,0,0,0,11.843874339234759
open_interest_interaction,delta_1h,L0_raw_forward_return,4,0,0,0,4.99636234896616
open_interest_interaction,delta_1h,L1_cross_sectional_relative_return,4,0,0,0,4.996362348966159
open_interest_interaction,delta_1h,L3_liquidity_tier_relative_return,4,0,0,0,5.2907035806658955
