field_family,transform,label_family,rows,atlas_candidate_count,lag_ok_candidate_count,near_miss_count,median_control_ratio
basis_premium,tsrank_72h,L5_vol_adjusted_return,20,8,5,0,2.00701550833916
basis_premium,delta_1h,L3_liquidity_tier_relative_return,20,6,3,1,1.9274275824318434
basis_premium,delta_1h,L5_vol_adjusted_return,20,6,1,1,1.7166394974974168
basis_premium,tsrank_168h,L5_vol_adjusted_return,20,6,4,1,3.887279024961117
basis_premium,zscore_168h,L5_vol_adjusted_return,20,6,4,0,2.1419195204075945
basis_premium,delta_4h,L0_raw_forward_return,20,5,3,1,1.9234832000107729
basis_premium,delta_4h,L1_cross_sectional_relative_return,20,5,3,1,1.9234832000107733
basis_premium,delta_4h,L3_liquidity_tier_relative_return,20,5,3,1,2.523871065416097
basis_premium,delta_4h,L5_vol_adjusted_return,20,5,0,1,2.190058740052164
basis_premium,zscore_168h,L0_raw_forward_return,20,5,2,0,3.8293796381183354
basis_premium,zscore_168h,L1_cross_sectional_relative_return,20,5,2,0,3.829379638118336
basis_premium,zscore_168h,L3_liquidity_tier_relative_return,20,5,2,0,4.010852710622921
basis_premium,zscore_72h,L5_vol_adjusted_return,20,5,4,0,3.3156972554592476
basis_premium,delta_1h,L0_raw_forward_return,20,4,2,1,1.9198069568224325
basis_premium,delta_1h,L1_cross_sectional_relative_return,20,4,2,1,1.9198069568224323
basis_premium,level,L5_vol_adjusted_return,20,4,0,1,3.873003235733175
basis_premium,level,L0_raw_forward_return,20,4,0,0,4.919651639304058
basis_premium,level,L1_cross_sectional_relative_return,20,4,0,0,4.919651639304059
basis_premium,level,L3_liquidity_tier_relative_return,20,4,0,0,3.712376902992048
basis_premium,tsrank_72h,L0_raw_forward_return,20,4,1,0,3.474695605885825
basis_premium,tsrank_72h,L1_cross_sectional_relative_return,20,4,1,0,3.474695605885825
basis_premium,tsrank_72h,L3_liquidity_tier_relative_return,20,4,1,0,3.723661418082723
basis_premium,delta_24h,L5_vol_adjusted_return,20,3,2,4,4.904552931584512
basis_premium,delta_24h,L3_liquidity_tier_relative_return,20,3,2,2,8.271971023762529
basis_premium,tsrank_168h,L0_raw_forward_return,20,3,1,1,4.18238130175121
basis_premium,tsrank_168h,L1_cross_sectional_relative_return,20,3,1,1,4.1823813017512075
basis_premium,tsrank_168h,L3_liquidity_tier_relative_return,20,3,1,1,3.8116321992736735
basis_premium,zscore_72h,L0_raw_forward_return,20,3,2,0,6.193026299504439
basis_premium,zscore_72h,L1_cross_sectional_relative_return,20,3,2,0,6.193026299504439
basis_premium,zscore_72h,L3_liquidity_tier_relative_return,20,3,2,0,3.5956417704480024
basis_premium,delta_24h,L0_raw_forward_return,20,2,2,3,7.837200840532255
basis_premium,delta_24h,L1_cross_sectional_relative_return,20,2,2,3,7.837200840532256
basis_premium,shock_24h,L0_raw_forward_return,20,2,2,3,8.425419726116944
basis_premium,shock_24h,L1_cross_sectional_relative_return,20,2,2,3,8.4254197261169
basis_premium,shock_24h,L3_liquidity_tier_relative_return,20,2,1,1,8.452588328103863
basis_premium,shock_24h,L5_vol_adjusted_return,20,2,2,1,5.182993767590627
price_return,level,L3_liquidity_tier_relative_return,8,1,0,1,52.60927975627742
positioning,spread_short_long,L3_liquidity_tier_relative_return,12,1,1,0,8.48850827733342
price_return,level,L0_raw_forward_return,8,1,0,0,44.36123047813319
price_return,level,L1_cross_sectional_relative_return,8,1,0,0,44.36123047813317
price_return,zscore_72h,L3_liquidity_tier_relative_return,8,1,1,0,15.991510223640036
open_interest,level,L0_raw_forward_return,12,0,0,2,4.076889170175357
open_interest,level,L1_cross_sectional_relative_return,12,0,0,2,4.076889170175358
price_return,delta_1h,L5_vol_adjusted_return,8,0,0,2,1.8464632665559897
price_return,tsrank_168h,L3_liquidity_tier_relative_return,8,0,0,2,11.49917976283203
listing_age,shock_24h,L5_vol_adjusted_return,8,0,0,1,2.7719033682796614
open_interest,level,L3_liquidity_tier_relative_return,12,0,0,1,4.234050670142881
price_return,delta_1h,L0_raw_forward_return,8,0,0,1,3.1274703654792733
price_return,delta_1h,L1_cross_sectional_relative_return,8,0,0,1,3.1274703654792737
price_return,delta_1h,L3_liquidity_tier_relative_return,8,0,0,1,2.016458360612986
price_return,delta_24h,L3_liquidity_tier_relative_return,8,0,0,1,38.36132739270265
price_return,level,L5_vol_adjusted_return,8,0,0,1,41.43265182175559
price_return,shock_24h,L5_vol_adjusted_return,8,0,0,1,22.568226556282326
price_return,tsrank_168h,L0_raw_forward_return,8,0,0,1,11.112981615130359
price_return,tsrank_168h,L1_cross_sectional_relative_return,8,0,0,1,11.112981615130359
price_return,tsrank_72h,L3_liquidity_tier_relative_return,8,0,0,1,10.776944833381988
price_return,zscore_168h,L3_liquidity_tier_relative_return,8,0,0,1,17.047372050342908
price_return,zscore_72h,L0_raw_forward_return,8,0,0,1,14.070803229812029
price_return,zscore_72h,L1_cross_sectional_relative_return,8,0,0,1,14.070803229812036
price_return,zscore_72h,L5_vol_adjusted_return,8,0,0,1,19.724785621950993
basis_premium,spread_short_long,L0_raw_forward_return,20,0,0,0,7.75640938649779
basis_premium,spread_short_long,L1_cross_sectional_relative_return,20,0,0,0,7.756409386497791
basis_premium,spread_short_long,L3_liquidity_tier_relative_return,20,0,0,0,8.617647480806083
basis_premium,spread_short_long,L5_vol_adjusted_return,20,0,0,0,7.386606946098717
coverage,delta_1h,L0_raw_forward_return,8,0,0,0,
coverage,delta_1h,L1_cross_sectional_relative_return,8,0,0,0,
coverage,delta_1h,L3_liquidity_tier_relative_return,8,0,0,0,
coverage,delta_1h,L5_vol_adjusted_return,8,0,0,0,
coverage,delta_24h,L0_raw_forward_return,8,0,0,0,
coverage,delta_24h,L1_cross_sectional_relative_return,8,0,0,0,
coverage,delta_24h,L3_liquidity_tier_relative_return,8,0,0,0,
coverage,delta_24h,L5_vol_adjusted_return,8,0,0,0,
coverage,delta_4h,L0_raw_forward_return,8,0,0,0,
coverage,delta_4h,L1_cross_sectional_relative_return,8,0,0,0,
coverage,delta_4h,L3_liquidity_tier_relative_return,8,0,0,0,
coverage,delta_4h,L5_vol_adjusted_return,8,0,0,0,
coverage,level,L0_raw_forward_return,8,0,0,0,
coverage,level,L1_cross_sectional_relative_return,8,0,0,0,
coverage,level,L3_liquidity_tier_relative_return,8,0,0,0,
coverage,level,L5_vol_adjusted_return,8,0,0,0,
coverage,shock_24h,L0_raw_forward_return,8,0,0,0,
coverage,shock_24h,L1_cross_sectional_relative_return,8,0,0,0,
coverage,shock_24h,L3_liquidity_tier_relative_return,8,0,0,0,
coverage,shock_24h,L5_vol_adjusted_return,8,0,0,0,
coverage,spread_short_long,L0_raw_forward_return,8,0,0,0,
coverage,spread_short_long,L1_cross_sectional_relative_return,8,0,0,0,
coverage,spread_short_long,L3_liquidity_tier_relative_return,8,0,0,0,
coverage,spread_short_long,L5_vol_adjusted_return,8,0,0,0,
coverage,tsrank_168h,L0_raw_forward_return,8,0,0,0,
coverage,tsrank_168h,L1_cross_sectional_relative_return,8,0,0,0,
coverage,tsrank_168h,L3_liquidity_tier_relative_return,8,0,0,0,
coverage,tsrank_168h,L5_vol_adjusted_return,8,0,0,0,
coverage,tsrank_72h,L0_raw_forward_return,8,0,0,0,
coverage,tsrank_72h,L1_cross_sectional_relative_return,8,0,0,0,
coverage,tsrank_72h,L3_liquidity_tier_relative_return,8,0,0,0,
coverage,tsrank_72h,L5_vol_adjusted_return,8,0,0,0,
coverage,zscore_168h,L0_raw_forward_return,8,0,0,0,
coverage,zscore_168h,L1_cross_sectional_relative_return,8,0,0,0,
coverage,zscore_168h,L3_liquidity_tier_relative_return,8,0,0,0,
coverage,zscore_168h,L5_vol_adjusted_return,8,0,0,0,
coverage,zscore_72h,L0_raw_forward_return,8,0,0,0,
coverage,zscore_72h,L1_cross_sectional_relative_return,8,0,0,0,
coverage,zscore_72h,L3_liquidity_tier_relative_return,8,0,0,0,
coverage,zscore_72h,L5_vol_adjusted_return,8,0,0,0,
funding,delta_1h,L0_raw_forward_return,12,0,0,0,2.5435097586444195
funding,delta_1h,L1_cross_sectional_relative_return,12,0,0,0,2.5435097586444195
funding,delta_1h,L3_liquidity_tier_relative_return,12,0,0,0,1.8955302690113713
funding,delta_1h,L5_vol_adjusted_return,12,0,0,0,3.6924129031963178
funding,delta_24h,L0_raw_forward_return,12,0,0,0,5.926641018288381
funding,delta_24h,L1_cross_sectional_relative_return,12,0,0,0,5.926641018288381
funding,delta_24h,L3_liquidity_tier_relative_return,12,0,0,0,5.957704643577112
funding,delta_24h,L5_vol_adjusted_return,12,0,0,0,4.505833893193584
funding,delta_4h,L0_raw_forward_return,12,0,0,0,2.4548302202045367
funding,delta_4h,L1_cross_sectional_relative_return,12,0,0,0,2.4548302202045367
funding,delta_4h,L3_liquidity_tier_relative_return,12,0,0,0,2.3418814796502745
funding,delta_4h,L5_vol_adjusted_return,12,0,0,0,4.040769129009413
funding,level,L0_raw_forward_return,12,0,0,0,9.970150683517211
funding,level,L1_cross_sectional_relative_return,12,0,0,0,9.970150683517204
funding,level,L3_liquidity_tier_relative_return,12,0,0,0,12.279878227504229
funding,level,L5_vol_adjusted_return,12,0,0,0,4.238353802999516
funding,shock_24h,L0_raw_forward_return,12,0,0,0,6.838884385991946
funding,shock_24h,L1_cross_sectional_relative_return,12,0,0,0,6.838884385991959
funding,shock_24h,L3_liquidity_tier_relative_return,12,0,0,0,10.913964971974572
funding,shock_24h,L5_vol_adjusted_return,12,0,0,0,4.456122227684251
funding,spread_short_long,L0_raw_forward_return,12,0,0,0,0.7131950313815725
funding,spread_short_long,L1_cross_sectional_relative_return,12,0,0,0,0.7131950313815727
funding,spread_short_long,L3_liquidity_tier_relative_return,12,0,0,0,0.7101652068481756
funding,spread_short_long,L5_vol_adjusted_return,12,0,0,0,1.1291735377089132
funding,tsrank_168h,L0_raw_forward_return,12,0,0,0,9.5621536942811
funding,tsrank_168h,L1_cross_sectional_relative_return,12,0,0,0,9.562153694281093
funding,tsrank_168h,L3_liquidity_tier_relative_return,12,0,0,0,8.631057309682165
funding,tsrank_168h,L5_vol_adjusted_return,12,0,0,0,10.090651492922564
funding,tsrank_72h,L0_raw_forward_return,12,0,0,0,3.819929459878598
funding,tsrank_72h,L1_cross_sectional_relative_return,12,0,0,0,3.8199294598785984
funding,tsrank_72h,L3_liquidity_tier_relative_return,12,0,0,0,10.514938762209349
funding,tsrank_72h,L5_vol_adjusted_return,12,0,0,0,8.248827519105046
funding,zscore_168h,L0_raw_forward_return,12,0,0,0,1.654133160271892
funding,zscore_168h,L1_cross_sectional_relative_return,12,0,0,0,1.654133160271892
funding,zscore_168h,L3_liquidity_tier_relative_return,12,0,0,0,1.6755113544104419
funding,zscore_168h,L5_vol_adjusted_return,12,0,0,0,4.384984957693935
funding,zscore_72h,L0_raw_forward_return,12,0,0,0,2.5856534973845315
funding,zscore_72h,L1_cross_sectional_relative_return,12,0,0,0,2.5856534973845307
funding,zscore_72h,L3_liquidity_tier_relative_return,12,0,0,0,2.315304699024827
funding,zscore_72h,L5_vol_adjusted_return,12,0,0,0,3.551407873562864
liquidity,delta_1h,L0_raw_forward_return,16,0,0,0,8.09000759311026
liquidity,delta_1h,L1_cross_sectional_relative_return,16,0,0,0,8.090007593110256
liquidity,delta_1h,L3_liquidity_tier_relative_return,16,0,0,0,12.222825638931031
liquidity,delta_1h,L5_vol_adjusted_return,16,0,0,0,7.9255388854065405
liquidity,delta_24h,L0_raw_forward_return,16,0,0,0,11.472515396096039
liquidity,delta_24h,L1_cross_sectional_relative_return,16,0,0,0,11.472515396096037
liquidity,delta_24h,L3_liquidity_tier_relative_return,16,0,0,0,12.362181728311846
liquidity,delta_24h,L5_vol_adjusted_return,16,0,0,0,9.754656094141042
liquidity,delta_4h,L0_raw_forward_return,16,0,0,0,6.515951030940428
