artifact,size_bytes,class,search_feed_policy
runtime/a7ff33_family_diversified_dry_generation/a7ff33_shard_12_queue.csv,100929,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff33_family_diversified_dry_generation/a7ff33_shard_13_queue.csv,100915,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff33_family_diversified_dry_generation/a7ff33_shard_14_queue.csv,100783,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff33_family_diversified_dry_generation/a7ff33_shard_15_queue.csv,100994,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff33_family_diversified_dry_generation/a7ff33_shard_16_queue.csv,100836,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff33_family_diversified_dry_generation/a7ff33_shard_17_queue.csv,100953,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff34_family_queue_coverage_audit/a7ff34_queue_coverage_summary.csv,5243,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff35_diversified_numeric_preflight/a7ff35_diversified_sample_queue.csv,69175,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff35_diversified_numeric_preflight/a7ff35_selected_portfolio_queue.csv,8747,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff36_diversified_clue_forensic/a7ff36_selected_clue_forensic.csv,9154,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff37_deep_replay_contract/a7ff37_deep_replay_queue.csv,2886,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff37_deep_replay_contract/a7ff37_excluded_selected_rows.csv,5844,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff37_deep_replay_contract/a7ff37_queue_summary.csv,509,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff37a_bounded_deep_replay/a7ff37a_selected_portfolio_queue.csv,4500,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff37b_deep_replay_forensic/a7ff37b_selected_forensic.csv,4649,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff38_focused_replay_taskflow/a7ff38_focused_replay_queue.csv,379251,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff38_focused_replay_taskflow/a7ff38_numeric_wave_sample_queue.csv,191602,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff38_focused_replay_taskflow/a7ff38_queue_summary.csv,558,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff38_focused_replay_taskflow/a7ff38_selected_portfolio_queue.csv,13175,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff39_focused_taskflow_forensic/a7ff39_selected_forensic.csv,13768,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff40_control_strict_followup/a7ff40_control_strict_followup_queue.csv,350849,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff40_control_strict_followup/a7ff40_numeric_wave_sample_queue.csv,280170,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff40_control_strict_followup/a7ff40_queue_summary.csv,2686,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff40_control_strict_followup/a7ff40_selected_forensic.csv,14307,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff40_control_strict_followup/a7ff40_selected_portfolio_queue.csv,13826,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff42_family_balanced_numeric/a7ff42_family_balanced_queue.csv,185719,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff42_family_balanced_numeric/a7ff42_numeric_wave_sample_queue.csv,185719,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff42_family_balanced_numeric/a7ff42_queue_summary.csv,578,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff42_family_balanced_numeric/a7ff42_selected_forensic.csv,11470,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff42_family_balanced_numeric/a7ff42_selected_portfolio_queue.csv,11143,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff43_repaired_selector_numeric_confirmation/a7ff43_probe_selected_forensic.csv,2033,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff43_repaired_selector_numeric_confirmation/a7ff43_repaired_selector_numeric_queue.csv,12529,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff43_repaired_selector_numeric_confirmation/a7ff43_selected_portfolio_queue.csv,1965,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff43_repaired_selector_numeric_confirmation/a7ff43_unique_formula_queue.csv,12529,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff44_deep_forensic/a7ff44_bounded_deep_replay_queue.csv,10353,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff45_bounded_deep_replay/a7ff45_bounded_deep_replay_queue.csv,2409,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff45_bounded_deep_replay/a7ff45_probe_selected_forensic.csv,1996,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff45_bounded_deep_replay/a7ff45_selected_portfolio_queue.csv,1930,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff45_bounded_deep_replay/a7ff45_unique_formula_queue.csv,2409,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff51e_non_l5_heavy_generation/a7ff51e_blueprint_queue.csv,26962782,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff53e_numeric_response_execution/a7ff53e_numeric_queue.csv,735973,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff53e_numeric_response_execution_s00/a7ff53e_s00_selected_portfolio_queue.csv,21517,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff53e_numeric_response_summary/a7ff53e_selected_portfolio_queue_compact.csv,22795,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff53e_numeric_response_summary/a7ff53e_selected_summary.csv,783,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff54_numeric_clue_consolidation/a7ff54_selected_family_label_distribution.csv,783,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff54_numeric_clue_consolidation/a7ff54_selected_label_distribution.csv,84,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff54_numeric_clue_consolidation/a7ff54_selected_motif_distribution.csv,122,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55d_selector_repair_inputs_s01p/a7ff55d_s01p_selected_portfolio_queue.csv,4575,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55d_selector_repair_partial_dryrun/a7ff55d_repaired_selected_queue.csv,10705,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55d_selector_repair_partial_dryrun/a7ff55d_selected_family_summary.csv,107,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55d_selector_repair_partial_dryrun/a7ff55d_selected_label_summary.csv,129,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55d_selector_repair_partial_dryrun/a7ff55d_selected_motif_summary.csv,77,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55f_full_primary_input_rebuild/a7ff55f_repaired_selected_queue.csv,25204,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55f_full_primary_input_rebuild/a7ff55f_selected_family_summary.csv,258,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55f_full_primary_input_rebuild/a7ff55f_selected_label_summary.csv,131,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55f_full_primary_input_rebuild/a7ff55f_selected_motif_summary.csv,78,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r3_repaired_atlas_dry_generation/a7ff55r3_queue_summary.csv,682,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r3_repaired_atlas_dry_generation/a7ff55r3_repaired_materialization_queue.csv,861574,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r4_repaired_atlas_coverage_audit/a7ff55r4_queue_by_field_pair.csv,1847,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r4_repaired_atlas_coverage_audit/a7ff55r4_queue_by_motif.csv,361,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r4_repaired_atlas_coverage_audit/a7ff55r4_queue_by_pair_motif.csv,940,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r4_repaired_atlas_coverage_audit/a7ff55r4_queue_by_primary_semantic.csv,181,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r4_repaired_atlas_coverage_audit/a7ff55r4_queue_by_semantic_pair.csv,378,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r4_repaired_atlas_coverage_audit/a7ff55r4_queue_by_shard.csv,447,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r5_repaired_atlas_numeric_contract/a7ff55r5_queue_summary.csv,681,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r5e_sharded_numeric_summary/a7ff55r5e_selected_family_summary.csv,210,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r5e_sharded_numeric_summary/a7ff55r5e_selected_queue_compact.csv,2861,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r_selector_field_family_repair_contract/a7ff55r_prior_selected_family_exposure.csv,361,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff55r_selector_field_family_repair_contract/a7ff55r_prior_selected_motif_exposure.csv,140,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff6_portfolio_marginal_selector_dryrun/a7ff6_portfolio_marginal_queue.csv,2157,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff6_portfolio_marginal_selector_dryrun/a7ff6_selected_dryrun_queue.csv,751,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff7e_expanded_derivation_probe_contract/a7ff7e_selected_numeric_probe_queue.csv,141910,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff8_expanded_numeric_probe/a7ff8_selected_portfolio_queue.csv,6224,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff9_expanded_numeric_probe_continuation/a7ff9_selected_portfolio_queue.csv,7958,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ff_version_20260530/a7ff_v20260530_output_manifest.csv,1429,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ff_version_20260530/a7ff_v20260530_queue_summary.csv,476,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore10_replay_clean_consolidation/a7ffcore10_search_readiness_gates.csv,217,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore10e_search_readiness_audit/a7ffcore10e_readiness_gates.csv,477,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore10r_replay_clean_pool_repair/a7ffcore10r_repair_gates.csv,162,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore12e_materialization_preflight/a7ffcore12e_materialization_queue.csv,248792,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore13_numeric_response_contract/a7ffcore13_numeric_response_queue.csv,151384,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore14_replay_preflight_contract/a7ffcore14_gates.csv,155,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore14r_replay_failure_forensic/a7ffcore14r_gate_sensitivity.csv,404,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore14r_replay_failure_forensic/a7ffcore14r_split_gate_summary.csv,2335,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore14s_replay_packet_repair_contract/a7ffcore14s_source_gate_sensitivity.csv,404,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore14see_sharded_bounded_replay/a7ffcore14see_shard_manifest_summary.csv,9925,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore14ser_repaired_replay_forensic/a7ffcore14ser_gate_sensitivity.csv,362,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore15x_objective_surface_reset_contract/a7ffcore15x_source_gate_sensitivity.csv,362,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore16e_expanded_primitive_operator_atlas/a7ffcore16e_family_manifest_summary.csv,1777,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore16ge_family_native_interaction_probe/a7ffcore16ge_blueprint_queue.csv,193010,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ge_family_native_interaction_probe/a7ffcore16ge_shard_manifest_summary.csv,1299,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore16ge_family_native_interaction_probe/interaction_family=I0_OI_delta_x_price_move/a7ffcore16ge_blueprint_queue.csv,9820,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ge_family_native_interaction_probe/interaction_family=I1_OI_delta_x_funding_abs/a7ffcore16ge_blueprint_queue.csv,10972,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ge_family_native_interaction_probe/interaction_family=I2_OI_delta_x_basis_premium_dislocation/a7ffcore16ge_blueprint_queue.csv,28156,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ge_family_native_interaction_probe/interaction_family=I3_positioning_divergence_x_price_or_basis/a7ffcore16ge_blueprint_queue.csv,50266,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ge_family_native_interaction_probe/interaction_family=I4_taker_flow_x_OI_or_liquidity/a7ffcore16ge_blueprint_queue.csv,26284,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ge_family_native_interaction_probe/interaction_family=I5_liquidity_state_x_basis_or_positioning/a7ffcore16ge_blueprint_queue.csv,47124,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ge_family_native_interaction_probe/interaction_family=I6_volatility_state_x_basis_or_OI/a7ffcore16ge_blueprint_queue.csv,20988,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/a7ffcore16he_blueprint_queue.csv,597153,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/a7ffcore16he_shard_manifest_summary.csv,3813,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H0_I3_deconcentration/a7ffcore16he_blueprint_queue.csv,93649,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H1_I5_deconcentration__chunk=0-of-6/a7ffcore16he_blueprint_queue.csv,32825,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H1_I5_deconcentration__chunk=1-of-6/a7ffcore16he_blueprint_queue.csv,33977,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H1_I5_deconcentration__chunk=2-of-6/a7ffcore16he_blueprint_queue.csv,32825,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H1_I5_deconcentration__chunk=3-of-6/a7ffcore16he_blueprint_queue.csv,32961,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H1_I5_deconcentration__chunk=4-of-6/a7ffcore16he_blueprint_queue.csv,34113,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H1_I5_deconcentration__chunk=5-of-6/a7ffcore16he_blueprint_queue.csv,32961,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H2_I4_near_miss_repair__chunk=0-of-6/a7ffcore16he_blueprint_queue.csv,21863,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H2_I4_near_miss_repair__chunk=1-of-6/a7ffcore16he_blueprint_queue.csv,22615,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H2_I4_near_miss_repair__chunk=2-of-6/a7ffcore16he_blueprint_queue.csv,21662,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H2_I4_near_miss_repair__chunk=3-of-6/a7ffcore16he_blueprint_queue.csv,22406,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H2_I4_near_miss_repair__chunk=4-of-6/a7ffcore16he_blueprint_queue.csv,21626,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H2_I4_near_miss_repair__chunk=5-of-6/a7ffcore16he_blueprint_queue.csv,22370,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=0-of-12/a7ffcore16he_blueprint_queue.csv,14141,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=1-of-12/a7ffcore16he_blueprint_queue.csv,14621,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=10-of-12/a7ffcore16he_blueprint_queue.csv,14404,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=11-of-12/a7ffcore16he_blueprint_queue.csv,14884,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=2-of-12/a7ffcore16he_blueprint_queue.csv,14381,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=3-of-12/a7ffcore16he_blueprint_queue.csv,14861,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=4-of-12/a7ffcore16he_blueprint_queue.csv,14166,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=5-of-12/a7ffcore16he_blueprint_queue.csv,14646,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=6-of-12/a7ffcore16he_blueprint_queue.csv,14406,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=7-of-12/a7ffcore16he_blueprint_queue.csv,14886,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=8-of-12/a7ffcore16he_blueprint_queue.csv,14164,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16he_second_pass_interaction_breadth/second_pass_family=H3_cross_family_bridge__chunk=9-of-12/a7ffcore16he_blueprint_queue.csv,14644,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16her_second_pass_forensic/a7ffcore16her_balanced_preseed_queue_preview.csv,80725,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16her_second_pass_forensic/a7ffcore16her_balanced_queue_summary.csv,465,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16i_balanced_preseed_queue_audit/a7ffcore16i_balanced_preseed_queue.csv,80712,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16i_balanced_preseed_queue_audit/a7ffcore16i_queue_summary.csv,465,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16j_nearmiss_resolution_audit/a7ffcore16j_strict_preseed_queue.csv,78334,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16j_nearmiss_resolution_audit/a7ffcore16j_strict_queue_summary.csv,226,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16k_h2_strict_floor_repair_contract/a7ffcore16k_source_strict_queue.csv,78334,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ke_h2_strict_floor_execution/a7ffcore16ke_blueprint_queue.csv,14426,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ke_h2_strict_floor_execution/a7ffcore16ke_chunk_manifest_summary.csv,549,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore16ke_h2_strict_floor_execution/a7ffcore16ke_repaired_strict_preseed_queue.csv,80263,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ke_h2_strict_floor_execution/chunk=0-of-5/a7ffcore16ke_blueprint_queue.csv,2964,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ke_h2_strict_floor_execution/chunk=1-of-5/a7ffcore16ke_blueprint_queue.csv,2964,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ke_h2_strict_floor_execution/chunk=2-of-5/a7ffcore16ke_blueprint_queue.csv,2954,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ke_h2_strict_floor_execution/chunk=3-of-5/a7ffcore16ke_blueprint_queue.csv,2954,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16ke_h2_strict_floor_execution/chunk=4-of-5/a7ffcore16ke_blueprint_queue.csv,2974,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16kr_h2_repair_forensic/a7ffcore16kr_repaired_queue_summary.csv,237,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16l_strict_preseed_queue_lock/a7ffcore16l_gate_audit.csv,335,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore16l_strict_preseed_queue_lock/a7ffcore16l_locked_strict_preseed_queue.csv,84415,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16l_strict_preseed_queue_lock/a7ffcore16l_queue_family_summary.csv,403,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16me_broader_h2_repair_execution/a7ffcore16me_blueprint_queue.csv,39927,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16me_broader_h2_repair_execution/a7ffcore16me_chunk_manifest_summary.csv,819,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore16me_broader_h2_repair_execution/a7ffcore16me_repaired_strict_preseed_queue.csv,81307,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16me_broader_h2_repair_execution/chunk=0-of-6/a7ffcore16me_blueprint_queue.csv,6577,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16me_broader_h2_repair_execution/chunk=1-of-6/a7ffcore16me_blueprint_queue.csv,6817,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16me_broader_h2_repair_execution/chunk=2-of-6/a7ffcore16me_blueprint_queue.csv,6667,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16me_broader_h2_repair_execution/chunk=3-of-6/a7ffcore16me_blueprint_queue.csv,6907,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16me_broader_h2_repair_execution/chunk=4-of-6/a7ffcore16me_blueprint_queue.csv,6697,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore16me_broader_h2_repair_execution/chunk=5-of-6/a7ffcore16me_blueprint_queue.csv,6937,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore17_objective_seed_policy_contract/a7ffcore17_seed_policy_queue.csv,95539,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore17e_objective_seed_packet_construction/a7ffcore17e_gate_audit.csv,260,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore18e_bounded_replay_preflight/a7ffcore18e_gate_audit.csv,303,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore19_bounded_replay_contract/a7ffcore19_pass_gate_matrix.csv,532,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore21e_replay_translation_matrix_audit/a7ffcore21e_lag_gate_matrix.csv,704,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore21r_translation_matrix_forensic/a7ffcore21r_lag_gate_sorted.csv,704,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore24_executable_lane_repair_contract/a7ffcore24_gate_policy.csv,398,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore25_targeted_lane_horizon_generation_contract/a7ffcore25_gate_policy.csv,441,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore26_targeted_numeric_probe_contract/a7ffcore26_gate_policy.csv,251,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore26d_non_s0_lane_repair_contract/a7ffcore26d_gate_policy.csv,192,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore28_objective_data_family_reset_contract/a7ffcore28_gate_policy.csv,228,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore29e_independent_family_preflight/a7ffcore29e_blueprint_preflight_queue.csv,126442,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore2_feature_subgraph_registry/a7ffcore2_formula_gen_gate_matrix.csv,402,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore30_independent_family_numeric_probe_contract/a7ffcore30_gate_plan.csv,439,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore30_independent_family_numeric_probe_contract/a7ffcore30_numeric_probe_queue.csv,69730,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore30e_bounded_numeric_probe/a7ffcore30e_selected_numeric_clues.csv,13284,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore31_independent_family_clue_consolidation/a7ffcore31_gate_audit.csv,277,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore31_independent_family_clue_consolidation/a7ffcore31_replay_preflight_queue.csv,11188,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore32_replay_preflight_contract/a7ffcore32_gate_audit.csv,250,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore32_replay_preflight_contract/a7ffcore32_replay_preflight_queue.csv,11740,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore32e_replay_preflight_execution/a7ffcore32e_selected_preflight_candidates.csv,2948,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore33_bounded_replay_contract/a7ffcore33_gate_audit.csv,215,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore33_bounded_replay_contract/a7ffcore33_replay_candidate_queue.csv,8778,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore34_orientation_control_repair_contract/a7ffcore34_gate_audit.csv,136,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore34_orientation_control_repair_contract/a7ffcore34_repair_candidate_queue.csv,7688,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore36e_replay_objective_reset_execution/a7ffcore36e_selected_queue.csv,721,raw_selected_or_queue,not_allowed_directly_without_guard
runtime/a7ffcore36e_replay_objective_reset_execution/a7ffcore36e_split_gate_audit.csv,16222,diagnostic_or_gate,not_allowed_directly_without_guard
runtime/a7ffcore39e_symbol_level_book_packet_audit/a7ffcore39e_packet_artifact_manifest.csv,226,diagnostic_or_gate,not_allowed_directly_without_guard
