candidate_id,return_corr_cluster,max_corr_to_prior,cluster_size
a7o_l1_C0192_2036,rc_000,0.0,1
a7o_l1_C0192_0565,rc_001,0.0,1
a7o_l1_C0192_0372,rc_002,0.0,1
a7o_l1_C0193_1163,rc_003,0.0,1
a7o_l1_C0193_0564,rc_004,0.0,1
a7o_l1_C0193_0181,rc_005,0.0,1
a7o_l1_C0194_1454,rc_006,0.0,1
a7o_l1_C0194_0774,rc_007,0.0,1
a7o_l1_C0194_0386,rc_008,0.0,4
a7o_l1_C0195_1551,rc_009,0.0,1
a7o_l1_C0195_0757,rc_010,0.0,1
a7o_l1_C0195_0386,rc_011,0.0,1
a7o_l1_C0196_0677,rc_012,0.0,1
a7o_l1_C0196_0774,rc_013,0.0,1
a7o_l1_C0196_1454,rc_014,0.0,1
a7o_l1_C0197_0372,rc_015,0.0,1
a7o_l1_C0197_0564,rc_016,0.0,1
a7o_l1_C0197_0180,rc_017,0.0,1
a7o_l1_C0198_0967,rc_018,0.0,1
a7o_l1_C0198_1842,rc_019,0.0,1
a7o_l1_C0198_0949,rc_020,0.0,1
a7o_l1_C0199_1163,rc_021,0.0,1
a7o_l1_C0199_0193,rc_022,0.0,1
a7o_l1_C0199_0387,rc_023,0.0,1
a7o_l1_C0200_1648,rc_024,0.0,16
a7o_l1_C0200_0368,rc_024,0.8736327470678884,16
a7o_l1_C0200_2032,rc_025,0.0,12
a7o_l1_C0201_2033,rc_026,0.0,1
a7o_l1_C0201_0372,rc_027,0.0,1
a7o_l1_C0201_2036,rc_028,0.0,1
a7o_l1_C0202_0757,rc_029,0.0,1
a7o_l1_C0202_0949,rc_030,0.0,2
a7o_l1_C0202_0373,rc_030,0.8733348318284992,2
a7o_l1_C0203_0193,rc_031,0.0,1
a7o_l1_C0203_2036,rc_032,0.0,1
a7o_l1_C0203_0373,rc_033,0.0,1
a7o_l1_C0204_0386,rc_034,0.0,1
a7o_l1_C0204_0775,rc_035,0.0,1
a7o_l1_C0204_0096,rc_036,0.0,1
a7o_l1_C0205_0564,rc_037,0.0,1
a7o_l1_C0205_2036,rc_038,0.0,1
a7o_l1_C0205_0372,rc_039,0.0,1
a7o_l1_C0206_0372,rc_040,0.0,1
a7o_l1_C0206_0373,rc_041,0.0,1
a7o_l1_C0206_2036,rc_042,0.0,1
a7o_l1_C0207_0372,rc_043,0.0,1
a7o_l1_C0207_0180,rc_044,0.0,1
a7o_l1_C0207_0565,rc_045,0.0,1
a7o_l1_C0208_1344,rc_046,0.0,1
a7o_l1_C0208_1549,rc_047,0.0,1
a7o_l1_C0208_0094,rc_048,0.0,1
a7o_l1_C0209_0192,rc_025,0.8175737619306357,12
a7o_l1_C0209_2028,rc_024,0.8516089802010111,16
a7o_l1_C0209_0376,rc_008,0.8193412211650448,4
a7o_l1_C0210_1939,rc_049,0.0,1
a7o_l1_C0210_0872,rc_050,0.0,1
a7o_l1_C0210_0193,rc_051,0.0,1
a7o_l1_C0211_1259,rc_052,0.0,2
a7o_l1_C0211_1842,rc_052,0.8093250315346214,2
a7o_l1_C0211_1162,rc_053,0.0,1
a7o_l1_C0212_0678,rc_024,0.8400794943674578,16
a7o_l1_C0212_1163,rc_024,0.8926166759412192,16
a7o_l1_C0212_0193,rc_024,0.9202473712840736,16
a7o_l1_C0213_0386,rc_008,0.948676934969583,4
a7o_l1_C0213_0387,rc_008,0.9507833454771882,4
a7o_l1_C0213_0372,rc_054,0.0,1
a7o_l1_C0214_0564,rc_055,0.0,1
a7o_l1_C0214_1066,rc_056,0.0,1
a7o_l1_C0214_0565,rc_057,0.0,1
a7o_l1_C0215_1357,rc_058,0.0,1
a7o_l1_C0215_0774,rc_059,0.0,1
a7o_l1_C0215_0969,rc_060,0.0,1
a7o_l1_C0216_1357,rc_025,0.829912546355347,12
a7o_l1_C0216_0484,rc_061,0.0,1
a7o_l1_C0216_0756,rc_062,0.0,1
a7o_l1_C0217_1939,rc_063,0.0,1
a7o_l1_C0217_0386,rc_064,0.0,1
a7o_l1_C0217_0181,rc_065,0.0,1
a7o_l1_C0218_0674,rc_066,0.0,1
a7o_l1_C0218_1442,rc_067,0.0,1
a7o_l1_C0218_1733,rc_068,0.0,1
a7o_l1_C0219_0387,rc_069,0.0,1
a7o_l1_C0219_0775,rc_070,0.0,1
a7o_l1_C0219_0372,rc_071,0.0,1
a7o_l1_C0220_1163,rc_024,0.8721254429061392,16
a7o_l1_C0220_0678,rc_024,0.9041943571509188,16
a7o_l1_C0220_0193,rc_024,0.8933656226339793,16
a7o_l1_C0221_0484,rc_072,0.0,1
a7o_l1_C0221_0096,rc_073,0.0,5
a7o_l1_C0221_1842,rc_073,0.8587455319973379,5
a7o_l1_C0222_0193,rc_025,0.8453446767697563,12
a7o_l1_C0222_0181,rc_074,0.0,1
a7o_l1_C0222_0387,rc_025,0.876362817642006,12
a7o_l1_C0223_0564,rc_075,0.0,1
a7o_l1_C0223_0289,rc_076,0.0,1
a7o_l1_C0223_0949,rc_077,0.0,1
a7o_l1_C0224_0176,rc_078,0.0,1
a7o_l1_C0224_0752,rc_079,0.0,1
a7o_l1_C0224_0560,rc_080,0.0,1
a7o_l1_C0225_0564,rc_081,0.0,1
a7o_l1_C0225_0757,rc_082,0.0,1
a7o_l1_C0225_0373,rc_083,0.0,1
a7o_l1_C0226_0192,rc_025,0.9266610140900085,12
a7o_l1_C0226_1549,rc_084,0.0,2
a7o_l1_C0226_0674,rc_085,0.0,2
a7o_l1_C0227_1259,rc_086,0.0,1
a7o_l1_C0227_1356,rc_087,0.0,2
a7o_l1_C0227_0096,rc_087,0.8412539312156558,2
a7o_l1_C0228_0484,rc_088,0.0,1
a7o_l1_C0228_0756,rc_089,0.0,1
a7o_l1_C0228_0774,rc_090,0.0,1
a7o_l1_C0229_0949,rc_091,0.0,1
a7o_l1_C0229_0774,rc_092,0.0,1
a7o_l1_C0229_0387,rc_025,0.8066131114806282,12
a7o_l1_C0230_2035,rc_093,0.0,1
a7o_l1_C0230_1454,rc_094,0.0,1
a7o_l1_C0230_2036,rc_095,0.0,1
a7o_l1_C0231_0278,rc_096,0.0,1
a7o_l1_C0231_1737,rc_024,0.8494613663114766,16
a7o_l1_C0231_0969,rc_024,0.8213390671061909,16
a7o_l1_C0232_0192,rc_025,1.0,12
a7o_l1_C0232_1549,rc_084,0.9999999999999999,2
a7o_l1_C0232_0674,rc_085,1.0,2
a7o_l1_C0233_0756,rc_097,0.0,1
a7o_l1_C0233_0180,rc_098,0.0,1
a7o_l1_C0233_0372,rc_099,0.0,1
a7o_l1_C0234_1137,rc_100,0.0,3
a7o_l1_C0234_0369,rc_100,0.8009161090700037,3
a7o_l1_C0234_0561,rc_100,0.8170075906895584,3
a7o_l1_C0235_0193,rc_024,0.8162625758020781,16
a7o_l1_C0235_0387,rc_025,0.8443633998912515,12
a7o_l1_C0235_1163,rc_101,0.0,1
a7o_l1_C0236_0289,rc_102,0.0,1
a7o_l1_C0236_0373,rc_103,0.0,1
a7o_l1_C0236_0564,rc_104,0.0,1
a7o_l1_C0237_1939,rc_105,0.0,1
a7o_l1_C0237_1551,rc_106,0.0,1
a7o_l1_C0237_0564,rc_107,0.0,1
a7o_l1_C0238_1066,rc_108,0.0,1
a7o_l1_C0238_0373,rc_109,0.0,1
a7o_l1_C0238_1260,rc_110,0.0,1
a7o_l1_C0239_2036,rc_111,0.0,1
a7o_l1_C0239_0753,rc_112,0.0,1
a7o_l1_C0239_2033,rc_113,0.0,1
a7o_l1_C0240_2036,rc_114,0.0,1
a7o_l1_C0240_0372,rc_115,0.0,1
a7o_l1_C0240_0756,rc_116,0.0,1
a7o_l1_C0241_0753,rc_024,0.88388586366559,16
a7o_l1_C0241_1842,rc_025,0.8970032828949718,12
a7o_l1_C0241_1259,rc_117,0.0,1
a7o_l1_C0242_0579,rc_118,0.0,3
a7o_l1_C0242_1163,rc_118,0.8734114761715351,3
a7o_l1_C0242_2035,rc_118,0.9839864328755218,3
a7o_l1_C0243_0564,rc_119,0.0,1
a7o_l1_C0243_0969,rc_120,0.0,1
a7o_l1_C0243_0757,rc_121,0.0,1
a7o_l1_C0244_1648,rc_122,0.0,1
a7o_l1_C0244_0372,rc_123,0.0,1
a7o_l1_C0244_1137,rc_124,0.0,1
a7o_l1_C0245_1066,rc_125,0.0,1
a7o_l1_C0245_0290,rc_126,0.0,1
a7o_l1_C0245_1357,rc_127,0.0,1
a7o_l1_C0246_1163,rc_128,0.0,1
a7o_l1_C0246_0579,rc_129,0.0,1
a7o_l1_C0246_1356,rc_130,0.0,1
a7o_l1_C0247_0564,rc_131,0.0,1
a7o_l1_C0247_0949,rc_132,0.0,1
a7o_l1_C0247_0756,rc_133,0.0,1
a7o_l1_C0248_1454,rc_134,0.0,1
a7o_l1_C0248_1744,rc_135,0.0,1
a7o_l1_C0248_0677,rc_136,0.0,1
a7o_l1_C0249_0578,rc_137,0.0,1
a7o_l1_C0250_1454,rc_138,0.0,1
a7o_l1_C0250_0096,rc_139,0.0,1
a7o_l1_C0250_0677,rc_140,0.0,1
a7o_l1_C0251_1842,rc_141,0.0,1
a7o_l1_C0251_0967,rc_142,0.0,1
a7o_l1_C0251_1356,rc_073,0.8371654704015712,5
a7o_l1_C0252_0564,rc_143,0.0,1
a7o_l1_C0252_0872,rc_144,0.0,1
a7o_l1_C0252_0949,rc_145,0.0,1
a7o_l1_C0254_0564,rc_146,0.0,1
a7o_l1_C0254_0290,rc_147,0.0,1
a7o_l1_C0254_0387,rc_148,0.0,1
a7o_l1_C0255_0289,rc_073,0.8117956530583972,5
a7o_l1_C0255_0579,rc_073,0.8626998637873818,5
a7o_l1_C0255_1163,rc_024,0.8471692006570506,16
a7o_l1_C0227_1745,rc_149,0.0,1
a7o_l1_C0200_2033,rc_024,0.9044653139118499,16
a7o_l1_C0255_1938,rc_024,0.8931673807679282,16
a7o_l1_C0200_1137,rc_025,0.8483314738018396,12
a7o_l1_C0200_0177,rc_025,0.9364630379132468,12
