artifact,path,committed_to_git,rows,columns
symbol_level_packet_sample,G:/AlphaFactory_CryptoData/research_runtime/a7ffcore39e_symbol_level_book_packet_20260602/a7ffcore39e_symbol_level_packet_sample.parquet,False,623160,24
