checkpoint_id,cell_id,strict_count,normal_count,control_count,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_field_families,pre_may_pass_normal_count,pre_may_pass_normal_rate,post_may_candidate_v3_count_stress_only,post_may_candidate_v3_rate_stress_only,negative_control_research_like_count,raw_validation_fail_rate,raw_recent_fail_rate,cost20_recent_fail_rate,lag1_recent_fail_rate,residual_funding_recent_fail_rate,may_stress_veto_rate_stress_only,liquidity_volatility_share,policy_uses_may,recommended_action,priority,w2_registry_candidate,primary_reason
4,C0208,24,0,24,H15_placebo_null_adversarial,P8_regime_state,ResidualizeVsCore4,H24,cross_symbol_rank,none,medium_turnover,F9_liquidity_shock,liquidity;volatility,0,,0,,1,,,,,,,1.0,False,quarantine_control_contaminated_cell,hard_blocker,False,negative_control_contamination;raw_weak;liquidity_volatility_heavy
4,C0223,24,0,24,H15_placebo_null_adversarial,P10_price_liquidity,ResidualizeVsFundingCore,H48,same_symbol_zscore,Core4,low_turnover,F2_low_liquidity,liquidity;price,0,,0,,1,,,,,,,0.0,False,quarantine_control_contaminated_cell,hard_blocker,False,negative_control_contamination;raw_weak
