object,split,bucket_field,bucket,active_ratio_within_split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,mean_turnover,mean_gross_exposure
FundingCore,train_2024,funding_abs_mean_bucket,high,0.3305860805860806,2888,0.00011248530143402427,0.9853712405620526,0.0043131692989040885,2.4409075139704925,3.0070372385194024,0.5096952908587258,0.3248575505414621,-0.6903947816557068,0.3470865914110408,-0.5020097672072126,-0.030972844954426926,-0.01186448411012592,-0.006176673462575062,8.270298815061836e-05,0.006201032055969329,0.02096201607513997,0.42888288051720935
FundingCore,train_2024,funding_abs_mean_bucket,low,0.33035714285714285,2886,0.00032225365327324956,2.822942002673666,0.002595503813423784,11.62059140975744,17.90479628282901,0.5492030492030492,0.9300240433465983,-0.18358909760024417,1.5097032650262507,-0.16851605588681073,-0.013890403386169647,-0.0063906224871195785,-0.0036748964156045937,0.0002288300966681274,0.0045657083832165175,0.026239984862005565,0.4996774492727486
FundingCore,train_2024,funding_abs_mean_bucket,mid,0.3390567765567766,2962,-8.712088694545498e-05,-0.7631789696421857,0.0036065202286629694,-2.260924025122853,-2.917446139589944,0.5067521944632005,-0.25805206713243767,-0.7222953200384875,-0.24221002119857282,-0.5163396004595556,-0.024481989804117314,-0.010946007924943121,-0.005801198554665975,4.8643748801655205e-05,0.005302621313303826,0.01799711406475318,0.4647788800875463
FundingCore,validation_2025H1,funding_abs_mean_bucket,high,0.024441340782122904,105,0.0021820041522313534,19.114356373546656,0.004423135290844896,46.17186342912177,84.03229078467021,0.7333333333333333,0.2291104359842921,-0.03905219572000185,0.25589552982481933,-0.038427150139974664,-0.008452412445946456,-0.00707640550550483,-0.005299235612858087,0.0017207953152994942,0.007983709131265688,0.03040463284987813,0.49757403569581604
FundingCore,validation_2025H1,funding_abs_mean_bucket,low,0.7064711359404097,3035,0.00015838768880087123,1.387476153895632,0.00320424657388218,4.626446518125114,4.921001562723955,0.556507413509061,0.4807066355106442,-0.3936447198258614,0.5920125557556462,-0.33199330478379274,-0.038121102329422056,-0.007833034032512348,-0.004515729588680132,0.00029888000340684144,0.004721773676928316,0.0314693359470161,0.49508800375756334
FundingCore,validation_2025H1,funding_abs_mean_bucket,mid,0.26908752327746743,1156,0.0002794728575466458,2.4481822321086173,0.003802609880410723,6.878756184722288,10.022369019555493,0.5458477508650519,0.32307062332392256,-0.23488020652942204,0.3698268141755403,-0.21034946038747349,-0.013564566682109758,-0.010642664926933354,-0.005908517609773323,0.00026662000711165845,0.006673060638299517,0.02423871081322367,0.48766273484819683
FundingCore,recent_oos_2025H2_2026Apr,funding_abs_mean_bucket,high,0.02152317880794702,156,-0.0006499209174124816,-5.693307236533339,0.0032116440367952284,-18.940226299617468,-25.130869718743153,0.4166666666666667,-0.10138766311634713,-0.14347300562041898,-0.0971708810904437,-0.13408529133791802,-0.010402463517798133,-0.009322665949718778,-0.006129680699097733,-0.0007610939094608736,0.004237496344949363,0.03528255909401364,0.482904165872517
FundingCore,recent_oos_2025H2_2026Apr,funding_abs_mean_bucket,low,0.7705573951434879,5585,0.00018899861692461616,1.6556278842596377,0.002241373662904034,7.892169693381598,12.93369682109049,0.5156669650850493,1.0555572755239813,-0.26496580443043205,1.8333801463013084,-0.2335273816092186,-0.015752481471994585,-0.005277665628189089,-0.002994765257100732,5.4611871796983084e-05,0.0036223203299042914,0.03281760973469412,0.49972736591294015
FundingCore,recent_oos_2025H2_2026Apr,funding_abs_mean_bucket,mid,0.20791942604856511,1507,-0.000123706452026697,-1.0836685197538658,0.003714397121594909,-3.1171382922259965,-4.088026740379133,0.508958195089582,-0.1864256232042324,-0.7226908395672063,-0.17867466117295705,-0.5181507605042814,-0.017298481156424527,-0.01107599410481597,-0.006788637489137558,5.857178722593121e-05,0.00533191246553292,0.02571253345873922,0.47963647041741314
FundingCore,fresh_forward_2026May,funding_abs_mean_bucket,low,0.9158163265306123,359,-0.0001915912878698285,-1.6783396817396976,0.0027673277953802833,-6.479883600421076,-12.61914515951902,0.37047353760445684,-0.06878127234526843,-0.14972894891113236,-0.06775007129843613,-0.13927847418166028,-0.008057718175704848,-0.0063767160082555995,-0.003399219204198337,-0.0004202259979073212,0.003978005198605737,0.03345150671055964,0.5
FundingCore,fresh_forward_2026May,funding_abs_mean_bucket,mid,0.08418367346938775,33,-0.0015851990357838776,-13.886343553466768,0.001800897412063469,-82.38475956875395,-97.17727319526355,0.18181818181818182,-0.05231156818086796,-0.054241833360290724,-0.05105566586085086,-0.052884606251435984,-0.00457110857294351,-0.004473841618659938,-0.0041587582626190596,-0.0012319539969053053,0.001020374529054053,0.022796143250688707,0.5
FundingCore,train_2024,funding_dispersion_bucket,high,0.33001373626373626,2883,0.00011335733383997107,0.9930102444381466,0.004038046832219796,2.627424978625752,3.3281123089734077,0.5057232049947971,0.3268091934606366,-0.5107234026097953,0.3542839610148558,-0.40218915901185703,-0.030972844954426926,-0.011336955233172293,-0.005818353577275767,4.444652098431793e-05,0.005787551912822571,0.01933749814245231,0.45988720510752223
FundingCore,train_2024,funding_dispersion_bucket,low,0.3301282051282051,2884,-5.703151010528336e-06,-0.049959602852228224,0.0035449426228115538,-0.15057667884976847,-0.191624864669136,0.5169902912621359,-0.01644788751436372,-0.6514562166272971,-0.0340006752948514,-0.4809041519275776,-0.024481989804117314,-0.010939759491738683,-0.005493294087928231,0.00011407374882871067,0.0053453509216972025,0.021479718199682973,0.4588836318432284
