timestamp,object,net_return,gross_return,funding_drag,fee_drag,turnover,gross_exposure,funding_abs_mean,funding_mean,funding_dispersion,funding_positive_share,basis_abs_mean,vol_ret12_abs_mean,funding_abs_mean_bucket,basis_abs_mean_bucket,vol_ret12_abs_mean_bucket
2026-05-08 13:00:00+00:00,FundingCore,-0.008057718175704848,-0.008093824009038181,-3.6105833333333336e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,1.0003148526622903,0.004504278537818457,low,mid,low
2026-05-08 12:00:00+00:00,FundingCore,-0.007341202253882067,-0.007377308087215401,-3.6105833333333336e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,1.0005201140508804,0.004869340813790267,low,high,low
2026-05-08 11:00:00+00:00,FundingCore,-0.006688222381153993,-0.006711916131153992,-2.369375e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,1.0005033974338697,0.005133849681885581,low,high,low
2026-05-08 09:00:00+00:00,FundingCore,-0.0064564169806737085,-0.006301597189007042,-1.1846875000000002e-05,0.00016666666666666666,0.16666666666666666,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,1.0004077923507821,0.005133170111128728,low,high,low
2026-05-18 00:00:00+00:00,FundingCore,-0.006319001510987314,-0.006360155260987314,-4.1153749999999995e-05,0.0,0.0,0.5,4.7838333333333346e-05,-2.374e-05,5.8387098888938354e-05,0.3333333333333333,1.000257056466139,0.024480425490783303,low,mid,high
2026-05-08 10:00:00+00:00,FundingCore,-0.005985912922275353,-0.005997759797275353,-1.1846875000000002e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,1.0005012884744289,0.005875911494421164,low,high,low
2026-05-17 23:00:00+00:00,FundingCore,-0.005736464914670067,-0.005777618664670067,-4.1153749999999995e-05,0.0,0.0,0.5,4.7838333333333346e-05,-2.374e-05,5.8387098888938354e-05,0.3333333333333333,1.0004718385355413,0.02036386256280288,low,high,mid
2026-05-08 14:00:00+00:00,FundingCore,-0.005731043218194101,-0.005767149051527434,-3.6105833333333336e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,1.0002518099706013,0.015194230320247212,low,mid,mid
2026-05-08 15:00:00+00:00,FundingCore,-0.004820766567114094,-0.004856872400447428,-3.6105833333333336e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,1.0002330733713487,0.018475396610455986,low,mid,mid
2026-05-14 15:00:00+00:00,FundingCore,-0.004788030710133873,-0.004791350085133873,-3.3193749999999995e-06,0.0,0.0,0.5,5.021583333333333e-05,2.904083333333334e-05,5.148276579891135e-05,0.5833333333333334,1.0004537249892202,0.027459473548628044,low,high,high
2026-05-18 02:00:00+00:00,FundingCore,-0.004672907556463894,-0.0046579369314638935,-2.669604166666666e-05,4.1666666666666665e-05,0.041666666666666664,0.5,4.950416666666667e-05,-4.6295833333333325e-05,3.719581953623582e-05,0.08333333333333333,1.0003881155088332,0.02282880642079056,low,mid,high
2026-05-06 00:00:00+00:00,FundingCore,-0.00457110857294351,-0.004620830618398056,-4.972204545454546e-05,0.0,0.0,0.5,8.805333333333333e-05,6.345333333333334e-05,6.376837726403965e-05,0.8333333333333334,1.0003444655906744,0.006653043638369928,mid,mid,low
2026-05-18 01:00:00+00:00,FundingCore,-0.004310386184341288,-0.004211329726007955,-2.5943541666666665e-05,0.00012499999999999998,0.12499999999999999,0.5,4.950416666666667e-05,-4.6295833333333325e-05,3.719581953623582e-05,0.08333333333333333,1.0003758795644582,0.026127807266113523,low,mid,high
2026-05-05 20:00:00+00:00,FundingCore,-0.004267149340807346,-0.004316871386261892,-4.972204545454546e-05,0.0,0.0,0.5,8.805333333333333e-05,6.345333333333334e-05,6.376837726403965e-05,0.8333333333333334,1.0004045121330571,0.014345854454297036,mid,high,mid
2026-05-08 16:00:00+00:00,FundingCore,-0.004093930375323312,-0.004130036208656646,-3.6105833333333336e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,1.0003231991924002,0.015100828195898391,low,mid,mid
2026-05-05 19:00:00+00:00,FundingCore,-0.004086497543826868,-0.004120202089281413,-3.370454545454546e-05,0.0,0.0,0.5,8.805333333333333e-05,6.345333333333334e-05,6.376837726403965e-05,0.8333333333333334,1.0003153051409688,0.011768651385984855,mid,mid,low
2026-05-06 02:00:00+00:00,FundingCore,-0.0040178070965405915,-0.004049722096540592,-3.191500000000001e-05,0.0,0.0,0.5,8.809000000000002e-05,6.943333333333335e-05,5.902647150972933e-05,0.8333333333333334,1.0004027998644522,0.01217723604689371,mid,high,low
2026-05-05 23:00:00+00:00,FundingCore,-0.0039810818079663215,-0.004030803853420867,-4.972204545454546e-05,0.0,0.0,0.5,8.805333333333333e-05,6.345333333333334e-05,6.376837726403965e-05,0.8333333333333334,1.0004217756740832,0.008283959749978725,mid,high,low
2026-05-06 03:00:00+00:00,FundingCore,-0.003841122184719481,-0.0038730371847194808,-3.191500000000001e-05,0.0,0.0,0.5,8.809000000000002e-05,6.943333333333335e-05,5.902647150972933e-05,0.8333333333333334,1.0004275581030562,0.015333534089006201,mid,high,mid
2026-05-08 08:00:00+00:00,FundingCore,-0.0037847542668422267,-0.0038133165585088934,-2.8562291666666668e-05,0.0,0.0,0.5,5.064416666666668e-05,2.4560833333333337e-05,5.7360504771479206e-05,0.5833333333333334,1.000454214485621,0.005458498093521881,low,high,low
2026-05-13 12:00:00+00:00,FundingCore,-0.0037835876387004954,-0.0038076697220338286,-2.408208333333334e-05,0.0,0.0,0.5,7.295333333333334e-05,3.941166666666666e-05,7.587633445650598e-05,0.75,1.0005384019189514,0.006840091816226634,low,high,low
2026-05-05 22:00:00+00:00,FundingCore,-0.0036737783075238774,-0.0037235003529784228,-4.972204545454546e-05,0.0,0.0,0.5,8.805333333333333e-05,6.345333333333334e-05,6.376837726403965e-05,0.8333333333333334,1.0003494334653957,0.01169488359706325,mid,mid,low
2026-05-13 13:00:00+00:00,FundingCore,-0.0035995923316160822,-0.003631574623282749,-3.1982291666666676e-05,0.0,0.0,0.5,7.295333333333334e-05,3.941166666666666e-05,7.587633445650598e-05,0.75,1.0004259314686033,0.018751816831294215,low,high,mid
2026-05-08 06:00:00+00:00,FundingCore,-0.0035675944512539733,-0.00359615674292064,-2.8562291666666668e-05,0.0,0.0,0.5,5.064416666666668e-05,2.4560833333333337e-05,5.7360504771479206e-05,0.5833333333333334,1.000312913416061,0.00749112208266826,low,mid,low
