candidate_id,return_corr_cluster,max_corr_to_prior,cluster_size
a7o_l1_C0004_0564,rc_000,0.0,1
a7o_l1_C0004_0180,rc_001,0.0,1
a7o_l1_C0004_2036,rc_002,0.0,1
a7o_l1_C0007_0757,rc_003,0.0,1
a7o_l1_C0007_0484,rc_004,0.0,1
a7o_l1_C0007_0581,rc_005,0.0,1
a7o_l1_C0017_0372,rc_006,0.0,1
a7o_l1_C0017_0564,rc_007,0.0,1
a7o_l1_C0017_0177,rc_008,0.0,1
a7o_l1_C0019_0387,rc_009,0.0,17
a7o_l1_C0019_0949,rc_010,0.0,1
a7o_l1_C0019_1454,rc_011,0.0,2
a7o_l1_C0020_1255,rc_012,0.0,1
a7o_l1_C0020_1549,rc_013,0.0,2
a7o_l1_C0020_2028,rc_014,0.0,2
a7o_l1_C0025_0193,rc_015,0.0,18
a7o_l1_C0025_0387,rc_009,0.8372994031393913,17
a7o_l1_C0025_0484,rc_016,0.0,2
a7o_l1_C0031_0373,rc_017,0.0,2
a7o_l1_C0031_0180,rc_018,0.0,1
a7o_l1_C0031_0949,rc_019,0.0,1
a7o_l1_C0032_0193,rc_015,0.9294025237009559,18
a7o_l1_C0032_0387,rc_009,0.9034204587494213,17
a7o_l1_C0032_0484,rc_016,0.8908344645105075,2
a7o_l1_C0036_0678,rc_020,0.0,1
a7o_l1_C0036_0564,rc_021,0.0,1
a7o_l1_C0036_2036,rc_022,0.0,1
a7o_l1_C0042_0372,rc_023,0.0,3
a7o_l1_C0042_2036,rc_023,0.8029782192241807,3
a7o_l1_C0042_0564,rc_023,0.8526635834903353,3
a7o_l1_C0044_1163,rc_024,0.0,1
a7o_l1_C0044_0290,rc_025,0.0,1
a7o_l1_C0044_0484,rc_026,0.0,1
a7o_l1_C0045_1354,rc_027,0.0,1
a7o_l1_C0045_0576,rc_028,0.0,1
a7o_l1_C0045_1357,rc_015,0.8040093436656905,18
a7o_l1_C0048_0289,rc_029,0.0,1
a7o_l1_C0048_0564,rc_030,0.0,1
a7o_l1_C0048_0095,rc_031,0.0,1
a7o_l1_C0050_0373,rc_017,0.8112405010814865,2
a7o_l1_C0050_1163,rc_032,0.0,1
a7o_l1_C0050_1066,rc_033,0.0,1
a7o_l1_C0059_2035,rc_009,0.8613413196906279,17
a7o_l1_C0059_0579,rc_009,0.927176852906001,17
a7o_l1_C0059_1163,rc_009,0.9497214715592319,17
a7o_l1_C0063_1745,rc_034,0.0,1
a7o_l1_C0063_0484,rc_035,0.0,1
a7o_l1_C0063_0096,rc_036,0.0,1
a7o_l1_C0064_0386,rc_037,0.0,1
a7o_l1_C0064_1454,rc_038,0.0,1
a7o_l1_C0064_0565,rc_039,0.0,1
a7o_l1_C0078_1648,rc_040,0.0,3
a7o_l1_C0078_2032,rc_040,0.976052052074157,3
a7o_l1_C0078_0752,rc_040,0.9954634026889553,3
a7o_l1_C0082_1454,rc_041,0.0,1
a7o_l1_C0082_0372,rc_042,0.0,1
a7o_l1_C0082_1066,rc_043,0.0,1
a7o_l1_C0083_1842,rc_044,0.0,4
a7o_l1_C0083_1356,rc_045,0.0,1
a7o_l1_C0083_1550,rc_044,0.8351251781125915,4
a7o_l1_C0094_0757,rc_046,0.0,1
a7o_l1_C0094_0756,rc_047,0.0,1
a7o_l1_C0094_0373,rc_048,0.0,1
a7o_l1_C0107_0775,rc_049,0.0,1
a7o_l1_C0107_1744,rc_050,0.0,1
a7o_l1_C0107_0289,rc_051,0.0,1
a7o_l1_C0111_0372,rc_052,0.0,1
a7o_l1_C0111_0180,rc_053,0.0,1
a7o_l1_C0111_0193,rc_054,0.0,1
a7o_l1_C0132_0193,rc_013,0.8011503280062467,2
a7o_l1_C0132_0757,rc_055,0.0,2
a7o_l1_C0132_0949,rc_055,0.8429310261852835,2
a7o_l1_C0134_0949,rc_056,0.0,1
a7o_l1_C0134_0096,rc_057,0.0,8
a7o_l1_C0134_0387,rc_058,0.0,1
a7o_l1_C0137_1648,rc_059,0.0,1
a7o_l1_C0137_0290,rc_060,0.0,1
a7o_l1_C0137_0775,rc_061,0.0,1
a7o_l1_C0140_1136,rc_062,0.0,3
a7o_l1_C0140_0560,rc_062,0.8186573277164394,3
a7o_l1_C0140_1648,rc_062,0.8068936672826743,3
a7o_l1_C0147_0564,rc_063,0.0,1
a7o_l1_C0147_2036,rc_064,0.0,1
a7o_l1_C0147_1648,rc_065,0.0,1
a7o_l1_C0151_1357,rc_066,0.0,1
a7o_l1_C0151_0968,rc_067,0.0,1
a7o_l1_C0151_1259,rc_068,0.0,1
a7o_l1_C0160_0096,rc_009,0.8474587669776461,17
a7o_l1_C0160_0193,rc_009,0.902186140781808,17
a7o_l1_C0160_0581,rc_009,0.8831649541441708,17
a7o_l1_C0164_1454,rc_069,0.0,1
a7o_l1_C0164_1647,rc_057,0.8398202712004843,8
a7o_l1_C0164_1550,rc_070,0.0,1
a7o_l1_C0166_1163,rc_071,0.0,1
a7o_l1_C0166_0373,rc_072,0.0,1
a7o_l1_C0166_0678,rc_073,0.0,1
a7o_l1_C0169_0872,rc_074,0.0,1
a7o_l1_C0169_0373,rc_075,0.0,3
a7o_l1_C0169_0181,rc_075,0.8866179553321217,3
a7o_l1_C0183_0774,rc_076,0.0,6
a7o_l1_C0183_1454,rc_077,0.0,4
a7o_l1_C0183_1066,rc_057,0.8507376893679178,8
a7o_l1_C0187_2033,rc_015,0.8479679404518923,18
a7o_l1_C0187_1648,rc_015,0.8630399379459214,18
a7o_l1_C0187_0368,rc_015,0.9319605781862171,18
a7o_l1_C0194_1454,rc_077,0.8261921141484758,4
a7o_l1_C0194_0774,rc_076,0.8482836003256248,6
a7o_l1_C0194_0386,rc_057,0.9250610093713962,8
a7o_l1_C0200_1648,rc_015,0.8994936892196171,18
a7o_l1_C0200_0368,rc_015,0.9102989319740926,18
a7o_l1_C0200_2032,rc_009,0.8524555119885272,17
a7o_l1_C0213_0386,rc_057,0.948676934969583,8
a7o_l1_C0213_0387,rc_057,0.9507833454771882,8
a7o_l1_C0213_0372,rc_078,0.0,2
a7o_l1_C0222_0193,rc_009,0.9029034383118679,17
a7o_l1_C0222_0181,rc_079,0.0,1
a7o_l1_C0222_0387,rc_009,0.8813460143832823,17
a7o_l1_C0227_1259,rc_080,0.0,1
a7o_l1_C0227_1356,rc_081,0.0,2
a7o_l1_C0227_0096,rc_081,0.8412539312156558,2
a7o_l1_C0229_0949,rc_082,0.0,1
a7o_l1_C0229_0774,rc_011,0.8306989436432423,2
a7o_l1_C0229_0387,rc_009,0.9247439866922162,17
a7o_l1_C0238_1066,rc_083,0.0,1
a7o_l1_C0238_0373,rc_075,0.9964316839110534,3
a7o_l1_C0238_1260,rc_084,0.0,1
a7o_l1_C0241_0753,rc_015,0.8782011689838747,18
a7o_l1_C0241_1842,rc_009,0.8970032828949718,17
a7o_l1_C0241_1259,rc_044,0.9392864044937362,4
a7o_l1_C0251_1842,rc_085,0.0,1
a7o_l1_C0251_0967,rc_086,0.0,1
a7o_l1_C0251_1356,rc_014,0.8302161126180695,2
a7o_l1_C0252_0564,rc_087,0.0,1
a7o_l1_C0252_0872,rc_088,0.0,1
a7o_l1_C0252_0949,rc_089,0.0,1
a7o_l1_C0253_0579,rc_015,0.890357771618399,18
a7o_l1_C0253_0577,rc_015,0.9549313652268314,18
a7o_l1_C0253_0578,rc_015,0.9685972389418319,18
a7o_l1_C0269_2036,rc_090,0.0,1
a7o_l1_C0269_0564,rc_091,0.0,1
a7o_l1_C0269_0180,rc_092,0.0,1
a7o_l1_C0270_0949,rc_093,0.0,1
a7o_l1_C0270_2036,rc_094,0.0,1
a7o_l1_C0270_0373,rc_095,0.0,1
a7o_l1_C0280_0678,rc_096,0.0,1
a7o_l1_C0280_1357,rc_097,0.0,1
a7o_l1_C0280_0757,rc_098,0.0,1
a7o_l1_C0289_0368,rc_099,0.0,2
a7o_l1_C0289_1648,rc_100,0.0,1
a7o_l1_C0289_0944,rc_099,0.8315845453487578,2
a7o_l1_C0316_0484,rc_101,0.0,1
a7o_l1_C0316_0581,rc_076,0.8448643246555686,6
a7o_l1_C0316_0096,rc_076,0.9314450892835517,6
a7o_l1_C0318_0774,rc_076,0.8476625964780158,6
a7o_l1_C0318_1454,rc_077,0.8571458284109208,4
a7o_l1_C0318_0387,rc_009,0.8086619696140038,17
a7o_l1_C0323_0564,rc_102,0.0,1
a7o_l1_C0323_0180,rc_103,0.0,1
a7o_l1_C0323_0756,rc_104,0.0,1
a7o_l1_C0336_1356,rc_057,0.8719945542081059,8
a7o_l1_C0336_1647,rc_105,0.0,1
a7o_l1_C0336_0580,rc_106,0.0,1
a7o_l1_C0337_0774,rc_107,0.0,1
a7o_l1_C0337_0969,rc_108,0.0,1
a7o_l1_C0337_1745,rc_109,0.0,1
a7o_l1_C0339_0774,rc_076,0.8805641282030064,6
a7o_l1_C0339_0386,rc_057,0.9437780254035968,8
a7o_l1_C0339_1454,rc_077,0.8690572575531345,4
a7o_l1_C0343_0967,rc_110,0.0,1
a7o_l1_C0343_1842,rc_009,0.8579864104935863,17
a7o_l1_C0343_1356,rc_009,0.8169007700445257,17
a7o_l1_C0350_0372,rc_111,0.0,1
a7o_l1_C0350_0193,rc_015,0.8542840897376832,18
a7o_l1_C0350_2036,rc_078,0.8634583603923845,2
a7o_l1_C0355_0565,rc_112,0.0,1
a7o_l1_C0355_0290,rc_113,0.0,1
a7o_l1_C0355_0756,rc_114,0.0,1
a7o_l1_C0356_0289,rc_115,0.0,1
a7o_l1_C0356_0949,rc_116,0.0,1
a7o_l1_C0356_0180,rc_117,0.0,1
a7o_l1_C0360_1551,rc_118,0.0,1
a7o_l1_C0360_2036,rc_119,0.0,1
a7o_l1_C0360_1939,rc_120,0.0,1
a7o_l1_C0364_1066,rc_121,0.0,1
a7o_l1_C0364_0949,rc_122,0.0,1
a7o_l1_C0364_0096,rc_123,0.0,1
a7o_l1_C0368_1163,rc_015,0.9079490214448349,18
a7o_l1_C0368_0193,rc_015,0.9072301620916264,18
a7o_l1_C0368_0678,rc_015,0.876552921088946,18
a7o_l1_C0370_0753,rc_015,0.9015412203722375,18
a7o_l1_C0370_1259,rc_044,0.8795716051092038,4
a7o_l1_C0370_1163,rc_015,0.8713953355572617,18
