candidate_id,production_family,expression,horizon,validation_net10,recent_net10,recent_net20,lag1_recent_net10,may_net10_stress_only,may_active_hours,max_control_validation_net10,max_control_recent_net10,dominates_controls,control_val_recent_positive_count,a7s2m_label,derived_feature_id,source_fields,required_negative_controls
a7s2m_F3_metrics_taker_divergence_12_9868d9acd29d,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(taker_imbalance))",12,-2.873454758186865,-5.07629125602253,-10.47879125602253,-5.396881988229294,-0.3465358957523738,492.0,-3.341034145787754,-5.317748777884077,1,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,taker_buy_sell_volume_ratio_change_24h;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_12_abe21ab83297,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(ret_24))",12,-2.7139198281634807,-5.471984744860915,-10.51331807819425,-5.460788977145206,-0.22429494387768445,492.0,-2.847181656161532,-4.610681921805751,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,ret_24;taker_buy_sell_volume_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_12_cd0591ccd5ce,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(ret_12))",12,-2.2518228783294036,-4.978491728786409,-10.057325062119743,-5.009643911032586,-0.08422140959370576,492.0,-2.0371897346376744,-4.85514998238402,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,ret_12;taker_buy_sell_volume_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_24_0ed2fcfb1332,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(taker_imbalance))",24,-3.0671741871137046,-5.7293033353303136,-10.981136668663648,-5.363902578896342,-0.7854707970358286,480.0,-2.948834946940503,-4.171035668382402,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_24_5badd2fb793e,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_12))",24,-3.394170175701542,-5.282334227372657,-10.335834227372658,-4.97902065868815,-0.5507146168355869,480.0,-2.314857924880768,-3.7585461621394574,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_12,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_24_b460a6fe1d94,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(taker_imbalance))",24,-3.4382492110691594,-5.369455669422233,-10.771955669422233,-5.441632515426239,-0.38592975648410976,480.0,-2.5920697607429766,-5.435544330577768,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,taker_buy_sell_volume_ratio_change_24h;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_24_b5053aece0c1,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(ret_12))",24,-1.960777468774342,-5.165930493850944,-10.244763827184277,-4.976433328841816,-0.12582843102473315,480.0,-2.0232512210425244,-4.698568913731922,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,ret_12;taker_buy_sell_volume_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_24_c3e89da16ec2,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(ret_24))",24,-2.1811603370805615,-5.6070610064539945,-10.648394339787329,-5.352002254040185,-0.0639648437010274,480.0,-2.125364187138852,-4.337476361430252,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,ret_24;taker_buy_sell_volume_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_24_db5c7c3c15d7,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_24))",24,-3.2709740361454136,-5.30766905378823,-10.347669053788229,-5.04170942391786,-0.6188378019967138,480.0,-2.81935929718792,-4.331587859208909,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_24,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_48_20316fe6faa1,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_12))",48,-3.9630518625740367,-4.795926605136334,-9.849426605136335,-4.736444574583922,-0.5461049692053301,456.0,-2.143948137425964,-4.297297511632947,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_12,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_48_3e1d185d9e88,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_24))",48,-4.681275369560424,-5.057033229231306,-10.097033229231304,-4.882510304264721,-0.6737526215376836,456.0,-1.4090579637729093,-4.819261259647021,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_24,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_48_59ee09a1fab4,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(taker_imbalance))",48,-3.3977635899311576,-4.696228775946587,-9.948062109279919,-4.625817520074971,-1.1083193081383869,456.0,-2.4462193690553713,-3.8268708314280984,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_48_9fc1d0d62538,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(ret_24))",48,-4.602306732780477,-6.142511229552179,-11.183844562885511,-6.038010997533904,0.106823755684657,456.0,-1.4390266005528565,-3.852047708788878,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,ret_24;taker_buy_sell_volume_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_48_9ff2dc84052e,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(taker_imbalance))",48,-4.672123194086501,-6.136388351827027,-11.538888351827026,-5.969872525765911,-0.3067657226118951,456.0,-1.8132101392468314,-4.6686116481729725,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,taker_buy_sell_volume_ratio_change_24h;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_48_c583109e12cf,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(ret_12))",48,-3.733102621269275,-6.222487463470449,-11.301320796803783,-5.903102341507208,0.007643197003667102,456.0,-2.3622307120640578,-3.935179203196217,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,ret_12;taker_buy_sell_volume_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_00eb658682c8,F4_metrics_basis_funding_interaction,"Mul(Rank(global_long_short_account_ratio_zscore_168h),ZScore(latest_known_funding_rate))",24,1.0502706705447946,4.8866509859472025,4.039150985947202,4.647874605486681,-0.5542473596296373,480.0,0.9082429173087878,2.747084132336007,1,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,global_long_short_account_ratio_zscore_168h;latest_known_funding_rate,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_15a2cabdc222,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_value_zscore_168h),ZScore(premium_index))",24,-0.2047331674967341,-1.7726208730196613,-5.29262087301966,-1.7064591049012823,-0.35097688399108323,480.0,-1.400432380846894,-1.1859699141850493,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,open_interest_value_zscore_168h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_1defa1277503,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_value_change_24h),ZScore(latest_known_funding_rate))",24,0.7285367377223153,2.39397041546309,1.5174704154630914,2.212410334732267,-0.9550884951129568,480.0,3.0190715486522217,1.4819043504505598,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,latest_known_funding_rate;open_interest_value_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_286b76ebac18,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_zscore_168h),ZScore(latest_known_funding_rate))",24,1.17445655179835,4.339266793361243,3.63243346002791,4.289655399705123,-0.7435823181330978,480.0,1.2124382223020873,3.8399471919000323,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,latest_known_funding_rate;open_interest_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_36212565b29a,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_change_24h),ZScore(mark_index_ratio))",24,1.2124850100834452,-0.0559030110718618,-3.269569677738528,-0.24919600174541046,-0.9555481256841488,480.0,-0.5321532792370314,-2.1644882581594067,1,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,mark_index_ratio;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_36cdb5943d02,F4_metrics_basis_funding_interaction,"Mul(Rank(global_long_short_account_ratio_change_24h),ZScore(mark_index_ratio))",24,-0.1674647866937519,-1.0151689067065213,-4.246502240039854,-0.9302227213762726,-0.7942479137484022,480.0,-1.4848083096402518,-0.309323854451483,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,global_long_short_account_ratio_change_24h;mark_index_ratio,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_3afe76506b84,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_value_zscore_168h),ZScore(latest_known_funding_rate))",24,1.5299069297373786,4.735150903225465,4.010817569892131,4.677014068143971,-0.6481138466975762,480.0,0.910904423714342,4.289297180077706,1,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,latest_known_funding_rate;open_interest_value_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_3d6b24b07f2a,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_value_zscore_168h),ZScore(mark_index_ratio))",24,1.0417860543999735,-0.48348824382932254,-3.7154882438293217,-0.6739645099857456,-0.6295277956111015,480.0,-0.5524162739828119,-1.1293452001474296,1,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,mark_index_ratio;open_interest_value_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_4e77e72b1fa5,F4_metrics_basis_funding_interaction,"Mul(Rank(global_long_short_account_ratio_change_24h),ZScore(latest_known_funding_rate))",24,0.3374308348057766,3.4608379269164855,2.4783379269164865,3.2382189483253727,-0.5034508105894854,480.0,1.7469516553681241,1.2497614560772046,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,global_long_short_account_ratio_change_24h;latest_known_funding_rate,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_5b4ad1c05a7f,F4_metrics_basis_funding_interaction,"Mul(Rank(global_long_short_account_ratio_zscore_168h),ZScore(premium_index))",24,-0.40820256652001086,-2.184665282509307,-5.65799861584264,-2.203174767190641,-0.549175849365419,480.0,-2.3378805454943463,-0.9245251178660996,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,global_long_short_account_ratio_zscore_168h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_6af51c38ea86,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_change_4h),ZScore(latest_known_funding_rate))",24,1.4070866560169242,2.9488900161495755,1.5223900161495758,2.834675317133312,-0.9910110747195138,480.0,1.1919200972098023,0.75590784829881,1,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,latest_known_funding_rate;open_interest_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_6c689789585f,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_change_4h),ZScore(mark_index_ratio))",24,0.9283229845755825,-1.0917452052756251,-4.435411871942292,-1.249221622523673,-0.8676095633910085,480.0,-0.9207009336159124,-1.0265987548948545,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,mark_index_ratio;open_interest_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_861eddbf5525,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_change_24h),ZScore(latest_known_funding_rate))",24,0.5533849663478687,2.6906370294413944,1.8379703627747286,2.5910068189801954,-1.296496012012244,480.0,2.4768054964538138,1.844321365015086,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,latest_known_funding_rate;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_97ce54226a6e,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_value_change_24h),ZScore(mark_index_ratio))",24,0.8058339540068002,-0.38848675129649396,-3.6369867512964937,-0.6770557274226939,-0.5801486304527258,480.0,-0.17550526866344673,-1.4248476183848646,1,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,mark_index_ratio;open_interest_value_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_b7d143548dfc,F4_metrics_basis_funding_interaction,"Mul(Rank(global_long_short_account_ratio_zscore_168h),ZScore(mark_index_ratio))",24,0.013053641271564165,-0.4718622711260734,-3.66702893779274,-0.4291928316068613,-0.6005253096018928,480.0,-1.5660274291190468,-0.6435065524400422,1,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,global_long_short_account_ratio_zscore_168h;mark_index_ratio,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_d0de35b93f1a,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_value_change_24h),ZScore(premium_index))",24,-0.17645945021414544,-2.0173807613551786,-5.529214094688511,-2.107305331055011,-0.5497985530185706,480.0,-1.073754669551175,-1.419214804519583,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,open_interest_value_change_24h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_d71c5619b535,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_change_24h),ZScore(premium_index))",24,0.37916493400078544,-1.9212033072958845,-5.390536640629218,-2.0159397719382723,-0.8363411270528205,480.0,-1.1556402926667917,-1.3912349470139622,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,open_interest_change_24h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_d8bb3295bdee,F4_metrics_basis_funding_interaction,"Mul(Rank(global_long_short_account_ratio_change_24h),ZScore(premium_index))",24,-0.005071585858280492,-2.0960775735619106,-5.59757757356191,-1.9719612940989169,-0.6591624354264547,480.0,-2.450520054622111,-1.0442385144969473,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,global_long_short_account_ratio_change_24h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F4_metrics_basis_funding_interaction_24_f08e6ccd3e24,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_change_4h),ZScore(premium_index))",24,-0.19031498939664315,-3.096587921077395,-6.684921254410726,-2.9832979029289133,-0.850152819079034,480.0,-2.1821240356793505,-1.291923887551003,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,open_interest_change_4h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip
