generator,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,feature_available_lag_bars,feature_timestamp_rule,execution_rule,required_negative_controls,decision,control_id,base_candidate_id,control_mode,object_type,promotable
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(ret_24))",48,open_interest_change_24h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_af7fcffe4e62__ctrl_wrong_lag_e95f1e0f11d0,a7s2m_F1_oi_market_interaction_48_af7fcffe4e62,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(ret_24))",48,open_interest_change_24h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_af7fcffe4e62__ctrl_sign_flip_9fe84cd2fe31,a7s2m_F1_oi_market_interaction_48_af7fcffe4e62,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",24,open_interest_change_24h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_d013679182fd__ctrl_row_shuffle_f45de02a7db7,a7s2m_F1_oi_market_interaction_24_d013679182fd,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",24,open_interest_change_24h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_d013679182fd__ctrl_time_shuffle_33b3fbe0fae6,a7s2m_F1_oi_market_interaction_24_d013679182fd,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",24,open_interest_change_24h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_d013679182fd__ctrl_wrong_lag_84afebde2846,a7s2m_F1_oi_market_interaction_24_d013679182fd,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",24,open_interest_change_24h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_d013679182fd__ctrl_sign_flip_a9e39de9bc6c,a7s2m_F1_oi_market_interaction_24_d013679182fd,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",48,open_interest_change_24h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_fc0522ccb4ef__ctrl_row_shuffle_0b063919f4de,a7s2m_F1_oi_market_interaction_48_fc0522ccb4ef,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",48,open_interest_change_24h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_fc0522ccb4ef__ctrl_time_shuffle_0bfe14ac1487,a7s2m_F1_oi_market_interaction_48_fc0522ccb4ef,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",48,open_interest_change_24h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_fc0522ccb4ef__ctrl_wrong_lag_0da2ff87f0cc,a7s2m_F1_oi_market_interaction_48_fc0522ccb4ef,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",48,open_interest_change_24h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_fc0522ccb4ef__ctrl_sign_flip_3ec7fcb87449,a7s2m_F1_oi_market_interaction_48_fc0522ccb4ef,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",24,latest_known_funding_rate;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_88ab231b3cdb__ctrl_row_shuffle_eed2999a8a1e,a7s2m_F1_oi_market_interaction_24_88ab231b3cdb,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",24,latest_known_funding_rate;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_88ab231b3cdb__ctrl_time_shuffle_e5b1202c3430,a7s2m_F1_oi_market_interaction_24_88ab231b3cdb,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",24,latest_known_funding_rate;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_88ab231b3cdb__ctrl_wrong_lag_7f44842c6de4,a7s2m_F1_oi_market_interaction_24_88ab231b3cdb,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",24,latest_known_funding_rate;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_88ab231b3cdb__ctrl_sign_flip_7823e03daa41,a7s2m_F1_oi_market_interaction_24_88ab231b3cdb,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",48,latest_known_funding_rate;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_1cdb1b410d72__ctrl_row_shuffle_48b0c8b4841f,a7s2m_F1_oi_market_interaction_48_1cdb1b410d72,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",48,latest_known_funding_rate;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_1cdb1b410d72__ctrl_time_shuffle_ab54b59e9c06,a7s2m_F1_oi_market_interaction_48_1cdb1b410d72,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",48,latest_known_funding_rate;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_1cdb1b410d72__ctrl_wrong_lag_0ce24522de20,a7s2m_F1_oi_market_interaction_48_1cdb1b410d72,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",48,latest_known_funding_rate;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_1cdb1b410d72__ctrl_sign_flip_aaa559d5d9b0,a7s2m_F1_oi_market_interaction_48_1cdb1b410d72,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",24,mark_index_ratio;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_053a727dc1ad__ctrl_row_shuffle_16d805d78613,a7s2m_F1_oi_market_interaction_24_053a727dc1ad,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",24,mark_index_ratio;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_053a727dc1ad__ctrl_time_shuffle_9dfb93e2e12a,a7s2m_F1_oi_market_interaction_24_053a727dc1ad,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",24,mark_index_ratio;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_053a727dc1ad__ctrl_wrong_lag_a93ab18e4556,a7s2m_F1_oi_market_interaction_24_053a727dc1ad,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",24,mark_index_ratio;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_053a727dc1ad__ctrl_sign_flip_a6a910e0d0ac,a7s2m_F1_oi_market_interaction_24_053a727dc1ad,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",48,mark_index_ratio;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_522f0a3a84f8__ctrl_row_shuffle_8d2b4b3e2e59,a7s2m_F1_oi_market_interaction_48_522f0a3a84f8,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",48,mark_index_ratio;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_522f0a3a84f8__ctrl_time_shuffle_250962b5bfef,a7s2m_F1_oi_market_interaction_48_522f0a3a84f8,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",48,mark_index_ratio;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_522f0a3a84f8__ctrl_wrong_lag_4efa663896e4,a7s2m_F1_oi_market_interaction_48_522f0a3a84f8,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",48,mark_index_ratio;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_522f0a3a84f8__ctrl_sign_flip_3647fe2b16c0,a7s2m_F1_oi_market_interaction_48_522f0a3a84f8,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",24,open_interest_change_4h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_63cbf3fd4e01__ctrl_row_shuffle_7ffdf1cfd292,a7s2m_F1_oi_market_interaction_24_63cbf3fd4e01,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",24,open_interest_change_4h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_63cbf3fd4e01__ctrl_time_shuffle_a6041bce792e,a7s2m_F1_oi_market_interaction_24_63cbf3fd4e01,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",24,open_interest_change_4h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_63cbf3fd4e01__ctrl_wrong_lag_448821b2046a,a7s2m_F1_oi_market_interaction_24_63cbf3fd4e01,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",24,open_interest_change_4h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_63cbf3fd4e01__ctrl_sign_flip_c3980f5c69c4,a7s2m_F1_oi_market_interaction_24_63cbf3fd4e01,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",48,open_interest_change_4h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_be1ca6dc6554__ctrl_row_shuffle_adff98a35cea,a7s2m_F1_oi_market_interaction_48_be1ca6dc6554,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",48,open_interest_change_4h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_be1ca6dc6554__ctrl_time_shuffle_6a7352ece2c2,a7s2m_F1_oi_market_interaction_48_be1ca6dc6554,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",48,open_interest_change_4h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_be1ca6dc6554__ctrl_wrong_lag_dff444296a38,a7s2m_F1_oi_market_interaction_48_be1ca6dc6554,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",48,open_interest_change_4h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_be1ca6dc6554__ctrl_sign_flip_acbd8f4f8425,a7s2m_F1_oi_market_interaction_48_be1ca6dc6554,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",24,open_interest_change_4h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_3b072c43451f__ctrl_row_shuffle_2fed93cca0a8,a7s2m_F1_oi_market_interaction_24_3b072c43451f,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",24,open_interest_change_4h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_3b072c43451f__ctrl_time_shuffle_d681be11d402,a7s2m_F1_oi_market_interaction_24_3b072c43451f,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",24,open_interest_change_4h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_3b072c43451f__ctrl_wrong_lag_79338c2b5a22,a7s2m_F1_oi_market_interaction_24_3b072c43451f,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",24,open_interest_change_4h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_3b072c43451f__ctrl_sign_flip_9e56b2ad9ffc,a7s2m_F1_oi_market_interaction_24_3b072c43451f,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",48,open_interest_change_4h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_077caa969d5f__ctrl_row_shuffle_2dada64b3c06,a7s2m_F1_oi_market_interaction_48_077caa969d5f,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",48,open_interest_change_4h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_077caa969d5f__ctrl_time_shuffle_375e3045a750,a7s2m_F1_oi_market_interaction_48_077caa969d5f,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",48,open_interest_change_4h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_077caa969d5f__ctrl_wrong_lag_116d23a9922b,a7s2m_F1_oi_market_interaction_48_077caa969d5f,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",48,open_interest_change_4h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_48_077caa969d5f__ctrl_sign_flip_7877f3591009,a7s2m_F1_oi_market_interaction_48_077caa969d5f,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(taker_imbalance))",24,open_interest_change_4h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_9125b4e3f906__ctrl_row_shuffle_e82e20b23da6,a7s2m_F1_oi_market_interaction_24_9125b4e3f906,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(taker_imbalance))",24,open_interest_change_4h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_9125b4e3f906__ctrl_time_shuffle_2fbb0946c32c,a7s2m_F1_oi_market_interaction_24_9125b4e3f906,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(taker_imbalance))",24,open_interest_change_4h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_9125b4e3f906__ctrl_wrong_lag_2d646771ddbe,a7s2m_F1_oi_market_interaction_24_9125b4e3f906,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(taker_imbalance))",24,open_interest_change_4h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F1_oi_market_interaction_24_9125b4e3f906__ctrl_sign_flip_eb88a7cf8a5f,a7s2m_F1_oi_market_interaction_24_9125b4e3f906,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(global_long_short_account_ratio_change_24h)),12,global_long_short_account_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F2_crowding_positioning_12_e16814415ebd__ctrl_row_shuffle_0593231dd639,a7s2m_F2_crowding_positioning_12_e16814415ebd,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(global_long_short_account_ratio_change_24h)),12,global_long_short_account_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F2_crowding_positioning_12_e16814415ebd__ctrl_time_shuffle_9969b8a0be71,a7s2m_F2_crowding_positioning_12_e16814415ebd,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(global_long_short_account_ratio_change_24h)),12,global_long_short_account_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F2_crowding_positioning_12_e16814415ebd__ctrl_wrong_lag_e79d98d5d439,a7s2m_F2_crowding_positioning_12_e16814415ebd,wrong_lag,control,False
