candidate_id,generator,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,feature_available_lag_bars,feature_timestamp_rule,execution_rule,required_negative_controls,decision
a7s2m_F0_open_interest_slow_48_e1cf7cdc5c94,crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_zscore_168h,12)",48,open_interest_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F0_open_interest_slow_12_993124521e3f,crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_horizon_spread,"HorizonSpread(open_interest_change_24h,12,48)",12,open_interest_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F0_open_interest_slow_24_922070ee9ce9,crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_horizon_spread,"HorizonSpread(open_interest_change_24h,12,48)",24,open_interest_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F0_open_interest_slow_48_971eb226540d,crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_horizon_spread,"HorizonSpread(open_interest_change_24h,12,48)",48,open_interest_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F0_open_interest_slow_12_21330e4bd612,crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_horizon_spread,"HorizonSpread(open_interest_change_4h,12,48)",12,open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_24_0586783664c6,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(latest_known_funding_rate))",24,latest_known_funding_rate;open_interest_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_48_d8dc0148461e,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(latest_known_funding_rate))",48,latest_known_funding_rate;open_interest_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_24_ab53ccee3c10,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(mark_index_ratio))",24,mark_index_ratio;open_interest_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_48_0d792bd1fb56,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(mark_index_ratio))",48,mark_index_ratio;open_interest_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_24_b3d2d52449ee,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(premium_index))",24,open_interest_change_24h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_48_c7aaf7573125,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(premium_index))",48,open_interest_change_24h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_24_a18006b36a89,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(ret_24))",24,open_interest_change_24h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_48_af7fcffe4e62,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(ret_24))",48,open_interest_change_24h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_24_d013679182fd,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",24,open_interest_change_24h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_48_fc0522ccb4ef,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",48,open_interest_change_24h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_24_88ab231b3cdb,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",24,latest_known_funding_rate;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_48_1cdb1b410d72,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",48,latest_known_funding_rate;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_24_053a727dc1ad,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",24,mark_index_ratio;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_48_522f0a3a84f8,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",48,mark_index_ratio;open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_24_63cbf3fd4e01,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",24,open_interest_change_4h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_48_be1ca6dc6554,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",48,open_interest_change_4h;premium_index,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_24_3b072c43451f,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",24,open_interest_change_4h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_48_077caa969d5f,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",48,open_interest_change_4h;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F1_oi_market_interaction_24_9125b4e3f906,crypto_a7s2m_metrics_registry_diagnostic,F1_oi_market_interaction,oi_x_market,"Mul(ZScore(open_interest_change_4h),Rank(taker_imbalance))",24,open_interest_change_4h;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_12_e16814415ebd,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(global_long_short_account_ratio_change_24h)),12,global_long_short_account_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_24_522df21bfa55,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(global_long_short_account_ratio_change_24h)),24,global_long_short_account_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,global_long_short_account_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_12_9841d4cc2b13,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),12,global_long_short_account_ratio_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,global_long_short_account_ratio_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,global_long_short_account_ratio_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_12_7c5c20b369e8,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_account_ratio_change_24h)),12,top_long_short_account_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_24_9142b697752b,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_account_ratio_change_24h)),24,top_long_short_account_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_48_ce25185d86ca,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_account_ratio_change_24h)),48,top_long_short_account_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_12_10da0306ee68,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),12,top_long_short_account_ratio_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_24_d8e2d6b4a540,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),24,top_long_short_account_ratio_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_48_de23f8de2185,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,top_long_short_account_ratio_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_12_26140bfb7067,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_position_ratio_change_24h)),12,top_long_short_position_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_24_32bf3ccfa303,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_position_ratio_change_24h)),24,top_long_short_position_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_48_9a066e680636,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_position_ratio_change_24h)),48,top_long_short_position_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_12_8b137234479a,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),12,top_long_short_position_ratio_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_24_848034a6d360,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),24,top_long_short_position_ratio_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_48_d6b6e99b1351,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_contrarian,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),48,top_long_short_position_ratio_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F2_crowding_positioning_12_a76902f30c5b,crypto_a7s2m_metrics_registry_diagnostic,F2_crowding_positioning,crowding_horizon_spread,"HorizonSpread(global_long_short_account_ratio_change_24h,12,48)",12,global_long_short_account_ratio_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F3_metrics_taker_divergence_12_586861f1b021,crypto_a7s2m_metrics_registry_diagnostic,F3_metrics_taker_divergence,metrics_taker_x_state,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_12))",12,open_interest_x_taker_imbalance;ret_12,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F3_metrics_taker_divergence_24_5badd2fb793e,crypto_a7s2m_metrics_registry_diagnostic,F3_metrics_taker_divergence,metrics_taker_x_state,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_12))",24,open_interest_x_taker_imbalance;ret_12,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F3_metrics_taker_divergence_48_20316fe6faa1,crypto_a7s2m_metrics_registry_diagnostic,F3_metrics_taker_divergence,metrics_taker_x_state,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_12))",48,open_interest_x_taker_imbalance;ret_12,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F3_metrics_taker_divergence_12_6f61f132c356,crypto_a7s2m_metrics_registry_diagnostic,F3_metrics_taker_divergence,metrics_taker_x_state,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_24))",12,open_interest_x_taker_imbalance;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F3_metrics_taker_divergence_24_db5c7c3c15d7,crypto_a7s2m_metrics_registry_diagnostic,F3_metrics_taker_divergence,metrics_taker_x_state,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_24))",24,open_interest_x_taker_imbalance;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F3_metrics_taker_divergence_48_3e1d185d9e88,crypto_a7s2m_metrics_registry_diagnostic,F3_metrics_taker_divergence,metrics_taker_x_state,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_24))",48,open_interest_x_taker_imbalance;ret_24,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
a7s2m_F3_metrics_taker_divergence_12_07a0b54b2991,crypto_a7s2m_metrics_registry_diagnostic,F3_metrics_taker_divergence,metrics_taker_x_state,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(taker_imbalance))",12,open_interest_x_taker_imbalance;taker_imbalance,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE
