candidate_id,production_family,expression,horizon,validation_net10,recent_net10,recent_net20,lag1_recent_net10,may_net10_stress_only,may_active_hours,max_control_validation_net10,max_control_recent_net10,dominates_controls,control_val_recent_positive_count,a7s2m_label,derived_feature_id,source_fields,required_negative_controls,label_order
a7s2m_F1_oi_market_interaction_24_b3d2d52449ee,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(premium_index))",24,-1.1578933091728834,-3.1465737010632457,-5.040740367729912,-3.00327889101351,-0.5584859720768994,480.0,2.2261738886809503,3.1938098434080073,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,open_interest_change_24h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F1_oi_market_interaction_24_0586783664c6,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(latest_known_funding_rate))",24,-1.6917206779363863,-4.120511850307637,-5.193345183640969,-4.025069591642417,-0.9572346897393655,480.0,2.7660974027003804,2.904347053656051,0,2,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,latest_known_funding_rate;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F1_oi_market_interaction_24_a18006b36a89,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(ret_24))",24,-0.7699060526161485,-4.107084073716614,-5.309750740383281,-4.051685934124733,-0.34589586070724104,480.0,2.5821306242755284,2.6747385778515014,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,open_interest_change_24h;ret_24,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F1_oi_market_interaction_24_d013679182fd,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",24,-2.5739570776007272,-4.201727327111342,-6.410060660444676,-4.0459110459336,-0.3831316285134527,480.0,0.4015270796116859,1.9419671877226552,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,open_interest_change_24h;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F1_oi_market_interaction_48_0d792bd1fb56,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(mark_index_ratio))",48,-5.993502511040914,-4.9600572704400445,-6.765557270440043,-5.0951787286400645,1.4573467005880691,456.0,3.706502511040912,1.3490572704400432,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,mark_index_ratio;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F1_oi_market_interaction_48_c7aaf7573125,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(premium_index))",48,-5.990292790588357,-5.21519024968289,-7.109356916349558,-5.178470909140555,1.3603999922759575,456.0,3.5796261239216896,1.4268569163495566,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,open_interest_change_24h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F1_oi_market_interaction_48_d8dc0148461e,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(latest_known_funding_rate))",48,-4.513412364351876,-1.4924279087217363,-2.5652612420550684,-1.6234408332928338,2.071366127572354,456.0,4.2937845027324135,-0.6532387579449317,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,latest_known_funding_rate;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F1_oi_market_interaction_24_88ab231b3cdb,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",24,-1.2190707598341828,-0.46713942669677944,-2.822472760030112,-0.4544979642252289,0.29559501610457467,480.0,-1.6506741530595532,-2.958489162057331,1,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,latest_known_funding_rate;open_interest_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,1.1173405427942373,1.3892684423591992,0.5632684423591989,1.3780412658695183,0.7302147525659566,456.0,-0.6396649517026951,-0.08778662939645399,1,0,A7S2M_RESEARCH_CLUE_FOR_FORENSIC,crowding_contrarian,global_long_short_account_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip,0
a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,0.5036624592278063,0.9488994325912348,0.12289943259123481,1.055995454274282,0.588787104837132,480.0,-0.4212043833053596,-0.1962033629255766,1,0,A7S2M_RESEARCH_CLUE_FOR_FORENSIC,crowding_contrarian,global_long_short_account_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip,0
a7s2m_F2_crowding_positioning_12_8b137234479a,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),12,0.326745831216924,3.480563834566862,2.6667305012335283,3.2553902175810947,-0.5317680172431345,492.0,-1.1789870629133345,0.4410501479127593,1,0,A7S2M_NEAR_MISS_MAY_STRESS_FAIL,crowding_contrarian,top_long_short_position_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip,1
a7s2m_F2_crowding_positioning_12_a76902f30c5b,F2_crowding_positioning,"HorizonSpread(global_long_short_account_ratio_change_24h,12,48)",12,0.8575732992613745,-0.9664830837242983,-1.4568164170576312,-0.7840931585276577,0.050288310835845285,492.0,0.16132454986383582,0.18812341601589747,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,crowding_horizon_spread,global_long_short_account_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F2_crowding_positioning_48_de23f8de2185,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,-0.47663574696997835,-1.0253552484077446,-1.8751885817410783,-1.1521736872809556,-0.7188690004453283,456.0,1.8055411834364565,0.8171906642122639,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,crowding_contrarian,top_long_short_account_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,-4.8173766289786135,-4.214673795947781,-5.355507129281114,-4.171568136503028,-0.07475745092153063,456.0,3.13904329564528,1.9330071292811135,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,crowding_contrarian,global_long_short_account_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F2_crowding_positioning_12_26140bfb7067,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),12,-1.6997938447908514,-5.2404711986524095,-6.398471198652409,-4.8968781161532995,-0.013662647675992123,492.0,0.4669793128211503,2.9244711986524097,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,crowding_contrarian,top_long_short_position_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F2_crowding_positioning_48_9a066e680636,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),48,-3.487052705338405,10.085747596035429,8.927747596035429,9.500623960459915,-0.8201352597782614,456.0,2.064052705338404,2.568024276331837,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_position_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F2_crowding_positioning_48_d6b6e99b1351,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),48,-3.4821820799808245,7.7243237212208715,6.910490387887538,7.121800023186623,-2.62671867612135,456.0,2.475182079980824,-0.27799312500887874,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_position_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F3_metrics_taker_divergence_48_20316fe6faa1,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_12))",48,-3.9630518625740367,-4.795926605136334,-9.849426605136335,-4.736444574583922,-0.5461049692053301,456.0,-2.143948137425964,-4.297297511632947,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_12,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F3_metrics_taker_divergence_48_59ee09a1fab4,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(taker_imbalance))",48,-3.3977635899311576,-4.696228775946587,-9.948062109279919,-4.625817520074971,-1.1083193081383869,456.0,-2.4462193690553713,-3.8268708314280984,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F3_metrics_taker_divergence_12_97a546fc5f6a,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_4h),Rank(ret_12))",12,-2.7950740750109775,-4.971987130361203,-10.03865379702787,-5.023320936471128,-0.44157364276178673,492.0,-2.9223409471593293,-4.873525340404745,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,ret_12;taker_buy_sell_volume_ratio_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F3_metrics_taker_divergence_12_cd0591ccd5ce,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(ret_12))",12,-2.2518228783294036,-4.978491728786409,-10.057325062119743,-5.009643911032586,-0.08422140959370576,492.0,-2.0371897346376744,-4.85514998238402,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,ret_12;taker_buy_sell_volume_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F3_metrics_taker_divergence_48_3e1d185d9e88,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_24))",48,-4.681275369560424,-5.057033229231306,-10.097033229231304,-4.882510304264721,-0.6737526215376836,456.0,-1.4090579637729093,-4.819261259647021,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_24,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F3_metrics_taker_divergence_12_6f61f132c356,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_24))",12,-2.4352968107328437,-5.143339943386466,-10.183339943386464,-5.135996665598649,-0.5267949749438848,492.0,-2.5468424085537524,-4.592982698321274,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_24,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F3_metrics_taker_divergence_24_b5053aece0c1,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_24h),Rank(ret_12))",24,-1.960777468774342,-5.165930493850944,-10.244763827184277,-4.976433328841816,-0.12582843102473315,480.0,-2.0232512210425244,-4.698568913731922,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,ret_12;taker_buy_sell_volume_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F3_metrics_taker_divergence_12_586861f1b021,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_12))",12,-2.6362637657810786,-5.231888884959854,-10.285388884959854,-5.336861548272802,-0.5155877242859559,492.0,-3.121025792675673,-4.361971152872027,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_12,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F3_metrics_taker_divergence_24_5badd2fb793e,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_12))",24,-3.394170175701542,-5.282334227372657,-10.335834227372658,-4.97902065868815,-0.5507146168355869,480.0,-2.314857924880768,-3.7585461621394574,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_12,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F4_metrics_basis_funding_interaction_24_00eb658682c8,F4_metrics_basis_funding_interaction,"Mul(Rank(global_long_short_account_ratio_zscore_168h),ZScore(latest_known_funding_rate))",24,1.0502706705447946,4.8866509859472025,4.039150985947202,4.647874605486681,-0.5542473596296373,480.0,0.9082429173087878,2.747084132336007,1,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,global_long_short_account_ratio_zscore_168h;latest_known_funding_rate,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F4_metrics_basis_funding_interaction_24_3afe76506b84,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_value_zscore_168h),ZScore(latest_known_funding_rate))",24,1.5299069297373786,4.735150903225465,4.010817569892131,4.677014068143971,-0.6481138466975762,480.0,0.910904423714342,4.289297180077706,1,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,latest_known_funding_rate;open_interest_value_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F4_metrics_basis_funding_interaction_24_286b76ebac18,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_zscore_168h),ZScore(latest_known_funding_rate))",24,1.17445655179835,4.339266793361243,3.63243346002791,4.289655399705123,-0.7435823181330978,480.0,1.2124382223020873,3.8399471919000323,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,latest_known_funding_rate;open_interest_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F4_metrics_basis_funding_interaction_24_4e77e72b1fa5,F4_metrics_basis_funding_interaction,"Mul(Rank(global_long_short_account_ratio_change_24h),ZScore(latest_known_funding_rate))",24,0.3374308348057766,3.4608379269164855,2.4783379269164865,3.2382189483253727,-0.5034508105894854,480.0,1.7469516553681241,1.2497614560772046,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,global_long_short_account_ratio_change_24h;latest_known_funding_rate,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F4_metrics_basis_funding_interaction_24_861eddbf5525,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_change_24h),ZScore(latest_known_funding_rate))",24,0.5533849663478687,2.6906370294413944,1.8379703627747286,2.5910068189801954,-1.296496012012244,480.0,2.4768054964538138,1.844321365015086,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,latest_known_funding_rate;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F4_metrics_basis_funding_interaction_24_6af51c38ea86,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_change_4h),ZScore(latest_known_funding_rate))",24,1.4070866560169242,2.9488900161495755,1.5223900161495758,2.834675317133312,-0.9910110747195138,480.0,1.1919200972098023,0.75590784829881,1,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,latest_known_funding_rate;open_interest_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F4_metrics_basis_funding_interaction_24_1defa1277503,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_value_change_24h),ZScore(latest_known_funding_rate))",24,0.7285367377223153,2.39397041546309,1.5174704154630914,2.212410334732267,-0.9550884951129568,480.0,3.0190715486522217,1.4819043504505598,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,metrics_x_basis_funding,latest_known_funding_rate;open_interest_value_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,5
a7s2m_F4_metrics_basis_funding_interaction_24_36212565b29a,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_change_24h),ZScore(mark_index_ratio))",24,1.2124850100834452,-0.0559030110718618,-3.269569677738528,-0.24919600174541046,-0.9555481256841488,480.0,-0.5321532792370314,-2.1644882581594067,1,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,mark_index_ratio;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
a7s2m_F4_metrics_basis_funding_interaction_24_97ce54226a6e,F4_metrics_basis_funding_interaction,"Mul(Rank(open_interest_value_change_24h),ZScore(mark_index_ratio))",24,0.8058339540068002,-0.38848675129649396,-3.6369867512964937,-0.6770557274226939,-0.5801486304527258,480.0,-0.17550526866344673,-1.4248476183848646,1,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_x_basis_funding,mark_index_ratio;open_interest_value_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip,6
