split,rows,active_hours,mean_ic,net_sum_10bps,net_sum_20bps,turnover_mean,gross_exposure_mean,lag1_net_sum_10bps,lag1_net_sum_20bps,lag1_active_hours,candidate_id,base_candidate_id,object_type,control_mode,production_family,expression,horizon,orientation,base_train_ic_for_orientation
validation_2025H1,4344,4344,-0.01633717137015895,-2.220542580474897,-3.0597092471415634,0.1931783302639656,1.0,-2.3463473411831726,-3.185680674516506,4344,a7s2m_F2_crowding_positioning_12_e16814415ebd,a7s2m_F2_crowding_positioning_12_e16814415ebd,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),12,1.0,0.006897829252199364
recent_oos_2025H2_2026Apr,7296,7294,0.0074431637726189,-0.8244636311388173,-1.9652969644721505,0.1563642178362573,0.9997258771929824,-0.9989164274070867,-2.1397497607404192,7294,a7s2m_F2_crowding_positioning_12_e16814415ebd,a7s2m_F2_crowding_positioning_12_e16814415ebd,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),12,1.0,0.006897829252199364
fresh_may_2026,505,492,0.03371425322644848,0.06526264716467656,-0.00040401950199003833,0.13003300330033005,0.9742574257425742,-0.014704953023544465,-0.08053828635687776,492,a7s2m_F2_crowding_positioning_12_e16814415ebd,a7s2m_F2_crowding_positioning_12_e16814415ebd,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),12,1.0,0.006897829252199364
train_2024,8774,8750,0.007158463972504034,3.7778571206664058,2.2771904539997396,0.17103563559000073,0.9972646455436517,3.2154977979029433,1.715164464569612,8749,a7s2m_F2_crowding_positioning_24_522df21bfa55,a7s2m_F2_crowding_positioning_24_522df21bfa55,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),24,1.0,0.007158463972504034
validation_2025H1,4344,4344,-0.019595612304574562,-3.553955531250025,-4.393122197916691,0.1931783302639656,1.0,-3.6584039565172786,-4.497737289850612,4344,a7s2m_F2_crowding_positioning_24_522df21bfa55,a7s2m_F2_crowding_positioning_24_522df21bfa55,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),24,1.0,0.007158463972504034
recent_oos_2025H2_2026Apr,7296,7294,0.003178769667722731,-2.2410969129814204,-3.381930246314753,0.1563642178362573,0.9997258771929824,-2.513087238670081,-3.6539205720034147,7294,a7s2m_F2_crowding_positioning_24_522df21bfa55,a7s2m_F2_crowding_positioning_24_522df21bfa55,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),24,1.0,0.007158463972504034
fresh_may_2026,505,480,-0.004414923011999439,-0.2725314849058027,-0.33619815157246935,0.12607260726072608,0.9504950495049505,-0.37535492282646177,-0.4388549228264619,480,a7s2m_F2_crowding_positioning_24_522df21bfa55,a7s2m_F2_crowding_positioning_24_522df21bfa55,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),24,1.0,0.007158463972504034
train_2024,8774,8750,0.01562837162837169,13.534274036291992,12.033607369625324,0.17103563559000073,0.9972646455436517,13.577640803452402,12.07730747011907,8749,a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,1.0,0.01562837162837169
validation_2025H1,4344,4344,-0.027852902162294357,-4.8173766289786135,-5.65654329564528,0.1931783302639656,1.0,-5.05482783937134,-5.894161172704672,4344,a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,1.0,0.01562837162837169
recent_oos_2025H2_2026Apr,7296,7294,-0.0020555260478484403,-4.214673795947781,-5.355507129281114,0.1563642178362573,0.9997258771929824,-4.171568136503028,-5.312401469836361,7294,a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,1.0,0.01562837162837169
fresh_may_2026,505,456,-3.0671083302571125e-05,-0.07475745092153063,-0.13425745092153069,0.11782178217821782,0.902970297029703,-0.0583177012842242,-0.1176510346175576,456,a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,1.0,0.01562837162837169
train_2024,8774,8751,0.0019406492598430004,3.846251070201798,2.753417736868465,0.12455360534913759,0.9973786186459995,3.437505298320109,2.3448386316534435,8750,a7s2m_F2_crowding_positioning_12_9841d4cc2b13,a7s2m_F2_crowding_positioning_12_9841d4cc2b13,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),12,1.0,0.0019406492598430004
validation_2025H1,4344,4344,-0.021892582922390137,-1.3752855467577976,-2.031785546757798,0.1511279926335175,1.0,-1.476122715492127,-2.13245604882546,4344,a7s2m_F2_crowding_positioning_12_9841d4cc2b13,a7s2m_F2_crowding_positioning_12_9841d4cc2b13,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),12,1.0,0.0019406492598430004
recent_oos_2025H2_2026Apr,7296,7294,-0.008489211646854594,-1.4932865943272369,-2.3192865943272363,0.11321271929824561,0.9997258771929824,-1.404738979387726,-2.2310723127210594,7294,a7s2m_F2_crowding_positioning_12_9841d4cc2b13,a7s2m_F2_crowding_positioning_12_9841d4cc2b13,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),12,1.0,0.0019406492598430004
fresh_may_2026,505,492,-0.01924498265961674,-0.2945192632097129,-0.33485259654304633,0.07986798679867986,0.9742574257425742,-0.30583974229845523,-0.3460064089651219,492,a7s2m_F2_crowding_positioning_12_9841d4cc2b13,a7s2m_F2_crowding_positioning_12_9841d4cc2b13,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),12,1.0,0.0019406492598430004
train_2024,8774,8751,-0.0038452153301716937,-7.938514890641604,-9.031348223974936,0.12455360534913759,0.9973786186459995,-7.227961482719688,-8.320628149386353,8750,a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,-1.0,-0.0038452153301716937
validation_2025H1,4344,4344,-0.03234113783047935,0.5036624592278063,-0.15283754077219291,0.1511279926335175,1.0,0.6691078833577069,0.012774550024373443,4344,a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,-1.0,-0.0038452153301716937
recent_oos_2025H2_2026Apr,7296,7294,-0.018039033255736362,0.9488994325912348,0.12289943259123481,0.11321271929824561,0.9997258771929824,1.055995454274282,0.22966212094094896,7294,a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,-1.0,-0.0038452153301716937
fresh_may_2026,505,480,-0.041054625333648766,0.588787104837132,0.5504537715037987,0.0759075907590759,0.9504950495049505,0.6151074325358712,0.5769407658692045,480,a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,-1.0,-0.0038452153301716937
train_2024,8774,8751,-0.0005114300623384834,-11.386005953173413,-12.478839286506744,0.12455360534913759,0.9973786186459995,-11.045969596027325,-12.138636262693993,8750,a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,-1.0,-0.0005114300623384834
validation_2025H1,4344,4344,-0.04272431068011173,1.1173405427942373,0.4608405427942368,0.1511279926335175,1.0,1.2058161409745098,0.5494828076411757,4344,a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,-1.0,-0.0005114300623384834
recent_oos_2025H2_2026Apr,7296,7294,-0.012173047681684862,1.3892684423591992,0.5632684423591989,0.11321271929824561,0.9997258771929824,1.3780412658695183,0.5517079325361849,7294,a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,-1.0,-0.0005114300623384834
fresh_may_2026,505,456,-0.037035333087964556,0.7302147525659566,0.6932147525659563,0.07326732673267326,0.902970297029703,0.7169020603232042,0.6799020603232042,456,a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,candidate,original,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,-1.0,-0.0005114300623384834
train_2024,8774,8750,-0.0008871843319367332,-5.427908368111126,-7.062575034777791,0.1863080313046121,0.9972646455436517,-5.298482160801428,-6.932982160801428,8749,a7s2m_F2_crowding_positioning_12_7c5c20b369e8,a7s2m_F2_crowding_positioning_12_7c5c20b369e8,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),12,-1.0,-0.0008871843319367332
validation_2025H1,4344,4344,-0.0077455627166445355,-0.17302365120415275,-1.0765236512041527,0.20798802946592998,1.0,-0.21476051297242904,-1.1182605129724288,4344,a7s2m_F2_crowding_positioning_12_7c5c20b369e8,a7s2m_F2_crowding_positioning_12_7c5c20b369e8,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),12,-1.0,-0.0008871843319367332
recent_oos_2025H2_2026Apr,7296,7292,0.011897843985906079,-1.3295182236097942,-2.502351556943128,0.160750182748538,0.9994517543859649,-1.2110504636277701,-2.38405046362777,7292,a7s2m_F2_crowding_positioning_12_7c5c20b369e8,a7s2m_F2_crowding_positioning_12_7c5c20b369e8,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),12,-1.0,-0.0008871843319367332
fresh_may_2026,505,492,0.045170276877593965,-0.27511647699937875,-0.33944981033271215,0.12739273927392739,0.9742574257425742,-0.2413164817171724,-0.30548314838383905,492,a7s2m_F2_crowding_positioning_12_7c5c20b369e8,a7s2m_F2_crowding_positioning_12_7c5c20b369e8,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),12,-1.0,-0.0008871843319367332
train_2024,8774,8750,0.000671751386230188,2.1346477613274675,0.4999810946608012,0.1863080313046121,0.9972646455436517,1.9093779325386633,0.27487793253866233,8749,a7s2m_F2_crowding_positioning_24_9142b697752b,a7s2m_F2_crowding_positioning_24_9142b697752b,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),24,1.0,0.000671751386230188
validation_2025H1,4344,4344,-0.014510219610288139,-3.354355126163297,-4.257855126163296,0.20798802946592998,1.0,-3.4613143695647635,-4.364814369564764,4344,a7s2m_F2_crowding_positioning_24_9142b697752b,a7s2m_F2_crowding_positioning_24_9142b697752b,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),24,1.0,0.000671751386230188
recent_oos_2025H2_2026Apr,7296,7292,0.009059741600560776,-1.5434529596424158,-2.7162862929757488,0.160750182748538,0.9994517543859649,-1.7310054505230925,-2.904005450523091,7292,a7s2m_F2_crowding_positioning_24_9142b697752b,a7s2m_F2_crowding_positioning_24_9142b697752b,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),24,1.0,0.000671751386230188
fresh_may_2026,505,480,0.005644336490915854,-0.11020939978878569,-0.17320939978878552,0.12475247524752475,0.9504950495049505,-0.18832674351042922,-0.25132674351042916,480,a7s2m_F2_crowding_positioning_24_9142b697752b,a7s2m_F2_crowding_positioning_24_9142b697752b,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),24,1.0,0.000671751386230188
train_2024,8774,8750,0.01292627372627379,12.917096827225421,11.282430160558755,0.1863080313046121,0.9972646455436517,13.128294380929926,11.493794380929927,8749,a7s2m_F2_crowding_positioning_48_ce25185d86ca,a7s2m_F2_crowding_positioning_48_ce25185d86ca,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),48,1.0,0.01292627372627379
validation_2025H1,4344,4344,-0.01902310396785528,-3.3095297592095365,-4.213029759209537,0.20798802946592998,1.0,-3.162525830484306,-4.066025830484305,4344,a7s2m_F2_crowding_positioning_48_ce25185d86ca,a7s2m_F2_crowding_positioning_48_ce25185d86ca,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),48,1.0,0.01292627372627379
recent_oos_2025H2_2026Apr,7296,7292,0.012076650721741298,-2.1003232121410997,-3.2731565454744334,0.160750182748538,0.9994517543859649,-2.2391833313993823,-3.412183331399381,7292,a7s2m_F2_crowding_positioning_48_ce25185d86ca,a7s2m_F2_crowding_positioning_48_ce25185d86ca,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),48,1.0,0.01292627372627379
fresh_may_2026,505,456,0.01117960986382038,0.1970553267855833,0.13772199345225,0.11749174917491748,0.902970297029703,0.21768806553606612,0.15852139886939964,456,a7s2m_F2_crowding_positioning_48_ce25185d86ca,a7s2m_F2_crowding_positioning_48_ce25185d86ca,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),48,1.0,0.01292627372627379
train_2024,8774,8751,0.003752981918815363,3.4968156233455927,2.3619822900122602,0.12934047564774712,0.9973786186459995,3.4522601244181335,2.3174267910848005,8750,a7s2m_F2_crowding_positioning_12_10da0306ee68,a7s2m_F2_crowding_positioning_12_10da0306ee68,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),12,1.0,0.003752981918815363
validation_2025H1,4344,4344,-0.004294900661319837,-1.1036783305834708,-1.7618449972501369,0.15151166359729892,1.0,-1.2503220489847933,-1.9084887156514596,4344,a7s2m_F2_crowding_positioning_12_10da0306ee68,a7s2m_F2_crowding_positioning_12_10da0306ee68,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),12,1.0,0.003752981918815363
recent_oos_2025H2_2026Apr,7296,7294,0.0007065097751699236,-0.3156595263423019,-1.1654928596756347,0.11647934941520467,0.9997258771929824,-0.4796117408568985,-1.3294450741902317,7294,a7s2m_F2_crowding_positioning_12_10da0306ee68,a7s2m_F2_crowding_positioning_12_10da0306ee68,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),12,1.0,0.003752981918815363
fresh_may_2026,505,492,0.0009096594462448616,-0.13532398553875985,-0.17782398553875986,0.08415841584158416,0.9742574257425742,-0.11667075452162864,-0.1591707545216287,492,a7s2m_F2_crowding_positioning_12_10da0306ee68,a7s2m_F2_crowding_positioning_12_10da0306ee68,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),12,1.0,0.003752981918815363
train_2024,8774,8751,0.0014416887370964128,5.936173828908258,4.801340495574923,0.12934047564774712,0.9973786186459995,5.61671080070326,4.481877467369928,8750,a7s2m_F2_crowding_positioning_24_d8e2d6b4a540,a7s2m_F2_crowding_positioning_24_d8e2d6b4a540,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),24,1.0,0.0014416887370964128
validation_2025H1,4344,4344,-0.011404002904960294,-1.0645723030800465,-1.7227389697467135,0.15151166359729892,1.0,-1.0784815592198465,-1.7366482258865126,4344,a7s2m_F2_crowding_positioning_24_d8e2d6b4a540,a7s2m_F2_crowding_positioning_24_d8e2d6b4a540,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),24,1.0,0.0014416887370964128
recent_oos_2025H2_2026Apr,7296,7294,-0.0012635847400242115,-1.4660275829848972,-2.3158609163182304,0.11647934941520467,0.9997258771929824,-1.6544892926929968,-2.5043226260263296,7294,a7s2m_F2_crowding_positioning_24_d8e2d6b4a540,a7s2m_F2_crowding_positioning_24_d8e2d6b4a540,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),24,1.0,0.0014416887370964128
fresh_may_2026,505,480,-0.021051507285895398,-0.18730407482875927,-0.22730407482875925,0.07920792079207921,0.9504950495049505,-0.24841393500386383,-0.2884139350038639,480,a7s2m_F2_crowding_positioning_24_d8e2d6b4a540,a7s2m_F2_crowding_positioning_24_d8e2d6b4a540,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),24,1.0,0.0014416887370964128
train_2024,8774,8751,0.008711891468147949,12.50746778919602,11.372634455862686,0.12934047564774712,0.9973786186459995,12.351413568714518,11.216580235381185,8750,a7s2m_F2_crowding_positioning_48_de23f8de2185,a7s2m_F2_crowding_positioning_48_de23f8de2185,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,1.0,0.008711891468147949
validation_2025H1,4344,4344,-0.011878775000321926,-0.47663574696997835,-1.1348024136366448,0.15151166359729892,1.0,-0.3953149244762394,-1.0534815911429056,4344,a7s2m_F2_crowding_positioning_48_de23f8de2185,a7s2m_F2_crowding_positioning_48_de23f8de2185,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,1.0,0.008711891468147949
recent_oos_2025H2_2026Apr,7296,7294,0.012615982865503089,-1.0253552484077446,-1.8751885817410783,0.11647934941520467,0.9997258771929824,-1.1521736872809556,-2.002007020614288,7294,a7s2m_F2_crowding_positioning_48_de23f8de2185,a7s2m_F2_crowding_positioning_48_de23f8de2185,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,1.0,0.008711891468147949
fresh_may_2026,505,456,-0.028662127346337787,-0.7188690004453283,-0.7572023337786616,0.0759075907590759,0.902970297029703,-0.7469502820323182,-0.7852836153656515,456,a7s2m_F2_crowding_positioning_48_de23f8de2185,a7s2m_F2_crowding_positioning_48_de23f8de2185,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,1.0,0.008711891468147949
train_2024,8774,8750,-0.0041424034336632835,0.778661494726334,-0.5295051719403323,0.1490958133880404,0.9972646455436517,1.14344321366523,-0.16439011966810235,8749,a7s2m_F2_crowding_positioning_12_26140bfb7067,a7s2m_F2_crowding_positioning_12_26140bfb7067,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),12,-1.0,-0.0041424034336632835
validation_2025H1,4344,4344,0.021214904445035505,-1.6997938447908514,-2.411293844790851,0.1637891344383057,1.0,-1.544572330053495,-2.2562389967201613,4344,a7s2m_F2_crowding_positioning_12_26140bfb7067,a7s2m_F2_crowding_positioning_12_26140bfb7067,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),12,-1.0,-0.0041424034336632835
recent_oos_2025H2_2026Apr,7296,7294,0.030651607615382312,-5.2404711986524095,-6.398471198652409,0.15871710526315788,0.9997258771929824,-4.8968781161532995,-6.055044782819966,7294,a7s2m_F2_crowding_positioning_12_26140bfb7067,a7s2m_F2_crowding_positioning_12_26140bfb7067,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),12,-1.0,-0.0041424034336632835
fresh_may_2026,505,492,-0.04708908977201659,-0.013662647675992123,-0.09632931434265873,0.16369636963696368,0.9742574257425742,0.014599031650297023,-0.06806763501636967,492,a7s2m_F2_crowding_positioning_12_26140bfb7067,a7s2m_F2_crowding_positioning_12_26140bfb7067,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),12,-1.0,-0.0041424034336632835
train_2024,8774,8750,-0.004338193620678473,2.676557671736584,1.3683910050699162,0.1490958133880404,0.9972646455436517,2.936089092772811,1.6282557594394773,8749,a7s2m_F2_crowding_positioning_24_32bf3ccfa303,a7s2m_F2_crowding_positioning_24_32bf3ccfa303,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),24,-1.0,-0.004338193620678473
validation_2025H1,4344,4344,0.030471332862251028,0.04306017215196967,-0.6684398278480299,0.1637891344383057,1.0,0.2427410108637469,-0.46892565580292045,4344,a7s2m_F2_crowding_positioning_24_32bf3ccfa303,a7s2m_F2_crowding_positioning_24_32bf3ccfa303,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),24,-1.0,-0.004338193620678473
recent_oos_2025H2_2026Apr,7296,7294,0.02221374286310721,-8.128682403336821,-9.286682403336822,0.15871710526315788,0.9997258771929824,-7.724544658311237,-8.882711324977905,7294,a7s2m_F2_crowding_positioning_24_32bf3ccfa303,a7s2m_F2_crowding_positioning_24_32bf3ccfa303,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),24,-1.0,-0.004338193620678473
fresh_may_2026,505,480,-0.027615489061344964,-0.02989580486940624,-0.11056247153607296,0.15973597359735972,0.9504950495049505,-0.006514425638564303,-0.08684775897189778,480,a7s2m_F2_crowding_positioning_24_32bf3ccfa303,a7s2m_F2_crowding_positioning_24_32bf3ccfa303,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),24,-1.0,-0.004338193620678473
train_2024,8774,8750,0.006615784215784279,-0.06836458749007823,-1.376531254156744,0.1490958133880404,0.9972646455436517,-0.18314870527368132,-1.4909820386070134,8749,a7s2m_F2_crowding_positioning_48_9a066e680636,a7s2m_F2_crowding_positioning_48_9a066e680636,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),48,1.0,0.006615784215784279
validation_2025H1,4344,4344,0.017426174194130072,-3.487052705338405,-4.198552705338404,0.1637891344383057,1.0,-3.488550684356097,-4.200217351022765,4344,a7s2m_F2_crowding_positioning_48_9a066e680636,a7s2m_F2_crowding_positioning_48_9a066e680636,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),48,1.0,0.006615784215784279
recent_oos_2025H2_2026Apr,7296,7294,0.029521342381227278,10.085747596035429,8.927747596035429,0.15871710526315788,0.9997258771929824,9.500623960459915,8.34245729379325,7294,a7s2m_F2_crowding_positioning_48_9a066e680636,a7s2m_F2_crowding_positioning_48_9a066e680636,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),48,1.0,0.006615784215784279
fresh_may_2026,505,456,-0.07351858667648134,-0.8201352597782614,-0.8956352597782613,0.1495049504950495,0.902970297029703,-0.878720778511034,-0.9542207785110337,456,a7s2m_F2_crowding_positioning_48_9a066e680636,a7s2m_F2_crowding_positioning_48_9a066e680636,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),48,1.0,0.006615784215784279
train_2024,8774,8751,0.017985901121738725,-0.6602739463965128,-1.517273946396513,0.09767494871210394,0.9973786186459995,-0.7418452163098923,-1.5988452163098932,8750,a7s2m_F2_crowding_positioning_12_8b137234479a,a7s2m_F2_crowding_positioning_12_8b137234479a,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),12,1.0,0.017985901121738725
validation_2025H1,4344,4344,0.013515978197557734,0.326745831216924,-0.1767541687830756,0.11590699815837938,1.0,0.30878097878606203,-0.19438568788060406,4344,a7s2m_F2_crowding_positioning_12_8b137234479a,a7s2m_F2_crowding_positioning_12_8b137234479a,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),12,1.0,0.017985901121738725
recent_oos_2025H2_2026Apr,7296,7294,0.026492967938501033,3.480563834566862,2.6667305012335283,0.11154513888888888,0.9997258771929824,3.2553902175810947,2.441556884247762,7294,a7s2m_F2_crowding_positioning_12_8b137234479a,a7s2m_F2_crowding_positioning_12_8b137234479a,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),12,1.0,0.017985901121738725
fresh_may_2026,505,492,-0.07200523054181585,-0.5317680172431345,-0.5729346839098012,0.08151815181518153,0.9742574257425742,-0.5101261610025409,-0.5516261610025408,492,a7s2m_F2_crowding_positioning_12_8b137234479a,a7s2m_F2_crowding_positioning_12_8b137234479a,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),12,1.0,0.017985901121738725
train_2024,8774,8751,0.01662974791400358,-0.48173118747458643,-1.3387311874745884,0.09767494871210394,0.9973786186459995,-0.6871769278135993,-1.544176927813599,8750,a7s2m_F2_crowding_positioning_24_848034a6d360,a7s2m_F2_crowding_positioning_24_848034a6d360,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),24,1.0,0.01662974791400358
validation_2025H1,4344,4344,0.010658514958905657,-0.7082963858110247,-1.2117963858110237,0.11590699815837938,1.0,-0.9634475730244514,-1.4666142396911184,4344,a7s2m_F2_crowding_positioning_24_848034a6d360,a7s2m_F2_crowding_positioning_24_848034a6d360,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),24,1.0,0.01662974791400358
recent_oos_2025H2_2026Apr,7296,7294,0.016887564955854716,5.854290041761512,5.040456708428178,0.11154513888888888,0.9997258771929824,5.465025448076918,4.6511921147435835,7294,a7s2m_F2_crowding_positioning_24_848034a6d360,a7s2m_F2_crowding_positioning_24_848034a6d360,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),24,1.0,0.01662974791400358
fresh_may_2026,505,480,-0.08323885342690342,-1.145287698341647,-1.18512103167498,0.07887788778877888,0.9504950495049505,-1.1546532149711857,-1.194486548304519,480,a7s2m_F2_crowding_positioning_24_848034a6d360,a7s2m_F2_crowding_positioning_24_848034a6d360,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),24,1.0,0.01662974791400358
train_2024,8774,8751,0.018966064218035487,4.145262866136416,3.2882628661364137,0.09767494871210394,0.9973786186459995,4.163974361389025,3.306974361389024,8750,a7s2m_F2_crowding_positioning_48_d6b6e99b1351,a7s2m_F2_crowding_positioning_48_d6b6e99b1351,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),48,1.0,0.018966064218035487
validation_2025H1,4344,4344,0.0017112261587400297,-3.4821820799808245,-3.985682079980823,0.11590699815837938,1.0,-3.692153520571778,-4.195320187238441,4344,a7s2m_F2_crowding_positioning_48_d6b6e99b1351,a7s2m_F2_crowding_positioning_48_d6b6e99b1351,candidate,original,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),48,1.0,0.018966064218035487
