object,bucket_field,bucket,hours,active_share_in_may,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,mean_turnover,mean_gross_exposure
FundingCore,funding_abs_mean_bucket,low,399,0.9068181818181819,399,-0.00013830949267532657,-1.2115911558358607,0.002638587498499058,-4.906056449859407,-9.187290660723422,0.39348370927318294,-0.0551854875774553,-0.14972894891113228,-0.05500008465101758,-0.13927847418165962,-0.008057718175704848,-0.006321749820381042,-0.0032728514205159604,-0.0002996965258937151,0.0038023206698343105,0.033909584567479306,0.49122807017543857
FundingCore,funding_abs_mean_bucket,mid,41,0.09318181818181819,41,-0.0010684396683958792,-9.359531495147902,0.002178578262777275,-45.90171275576749,-67.32530155979705,0.2682926829268293,-0.04380602640423105,-0.054241833360290724,-0.042973792747738604,-0.052884606251435984,-0.00457110857294351,-0.004449524880089045,-0.004086497543826868,-0.001142797368232032,0.001733804790626477,0.024999999999999998,0.5
FundingCore,funding_positive_share_bucket,high,50,0.11363636363636363,50,0.0009175840905474271,8.038036633195462,0.0015159883531997158,56.65028033073164,219.70232027820774,0.66,0.045879204527371355,-0.004909525128615956,0.04686711251661402,-0.004900166893257674,-0.0012637387390227316,-0.0012481642153851927,-0.001038765995427825,0.0006951290793856754,0.0039227526138206235,0.035765151515151514,0.5
FundingCore,funding_positive_share_bucket,low,333,0.7568181818181818,333,-0.00031088187404848294,-2.7233252166647106,0.002721737384381068,-10.690579211725769,-19.96958270014585,0.34534534534534533,-0.10352366405814482,-0.15213042290113532,-0.09946419316696564,-0.14135375174701814,-0.008057718175704848,-0.006412444030374062,-0.003531520776664616,-0.00038203059292608594,0.002557861411247266,0.03416370916370917,0.4894894894894895
FundingCore,funding_positive_share_bucket,mid,57,0.12954545454545455,57,-0.0007253869201914542,-6.354389420877139,0.00246012291935231,-27.59719653071648,-54.530388275870166,0.3508771929824561,-0.04134705445091289,-0.05708186987596482,-0.0406809738480679,-0.055571381427093836,-0.00457110857294351,-0.0044008914029472586,-0.0040315451859978466,-0.0012232753030905165,0.0040358771139590716,0.0243886230728336,0.5
FundingCore,funding_negative_share_bucket,high,390,0.8863636363636364,390,-0.0003714633807924557,-3.254019215741912,0.0026861030541510873,-12.943311089961135,-24.091115814740892,0.34615384615384615,-0.14487071850905772,-0.20870950583851974,-0.13609886677398897,-0.1886660377538687,-0.008057718175704848,-0.0063341172126528174,-0.0037842292841784478,-0.0004949599701914035,0.003454405848933257,0.032735042735042734,0.491025641025641
FundingCore,funding_negative_share_bucket,low,16,0.03636363636363636,16,-0.0003337675007424127,-2.9238033065035354,0.0007159003191231642,-43.635860412314145,-75.84646927485636,0.25,-0.005340280011878603,-0.005849597560893671,-0.00533075750902412,-0.005837148872091746,-0.0012637387390227316,-0.0012589710277051177,-0.001239900182434662,-0.00039889790301841216,0.0009881499838554914,0.052083333333333336,0.5
FundingCore,funding_negative_share_bucket,mid,34,0.07727272727272727,34,0.0015064554276249989,13.19654954599499,0.0014363343540137446,98.1641231427775,450.64011515141,0.8529411764705882,0.05121948453924996,-0.001394017644595815,0.05247761546835128,-0.0013934170987182082,-0.0007754504234683035,-0.0007703236521587763,-0.0004399986017646669,0.001367641539188104,0.004149561669663529,0.02808600713012478,0.5
FundingCore,basis_abs_mean_bucket,high,132,0.3,132,-0.00021570880907811313,-1.889609167524271,0.0023751521487298853,-8.50018737165176,-13.727156429913407,0.36363636363636365,-0.028473562798310932,-0.04963950922261401,-0.02843367835772692,-0.04853329226592151,-0.007341202253882067,-0.006470506448901615,-0.002916519978590074,-0.00028523528593594756,0.0038037431516444635,0.027212465564738296,0.49242424242424243
FundingCore,basis_abs_mean_bucket,low,36,0.08181818181818182,36,0.00031830290299470013,2.7883334302335734,0.0035749414155294592,8.333428688814903,16.30181010082952,0.5,0.011458904507809205,-0.021970600412484872,0.011297868717193182,-0.021769527108067788,-0.006319001510987314,-0.006113216108509689,-0.005048335729884096,9.730306442804043e-05,0.004116171845895187,0.03135521885521886,0.5
