object,component_id,candidate_id,horizon,rows,net_sum,net_mean,worst_hour_symbol,best_hour_symbol,gross_sum,funding_drag_sum,fee_drag_sum,turnover_sum,abs_position_sum,long_position_share,short_position_share,mean_funding_rate,mean_abs_funding_rate
Core4,crypto_a4_1h_004,crypto_a1_1h_12_price_funding_state_07c3e440d74b,12,5280,-0.16933351505592234,-3.3047134085855257e-05,-0.010388452309892734,0.023523447033026616,-0.13121885116703344,-0.007524225000000001,0.04612975586574435,46.12975586574435,854.0,0.24261363636363636,0.24261363636363636,1.888235037878788e-05,5.4410888257575765e-05
Core4,crypto_a4_1h_002,crypto_a1_1h_12_basis_funding_state_ff70353aad8e,12,5280,-0.15422487112884578,-3.009853066527045e-05,-0.010388452309892734,0.023523447033026616,-0.1018984541844013,-0.00775691638888889,0.0605742003101888,60.5742003101888,854.0,0.24261363636363636,0.24261363636363636,1.888235037878788e-05,5.4410888257575765e-05
FundingCore,funding_persistence_h12,fundingcore_persist_h12,12,5280,-0.14782158182632135,-2.88488645250432e-05,-0.010388452309892732,0.016969892545422152,-0.14377183102329102,-0.009651006772727273,0.014200757575757577,14.200757575757576,786.3333333333333,0.2109848484848485,0.23579545454545456,1.888235037878788e-05,5.4410888257575765e-05
FundingCore,funding_rate_h12,fundingcore_rate_h12,12,5280,-0.1205533709720356,-2.352719964325441e-05,-0.010388452309892732,0.02352344703302661,-0.1149053656841568,-0.00917775228787879,0.015325757575757578,15.325757575757576,854.0,0.24261363636363636,0.24261363636363636,1.888235037878788e-05,5.4410888257575765e-05
Core4,crypto_a4_1h_003,crypto_a1_1h_6_basis_funding_state_aa00f3501663,6,5280,-0.08986854160308308,-1.7295716243857406e-05,-0.005591678749551061,0.018837053249792637,-0.0668895791673977,-0.003179739136114003,0.026158701571799385,26.158701571799384,842.0,0.23920454545454545,0.23920454545454545,1.888235037878788e-05,5.4410888257575765e-05
FundingCore,funding_rate_h6,fundingcore_rate_h6,6,5280,-0.07524888135335735,-1.4482078782401336e-05,-0.006469279833349855,0.018837053249792637,-0.06563115314123613,-0.0052080293636363635,0.014825757575757577,14.825757575757576,866.0,0.24602272727272728,0.24602272727272728,1.888235037878788e-05,5.4410888257575765e-05
FundingCore,funding_persistence_h6,fundingcore_persist_h6,6,5280,-0.05134222177503111,-9.881105037534855e-06,-0.006469279833349855,0.018837053249792637,-0.04305763553260686,-0.0055828380000000006,0.013867424242424244,13.867424242424244,798.3333333333333,0.2143939393939394,0.23920454545454545,1.888235037878788e-05,5.4410888257575765e-05
Core4,crypto_a4_1h_001,crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,6,5280,-0.04796292691093501,-9.230740360072173e-06,-0.006469279833349857,0.018837053249792637,-0.016694440946788413,-0.004800646838973596,0.03606913280312019,36.06913280312019,866.0,0.24602272727272728,0.24602272727272728,1.888235037878788e-05,5.4410888257575765e-05
