candidate_id,production_family,expression,horizon,validation_net10,recent_net10,recent_net20,may_net10,max_control_validation_net10,max_control_recent_net10,dominates_controls,control_val_recent_positive_count,a7x3_label,derived_feature_id,source_fields,transform,paired_ablation_plan,label_order
a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,F0_slow_aggtrades_horizon,"HorizonSpread(agg_buy_notional_share,12,48)",48,-3.704947830455222,-6.038779072724878,-7.458279072724879,-0.3636677076892123,1.9539478304552198,3.199779072724875,0,2,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_buy_notional_share,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",48,-3.704947830455222,-6.038779072724878,-7.458279072724879,-0.3636677076892123,1.9539478304552198,3.199779072724875,0,2,A7X3_HOLD_CONTROL_CONTAMINATED,horizon_spread,agg_flow_imbalance_notional,horizon_spread,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(premium_index))",24,-4.408342047322687,-2.6163773450788783,-3.729377345078879,0.2158862286149999,3.024342047322686,0.39037734507887634,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_buy_notional_share;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(mark_index_ratio))",24,-4.68149405118496,-3.0986492845304423,-4.2081492845304425,0.21134382440367933,3.3614940511849576,0.8796492845304396,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_buy_notional_share;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F1_aggtrades_basis_interaction_24_ae7e6511450b,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,48)),Rank(premium_index))",24,-3.463499898399609,-4.398628118478303,-5.400628118478304,0.2034230212800598,2.2564998983996074,2.394628118478301,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F1_aggtrades_basis_interaction_24_6f7555ece84a,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,48)),Rank(mark_index_ratio))",24,-3.7992718645622237,-4.42566686118252,-5.41916686118252,0.22034924656078297,2.6342718645622227,2.438666861182518,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F1_aggtrades_basis_interaction_24_535713451cb5,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,12)),Rank(premium_index))",24,-1.6934337917213977,-4.564326059167838,-5.825826059167839,0.3954853491984524,0.19543379172139663,2.0413260591678357,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F1_aggtrades_basis_interaction_24_e50980a94af3,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,12)),Rank(mark_index_ratio))",24,-1.684669957274899,-4.606685809927523,-5.845185809927524,0.49661625289426886,0.16266995727489753,2.1296858099275218,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F1_aggtrades_basis_interaction_24_eae76c1c903b,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,24)),Rank(premium_index))",24,-2.702573505852924,-4.637884349817711,-5.706884349817711,0.31412468039201225,1.3305735058529218,2.4998843498177092,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F1_aggtrades_basis_interaction_24_0d9068bfa3ec,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,24)),Rank(mark_index_ratio))",24,-2.204100127692416,-4.757758979611993,-5.812258979611994,0.3509928539690436,0.8901001276924143,2.648758979611992,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_basis,agg_flow_accel_4h_vs_24h;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F1_aggtrades_basis_interaction_24_45e99316b43d,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,48)),Rank(premium_index))",24,-7.266568376519963,2.599793903916576,1.8032939039165758,0.09437990625664838,6.2645683765199625,-1.1274301050761162,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_cross_symbol_signed_flow_share;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F1_aggtrades_basis_interaction_24_12028162f8f2,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,48)),Rank(mark_index_ratio))",24,-7.3498406485396295,2.1265142773644943,1.3585142773644936,-0.012697679981553411,6.443840648539628,-1.6065168003544705,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_cross_symbol_signed_flow_share;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F1_aggtrades_basis_interaction_24_d9801523c462,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,24)),Rank(premium_index))",24,-4.4616790271201845,1.8206086738069642,0.7726086738069633,-0.11276564068987299,3.232679027120184,-2.8115437550247817,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_cross_symbol_signed_flow_share;premium_index,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F1_aggtrades_basis_interaction_24_5c0d8a906d08,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,24)),Rank(mark_index_ratio))",24,-4.210752652826125,1.7290390570918333,0.7285390570918324,-0.17718802168561715,3.057752652826124,-2.8353615249893176,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_basis,agg_cross_symbol_signed_flow_share;mark_index_ratio,agg_x_basis,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F2_aggtrades_vol_compression_interaction_24_c57923efa163,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-1.9110271177917726,-5.0118919011742085,-5.96589190117421,0.31727442835486996,0.827027117791772,3.1038919011742063,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F2_aggtrades_vol_compression_interaction_24_e3bf5c174d20,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-2.3291508367287355,-5.679910623658767,-6.622410623658768,0.2680701251811421,1.2001508367287341,3.794910623658765,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F2_aggtrades_vol_compression_interaction_24_871ec7af4ccd,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-2.310137263764443,-6.609983146051393,-7.355483146051394,0.07059745900731562,1.452137263764441,5.1189831460513915,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F2_aggtrades_vol_compression_interaction_24_f6559a0e2a7e,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-2.732834789788555,-6.69304248970874,-7.469542489708741,0.10948222282008341,1.852834789788554,5.140042489708739,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F2_aggtrades_vol_compression_interaction_24_55dd111c86a1,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-2.5824014168430023,3.6934463116158915,2.920446311615891,0.012079685144447516,1.6484014168430008,-1.782817703742428,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F2_aggtrades_vol_compression_interaction_24_0558ba6ae943,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-2.8997292707206914,3.5963899940372612,2.8408899940372603,0.032434909618272834,1.9727292707206907,-2.432825164552172,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F2_aggtrades_vol_compression_interaction_24_a64267115b90,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_buy_notional_share,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-1.1996646004324933,1.7855023605301559,0.3855023605301553,0.17912501052148727,-0.5383353995675082,-2.437801763336894,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_buy_notional_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F2_aggtrades_vol_compression_interaction_24_fb934eb37195,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_imbalance_notional,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-1.1996646004324933,1.7855023605301559,0.3855023605301553,0.17912501052148727,-0.5383353995675082,-2.437801763336894,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_flow_imbalance_notional;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F2_aggtrades_vol_compression_interaction_24_0dd7d0c768e4,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_buy_notional_share,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-1.04536429732378,1.6285310877693298,0.24153108776932886,0.17130254393368854,-0.6746357026762214,-2.8007458085075174,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_buy_notional_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F2_aggtrades_vol_compression_interaction_24_149ce4e76515,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_imbalance_notional,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-1.04536429732378,1.6285310877693298,0.24153108776932886,0.17130254393368854,-0.6746357026762214,-2.8007458085075174,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_flow_imbalance_notional;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F2_aggtrades_vol_compression_interaction_24_17722c9b5d97,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-2.418954370254015,1.4567042804273056,0.31620428042730486,-0.15937507157320752,0.9809543702540133,-1.4190000380570085,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F2_aggtrades_vol_compression_interaction_24_e5027a0a3cc7,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_cross_symbol_signed_flow_share,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,-2.2132797271982447,1.061599290806112,-0.07740070919388886,-0.2462971301597215,0.8012797271982444,-1.4646090517846964,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_cross_symbol_signed_flow_share;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_2542907666b5,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_notional_share),ZScore(Sub(ret_6,ret_12)))",24,-3.238557062571082,1.007774964687207,-1.1212250353127937,0.2467780103764502,0.8275570625710794,-3.672664137005544,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_notional_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_35cd003432d5,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_ethusdt_4h),ZScore(Sub(ret_6,ret_12)))",24,-3.1435671331648023,0.41401559131426136,-1.7704844086857399,0.36494097224840316,0.7025671331647999,-4.399967888076402,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_ethusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_5f8ef74a9be4,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_btcusdt_4h),ZScore(Sub(ret_6,ret_12)))",24,-3.1435671331648023,0.41401559131426136,-1.7704844086857399,0.36494097224840316,0.7025671331647999,-3.6781317232482267,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_btcusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_181fb836beea,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_signed_flow_share),ZScore(Sub(ret_6,ret_12)))",24,-2.9604479922215017,0.2114740245605169,-2.105525975439484,0.3789461174161591,0.33144799222149857,-3.3414961616194034,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_signed_flow_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_227121e4405d,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_signed_flow_share),ZScore(mark_index_ratio))",24,-0.8602169743242833,-2.8553482059487325,-6.186348205948733,-0.46281885978055753,-1.89769725967057,-2.211762464058117,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_signed_flow_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_5054b6baaa99,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_notional_share),ZScore(mark_index_ratio))",24,-0.5266958780073345,-3.001637379026598,-6.353637379026599,-0.4054048725855379,-2.658602022930331,-1.8590796042965532,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_notional_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_5ff335131473,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_btcusdt_4h),ZScore(mark_index_ratio))",24,-0.9770740845878285,-3.3187152081992686,-6.6327152081992695,-0.5026588287855194,-2.016747404311707,-2.3320442694953987,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_btcusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_f2b56fd363e5,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_ethusdt_4h),ZScore(mark_index_ratio))",24,-0.9770740845878285,-3.3187152081992686,-6.6327152081992695,-0.5026588287855194,-0.17859830702213986,-2.3320442694953987,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_ethusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_45254b0ec0ae,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_notional_share),ZScore(HorizonSpread(ret_6,12,48)))",24,1.8663876332709475,-7.2434786360187005,-8.0044786360187,0.19497514307694114,-2.0420768729562404,5.721478636018699,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_notional_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_384e17c86c83,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_signed_flow_share),ZScore(HorizonSpread(ret_6,12,48)))",24,1.6389088353342416,-8.1238492380892,-9.2378492380892,0.27072586729519954,-3.0459088353342425,5.895849238089198,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_signed_flow_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_39915a007e7c,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_ethusdt_4h),ZScore(HorizonSpread(ret_6,12,48)))",24,1.9751182511943253,-8.13009307543775,-8.997593075437752,0.26015923478963077,-3.0671182511943265,6.3950930754377495,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_ethusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F3_aggtrades_cross_symbol_dispersion_24_7bb13ffb7905,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_btcusdt_4h),ZScore(HorizonSpread(ret_6,12,48)))",24,1.9751182511943253,-8.13009307543775,-8.997593075437752,0.26015923478963077,-0.7766207980414941,6.3950930754377495,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_btcusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F4_symbol_tier_neutralized_aggtrades_24_e707b639322b,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_large_notional_share_4h)),Rank(premium_index))",24,2.463420703476796,0.6748884137121594,0.33438841371215755,-0.4848315178431484,2.172735888314943,0.5944598143600319,1,2,A7X3_HOLD_CONTROL_CONTAMINATED,symbol_tier_neutralized,agg_large_notional_share_4h;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F4_symbol_tier_neutralized_aggtrades_24_57dc96eaf27d,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_large_notional_share_4h)),Rank(ret_12))",24,2.2993870100224627,0.5332365252899693,0.26773652528996994,-0.4559498218525959,2.3287031459789373,1.0235176638034353,0,2,A7X3_HOLD_CONTROL_CONTAMINATED,symbol_tier_neutralized,agg_large_notional_share_4h;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls,4
a7x3_F4_symbol_tier_neutralized_aggtrades_24_4331d79d08a0,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_flow_minus_ethusdt_4h)),Rank(premium_index))",24,0.32250040635719285,-1.1279110490941189,-3.5469110490941196,0.17340749500069763,-1.8954193125843102,-2.4410801721096593,1,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_flow_minus_ethusdt_4h;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls,5
a7x3_F4_symbol_tier_neutralized_aggtrades_24_7d0a87607ee4,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_flow_minus_btcusdt_4h)),Rank(premium_index))",24,0.32250040635719285,-1.1279110490941189,-3.5469110490941196,0.17340749500069763,-1.1045148893821497,-2.4410801721096593,1,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_flow_minus_btcusdt_4h;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls,5
