candidate_id,generator,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,transform,window_hours,availability_mask,cross_symbol_scope,feature_available_lag_bars,feature_timestamp_rule,execution_rule,requires_residual_baselines,required_negative_controls,paired_ablation_plan,decision,reject_reasons
a7x3_F0_slow_aggtrades_horizon_24_375adac4a0d7,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_cross_symbol_signed_flow_share,12)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_7d06981c1d38,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_cross_symbol_signed_flow_share,12)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_70b4bd0e4832,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_cross_symbol_signed_flow_share,12)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_37d4ac898b84,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_cross_symbol_signed_flow_share,12)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_5fea3efec4f1,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_cross_symbol_signed_flow_share,24)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_3de666d67973,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_cross_symbol_signed_flow_share,24)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_04673040ec2d,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_cross_symbol_signed_flow_share,24)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_b8c0d5485819,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_cross_symbol_signed_flow_share,24)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_6b0b587d67d0,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_cross_symbol_signed_flow_share,48)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_9e25a78f1371,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_cross_symbol_signed_flow_share,48)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_47859d8175d1,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_cross_symbol_signed_flow_share,48)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_b75a2749bb3a,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_cross_symbol_signed_flow_share,48)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_04c6f825b309,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_btcusdt_4h,12)",24,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_ea20ab5bf5f1,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_btcusdt_4h,12)",24,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_175e07332800,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_btcusdt_4h,12)",48,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_e9454cb5f4c6,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_btcusdt_4h,12)",48,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_be55055a7d3f,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_btcusdt_4h,24)",24,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_c5a8a73eb7ee,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_btcusdt_4h,24)",24,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_9d156877a9d5,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_btcusdt_4h,24)",48,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_67bfc43c7aee,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_btcusdt_4h,24)",48,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_a94aa7692719,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_btcusdt_4h,48)",24,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_f88a408beea7,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_btcusdt_4h,48)",24,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_50aec0ea4029,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_btcusdt_4h,48)",48,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_8d04f375816e,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_btcusdt_4h,48)",48,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_d177e27d482b,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_minus_btcusdt_4h,12,48)",24,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_ece175f3b91d,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_minus_btcusdt_4h,12,48)",48,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_98d3160bc333,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_ethusdt_4h,12)",24,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_23719b204711,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_ethusdt_4h,12)",24,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_00ea0fe58970,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_ethusdt_4h,12)",48,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_e83559d20de6,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_ethusdt_4h,12)",48,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_738f4ab4af55,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_ethusdt_4h,24)",24,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_acef2a20fb9a,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_ethusdt_4h,24)",24,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_8b4ee31f0a89,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_ethusdt_4h,24)",48,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_b3503bba8e98,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_ethusdt_4h,24)",48,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_4def6166da12,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_ethusdt_4h,48)",24,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_b11e7fc74ebe,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_ethusdt_4h,48)",24,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_ddcd64176675,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_minus_ethusdt_4h,48)",48,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_a1708452c564,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_minus_ethusdt_4h,48)",48,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_8b7b85eebb38,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_minus_ethusdt_4h,12,48)",24,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_d1bcf0b3e65a,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_minus_ethusdt_4h,12,48)",48,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_1dcf2740e850,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_notional_sum_24h,12)",24,agg_notional_sum_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_719e7ecf77ad,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_notional_sum_24h,12)",24,agg_notional_sum_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_ee20df56d8e8,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_notional_sum_24h,12)",48,agg_notional_sum_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_e0163cdb40f0,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_notional_sum_24h,12)",48,agg_notional_sum_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_c2038378551d,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_notional_sum_24h,24)",24,agg_notional_sum_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_a1ed568722ac,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_notional_sum_24h,24)",24,agg_notional_sum_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
