split,rows,active_hours,mean_ic,net_sum_10bps,net_mean_10bps,turnover_mean,gross_exposure_mean,candidate_id,base_candidate_id,object_type,control_mode,production_family,expression,horizon,orientation,base_train_ic_for_orientation,variant_train_ic,net_sum_20bps
train_2024,8784,8726,-0.0021774008709599803,1.637209095854768,0.00018638537065741894,0.04206511839708561,0.9933970856102003,a7x3_F0_slow_aggtrades_horizon_24_f78e99b34bc7,a7x3_F0_slow_aggtrades_horizon_24_f78e99b34bc7,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_avg_trade_notional_24h,12,48)",24,-1.0,-0.0021774008709599803,-0.0021774008709599803,1.2677090958547685
validation_2025H1,4344,4344,-0.02232965009208062,0.4559169726751624,0.00010495326258636335,0.0408609576427256,1.0,a7x3_F0_slow_aggtrades_horizon_24_f78e99b34bc7,a7x3_F0_slow_aggtrades_horizon_24_f78e99b34bc7,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_avg_trade_notional_24h,12,48)",24,-1.0,-0.0021774008709599803,-0.0021774008709599803,0.27841697267516174
recent_oos_2025H2_2026Apr,7296,7296,0.007195723684210892,-1.4578528278658447,-0.00019981535469652475,0.04084429824561404,1.0,a7x3_F0_slow_aggtrades_horizon_24_f78e99b34bc7,a7x3_F0_slow_aggtrades_horizon_24_f78e99b34bc7,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_avg_trade_notional_24h,12,48)",24,-1.0,-0.0021774008709599803,-0.0021774008709599803,-1.7558528278658456
fresh_may_2026,505,480,-0.07083333333333294,-0.15296593306525536,-0.0003029028377529809,0.04257425742574258,0.9504950495049505,a7x3_F0_slow_aggtrades_horizon_24_f78e99b34bc7,a7x3_F0_slow_aggtrades_horizon_24_f78e99b34bc7,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_avg_trade_notional_24h,12,48)",24,-1.0,-0.0021774008709599803,-0.0021774008709599803,-0.17446593306525537
train_2024,8784,8726,-0.01633050653220223,6.075239071784894,0.0006916255773889908,0.04206511839708561,0.9933970856102003,a7x3_F0_slow_aggtrades_horizon_48_1c2c7eed8cfc,a7x3_F0_slow_aggtrades_horizon_48_1c2c7eed8cfc,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_avg_trade_notional_24h,12,48)",48,-1.0,-0.01633050653220223,-0.01633050653220223,5.705739071784894
validation_2025H1,4344,4344,0.006330570902394532,-2.8239925027193387,-0.0006500903551379694,0.0408609576427256,1.0,a7x3_F0_slow_aggtrades_horizon_48_1c2c7eed8cfc,a7x3_F0_slow_aggtrades_horizon_48_1c2c7eed8cfc,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_avg_trade_notional_24h,12,48)",48,-1.0,-0.01633050653220223,-0.01633050653220223,-3.001492502719338
recent_oos_2025H2_2026Apr,7296,7296,0.009183114035088112,-1.1593587124188047,-0.00015890333229424408,0.04084429824561404,1.0,a7x3_F0_slow_aggtrades_horizon_48_1c2c7eed8cfc,a7x3_F0_slow_aggtrades_horizon_48_1c2c7eed8cfc,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_avg_trade_notional_24h,12,48)",48,-1.0,-0.01633050653220223,-0.01633050653220223,-1.457358712418804
fresh_may_2026,505,456,0.07017543859649153,-0.5020605607111441,-0.0009941793281408795,0.039603960396039604,0.902970297029703,a7x3_F0_slow_aggtrades_horizon_48_1c2c7eed8cfc,a7x3_F0_slow_aggtrades_horizon_48_1c2c7eed8cfc,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_avg_trade_notional_24h,12,48)",48,-1.0,-0.01633050653220223,-0.01633050653220223,-0.5220605607111442
train_2024,8784,8737,-0.009499828316355381,-1.2339381730363723,-0.00014047565722180924,0.20651183970856102,0.9946493624772313,a7x3_F0_slow_aggtrades_horizon_24_74306c8674cc,a7x3_F0_slow_aggtrades_horizon_24_74306c8674cc,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_buy_notional_share,12,48)",24,-1.0,-0.009499828316355381,-0.009499828316355381,-3.0479381730363753
validation_2025H1,4344,4344,-0.004719152854511589,-2.6589456971615935,-0.0006120961549635344,0.20154235727440148,1.0,a7x3_F0_slow_aggtrades_horizon_24_74306c8674cc,a7x3_F0_slow_aggtrades_horizon_24_74306c8674cc,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_buy_notional_share,12,48)",24,-1.0,-0.009499828316355381,-0.009499828316355381,-3.534445697161594
recent_oos_2025H2_2026Apr,7296,7296,0.02933114035087756,-6.071997586962748,-0.0008322365113709907,0.19455866228070176,1.0,a7x3_F0_slow_aggtrades_horizon_24_74306c8674cc,a7x3_F0_slow_aggtrades_horizon_24_74306c8674cc,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_buy_notional_share,12,48)",24,-1.0,-0.009499828316355381,-0.009499828316355381,-7.491497586962749
fresh_may_2026,505,480,-0.006249999999999622,0.3100329701488066,0.0006139266735619933,0.16237623762376238,0.9504950495049505,a7x3_F0_slow_aggtrades_horizon_24_74306c8674cc,a7x3_F0_slow_aggtrades_horizon_24_74306c8674cc,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_buy_notional_share,12,48)",24,-1.0,-0.009499828316355381,-0.009499828316355381,0.22803297014880658
train_2024,8784,8737,-0.01516538857731451,-0.24253694726582964,-2.7611218951027963e-05,0.20651183970856102,0.9946493624772313,a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_buy_notional_share,12,48)",48,-1.0,-0.01516538857731451,-0.01516538857731451,-2.0565369472658297
validation_2025H1,4344,4344,0.03073204419889538,-3.704947830455222,-0.0008528885429224728,0.20154235727440148,1.0,a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_buy_notional_share,12,48)",48,-1.0,-0.01516538857731451,-0.01516538857731451,-4.580447830455222
recent_oos_2025H2_2026Apr,7296,7296,0.027275219298245987,-6.038779072724878,-0.000827683535187072,0.19455866228070176,1.0,a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_buy_notional_share,12,48)",48,-1.0,-0.01516538857731451,-0.01516538857731451,-7.458279072724879
fresh_may_2026,505,456,0.06578947368421077,-0.3636677076892123,-0.0007201340746321035,0.15148514851485148,0.902970297029703,a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_buy_notional_share,12,48)",48,-1.0,-0.01516538857731451,-0.01516538857731451,-0.44016770768921243
train_2024,8784,8737,-0.004005951699667696,-3.3769731888839623,-0.00038444594591119786,0.13319672131147542,0.9946493624772313,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",24,-1.0,-0.004005951699667696,-0.004005951699667696,-4.546973188883964
validation_2025H1,4344,4344,0.043508287292817964,-5.275702733356805,-0.0012144803713988962,0.12373388581952117,1.0,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",24,-1.0,-0.004005951699667696,-0.004005951699667696,-5.813202733356806
recent_oos_2025H2_2026Apr,7296,7296,0.01158168859649164,-2.256324771314312,-0.0003092550399279485,0.12027138157894737,1.0,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",24,-1.0,-0.004005951699667696,-0.004005951699667696,-3.133824771314313
fresh_may_2026,505,480,-0.0395833333333328,0.029205185618591645,5.783205072988444e-05,0.1,0.9504950495049505,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",24,-1.0,-0.004005951699667696,-0.004005951699667696,-0.0212948143814084
train_2024,8784,8737,0.016996680782877787,9.016305530868104,0.001026446440217225,0.13319672131147542,0.9946493624772313,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,1.0,0.016996680782877787,0.016996680782877787,7.846305530868103
validation_2025H1,4344,4344,0.04120626151012919,6.560877268893918,0.0015103308630050457,0.12373388581952117,1.0,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,1.0,0.016996680782877787,0.016996680782877787,6.023377268893918
recent_oos_2025H2_2026Apr,7296,7296,0.033511513157895134,1.9319590996549016,0.0002647970257202442,0.12027138157894737,1.0,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,1.0,0.016996680782877787,0.016996680782877787,1.0544590996549008
fresh_may_2026,505,456,-0.018640350877192558,0.1276447539800823,0.0002527618890694699,0.09504950495049505,0.902970297029703,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,1.0,0.016996680782877787,0.016996680782877787,0.07964475398008225
train_2024,8784,8726,-0.005271602108640492,-0.3614902278251817,-4.1153259087566224e-05,0.11185109289617487,0.9933970856102003,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",24,-1.0,-0.005271602108640492,-0.005271602108640492,-1.3439902278251823
validation_2025H1,4344,4344,-0.025092081031307157,0.2635357351163058,6.066660568975732e-05,0.10819521178637201,1.0,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",24,-1.0,-0.005271602108640492,-0.005271602108640492,-0.2064642648836944
recent_oos_2025H2_2026Apr,7296,7296,0.017543859649123198,-4.523232568247168,-0.0006199606042005438,0.11328125,1.0,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",24,-1.0,-0.005271602108640492,-0.005271602108640492,-5.349732568247169
fresh_may_2026,505,480,-0.0020833333333329512,0.36615199688267047,0.0007250534591736049,0.10594059405940594,0.9504950495049505,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",24,-1.0,-0.005271602108640492,-0.005271602108640492,0.3126519968826704
train_2024,8784,8726,0.0053862021544812105,-3.7485635230805574,-0.0004267490349590798,0.11185109289617487,0.9933970856102003,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",48,1.0,0.0053862021544812105,0.0053862021544812105,-4.731063523080559
validation_2025H1,4344,4344,0.02658839779005559,2.235067165877447,0.0005145182241890992,0.10819521178637201,1.0,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",48,1.0,0.0053862021544812105,0.0053862021544812105,1.7650671658774462
recent_oos_2025H2_2026Apr,7296,7296,0.010348135964912686,2.3499658689116067,0.0003220896201907356,0.11328125,1.0,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",48,1.0,0.0053862021544812105,0.0053862021544812105,1.523465868911606
fresh_may_2026,505,456,0.007675438596491481,-0.08618053589311075,-0.0001706545265210114,0.1,0.902970297029703,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",48,1.0,0.0053862021544812105,0.0053862021544812105,-0.1366805358931108
train_2024,8784,8737,-0.009499828316355381,-1.2339381730363723,-0.00014047565722180924,0.20651183970856102,0.9946493624772313,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",24,-1.0,-0.009499828316355381,-0.009499828316355381,-3.0479381730363753
validation_2025H1,4344,4344,-0.004719152854511589,-2.6589456971615935,-0.0006120961549635344,0.20154235727440148,1.0,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",24,-1.0,-0.009499828316355381,-0.009499828316355381,-3.534445697161594
recent_oos_2025H2_2026Apr,7296,7296,0.02933114035087756,-6.071997586962748,-0.0008322365113709907,0.19455866228070176,1.0,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",24,-1.0,-0.009499828316355381,-0.009499828316355381,-7.491497586962749
fresh_may_2026,505,480,-0.006249999999999622,0.3100329701488066,0.0006139266735619933,0.16237623762376238,0.9504950495049505,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",24,-1.0,-0.009499828316355381,-0.009499828316355381,0.22803297014880658
train_2024,8784,8737,-0.01516538857731451,-0.24253694726582964,-2.7611218951027963e-05,0.20651183970856102,0.9946493624772313,a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",48,-1.0,-0.01516538857731451,-0.01516538857731451,-2.0565369472658297
validation_2025H1,4344,4344,0.03073204419889538,-3.704947830455222,-0.0008528885429224728,0.20154235727440148,1.0,a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",48,-1.0,-0.01516538857731451,-0.01516538857731451,-4.580447830455222
recent_oos_2025H2_2026Apr,7296,7296,0.027275219298245987,-6.038779072724878,-0.000827683535187072,0.19455866228070176,1.0,a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,candidate,original,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",48,-1.0,-0.01516538857731451,-0.01516538857731451,-7.458279072724879
