interval,horizon,feature,family,train_sign,train_mean_ic,train_icir,train_2024_mean_ic_oriented,train_2024_icir_oriented,train_2024_ls_annualized,train_2024_ls_sharpe_proxy,train_2024_ls_hit_rate,train_2024_n,validation_2025H1_mean_ic_oriented,validation_2025H1_icir_oriented,validation_2025H1_ls_annualized,validation_2025H1_ls_sharpe_proxy,validation_2025H1_ls_hit_rate,validation_2025H1_n,recent_oos_2025H2_2026_mean_ic_oriented,recent_oos_2025H2_2026_icir_oriented,recent_oos_2025H2_2026_ls_annualized,recent_oos_2025H2_2026_ls_sharpe_proxy,recent_oos_2025H2_2026_ls_hit_rate,recent_oos_2025H2_2026_n
1h,12,ret_3,price,-1.0,-0.002463367417666032,-0.007000387700475662,0.002463367417666032,0.007000387700475662,-0.6334984327161122,-1.0913617097187962,0.49493224006377406,8781,0.0007640952695002302,0.002098947174561424,-0.14043328782940234,-0.27816370337553736,0.4993093922651934,4344,0.026807708568610377,0.07404150161628371,0.2176073647583519,0.5925586594779195,0.5219659527732016,7284
1h,12,ret_6,price,1.0,0.0018897439694937257,0.005366928403546107,0.0018897439694937257,0.005366928403546107,1.0642528358803485,1.8504839906099475,0.5200501253132832,8778,-0.013293108641552918,-0.03655029229872274,-0.10934195898593327,-0.20713280226332909,0.49056169429097607,4344,-0.03619166298415525,-0.09872038529587517,-0.26357459406087463,-0.7305998751022956,0.47364085667215816,7284
1h,12,ret_12,price,1.0,0.008564345414914668,0.02409637418985987,0.008564345414914668,0.02409637418985987,1.256623969398567,2.1330360562409187,0.5214318285453716,8772,-0.04999433731267792,-0.137455190703707,-0.5410567924366969,-0.9910815452429614,0.4518876611418048,4344,-0.04442151104807099,-0.11975962310054329,-0.3614626038873517,-0.9940383577199542,0.45345963756177926,7284
1h,12,ret_24,price,-1.0,-0.0083413134194691,-0.023338181987190218,0.0083413134194691,0.023338181987190218,-0.5841573719165569,-0.9761143235054786,0.4977168949771689,8760,0.04133205229297529,0.11384602564084663,0.333121836415584,0.586610794072544,0.54304788213628,4344,0.04615631367683427,0.12308463631214306,0.38483173512128677,1.0136346552472684,0.5341845140032949,7284
1h,12,hl_range,price,-1.0,-0.046775794159336956,-0.12215463158604681,0.046775794159336956,0.12215463158604681,-0.8557769797028506,-1.3501874703431118,0.519808743169399,8784,0.04900351021730971,0.11761573750743322,0.3450585563523073,0.609074114938941,0.5414364640883977,4344,0.053842011325500615,0.13409611390080378,0.3152133903168899,0.7950015565903675,0.5381658429434377,7284
1h,12,abs_ret_1,price,-1.0,-0.023568649398468148,-0.06870278706414083,0.023568649398468148,0.06870278706414083,-0.5802803608831906,-1.0207244211855309,0.5098485711032676,8783,0.02945309105702606,0.08278254514672934,0.21701679590853265,0.4333417837557773,0.5278545119705341,4344,0.026929258621153262,0.07724126962843299,0.19505170961092394,0.563536766243507,0.5306150466776497,7284
1h,12,realized_vol_6,volatility,-1.0,-0.04826058945836626,-0.1266222005308866,0.04826058945836626,0.1266222005308866,-0.8419080537133935,-1.3193674716058632,0.5166837490035303,8781,0.048761201627096344,0.1180699980894956,-0.07799329494120971,-0.127541717204727,0.5395948434622467,4344,0.05103148149762047,0.1286366600965123,0.3409791209729802,0.8735834396280091,0.5344590884129599,7284
1h,12,realized_vol_12,volatility,-1.0,-0.054944251311488654,-0.13924000506107545,0.054944251311488654,0.13924000506107545,-0.5583652292139433,-0.868806465409526,0.5218728639781272,8778,0.05738979072209168,0.135219310467769,0.11968900886328102,0.1813258600570958,0.548572744014733,4344,0.057657300351205004,0.138858166990632,0.26846530170193217,0.6530592511331962,0.5380285557386052,7284
1h,12,realized_vol_24,volatility,-1.0,-0.05966455346872407,-0.14770735038867203,0.05966455346872407,0.14770735038867203,-0.6583889424421615,-1.025933499476664,0.5157318741450069,8772,0.05762003280488755,0.1328740057744803,0.09636981334453534,0.14646684455339007,0.5469613259668509,4344,0.06201542634872493,0.14606464377012135,0.4344521287292361,1.0375577877617375,0.5468149368478857,7284
1h,12,quote_asset_volume,volatility,1.0,0.032885803675263586,0.10371546335681384,0.032885803675263586,0.10371546335681384,0.013730165351624923,0.03070170874874506,0.5193533697632058,8784,0.007383214775128636,0.02520417098733972,-0.16693802846021474,-0.4367480222147869,0.5122007366482505,4344,0.012375049442594745,0.038632513225040216,-0.1591492940989711,-0.5399165886674092,0.5096101043382757,7284
1h,12,quote_volume_mean_6,volatility,1.0,0.031483288630526754,0.09910459153722297,0.031483288630526754,0.09910459153722297,-0.04488613473038794,-0.09998599586525533,0.5167387838761103,8782,0.005548050312447763,0.01903379770879624,-0.21768182723676296,-0.5910153184515787,0.5098987108655617,4344,0.011432792806313305,0.03567589434516438,-0.22509699532695623,-0.773698033704206,0.5107084019769358,7284
1h,12,quote_volume_mean_12,volatility,1.0,0.03177643571586787,0.09986571270307372,0.03177643571586787,0.09986571270307372,-0.03619093781533147,-0.0798347741808206,0.5169153662148308,8779,0.003275018008584131,0.011270397669883902,-0.3145868330944274,-0.8531640978552862,0.5016114180478821,4344,0.012421621141724059,0.038604596589854455,-0.21092913079600287,-0.7221333886353218,0.507550796265788,7284
1h,12,quote_volume_mean_24,volatility,1.0,0.03368173973961046,0.10570785224064069,0.03368173973961046,0.10570785224064069,-0.10989057671085717,-0.24285007593470553,0.5179528097572096,8773,0.003497975038898654,0.011998607164949849,-0.18509050478292371,-0.4944911503457289,0.5138121546961326,4344,0.012255044827488284,0.037950422189110836,-0.23024735944178726,-0.7796871697439697,0.5039813289401428,7284
1h,12,avg_trade_size_quote,liquidity,1.0,0.04454330382696437,0.13642277374829273,0.04454330382696437,0.13642277374829273,-0.45044405885788885,-0.9103442833618111,0.5358078105430946,8783,0.022475271426598362,0.07167032255863433,0.009284732460968528,0.02273098564077057,0.5230202578268877,4344,0.02695439307664175,0.08194083654754605,0.16416565680043393,0.5423604220523134,0.5307523338824821,7284
1h,12,taker_buy_ratio,flow,1.0,0.0004016951469919849,0.0013081104005855213,0.0004016951469919849,0.0013081104005855213,0.18165405770555654,0.3751850697514674,0.49641352613002393,8783,0.002706217451427733,0.008802408236894956,0.16970852494536667,0.37809506192808207,0.5087476979742173,4344,-0.0017175301359815367,-0.0055542541488471965,0.12159529813606708,0.39751924526057153,0.4984898407468424,7284
1h,12,taker_imbalance,flow,1.0,0.0004016951469919849,0.0013081104005855213,0.0004016951469919849,0.0013081104005855213,0.18165405770555654,0.3751850697514674,0.49641352613002393,8783,0.002706217451427733,0.008802408236894956,0.16970852494536667,0.37809506192808207,0.5087476979742173,4344,-0.0017175301359815367,-0.0055542541488471965,0.12159529813606708,0.39751924526057153,0.4984898407468424,7284
1h,12,mark_minus_index,basis,-1.0,-0.005954347497915952,-0.01881229012590391,0.005954347497915952,0.01881229012590391,0.18873917419049804,0.378275494643341,0.4906648451730419,8784,0.053430392580264864,0.14599707236033768,0.4207412189711804,0.7595889794442118,0.5623848987108656,4344,0.029226834017078034,0.08475864021913992,-0.004885936953852137,-0.01411776975948648,0.5212795167490389,7284
1h,12,mark_index_ratio,basis,-1.0,-0.0111668443471047,-0.03611433581959961,0.0111668443471047,0.03611433581959961,-0.06141546890382614,-0.12179228759229468,0.504667577413479,8784,0.022511535849145208,0.0726218398938421,0.5907973090514715,1.3635834342955837,0.5329189686924494,4344,0.006206169135280283,0.020383583807322123,0.09717855590534741,0.3260147767779646,0.507550796265788,7284
1h,12,premium_index,basis,-1.0,-0.010342792631532009,-0.03309946349756462,0.010342792631532009,0.03309946349756462,0.20198598609871532,0.3929144528322556,0.50591985428051,8784,0.020246244357533614,0.06448584930506476,0.23616002460192514,0.5346402230285383,0.5174953959484346,4344,0.0046082602160964475,0.015072618444386713,0.06025411674148148,0.19721599252144584,0.5009610104338276,7284
1h,12,spot_perp_basis,basis,1.0,,,,,,,,0,,,,,,0,,,,,,0
1h,12,latest_known_funding_rate,funding,-1.0,-0.0209050016899572,-0.06788041779009314,0.0209050016899572,0.06788041779009314,0.736668480155619,1.6253589482416742,0.5215163934426229,8784,0.03743332287840482,0.11801232815768219,0.6836231819214847,1.47739756454688,0.5536372007366482,4344,0.03575632394970372,0.11041731065633804,0.8380912803486571,2.7201788390953765,0.5347336628226249,7284
1h,12,funding_rate_z_24,funding,-1.0,-0.0025893075475038997,-0.008110434274991972,0.0025893075475038997,0.008110434274991972,0.5039542007487654,1.0057945819238294,0.5169738118331717,8248,0.025899552379056445,0.0828047428993907,0.14885998998216243,0.32193620281844026,0.5283149171270718,4344,0.018243974478035437,0.05814887043244937,0.37036063854465245,1.095879102317589,0.5131795716639209,7284
1h,12,funding_rate_persistence_3,funding,-1.0,-0.01778002972154308,-0.06040666421729549,0.01778002972154308,0.06040666421729549,0.24885829340940258,0.8148991693432767,0.45259799453053784,8776,0.017080642336755294,0.05552259180494839,0.16463668605390644,0.3808168250598892,0.5135819521178637,4344,0.02444601587788257,0.07914456354765943,0.5044379534823382,1.845335491523427,0.5233388248215266,7284
5m,1,ret_1,price,-1.0,-0.030128004858651615,-0.08550386226375689,0.030128004858651615,0.08550386226375689,5.495334922223104,8.855409739248794,0.5259422998472587,105407,0.024811063461905997,0.06863198057558703,5.428972876438151,9.96878056525991,0.5243439226519337,52128,0.025201747958745663,0.07144815247132659,3.423686889456896,4.372912484889917,0.5243458098708181,87551
5m,1,ret_3,price,-1.0,-0.030595015012970465,-0.08613029031135763,0.030595015012970465,0.08613029031135763,4.4271109612395145,7.030676024966173,0.5255063801527442,105405,0.0245611661703588,0.06757970608006462,3.6419117183282315,6.5385122618097,0.523096992019644,52128,0.028041906821171123,0.07905076903030378,4.229485427374904,5.075071281869815,0.5259562997567132,87551
5m,1,ret_6,price,-1.0,-0.027107944493539315,-0.07611987637763458,0.027107944493539315,0.07611987637763458,4.086252530354882,6.398879564147642,0.5212329936813344,105402,0.02454776079534266,0.06671635982183664,3.336161392243881,5.821354881454609,0.5214855739717618,52128,0.027254016400433612,0.07644957650175742,4.590870769222536,5.657747751795485,0.5258991901862914,87551
5m,1,ret_12,price,-1.0,-0.023380984680249163,-0.06537985458612011,0.023380984680249163,0.06537985458612011,1.095054763723733,1.7051192105979271,0.5150005692815667,105396,0.022130358687216044,0.06010709450548671,2.4231854071496746,4.164468459081383,0.5177255985267035,52128,0.023175626999394516,0.06495294169167432,3.3185065224787778,4.06858420517753,0.5209877671300156,87551
5m,1,ret_24,price,-1.0,-0.02205235644686068,-0.06188040236534074,0.02205235644686068,0.06188040236534074,1.001109698669328,1.5694172799370336,0.5125825552265999,105384,0.019369618899895052,0.05289749704774449,0.9715113257974819,1.6966030738880415,0.5146754143646409,52128,0.022711415585356352,0.0635794288153637,2.8248124346983836,3.4719258778343094,0.522198490022958,87551
5m,1,hl_range,price,-1.0,-0.012457963845844848,-0.031661348775325185,0.012457963845844848,0.031661348775325185,-1.997779587521365,-2.96165800909837,0.5050470552519732,105408,0.011943438281769707,0.028263112206548233,0.24154558717995037,0.38453050487522084,0.5099754450583179,52128,0.006697950431985798,0.016853169881111536,-0.48212701004067493,-0.5939606818837917,0.5045173670203653,87551
5m,1,abs_ret_1,price,-1.0,-0.005464838626100104,-0.015717153739994334,0.005464838626100104,0.015717153739994334,-2.1542144351608696,-3.5898275792175327,0.50221522289791,105407,0.00689174073072506,0.01918442892763088,-0.8313337829312815,-1.544951530215188,0.5044122160834869,52128,0.004799862953072343,0.01378203680618127,-0.01812252379373692,-0.023091822725771347,0.504665851903462,87551
5m,1,realized_vol_6,volatility,-1.0,-0.011528046273265502,-0.0294503445676464,0.011528046273265502,0.0294503445676464,-1.663173841156987,-2.4894843343397937,0.5056970731938712,105405,0.010876752138367153,0.025980558252766878,-0.48503960209213914,-0.779195338339396,0.5093807550644567,52128,0.007097563407656236,0.01805979542342094,-0.15819370436337077,-0.1938956045199138,0.5061621226485135,87551
5m,1,realized_vol_12,volatility,-1.0,-0.012956832288830296,-0.03192564894843072,0.012956832288830296,0.03192564894843072,-2.1297734074801506,-3.092504320620199,0.5050093926111459,105402,0.011297947211533746,0.025748274460847875,-0.5721705984101482,-0.879694396853816,0.5093807550644567,52128,0.0085743769720208,0.02086688877913142,-0.10354254754177786,-0.12568679597627144,0.5057395118273921,87551
5m,1,realized_vol_24,volatility,-1.0,-0.014365683375142577,-0.03469568610364711,0.014365683375142577,0.03469568610364711,-1.943065735387727,-2.783196270732491,0.5058351360582944,105396,0.01139675127582092,0.025476503103779323,-0.9430217861125952,-1.4384243939002812,0.5069636279926335,52128,0.01000666229620973,0.02380092244096444,0.002946352003344314,0.0035528577152851067,0.5081495356991925,87551
5m,1,quote_asset_volume,volatility,1.0,0.001889372124136139,0.006192682747154483,0.001889372124136139,0.006192682747154483,1.0148611038671154,2.2155975647829544,0.5018594414086217,105408,0.003667332221556813,0.012777687397385202,0.5705077598992792,1.5221164599755417,0.5033763044812769,52128,0.0043111526076984675,0.013863920797945897,-0.18281948766880202,-0.4222010901069153,0.5047572272161369,87551
5m,1,quote_volume_mean_6,volatility,1.0,0.002303991497447863,0.007538733620049148,0.002303991497447863,0.007538733620049148,0.8546636246591919,1.896496394690207,0.5018499895641614,105406,0.003408126567475842,0.011838985322869717,0.3917265701647138,1.0617805710466144,0.5051603744628607,52128,0.004354440849912319,0.013971263027627715,-0.39395887081880443,-0.9126779221280518,0.5057280899133076,87551
5m,1,quote_volume_mean_12,volatility,1.0,0.002638145919783123,0.008627669620599306,0.002638145919783123,0.008627669620599306,0.8025043024490879,1.7905468845067092,0.5025853154084798,105403,0.0033856368039446227,0.011759004564050324,0.1928540321178442,0.5256433048842727,0.5036640577041129,52128,0.00413708927237474,0.013260060650189009,-0.25378698963009905,-0.5959078933806413,0.5060479035076698,87551
5m,1,quote_volume_mean_24,volatility,1.0,0.0027075470992512303,0.00884215368571614,0.0027075470992512303,0.00884215368571614,0.32983200333299784,0.7438347556285778,0.5010199531295957,105397,0.0034189927926996477,0.01183771808089037,0.23951392556439377,0.6548152644794681,0.5051603744628607,52128,0.004022516027645583,0.012874531663154108,-0.1832557731032855,-0.4311180384981331,0.5060593254217541,87551
5m,1,avg_trade_size_quote,liquidity,1.0,0.0064274258409576564,0.020185249915823864,0.0064274258409576564,0.020185249915823864,-0.04506289545066795,-0.0962367202956436,0.5061294974950661,105392,0.0064021030087137755,0.021303450096837633,0.2267387177201931,0.5894026857118174,0.5057169167018378,52126,0.00522021907491831,0.016588133353151176,-0.13496418122790524,-0.23826734655840554,0.5073445424224425,87548
5m,1,taker_buy_ratio,flow,-1.0,-0.020498146304017913,-0.06679533705469869,0.020498146304017913,0.06679533705469869,4.687017474869867,9.624066870881821,0.5212634735084257,105392,0.011273483133871684,0.03668335890930976,3.2758007723326417,7.703908986231083,0.5141963703334229,52126,-0.003333836949376062,-0.010834618482002253,-1.227562196213897,-2.5435096823841254,0.4926097683556449,87548
5m,1,taker_imbalance,flow,-1.0,-0.020498146304017913,-0.06679533705469869,0.020498146304017913,0.06679533705469869,4.687017474869867,9.624066870881821,0.5212634735084257,105392,0.011273483133871684,0.03668335890930976,3.2758007723326417,7.703908986231083,0.5141963703334229,52126,-0.003333836949376062,-0.010834618482002253,-1.227562196213897,-2.5435096823841254,0.4926097683556449,87548
5m,1,mark_minus_index,basis,-1.0,-0.0063349809405558715,-0.01953568930948856,0.0063349809405558715,0.01953568930948856,1.5309051366099857,2.9176036059509065,0.5087564511232544,105408,0.012881582091842474,0.03428244476025269,2.12145858898164,4.182783287405059,0.5145603130755064,52128,0.006393927697836492,0.019016660584404786,0.28961979278500805,0.6750173220776345,0.5060022158513323,87551
5m,1,mark_index_ratio,basis,-1.0,-0.023899209935107323,-0.07602326341938274,0.023899209935107323,0.07602326341938274,6.095032642876979,11.716348857747963,0.5255198846387371,105408,0.023582357786598396,0.07455019863677008,6.793389193076368,15.031520804567704,0.5286985880908532,52128,0.01826145245607492,0.05951088294145804,2.65490677047773,6.288099410954894,0.5214560656074745,87551
5m,1,premium_index,basis,-1.0,-0.02695175449530683,-0.0851516749340181,0.02695175449530683,0.0851516749340181,7.34370463170489,13.804815565277439,0.5294569672131147,105408,0.023954851709421823,0.07528504558304784,6.890778288951243,15.158777487219853,0.5286026703499079,52128,0.01765742471205993,0.05711686218946646,2.5657576442911494,5.422780056156059,0.520622265879316,87551
5m,1,spot_perp_basis,basis,1.0,,,,,,,,0,,,,,,0,,,,,,0
5m,1,latest_known_funding_rate,funding,-1.0,-0.0015552071531737288,-0.005094581723835095,0.0015552071531737288,0.005094581723835095,0.4698822157634568,1.021068701137505,0.502694292653309,105408,0.004404228036947841,0.013727861405136207,1.3388438164852454,3.003930362040566,0.5073281154082259,52128,0.004751580868128435,0.01479882474462,1.000216308102732,2.2701575870647073,0.5069959223766719,87551
5m,1,funding_rate_z_24,funding,1.0,0.0008135844095996207,0.002618046261693245,0.0008135844095996207,0.002618046261693245,-0.18569308769624837,-0.38541675919843776,0.5017984157775622,98976,-0.0039680093088722635,-0.012723778542765716,-0.4377911060629017,-0.9901844504689005,0.4949547268262738,52128,-0.0030961414071261763,-0.00986040863408828,-0.3887806017976829,-0.7296539955108642,0.4953684138387911,87551
5m,1,funding_rate_persistence_3,funding,-1.0,-0.0006930843643791078,-0.002331922876471939,0.0006930843643791078,0.002331922876471939,0.3279767097698268,1.0562387061935956,0.4318406259495594,105312,0.0018801402177522108,0.006110666173222022,0.6987846956428171,1.7697956001355855,0.5027048802946593,52128,0.0011915420079203793,0.003833633031081721,0.32280977259338944,0.7615073078491442,0.4950371783303446,87551
5m,3,ret_1,price,-1.0,-0.029820051879176458,-0.08482936877797598,0.029820051879176458,0.08482936877797598,2.6213524938752815,4.342836728378006,0.525116927718273,105407,0.024338129012896118,0.06750037890999172,2.598389052771471,4.762020934670919,0.5206031307550645,52128,0.026752311666656804,0.07587123743314592,2.3270802841833125,3.6176674876068207,0.5266764897371757,87549
5m,3,ret_3,price,-1.0,-0.02976197328686081,-0.08395072439103717,0.02976197328686081,0.08395072439103717,2.1921230449547946,3.5769319589612176,0.521844314785826,105405,0.02515524913674331,0.06926627930476259,1.804785376000333,3.2818993599949655,0.5201043585021485,52128,0.03562524472261653,0.1002190651776806,2.785870460899986,3.9198843843088036,0.5340209482689694,87549
5m,3,ret_6,price,-1.0,-0.03020061687792117,-0.08476725162437351,0.03020061687792117,0.08476725162437351,2.2171235999620653,3.590913993654333,0.5226940665262518,105402,0.02778428294908562,0.07532720957322263,2.1585760777571057,3.8093623050006826,0.5225598526703499,52128,0.0369497062920938,0.10359436754679821,3.152778933079968,4.410959415815197,0.5352888096951421,87549
5m,3,ret_12,price,-1.0,-0.02667132502434047,-0.07453198944690279,0.02667132502434047,0.07453198944690279,0.5984158978282668,0.9644180810845134,0.5155983149265627,105396,0.02298821445384859,0.062300137259008806,1.8305122055174334,3.1838627478500414,0.5174186617556783,52128,0.03345117700736005,0.09349386838847537,2.380571510109786,3.363132918271011,0.5298975430901552,87549
5m,3,ret_24,price,-1.0,-0.024198873380442847,-0.0677734463917449,0.024198873380442847,0.0677734463917449,0.05781951207966726,0.09333943104331512,0.5108650269490624,105384,0.019082592710693094,0.051908827261497356,0.2075374501453424,0.3691454129272429,0.5126419582565992,52128,0.03154143064284455,0.08807103935722109,2.044944185491417,2.878137548171706,0.5287781699391199,87549
5m,3,hl_range,price,-1.0,-0.017886959566618194,-0.04558393552464498,0.017886959566618194,0.04558393552464498,-1.7748635695953454,-2.708841722843273,0.5085192774741955,105408,0.017594907148922007,0.041826379593247504,0.029497403434583354,0.04762954703962705,0.511299109883364,52128,0.012414701344898223,0.03127314366923695,-0.05188038074646099,-0.07159469662291745,0.5103427794720671,87549
5m,3,abs_ret_1,price,-1.0,-0.00831219120379064,-0.023939087301243254,0.00831219120379064,0.023939087301243254,-1.364193213257624,-2.340236420649068,0.504710313356798,105407,0.01061893136797001,0.02957342789500043,-0.27764960210206735,-0.5209957543860645,0.5087476979742173,52128,0.007578863701908561,0.021786035560106137,-0.12585329671797507,-0.19635075054716672,0.5067790608687707,87549
5m,3,realized_vol_6,volatility,-1.0,-0.01625265809253986,-0.04146342489542626,0.01625265809253986,0.04146342489542626,-1.5888684303802136,-2.442751767866894,0.5062378445045301,105405,0.01708526119220408,0.04077987874596471,-0.27708680498759114,-0.4458819338259443,0.5097836095764272,52128,0.011417945546205401,0.029066287805562085,-0.08743602868122029,-0.12056401823064089,0.5093833167711795,87549
5m,3,realized_vol_12,volatility,-1.0,-0.01816249095191188,-0.04466929204896276,0.01816249095191188,0.04466929204896276,-1.9963222969047163,-2.9707867763168387,0.504307318646705,105402,0.017062804167557687,0.038892962633957556,-0.43651164996637826,-0.67519924555196,0.5106276856967464,52128,0.01345002684422144,0.032741654483134985,-0.017621883830028915,-0.023940325027301326,0.5119647283235673,87549
5m,3,realized_vol_24,volatility,-1.0,-0.01960349306035206,-0.047182397642827376,0.01960349306035206,0.047182397642827376,-2.0336096966184867,-2.975514207124901,0.5053891988310751,105396,0.01717412214668553,0.038392892556230844,-0.5337208341057703,-0.823611620659014,0.5117019643953346,52128,0.015990594863140466,0.0379303934580345,0.04653278329124037,0.06265670121101004,0.5147288946761243,87549
5m,3,quote_asset_volume,volatility,1.0,0.004550968049046786,0.014857848211821706,0.004550968049046786,0.014857848211821706,0.8196948163025135,1.8168068029484845,0.5048478293867638,105408,0.00612155336225941,0.02112148680545439,0.3356295241457715,0.8910730284651369,0.5093615715162676,52128,0.006389500935209432,0.020460899504144626,-0.15739603491333826,-0.38644728807550727,0.5096117602713909,87549
5m,3,quote_volume_mean_6,volatility,1.0,0.004890727602745071,0.01594653074569749,0.004890727602745071,0.01594653074569749,0.7375150348218485,1.6617353642269936,0.5051040737718916,105406,0.005997842785667569,0.020659039665448006,0.25899233395502863,0.7048760588603011,0.5070403621853898,52128,0.006110895283669013,0.019575152997546925,-0.30511606923204354,-0.765470852726077,0.5074301248443729,87549
5m,3,quote_volume_mean_12,volatility,1.0,0.005439181107198042,0.01770187885325059,0.005439181107198042,0.01770187885325059,0.6876715422243058,1.5587032286085485,0.5073669629896682,105403,0.006186980599881836,0.021309062554685287,0.2129742129045354,0.584318059348634,0.510244014732965,52128,0.005970648520928028,0.019123495048559796,-0.2399644131962849,-0.6216717126579407,0.508058344469954,87549
5m,3,quote_volume_mean_24,volatility,1.0,0.00578994257850608,0.018827077064846553,0.00578994257850608,0.018827077064846553,0.31818269178106157,0.7238883976156899,0.5054887710276383,105397,0.006084805557312286,0.02088586558349245,0.11870923073355341,0.3256231215327564,0.509706875383671,52128,0.00585873307207636,0.018761746403554568,-0.11073453312353468,-0.2860558350783846,0.5087094084455562,87549
5m,3,avg_trade_size_quote,liquidity,1.0,0.01002572061778619,0.0313844312622153,0.01002572061778619,0.0313844312622153,-0.08706891773727675,-0.18823225759652942,0.5082928495521482,105392,0.010434044602196765,0.034397429371110254,0.26123552540701706,0.6728288673167172,0.5114338334036758,52126,0.008368142816464634,0.026484699634712772,0.035602874094584375,0.06564724375423808,0.5124163297009572,87546
5m,3,taker_buy_ratio,flow,-1.0,-0.013622077634143461,-0.04449865970375854,0.013622077634143461,0.04449865970375854,1.5196680364977184,3.1780495378004763,0.513720206467284,105392,0.008982034698879676,0.029217855697652475,1.2696688699087555,2.9266085733339193,0.5079998465257262,52126,-0.0026025486497792327,-0.00847762672633186,-0.9938671285415269,-2.159357601074596,0.4961620176821328,87546
5m,3,taker_imbalance,flow,-1.0,-0.013622077634143461,-0.04449865970375854,0.013622077634143461,0.04449865970375854,1.5196680364977184,3.1780495378004763,0.513720206467284,105392,0.008982034698879676,0.029217855697652475,1.2696688699087555,2.9266085733339193,0.5079998465257262,52126,-0.0026025486497792327,-0.00847762672633186,-0.9938671285415269,-2.159357601074596,0.4961620176821328,87546
5m,3,mark_minus_index,basis,-1.0,-0.00616642062233342,-0.01895993023379759,0.00616642062233342,0.01895993023379759,0.6800477164864805,1.316143666048733,0.5067452185792349,105408,0.01641052009969035,0.0431907437666605,1.0819009018590495,2.1150924809900897,0.5152701043585022,52128,0.008700403786027025,0.025756279080851242,0.44579197086526307,0.9800359535373957,0.5084352762453026,87549
5m,3,mark_index_ratio,basis,-1.0,-0.020981347021154697,-0.06669695122752471,0.020981347021154697,0.06669695122752471,2.785577171301796,5.434025170151044,0.5194008044930176,105408,0.016731297850728247,0.05312209778127813,2.624102727287761,5.861738639699832,0.5199700736648251,52128,0.014777264027018027,0.048006491159632445,1.5124640715801954,3.7490277576647792,0.5184182572045369,87549
5m,3,premium_index,basis,-1.0,-0.023249594763286318,-0.07339059304657615,0.023249594763286318,0.07339059304657615,3.385011436343597,6.487967441481361,0.5222753491196114,105408,0.01978733161840164,0.062190495434894924,3.1553353758986473,6.970745028307171,0.5228667894413751,52128,0.014572240534337907,0.047049509715992574,1.2516639691272333,3.3675179108326216,0.5151058264514728,87549
5m,3,spot_perp_basis,basis,1.0,,,,,,,,0,,,,,,0,,,,,,0
5m,3,latest_known_funding_rate,funding,-1.0,-0.0032364311153797727,-0.01058395737452956,0.0032364311153797727,0.01058395737452956,0.36395784644349066,0.8057577791522947,0.5045821948998178,105408,0.007318005435076929,0.022686967234591727,1.2765158897672417,2.8314823452398628,0.5150399017802333,52128,0.0073600890044820625,0.022909249553454775,1.0890416158909013,2.6092608336727117,0.5095660715713486,87549
5m,3,funding_rate_z_24,funding,1.0,0.001094529119416856,0.003508595334460098,0.001094529119416856,0.003508595334460098,-0.0705029924664186,-0.1481360061506844,0.501394277400582,98976,-0.005240007674269724,-0.01672430037259873,-0.35462471926035405,-0.7967542404501345,0.4895641497851443,52128,-0.0038469431458203825,-0.012289072212855802,-0.4892728313200917,-1.0836365944622524,0.49502564278289873,87549
5m,3,funding_rate_persistence_3,funding,-1.0,-0.0013702534280584278,-0.004610982455448918,0.0013702534280584278,0.004610982455448918,0.35354540545278224,1.1485068430405616,0.43376823154056515,105312,0.004425160879284905,0.01435646284395976,0.677480662471158,1.7149256644343096,0.5076734192756293,52128,0.0018850578458083833,0.006061254866294711,0.38358979192732495,0.9573191767097488,0.49535688585820514,87549
5m,6,ret_1,price,-1.0,-0.02446185722780003,-0.06966150147272338,0.02446185722780003,0.06966150147272338,1.4585368420962026,2.454215498014964,0.5215023670154734,105407,0.021573897606497725,0.05965717241944973,1.4933950190045269,2.802641075490009,0.516823971761817,52128,0.025701531443330063,0.07306888169369438,1.4034215782862947,2.3319538711771473,0.5230621616064698,87546
5m,6,ret_3,price,-1.0,-0.028385557740308993,-0.07991313972759714,0.028385557740308993,0.07991313972759714,1.1962799084212552,1.9850904688153062,0.5192163559603434,105405,0.02720139319529591,0.07434989428651283,1.7515978845582594,3.2575859602474617,0.5224063842848373,52128,0.03508588347421674,0.09866973877714758,1.8434995728981418,2.869178757881916,0.5328855687295821,87546
5m,6,ret_6,price,-1.0,-0.028231140020481323,-0.07930070357714013,0.028231140020481323,0.07930070357714013,0.8893904809328089,1.4660737900550673,0.52084400675509,105402,0.03319093794522915,0.09013356634635072,2.383907367311359,4.3221166833724824,0.5283149171270718,52128,0.037717924448177335,0.10561022843843426,2.120960690975851,3.3071684228555176,0.5352843076782492,87546
5m,6,ret_12,price,-1.0,-0.028233545519195147,-0.07889206501199103,0.028233545519195147,0.07889206501199103,0.33524719341237175,0.5528423460803599,0.516053740179893,105396,0.026761562752272244,0.07294457020279775,1.7059536445019234,3.072331285020928,0.5219267955801105,52128,0.037834743057326654,0.10560188359064535,1.7713518574532658,2.7534635422017195,0.5342676992666713,87546
5m,6,ret_24,price,-1.0,-0.02524355652830782,-0.07077846506989502,0.02524355652830782,0.07077846506989502,-0.2886043937438228,-0.4733716114901852,0.5109599180141198,105384,0.02117418979284378,0.057902092335390384,-0.008844459020631487,-0.016166133137785966,0.5120280847145487,52128,0.036606048161149644,0.10228824766121808,1.6626957178209554,2.585749432686227,0.5349873209512713,87546
