candidate_id,family_id,dataset,motif,primary_field,partner_field,window_h,operator,expression,candidate_role,executes_numeric,primary_field_available,partner_field_available,materialization_preflight_pass
a7ffcore29e_0189,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,trade_quote_volume,168,Delta,"Delta(taker_buy_quote_volume,168)*ZScore(Delta(trade_quote_volume,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0190,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,trade_quote_volume,4,ZScore,"ZScore(trade_quote_volume,4)*ZScore(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0191,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,trade_quote_volume,8,ZScore,"ZScore(trade_volume,8)*ZScore(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0192,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,mark_index_basis_bps,24,ZScore,"ZScore(kline_taker_buy_quote_share,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0193,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,mark_index_basis_bps,72,ZScore,"ZScore(taker_buy_quote_volume,72)*ZScore(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0194,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,mark_index_basis_bps,168,ZScore,"ZScore(trade_quote_volume,168)*ZScore(Delta(mark_index_basis_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0195,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,mark_index_basis_bps,4,TSRank,"TSRank(trade_volume,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0196,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,premium_close_bps,8,TSRank,"TSRank(kline_taker_buy_quote_share,8)*ZScore(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0197,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,premium_close_bps,24,TSRank,"TSRank(taker_buy_quote_volume,24)*ZScore(Delta(premium_close_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0198,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,premium_close_bps,72,TSRank,"TSRank(trade_quote_volume,72)*ZScore(Delta(premium_close_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0199,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,premium_close_bps,168,TSRank,"TSRank(trade_volume,168)*ZScore(Delta(premium_close_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0200,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,funding_rate,4,SpreadShortLong,"Sub(ZScore(Mean(kline_taker_buy_quote_share,4)),ZScore(Mean(funding_rate,16)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0201,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,funding_rate,8,SpreadShortLong,"Sub(ZScore(Mean(taker_buy_quote_volume,8)),ZScore(Mean(funding_rate,32)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0202,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,funding_rate,24,SpreadShortLong,"Sub(ZScore(Mean(trade_quote_volume,24)),ZScore(Mean(funding_rate,96)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0203,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,funding_rate,72,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,72)),ZScore(Mean(funding_rate,288)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0204,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,trade_quote_volume,168,SpreadShortLong,"Sub(ZScore(Mean(kline_taker_buy_quote_share,168)),ZScore(Mean(trade_quote_volume,336)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0205,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,trade_quote_volume,4,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,4)),-3,3)*Sign(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0206,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,trade_quote_volume,8,WinsorZ,"Clip(ZScore(Delta(trade_quote_volume,8)),-3,3)*Sign(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0207,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,trade_quote_volume,24,WinsorZ,"Clip(ZScore(Delta(trade_volume,24)),-3,3)*Sign(Delta(trade_quote_volume,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0208,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,mark_index_basis_bps,72,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,72)),-3,3)*Sign(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0209,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,mark_index_basis_bps,168,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,168)),-3,3)*Sign(Delta(mark_index_basis_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0210,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,mark_index_basis_bps,4,Delta,"Delta(trade_quote_volume,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0211,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,mark_index_basis_bps,8,Delta,"Delta(trade_volume,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0212,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,premium_close_bps,24,Delta,"Delta(kline_taker_buy_quote_share,24)*ZScore(Delta(premium_close_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0213,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,premium_close_bps,72,Delta,"Delta(taker_buy_quote_volume,72)*ZScore(Delta(premium_close_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0214,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,premium_close_bps,168,Delta,"Delta(trade_quote_volume,168)*ZScore(Delta(premium_close_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0215,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,premium_close_bps,4,ZScore,"ZScore(trade_volume,4)*ZScore(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0216,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,funding_rate,8,ZScore,"ZScore(kline_taker_buy_quote_share,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0217,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,funding_rate,24,ZScore,"ZScore(taker_buy_quote_volume,24)*ZScore(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0218,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,funding_rate,72,ZScore,"ZScore(trade_quote_volume,72)*ZScore(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0219,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,funding_rate,168,ZScore,"ZScore(trade_volume,168)*ZScore(Delta(funding_rate,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0220,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,trade_quote_volume,4,TSRank,"TSRank(kline_taker_buy_quote_share,4)*ZScore(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0221,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,trade_quote_volume,8,TSRank,"TSRank(taker_buy_quote_volume,8)*ZScore(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0222,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,trade_quote_volume,24,TSRank,"TSRank(trade_quote_volume,24)*ZScore(Delta(trade_quote_volume,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0223,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,trade_quote_volume,72,TSRank,"TSRank(trade_volume,72)*ZScore(Delta(trade_quote_volume,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0224,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,mark_index_basis_bps,168,TSRank,"TSRank(kline_taker_buy_quote_share,168)*ZScore(Delta(mark_index_basis_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0225,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,mark_index_basis_bps,4,SpreadShortLong,"Sub(ZScore(Mean(taker_buy_quote_volume,4)),ZScore(Mean(mark_index_basis_bps,16)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0226,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,mark_index_basis_bps,8,SpreadShortLong,"Sub(ZScore(Mean(trade_quote_volume,8)),ZScore(Mean(mark_index_basis_bps,32)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0227,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,mark_index_basis_bps,24,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,24)),ZScore(Mean(mark_index_basis_bps,96)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0228,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,premium_close_bps,72,SpreadShortLong,"Sub(ZScore(Mean(kline_taker_buy_quote_share,72)),ZScore(Mean(premium_close_bps,288)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0229,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,premium_close_bps,168,SpreadShortLong,"Sub(ZScore(Mean(taker_buy_quote_volume,168)),ZScore(Mean(premium_close_bps,336)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0230,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,premium_close_bps,4,WinsorZ,"Clip(ZScore(Delta(trade_quote_volume,4)),-3,3)*Sign(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0231,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,premium_close_bps,8,WinsorZ,"Clip(ZScore(Delta(trade_volume,8)),-3,3)*Sign(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0232,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,funding_rate,24,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,24)),-3,3)*Sign(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0233,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,funding_rate,72,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,72)),-3,3)*Sign(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0234,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,funding_rate,168,WinsorZ,"Clip(ZScore(Delta(trade_quote_volume,168)),-3,3)*Sign(Delta(funding_rate,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0235,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,funding_rate,4,Delta,"Delta(trade_volume,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0236,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,trade_quote_volume,8,Delta,"Delta(kline_taker_buy_quote_share,8)*ZScore(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0237,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,trade_quote_volume,24,Delta,"Delta(taker_buy_quote_volume,24)*ZScore(Delta(trade_quote_volume,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0238,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,trade_quote_volume,72,Delta,"Delta(trade_quote_volume,72)*ZScore(Delta(trade_quote_volume,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0239,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,trade_quote_volume,168,Delta,"Delta(trade_volume,168)*ZScore(Delta(trade_quote_volume,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0240,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,mark_index_basis_bps,4,ZScore,"ZScore(kline_taker_buy_quote_share,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0241,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,mark_index_basis_bps,8,ZScore,"ZScore(taker_buy_quote_volume,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0242,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,mark_index_basis_bps,24,ZScore,"ZScore(trade_quote_volume,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0243,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,mark_index_basis_bps,72,ZScore,"ZScore(trade_volume,72)*ZScore(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0244,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,premium_close_bps,168,ZScore,"ZScore(kline_taker_buy_quote_share,168)*ZScore(Delta(premium_close_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0245,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,premium_close_bps,4,TSRank,"TSRank(taker_buy_quote_volume,4)*ZScore(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0246,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,premium_close_bps,8,TSRank,"TSRank(trade_quote_volume,8)*ZScore(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0247,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,premium_close_bps,24,TSRank,"TSRank(trade_volume,24)*ZScore(Delta(premium_close_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0248,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,funding_rate,72,TSRank,"TSRank(kline_taker_buy_quote_share,72)*ZScore(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0249,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,funding_rate,168,TSRank,"TSRank(taker_buy_quote_volume,168)*ZScore(Delta(funding_rate,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0250,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,funding_rate,4,SpreadShortLong,"Sub(ZScore(Mean(trade_quote_volume,4)),ZScore(Mean(funding_rate,16)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0251,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,funding_rate,8,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,8)),ZScore(Mean(funding_rate,32)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0252,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,trade_quote_volume,24,SpreadShortLong,"Sub(ZScore(Mean(kline_taker_buy_quote_share,24)),ZScore(Mean(trade_quote_volume,96)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0253,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,trade_quote_volume,72,SpreadShortLong,"Sub(ZScore(Mean(taker_buy_quote_volume,72)),ZScore(Mean(trade_quote_volume,288)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0254,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,trade_quote_volume,168,SpreadShortLong,"Sub(ZScore(Mean(trade_quote_volume,168)),ZScore(Mean(trade_quote_volume,336)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0255,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,trade_quote_volume,4,WinsorZ,"Clip(ZScore(Delta(trade_volume,4)),-3,3)*Sign(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0256,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,mark_index_basis_bps,8,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,8)),-3,3)*Sign(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0257,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,mark_index_basis_bps,24,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,24)),-3,3)*Sign(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0258,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,mark_index_basis_bps,72,WinsorZ,"Clip(ZScore(Delta(trade_quote_volume,72)),-3,3)*Sign(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0259,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,mark_index_basis_bps,168,WinsorZ,"Clip(ZScore(Delta(trade_volume,168)),-3,3)*Sign(Delta(mark_index_basis_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0260,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,premium_close_bps,4,Delta,"Delta(kline_taker_buy_quote_share,4)*ZScore(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0261,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,premium_close_bps,8,Delta,"Delta(taker_buy_quote_volume,8)*ZScore(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0262,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,premium_close_bps,24,Delta,"Delta(trade_quote_volume,24)*ZScore(Delta(premium_close_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0263,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,premium_close_bps,72,Delta,"Delta(trade_volume,72)*ZScore(Delta(premium_close_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0264,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,funding_rate,168,Delta,"Delta(kline_taker_buy_quote_share,168)*ZScore(Delta(funding_rate,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0265,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,funding_rate,4,ZScore,"ZScore(taker_buy_quote_volume,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0266,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,funding_rate,8,ZScore,"ZScore(trade_quote_volume,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0267,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,funding_rate,24,ZScore,"ZScore(trade_volume,24)*ZScore(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0268,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,trade_quote_volume,72,ZScore,"ZScore(kline_taker_buy_quote_share,72)*ZScore(Delta(trade_quote_volume,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0269,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,trade_quote_volume,168,ZScore,"ZScore(taker_buy_quote_volume,168)*ZScore(Delta(trade_quote_volume,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0270,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,trade_quote_volume,4,TSRank,"TSRank(trade_quote_volume,4)*ZScore(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0271,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,trade_quote_volume,8,TSRank,"TSRank(trade_volume,8)*ZScore(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0272,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,mark_index_basis_bps,24,TSRank,"TSRank(kline_taker_buy_quote_share,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0273,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,mark_index_basis_bps,72,TSRank,"TSRank(taker_buy_quote_volume,72)*ZScore(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0274,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,mark_index_basis_bps,168,TSRank,"TSRank(trade_quote_volume,168)*ZScore(Delta(mark_index_basis_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0275,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,mark_index_basis_bps,4,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,4)),ZScore(Mean(mark_index_basis_bps,16)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0276,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,premium_close_bps,8,SpreadShortLong,"Sub(ZScore(Mean(kline_taker_buy_quote_share,8)),ZScore(Mean(premium_close_bps,32)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0277,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,premium_close_bps,24,SpreadShortLong,"Sub(ZScore(Mean(taker_buy_quote_volume,24)),ZScore(Mean(premium_close_bps,96)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0278,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,premium_close_bps,72,SpreadShortLong,"Sub(ZScore(Mean(trade_quote_volume,72)),ZScore(Mean(premium_close_bps,288)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0279,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,premium_close_bps,168,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,168)),ZScore(Mean(premium_close_bps,336)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0280,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,funding_rate,4,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,4)),-3,3)*Sign(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0281,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,funding_rate,8,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,8)),-3,3)*Sign(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0282,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,funding_rate,24,WinsorZ,"Clip(ZScore(Delta(trade_quote_volume,24)),-3,3)*Sign(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0283,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,funding_rate,72,WinsorZ,"Clip(ZScore(Delta(trade_volume,72)),-3,3)*Sign(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0284,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,trade_quote_volume,168,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,168)),-3,3)*Sign(Delta(trade_quote_volume,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0285,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,trade_quote_volume,4,Delta,"Delta(taker_buy_quote_volume,4)*ZScore(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0286,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,trade_quote_volume,8,Delta,"Delta(trade_quote_volume,8)*ZScore(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0287,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,trade_quote_volume,24,Delta,"Delta(trade_volume,24)*ZScore(Delta(trade_quote_volume,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0288,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,mark_index_basis_bps,72,Delta,"Delta(kline_taker_buy_quote_share,72)*ZScore(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0289,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,mark_index_basis_bps,168,Delta,"Delta(taker_buy_quote_volume,168)*ZScore(Delta(mark_index_basis_bps,168))",preflight_blueprint_only,False,True,True,True
