symbol,path,file_exists,manifest_status,manifest_rows,coverage_metrics,coverage_market_funding,read_ok,error,rows,row_count_match,timestamp_min,timestamp_max,duplicate_symbol_timestamp,gap_hours,inf_cell_count,nan_cell_count,negative_non_allowed_count,feature_lag_min_hours,execution_lag_min_hours,feature_to_execution_lag_min_hours,median_hourly_quote_volume,mean_hourly_quote_volume,p10_hourly_quote_volume,p90_hourly_quote_volume,metrics_missing_rows,market_funding_missing_rows,source_trade_klines_rate,source_metrics_rate,source_market_funding_rate,rows_train_2024,rows_validation_2025H1,rows_recent_2025H2_2026Apr,rows_may_2026_stress_unavailable,liquidity_rank,liquidity_tier,history_tier,search_eligibility,contract_format,base_asset,is_core12,is_major
MEUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=MEUSDT\part.parquet,True,ok,12151,1.0,1.0,True,,12151,True,2024-12-10 17:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,15748,0,1.0,1.0,0.0,272728.40277,1578060.6132779901,76357.40875,2745508.5637,0,0,1.0,1.0,1.0,511,4344,7296,0,250,tail,listed_by_2025H1,listing_aware,plain_contract,ME,False,False
SENTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SENTUSDT\part.parquet,True,ok,4020,1.0,1.0,True,,4020,True,2025-11-14 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,15012,0,1.0,1.0,0.0,271390.997685,1530312.917644413,38448.095721000005,2810985.2429919993,0,0,1.0,1.0,1.0,0,0,4020,0,251,tail,short_history,listing_aware,plain_contract,SENT,False,False
ACEUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ACEUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,30359,0,1.0,1.0,0.0,271192.547412,913380.4144423764,54453.0430896,2258432.697895701,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,252,tail,full_2024_2026apr,strict_full_history,plain_contract,ACE,False,False
ZBTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ZBTUSDT\part.parquet,True,ok,4693,1.0,1.0,True,,4693,True,2025-10-17 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,6276,0,1.0,1.0,0.0,270968.2126,2029922.9458353207,50348.342928000005,3356147.6208000053,0,0,1.0,1.0,1.0,0,0,4693,0,253,tail,short_history,listing_aware,plain_contract,ZBT,False,False
AVAAIUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=AVAAIUSDT\part.parquet,True,ok,11243,1.0,1.0,True,,11243,True,2025-01-17 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,16872,0,1.0,1.0,0.0,270735.04988,819268.6960434129,29329.358344,2016491.0066520008,0,0,1.0,1.0,1.0,0,3947,7296,0,254,tail,recent_only,listing_aware,plain_contract,AVAAI,False,False
PTBUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=PTBUSDT\part.parquet,True,ok,5748,1.0,1.0,True,,5748,True,2025-09-03 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,8580,0,1.0,1.0,0.0,269191.0702125,1428151.6185605188,68241.91617558,2324405.9072410003,0,0,1.0,1.0,1.0,0,0,5748,0,255,tail,short_history,listing_aware,plain_contract,PTB,False,False
1000CATUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=1000CATUSDT\part.parquet,True,ok,13356,1.0,1.0,True,,13356,True,2024-10-21 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,20043,0,1.0,1.0,0.0,267445.72167899995,1130919.4876628076,43178.2413145,2271961.8742500003,0,0,1.0,1.0,1.0,1716,4344,7296,0,256,tail,listed_by_2025H1,listing_aware,multiplier_contract,1000CAT,False,False
ENJUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ENJUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35077,0,1.0,1.0,0.0,266433.151165,789516.9736003452,75877.51884599999,1289619.0896140002,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,257,tail,full_2024_2026apr,strict_full_history,plain_contract,ENJ,False,False
MMTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=MMTUSDT\part.parquet,True,ok,4260,1.0,1.0,True,,4260,True,2025-11-04 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,6392,0,1.0,1.0,0.0,265906.48195,3121313.3521309863,63792.86456,3457279.181139998,0,0,1.0,1.0,1.0,0,0,4260,0,258,tail,short_history,listing_aware,plain_contract,MMT,False,False
VANAUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=VANAUSDT\part.parquet,True,ok,12011,1.0,1.0,True,,12011,True,2024-12-16 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,18024,0,1.0,1.0,0.0,264764.48311,1670913.8939963856,50373.80131,3138052.58991,0,0,1.0,1.0,1.0,371,4344,7296,0,259,tail,listed_by_2025H1,listing_aware,plain_contract,VANA,False,False
RAREUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=RAREUSDT\part.parquet,True,ok,14963,1.0,1.0,True,,14963,True,2024-08-15 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,22453,0,1.0,1.0,0.0,261988.64447,2567426.330852952,47081.023168,3502909.9622600055,0,0,1.0,1.0,1.0,3323,4344,7296,0,260,tail,listed_by_2025H1,listing_aware,plain_contract,RARE,False,False
TRUTHUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=TRUTHUSDT\part.parquet,True,ok,5076,1.0,1.0,True,,5076,True,2025-10-01 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,7616,0,1.0,1.0,0.0,257555.4808525,1369091.2893579404,33321.518270500004,2491305.5210695,0,0,1.0,1.0,1.0,0,0,5076,0,261,tail,short_history,listing_aware,plain_contract,TRUTH,False,False
HEMIUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=HEMIUSDT\part.parquet,True,ok,5876,1.0,1.0,True,,5876,True,2025-08-29 04:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,8816,0,1.0,1.0,0.0,257513.72723999998,1659979.2428017296,53028.103820000004,2953753.7672575,0,0,1.0,1.0,1.0,0,0,5876,0,262,tail,short_history,listing_aware,plain_contract,HEMI,False,False
LQTYUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=LQTYUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,254919.88234,578372.4979521396,53346.260141000006,1148595.7325460003,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,263,tail,full_2024_2026apr,strict_full_history,plain_contract,LQTY,False,False
VVVUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=VVVUSDT\part.parquet,True,ok,10960,1.0,1.0,True,,10960,True,2025-01-29 08:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,16446,0,1.0,1.0,0.0,254308.48037499998,1369763.0649435166,55549.975155,2827131.1019780007,0,0,1.0,1.0,1.0,0,3664,7296,0,264,tail,recent_only,listing_aware,plain_contract,VVV,False,False
QTUMUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=QTUMUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,40343,0,1.0,1.0,0.0,253928.9609,824426.3604493929,63428.662000000004,1459260.5998600002,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,265,tail,full_2024_2026apr,strict_full_history,plain_contract,QTUM,False,False
SAPIENUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SAPIENUSDT\part.parquet,True,ok,6079,1.0,1.0,True,,6079,True,2025-08-20 17:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,9122,0,1.0,1.0,0.0,252754.79575,1666550.6461027765,52572.993176,3029532.667555999,0,0,1.0,1.0,1.0,0,0,6079,0,266,tail,short_history,listing_aware,plain_contract,SAPIEN,False,False
KSMUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=KSMUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,252529.13760000002,632794.9152363836,84236.16828,1093410.89036,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,267,tail,full_2024_2026apr,strict_full_history,plain_contract,KSM,False,False
ALLOUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ALLOUSDT\part.parquet,True,ok,4090,1.0,1.0,True,,4090,True,2025-11-11 14:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,6138,0,1.0,1.0,0.0,252523.870605,1341874.7471339805,61646.95018800001,2539728.5524599995,0,0,1.0,1.0,1.0,0,0,4090,0,268,tail,short_history,listing_aware,plain_contract,ALLO,False,False
GASUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=GASUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,30699,0,1.0,1.0,0.0,252137.3473,973241.7337814483,50221.16508,1788528.18737,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,269,tail,full_2024_2026apr,strict_full_history,plain_contract,GAS,False,False
FIDAUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=FIDAUSDT\part.parquet,True,ok,14124,1.0,1.0,True,,14124,True,2024-09-19 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,21195,0,1.0,1.0,0.0,251278.28099,707376.9508058609,60575.574631,1489596.661299,0,0,1.0,1.0,1.0,2484,4344,7296,0,270,tail,listed_by_2025H1,listing_aware,plain_contract,FIDA,False,False
NXPCUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=NXPCUSDT\part.parquet,True,ok,8418,1.0,1.0,True,,8418,True,2025-05-15 06:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,12634,0,1.0,1.0,0.0,250697.15766,1969545.7242568403,38416.78517,3305351.6795020006,0,0,1.0,1.0,1.0,0,1122,7296,0,271,tail,recent_only,listing_aware,plain_contract,NXPC,False,False
ONTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ONTUSDT\part.parquet,True,ok,20424,0.9995103799451626,0.963572267920094,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,39397,0,1.0,1.0,0.0,250535.15463499998,1098210.0792779275,78850.583854,1650946.8404590008,10,744,1.0,0.9995103799451626,0.963572267920094,8784,4344,7296,0,272,tail,full_2024_2026apr,hold_quality_or_short_history,plain_contract,ONT,False,False
GLMUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=GLMUSDT\part.parquet,True,ok,19166,1.0,1.0,True,,19166,True,2024-02-22 10:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,28757,0,1.0,1.0,0.0,247801.493525,1156620.5805898707,64291.420135,1670588.363075,0,0,1.0,1.0,1.0,7526,4344,7296,0,273,tail,listed_by_2025H1,listing_aware,plain_contract,GLM,False,False
CETUSUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=CETUSUSDT\part.parquet,True,ok,12970,1.0,1.0,True,,12970,True,2024-11-06 14:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,19462,0,1.0,1.0,0.0,247732.52210499998,893558.30069346,30350.822128,1765764.9125750007,0,0,1.0,1.0,1.0,1330,4344,7296,0,274,tail,listed_by_2025H1,listing_aware,plain_contract,CETUS,False,False
TSTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=TSTUSDT\part.parquet,True,ok,10691,1.0,1.0,True,,10691,True,2025-02-09 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,16044,0,1.0,1.0,0.0,246832.9928,2139793.0143856946,37763.538305,3640971.5264,0,0,1.0,1.0,1.0,0,3395,7296,0,275,tail,recent_only,listing_aware,plain_contract,TST,False,False
EDUUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=EDUUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,244139.01854999998,717468.1947749642,68048.10725,1101955.7104100003,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,276,tail,full_2024_2026apr,strict_full_history,plain_contract,EDU,False,False
HYPERUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=HYPERUSDT\part.parquet,True,ok,8963,1.0,1.0,True,,8963,True,2025-04-22 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,13152,0,1.0,1.0,0.0,243601.1091,2175297.005770581,54634.36548,2316463.3685800014,0,0,1.0,1.0,1.0,0,1667,7296,0,277,tail,recent_only,listing_aware,plain_contract,HYPER,False,False
HMSTRUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=HMSTRUSDT\part.parquet,True,ok,13956,1.0,1.0,True,,13956,True,2024-09-26 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,20943,0,1.0,1.0,0.0,242197.5752882,1392098.6195131913,51754.0669634,2505225.2484494997,0,0,1.0,1.0,1.0,2316,4344,7296,0,278,tail,listed_by_2025H1,listing_aware,plain_contract,HMSTR,False,False
SIGNUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SIGNUSDT\part.parquet,True,ok,8821,1.0,1.0,True,,8821,True,2025-04-28 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,10066,0,1.0,1.0,0.0,241625.52664,1242288.5761444033,46125.99837,1956803.5031,0,0,1.0,1.0,1.0,0,1525,7296,0,279,tail,recent_only,listing_aware,plain_contract,SIGN,False,False
HIGHUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=HIGHUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,240986.79314999998,1256732.8432972028,37659.954554,2106432.4443770004,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,280,tail,full_2024_2026apr,strict_full_history,plain_contract,HIGH,False,False
DUSKUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=DUSKUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35101,0,1.0,1.0,0.0,240717.45326500002,786461.3920889194,59562.454556,1308705.4563420005,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,281,tail,full_2024_2026apr,strict_full_history,plain_contract,DUSK,False,False
WALUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=WALUSDT\part.parquet,True,ok,9585,1.0,1.0,True,,9585,True,2025-03-27 15:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,14384,0,1.0,1.0,0.0,240714.1089,726007.597563088,55732.657092,1399436.9544000002,0,0,1.0,1.0,1.0,0,2289,7296,0,282,tail,recent_only,listing_aware,plain_contract,WAL,False,False
LABUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=LABUSDT\part.parquet,True,ok,4690,1.0,1.0,True,,4690,True,2025-10-17 14:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,7038,0,1.0,1.0,0.0,240593.132645,1404491.5659708614,37788.858799,2750746.628668005,0,0,1.0,1.0,1.0,0,0,4690,0,283,tail,short_history,listing_aware,plain_contract,LAB,False,False
YFIUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=YFIUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,240584.4125,512710.2922971014,79940.72480000001,964891.2805,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,284,tail,full_2024_2026apr,strict_full_history,plain_contract,YFI,False,False
ORCAUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ORCAUSDT\part.parquet,True,ok,12249,1.0,1.0,True,,12249,True,2024-12-06 15:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,16548,0,1.0,1.0,0.0,239188.8231,1455702.9380149564,56588.73312,2127481.3270400013,0,0,1.0,1.0,1.0,609,4344,7296,0,285,tail,listed_by_2025H1,listing_aware,plain_contract,ORCA,False,False
C98USDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=C98USDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,236782.63925,462194.9423325164,75856.315181,911783.9336200001,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,286,tail,full_2024_2026apr,strict_full_history,plain_contract,C98,False,False
COWUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=COWUSDT\part.parquet,True,ok,12971,1.0,1.0,True,,12971,True,2024-11-06 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,19464,0,1.0,1.0,0.0,235029.3312,1611921.7530040937,42136.7213,3091193.9439,0,0,1.0,1.0,1.0,1331,4344,7296,0,287,tail,listed_by_2025H1,listing_aware,plain_contract,COW,False,False
CHRUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=CHRUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,40343,0,1.0,1.0,0.0,234252.5344,552565.1954617953,54671.42814,1235019.9040400002,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,288,tail,full_2024_2026apr,strict_full_history,plain_contract,CHR,False,False
BABYUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=BABYUSDT\part.parquet,True,ok,9371,1.0,1.0,True,,9371,True,2025-04-05 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,14766,0,1.0,1.0,0.0,233649.69793,1374889.194606062,38859.24839,2002935.0256,0,0,1.0,1.0,1.0,0,2075,7296,0,289,tail,recent_only,listing_aware,plain_contract,BABY,False,False
POLYXUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=POLYXUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,30575,0,1.0,1.0,0.0,233531.78683,1432142.062821041,45214.120591,2272356.2286870005,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,290,tail,full_2024_2026apr,strict_full_history,plain_contract,POLYX,False,False
BATUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=BATUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,232444.76585,480420.91802059434,83178.855368,1012315.897449,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,291,tail,full_2024_2026apr,strict_full_history,plain_contract,BAT,False,False
SKRUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SKRUSDT\part.parquet,True,ok,2366,1.0,1.0,True,,2366,True,2026-01-22 10:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,3346,0,1.0,1.0,0.0,230124.7759065,947124.5955618976,44699.007114,1957554.7479555001,0,0,1.0,1.0,1.0,0,0,2366,0,292,tail,short_history,listing_aware,plain_contract,SKR,False,False
NFPUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=NFPUSDT\part.parquet,True,ok,20424,0.9983352918135526,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,31085,0,1.0,1.0,0.0,229527.12914,731179.8067604179,36725.2218069,1770377.1760000002,34,0,1.0,0.9983352918135526,1.0,8784,4344,7296,0,293,tail,full_2024_2026apr,strict_full_history,plain_contract,NFP,False,False
WOOUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=WOOUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,229492.4821,479114.3910794198,68104.482692,1077456.8834230006,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,294,tail,full_2024_2026apr,strict_full_history,plain_contract,WOO,False,False
ONEUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ONEUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,228914.39651,474255.6579584429,63658.0897751,965424.0926250011,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,295,tail,full_2024_2026apr,strict_full_history,plain_contract,ONE,False,False
SKLUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SKLUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,34563,0,1.0,1.0,0.0,228423.053035,839317.8539202971,58883.155157,1313919.7582720004,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,296,tail,full_2024_2026apr,strict_full_history,plain_contract,SKL,False,False
USTCUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=USTCUSDT\part.parquet,True,ok,20424,0.9983842538190364,0.963572267920094,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,36280,0,1.0,1.0,0.0,228051.7421195,726667.7194675241,46617.298616700005,1445133.1937380002,33,744,1.0,0.9983842538190364,0.963572267920094,8784,4344,7296,0,297,tail,full_2024_2026apr,hold_quality_or_short_history,plain_contract,USTC,False,False
BROCCOLI714USDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=BROCCOLI714USDT\part.parquet,True,ok,9735,1.0,1.0,True,,9735,True,2025-03-21 09:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,14544,0,1.0,1.0,0.0,228023.66556,909436.1129639044,51677.349848,1538701.844156,0,0,1.0,1.0,1.0,0,2439,7296,0,298,tail,recent_only,listing_aware,plain_contract,BROCCOLI714,False,False
WETUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=WETUSDT\part.parquet,True,ok,3401,1.0,1.0,True,,3401,True,2025-12-10 07:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,4456,0,1.0,1.0,0.0,226196.37973,1081242.8989684712,47922.69655,2188432.92832,0,0,1.0,1.0,1.0,0,0,3401,0,299,tail,short_history,listing_aware,plain_contract,WET,False,False
ARKUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ARKUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,33227,0,1.0,1.0,0.0,225921.6476,960034.9838112611,30264.73237,1807800.93148,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,300,tail,full_2024_2026apr,strict_full_history,plain_contract,ARK,False,False
DEXEUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=DEXEUSDT\part.parquet,True,ok,11821,1.0,1.0,True,,11821,True,2024-12-24 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,17738,0,1.0,1.0,0.0,225633.23447,687437.0672748963,45318.34614,1453162.40551,0,0,1.0,1.0,1.0,181,4344,7296,0,301,tail,listed_by_2025H1,listing_aware,plain_contract,DEXE,False,False
STGUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=STGUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,224189.37165,658010.4188375442,64976.77633000001,1150065.6355700004,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,302,tail,full_2024_2026apr,strict_full_history,plain_contract,STG,False,False
NMRUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=NMRUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,30773,0,1.0,1.0,0.0,220823.04985,1031751.9884564534,72019.88613,1352432.3999,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,303,tail,full_2024_2026apr,strict_full_history,plain_contract,NMR,False,False
2ZUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=2ZUSDT\part.parquet,True,ok,5052,1.0,1.0,True,,5052,True,2025-10-02 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,7580,0,1.0,1.0,0.0,220818.209905,1205198.401768937,55525.815866,1814326.8083130007,0,0,1.0,1.0,1.0,0,0,5052,0,304,tail,short_history,listing_aware,plain_contract,2Z,False,False
