symbol,base_asset,contract_format,is_core12,is_major,liquidity_rank,liquidity_tier,history_tier,search_eligibility,median_hourly_quote_volume,rows,timestamp_min,timestamp_max
DRIFTUSDT,DRIFT,plain_contract,False,False,321,tail,listed_by_2025H1,listing_aware,203848.5937,12921,2024-11-08 15:00:00+00:00,2026-04-30 23:00:00+00:00
NOMUSDT,NOM,plain_contract,False,False,322,tail,short_history,listing_aware,202281.2429755,5080,2025-10-01 08:00:00+00:00,2026-04-30 23:00:00+00:00
GPSUSDT,GPS,plain_contract,False,False,323,tail,recent_only,listing_aware,201313.53306,10495,2025-02-17 17:00:00+00:00,2026-04-30 23:00:00+00:00
ANKRUSDT,ANKR,plain_contract,False,False,324,tail,full_2024_2026apr,strict_full_history,200838.93751999998,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
TAKEUSDT,TAKE,plain_contract,False,False,325,tail,short_history,listing_aware,199551.0678,5749,2025-09-03 11:00:00+00:00,2026-04-30 23:00:00+00:00
GTCUSDT,GTC,plain_contract,False,False,326,tail,full_2024_2026apr,strict_full_history,196737.36465,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
HOTUSDT,HOT,plain_contract,False,False,327,tail,full_2024_2026apr,strict_full_history,196062.413992,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
OGUSDT,OG,plain_contract,False,False,328,tail,recent_only,listing_aware,196038.5984,8487,2025-05-12 09:00:00+00:00,2026-04-30 23:00:00+00:00
KAIAUSDT,KAIA,plain_contract,False,False,329,tail,listed_by_2025H1,listing_aware,194622.5319,12298,2024-12-04 14:00:00+00:00,2026-04-30 23:00:00+00:00
ASTRUSDT,ASTR,plain_contract,False,False,330,tail,full_2024_2026apr,strict_full_history,194132.5474905,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
SOPHUSDT,SOPH,plain_contract,False,False,331,tail,recent_only,listing_aware,193872.598221,8099,2025-05-28 13:00:00+00:00,2026-04-30 23:00:00+00:00
TREEUSDT,TREE,plain_contract,False,False,332,tail,short_history,listing_aware,193235.96545000002,6610,2025-07-29 14:00:00+00:00,2026-04-30 23:00:00+00:00
SPELLUSDT,SPELL,plain_contract,False,False,333,tail,full_2024_2026apr,strict_full_history,191387.0989238,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
RVNUSDT,RVN,plain_contract,False,False,334,tail,full_2024_2026apr,strict_full_history,189500.780995,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
AIOTUSDT,AIOT,plain_contract,False,False,335,tail,recent_only,listing_aware,189102.36949,8772,2025-04-30 12:00:00+00:00,2026-04-30 23:00:00+00:00
BSVUSDT,BSV,plain_contract,False,False,336,tail,full_2024_2026apr,strict_full_history,188782.5155,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
BUSDT,B,plain_contract,False,False,337,tail,recent_only,listing_aware,188027.47425,8240,2025-05-22 16:00:00+00:00,2026-04-30 23:00:00+00:00
BLESSUSDT,BLESS,plain_contract,False,False,338,tail,short_history,listing_aware,187757.88482,5271,2025-09-23 09:00:00+00:00,2026-04-30 23:00:00+00:00
SHELLUSDT,SHELL,plain_contract,False,False,339,tail,recent_only,listing_aware,186785.8203,10495,2025-02-17 17:00:00+00:00,2026-04-30 23:00:00+00:00
AUSDT,A,plain_contract,False,False,340,tail,recent_only,listing_aware,186712.675005,8104,2025-05-28 08:00:00+00:00,2026-04-30 23:00:00+00:00
NAORISUSDT,NAORIS,plain_contract,False,False,341,tail,short_history,listing_aware,186434.97705,6564,2025-07-31 12:00:00+00:00,2026-04-30 23:00:00+00:00
REDUSDT,RED,plain_contract,False,False,342,tail,recent_only,listing_aware,184184.67965,10088,2025-03-06 16:00:00+00:00,2026-04-30 23:00:00+00:00
KMNOUSDT,KMNO,plain_contract,False,False,343,tail,listed_by_2025H1,listing_aware,182364.5634,11909,2024-12-20 19:00:00+00:00,2026-04-30 23:00:00+00:00
QUSDT,Q,plain_contract,False,False,344,tail,short_history,listing_aware,181607.191694,5777,2025-09-02 07:00:00+00:00,2026-04-30 23:00:00+00:00
1000CHEEMSUSDT,1000CHEEMS,multiplier_contract,False,False,345,tail,listed_by_2025H1,listing_aware,181466.6332639,12517,2024-11-25 11:00:00+00:00,2026-04-30 23:00:00+00:00
HOLOUSDT,HOLO,plain_contract,False,False,346,tail,short_history,listing_aware,180117.92788,5556,2025-09-11 12:00:00+00:00,2026-04-30 23:00:00+00:00
DEEPUSDT,DEEP,plain_contract,False,False,347,tail,recent_only,listing_aware,178433.297135,8968,2025-04-22 08:00:00+00:00,2026-04-30 23:00:00+00:00
NILUSDT,NIL,plain_contract,False,False,348,tail,recent_only,listing_aware,178160.90568,9659,2025-03-24 13:00:00+00:00,2026-04-30 23:00:00+00:00
PROVEUSDT,PROVE,plain_contract,False,False,349,tail,short_history,listing_aware,178100.33053,6439,2025-08-05 17:00:00+00:00,2026-04-30 23:00:00+00:00
TAUSDT,TA,plain_contract,False,False,350,tail,short_history,listing_aware,176022.2017,6809,2025-07-21 07:00:00+00:00,2026-04-30 23:00:00+00:00
ILVUSDT,ILV,plain_contract,False,False,351,tail,full_2024_2026apr,strict_full_history,175979.46665000002,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
NEWTUSDT,NEWT,plain_contract,False,False,352,tail,recent_only,listing_aware,175193.74745,7570,2025-06-19 14:00:00+00:00,2026-04-30 23:00:00+00:00
ICNTUSDT,ICNT,plain_contract,False,False,353,tail,recent_only,listing_aware,174537.5829,7235,2025-07-03 13:00:00+00:00,2026-04-30 23:00:00+00:00
ARPAUSDT,ARPA,plain_contract,False,False,354,tail,full_2024_2026apr,strict_full_history,172040.097365,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
AIAUSDT,AIA,plain_contract,False,False,355,tail,short_history,hold_quality_or_short_history,171925.47323,2869,2026-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
STBLUSDT,STBL,plain_contract,False,False,356,tail,short_history,listing_aware,171178.13017,5419,2025-09-17 05:00:00+00:00,2026-04-30 23:00:00+00:00
DOLOUSDT,DOLO,plain_contract,False,False,357,tail,recent_only,listing_aware,170120.338061,8757,2025-05-01 03:00:00+00:00,2026-04-30 23:00:00+00:00
OGNUSDT,OGN,plain_contract,False,False,358,tail,full_2024_2026apr,strict_full_history,169440.30255,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
KGENUSDT,KGEN,plain_contract,False,False,359,tail,short_history,listing_aware,168636.276515,4930,2025-10-07 14:00:00+00:00,2026-04-30 23:00:00+00:00
BANKUSDT,BANK,plain_contract,False,False,360,tail,recent_only,listing_aware,168349.10328749998,9054,2025-04-18 18:00:00+00:00,2026-04-30 23:00:00+00:00
BANDUSDT,BAND,plain_contract,False,False,361,tail,full_2024_2026apr,strict_full_history,167400.43779,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
FHEUSDT,FHE,plain_contract,False,False,362,tail,recent_only,listing_aware,167390.91026,9201,2025-04-12 15:00:00+00:00,2026-04-30 23:00:00+00:00
YBUSDT,YB,plain_contract,False,False,363,tail,short_history,listing_aware,165462.81655,4858,2025-10-10 14:00:00+00:00,2026-04-30 23:00:00+00:00
XNYUSDT,XNY,plain_contract,False,False,364,tail,short_history,listing_aware,164737.561183,6253,2025-08-13 11:00:00+00:00,2026-04-30 23:00:00+00:00
TUSDT,T,plain_contract,False,False,365,tail,full_2024_2026apr,strict_full_history,164404.96071,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
METISUSDT,METIS,plain_contract,False,False,366,tail,listed_by_2025H1,listing_aware,164140.1113,18712,2024-03-12 08:00:00+00:00,2026-04-30 23:00:00+00:00
INUSDT,IN,plain_contract,False,False,367,tail,short_history,listing_aware,164086.80578499998,6398,2025-08-07 10:00:00+00:00,2026-04-30 23:00:00+00:00
MOVRUSDT,MOVR,plain_contract,False,False,368,tail,full_2024_2026apr,strict_full_history,161499.50427,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
TWTUSDT,TWT,plain_contract,False,False,369,tail,full_2024_2026apr,strict_full_history,161491.0852,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
IOSTUSDT,IOST,plain_contract,False,False,370,tail,full_2024_2026apr,strict_full_history,161132.985408,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
PLAYUSDT,PLAY,plain_contract,False,False,371,tail,short_history,listing_aware,160937.01927,6567,2025-07-31 09:00:00+00:00,2026-04-30 23:00:00+00:00
CTSIUSDT,CTSI,plain_contract,False,False,372,tail,full_2024_2026apr,strict_full_history,160254.92845,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
AGTUSDT,AGT,plain_contract,False,False,373,tail,recent_only,listing_aware,159957.9128245,8294,2025-05-20 10:00:00+00:00,2026-04-30 23:00:00+00:00
HOMEUSDT,HOME,plain_contract,False,False,374,tail,recent_only,listing_aware,159616.471035,7789,2025-06-10 11:00:00+00:00,2026-04-30 23:00:00+00:00
RONINUSDT,RONIN,plain_contract,False,False,375,tail,listed_by_2025H1,listing_aware,159153.39327,19556,2024-02-06 04:00:00+00:00,2026-04-30 23:00:00+00:00
ZKCUSDT,ZKC,plain_contract,False,False,376,tail,short_history,listing_aware,158814.33323,5458,2025-09-15 14:00:00+00:00,2026-04-30 23:00:00+00:00
KNCUSDT,KNC,plain_contract,False,False,377,tail,full_2024_2026apr,strict_full_history,158412.25410000002,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ICXUSDT,ICX,plain_contract,False,False,378,tail,full_2024_2026apr,strict_full_history,157640.11865000002,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
MIRAUSDT,MIRA,plain_contract,False,False,379,tail,short_history,listing_aware,156002.22785,5196,2025-09-26 12:00:00+00:00,2026-04-30 23:00:00+00:00
RLCUSDT,RLC,plain_contract,False,False,380,tail,full_2024_2026apr,strict_full_history,154873.48978,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
IRYSUSDT,IRYS,plain_contract,False,False,381,tail,short_history,listing_aware,153273.0965515,3728,2025-11-26 16:00:00+00:00,2026-04-30 23:00:00+00:00
UBUSDT,UB,plain_contract,False,False,382,tail,short_history,listing_aware,153096.2858375,5534,2025-09-12 10:00:00+00:00,2026-04-30 23:00:00+00:00
HANAUSDT,HANA,plain_contract,False,False,383,tail,short_history,listing_aware,152857.13176,5197,2025-09-26 11:00:00+00:00,2026-04-30 23:00:00+00:00
BTRUSDT,BTR,plain_contract,False,False,384,tail,short_history,listing_aware,152638.133965,5918,2025-08-27 10:00:00+00:00,2026-04-30 23:00:00+00:00
SCRUSDT,SCR,plain_contract,False,False,385,tail,listed_by_2025H1,listing_aware,152350.608825,13334,2024-10-22 10:00:00+00:00,2026-04-30 23:00:00+00:00
BANUSDT,BAN,plain_contract,False,False,386,tail,listed_by_2025H1,listing_aware,152138.78985,12685,2024-11-18 11:00:00+00:00,2026-04-30 23:00:00+00:00
EDENUSDT,EDEN,plain_contract,False,False,387,tail,short_history,listing_aware,150524.01454,5101,2025-09-30 11:00:00+00:00,2026-04-30 23:00:00+00:00
SXTUSDT,SXT,plain_contract,False,False,388,tail,recent_only,listing_aware,149561.33736499998,8728,2025-05-02 08:00:00+00:00,2026-04-30 23:00:00+00:00
HFTUSDT,HFT,plain_contract,False,False,389,tail,full_2024_2026apr,strict_full_history,149007.111645,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
GUAUSDT,GUA,plain_contract,False,False,390,tail,short_history,listing_aware,147643.0823,3134,2025-12-21 10:00:00+00:00,2026-04-30 23:00:00+00:00
SYNUSDT,SYN,plain_contract,False,False,391,tail,listed_by_2025H1,listing_aware,147365.64140000002,14940,2024-08-16 12:00:00+00:00,2026-04-30 23:00:00+00:00
HAEDALUSDT,HAEDAL,plain_contract,False,False,392,tail,recent_only,listing_aware,146796.263816,8757,2025-05-01 03:00:00+00:00,2026-04-30 23:00:00+00:00
BLUAIUSDT,BLUAI,plain_contract,False,False,393,tail,short_history,listing_aware,144890.863503,4597,2025-10-21 11:00:00+00:00,2026-04-30 23:00:00+00:00
EPICUSDT,EPIC,plain_contract,False,False,394,tail,recent_only,listing_aware,143279.06817500002,9928,2025-03-13 08:00:00+00:00,2026-04-30 23:00:00+00:00
EVAAUSDT,EVAA,plain_contract,False,False,395,tail,short_history,listing_aware,143127.164735,5030,2025-10-03 10:00:00+00:00,2026-04-30 23:00:00+00:00
CELRUSDT,CELR,plain_contract,False,False,396,tail,full_2024_2026apr,strict_full_history,142168.50302,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ARIAUSDT,ARIA,plain_contract,False,False,397,tail,short_history,listing_aware,139194.7758,5749,2025-09-03 11:00:00+00:00,2026-04-30 23:00:00+00:00
SUNUSDT,SUN,plain_contract,False,False,398,tail,listed_by_2025H1,listing_aware,138661.714401,14795,2024-08-22 13:00:00+00:00,2026-04-30 23:00:00+00:00
PHAUSDT,PHA,plain_contract,False,False,399,tail,listed_by_2025H1,listing_aware,138083.86561,11677,2024-12-30 11:00:00+00:00,2026-04-30 23:00:00+00:00
EULUSDT,EUL,plain_contract,False,False,400,tail,short_history,listing_aware,137887.991985,4786,2025-10-13 14:00:00+00:00,2026-04-30 23:00:00+00:00
MTLUSDT,MTL,plain_contract,False,False,401,tail,full_2024_2026apr,strict_full_history,135419.3518,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
SQDUSDT,SQD,plain_contract,False,False,402,tail,recent_only,listing_aware,133904.61453999998,7764,2025-06-11 12:00:00+00:00,2026-04-30 23:00:00+00:00
XANUSDT,XAN,plain_contract,False,False,403,tail,short_history,listing_aware,133635.22029,5126,2025-09-29 10:00:00+00:00,2026-04-30 23:00:00+00:00
POWRUSDT,POWR,plain_contract,False,False,404,tail,full_2024_2026apr,strict_full_history,133605.85405,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ERAUSDT,ERA,plain_contract,False,False,405,tail,short_history,listing_aware,132360.991,6897,2025-07-17 15:00:00+00:00,2026-04-30 23:00:00+00:00
MAGMAUSDT,MAGMA,plain_contract,False,False,406,tail,short_history,listing_aware,131227.10951,2891,2025-12-31 13:00:00+00:00,2026-04-30 23:00:00+00:00
SIRENUSDT,SIREN,plain_contract,False,False,407,tail,recent_only,listing_aware,130907.59763,9711,2025-03-22 09:00:00+00:00,2026-04-30 23:00:00+00:00
BICOUSDT,BICO,plain_contract,False,False,408,tail,full_2024_2026apr,strict_full_history,130668.05359,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ESPORTSUSDT,ESPORTS,plain_contract,False,False,409,tail,short_history,listing_aware,130160.24497500001,6614,2025-07-29 10:00:00+00:00,2026-04-30 23:00:00+00:00
TLMUSDT,TLM,plain_contract,False,False,410,tail,full_2024_2026apr,strict_full_history,129914.421264,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
USDCUSDT,USDC,plain_contract,False,False,411,tail,full_2024_2026apr,strict_full_history,128268.15177200001,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
BMTUSDT,BMT,plain_contract,False,False,412,tail,recent_only,listing_aware,128231.53564,9827,2025-03-17 13:00:00+00:00,2026-04-30 23:00:00+00:00
JOEUSDT,JOE,plain_contract,False,False,413,tail,full_2024_2026apr,strict_full_history,128106.02475499999,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
JCTUSDT,JCT,plain_contract,False,False,414,tail,short_history,listing_aware,127640.772222,4118,2025-11-10 10:00:00+00:00,2026-04-30 23:00:00+00:00
SKYAIUSDT,SKYAI,plain_contract,False,False,415,tail,recent_only,listing_aware,127320.88026,8463,2025-05-13 09:00:00+00:00,2026-04-30 23:00:00+00:00
XPINUSDT,XPIN,plain_contract,False,False,416,tail,short_history,listing_aware,127089.06560599999,5536,2025-09-12 08:00:00+00:00,2026-04-30 23:00:00+00:00
MBOXUSDT,MBOX,plain_contract,False,False,417,tail,listed_by_2025H1,listing_aware,126146.28961,14655,2024-08-28 09:00:00+00:00,2026-04-30 23:00:00+00:00
FUSDT,F,plain_contract,False,False,418,tail,recent_only,listing_aware,125893.4537245,7596,2025-06-18 12:00:00+00:00,2026-04-30 23:00:00+00:00
PROMPTUSDT,PROMPT,plain_contract,False,False,419,tail,recent_only,listing_aware,124736.26029,9234,2025-04-11 06:00:00+00:00,2026-04-30 23:00:00+00:00
RPLUSDT,RPL,plain_contract,False,False,420,tail,listed_by_2025H1,listing_aware,123882.9828,14364,2024-09-09 12:00:00+00:00,2026-04-30 23:00:00+00:00
1000XECUSDT,1000XEC,multiplier_contract,False,False,421,tail,full_2024_2026apr,strict_full_history,123878.9736,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
PROMUSDT,PROM,plain_contract,False,False,422,tail,recent_only,listing_aware,123292.5571,11292,2025-01-15 12:00:00+00:00,2026-04-30 23:00:00+00:00
XVSUSDT,XVS,plain_contract,False,False,423,tail,full_2024_2026apr,strict_full_history,120100.52119999999,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
SFPUSDT,SFP,plain_contract,False,False,424,tail,full_2024_2026apr,strict_full_history,118412.80015,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
DOODUSDT,DOOD,plain_contract,False,False,425,tail,recent_only,listing_aware,117558.6186747,8555,2025-05-09 13:00:00+00:00,2026-04-30 23:00:00+00:00
ONGUSDT,ONG,plain_contract,False,False,426,tail,full_2024_2026apr,strict_full_history,117063.32044499999,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
LSKUSDT,LSK,plain_contract,False,False,427,tail,full_2024_2026apr,strict_full_history,115580.4027,19834,2024-01-25 14:00:00+00:00,2026-04-30 23:00:00+00:00
MOCAUSDT,MOCA,plain_contract,False,False,428,tail,listed_by_2025H1,listing_aware,115522.87935,12013,2024-12-16 11:00:00+00:00,2026-04-30 23:00:00+00:00
AKTUSDT,AKT,plain_contract,False,False,429,tail,listed_by_2025H1,listing_aware,112527.388,12685,2024-11-18 11:00:00+00:00,2026-04-30 23:00:00+00:00
LUMIAUSDT,LUMIA,plain_contract,False,False,430,tail,listed_by_2025H1,listing_aware,110871.01181,11965,2024-12-18 11:00:00+00:00,2026-04-30 23:00:00+00:00
TOWNSUSDT,TOWNS,plain_contract,False,False,431,tail,short_history,listing_aware,109069.39304,6442,2025-08-05 14:00:00+00:00,2026-04-30 23:00:00+00:00
SONICUSDT,SONIC,plain_contract,False,False,432,tail,listed_by_2025H1,listing_aware,106499.40273,11465,2025-01-08 07:00:00+00:00,2026-04-30 23:00:00+00:00
BULLAUSDT,BULLA,plain_contract,False,False,433,tail,recent_only,listing_aware,104302.31517,7215,2025-07-04 09:00:00+00:00,2026-04-30 23:00:00+00:00
TOSHIUSDT,TOSHI,plain_contract,False,False,434,tail,short_history,listing_aware,103576.8286924,5419,2025-09-17 05:00:00+00:00,2026-04-30 23:00:00+00:00
AWEUSDT,AWE,plain_contract,False,False,435,tail,recent_only,listing_aware,103516.97443,8272,2025-05-21 08:00:00+00:00,2026-04-30 23:00:00+00:00
RIFUSDT,RIF,plain_contract,False,False,436,tail,full_2024_2026apr,strict_full_history,103370.500195,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
CGPTUSDT,CGPT,plain_contract,False,False,437,tail,listed_by_2025H1,listing_aware,103165.9759,11909,2024-12-20 19:00:00+00:00,2026-04-30 23:00:00+00:00
FRAXUSDT,FRAX,plain_contract,False,False,438,tail,short_history,listing_aware,103160.4774,2536,2026-01-15 08:00:00+00:00,2026-04-30 23:00:00+00:00
SAFEUSDT,SAFE,plain_contract,False,False,439,tail,listed_by_2025H1,listing_aware,101941.7757,13260,2024-10-25 12:00:00+00:00,2026-04-30 23:00:00+00:00
SANTOSUSDT,SANTOS,plain_contract,False,False,440,tail,listed_by_2025H1,listing_aware,98844.4164,13186,2024-10-28 14:00:00+00:00,2026-04-30 23:00:00+00:00
WAXPUSDT,WAXP,plain_contract,False,False,441,tail,full_2024_2026apr,strict_full_history,98322.71687,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ETHWUSDT,ETHW,plain_contract,False,False,442,tail,full_2024_2026apr,strict_full_history,97253.90145,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
B2USDT,B2,plain_contract,False,False,443,tail,recent_only,listing_aware,97077.3123,8627,2025-05-06 13:00:00+00:00,2026-04-30 23:00:00+00:00
STEEMUSDT,STEEM,plain_contract,False,False,444,tail,full_2024_2026apr,strict_full_history,96136.38205,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
GUSDT,G,plain_contract,False,False,445,tail,listed_by_2025H1,listing_aware,94376.76040999999,14964,2024-08-15 12:00:00+00:00,2026-04-30 23:00:00+00:00
JSTUSDT,JST,plain_contract,False,False,446,tail,recent_only,listing_aware,93673.689121,8823,2025-04-28 09:00:00+00:00,2026-04-30 23:00:00+00:00
AIOUSDT,AIO,plain_contract,False,False,447,tail,short_history,listing_aware,90311.83157,6253,2025-08-13 11:00:00+00:00,2026-04-30 23:00:00+00:00
TRUSTUSDT,TRUST,plain_contract,False,False,448,tail,short_history,listing_aware,90245.37742,4239,2025-11-05 09:00:00+00:00,2026-04-30 23:00:00+00:00
DIAUSDT,DIA,plain_contract,False,False,449,tail,listed_by_2025H1,listing_aware,89218.13209999999,13812,2024-10-02 12:00:00+00:00,2026-04-30 23:00:00+00:00
AINUSDT,AIN,plain_contract,False,False,450,tail,recent_only,listing_aware,88185.04660999999,7070,2025-07-10 10:00:00+00:00,2026-04-30 23:00:00+00:00
DODOXUSDT,DODOX,plain_contract,False,False,451,tail,full_2024_2026apr,strict_full_history,87430.446016,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
HEIUSDT,HEI,plain_contract,False,False,452,tail,recent_only,listing_aware,86905.71776,10599,2025-02-13 09:00:00+00:00,2026-04-30 23:00:00+00:00
KOMAUSDT,KOMA,plain_contract,False,False,453,tail,listed_by_2025H1,listing_aware,86840.67132,12156,2024-12-10 12:00:00+00:00,2026-04-30 23:00:00+00:00
ALPINEUSDT,ALPINE,plain_contract,False,False,454,tail,recent_only,listing_aware,86440.63728,8631,2025-05-06 09:00:00+00:00,2026-04-30 23:00:00+00:00
VELVETUSDT,VELVET,plain_contract,False,False,455,tail,short_history,listing_aware,86404.13787,6951,2025-07-15 09:00:00+00:00,2026-04-30 23:00:00+00:00
MITOUSDT,MITO,plain_contract,False,False,456,tail,short_history,listing_aware,85917.45309,5888,2025-08-28 16:00:00+00:00,2026-04-30 23:00:00+00:00
BNTUSDT,BNT,plain_contract,False,False,457,tail,full_2024_2026apr,strict_full_history,85710.14890500001,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ACUUSDT,ACU,plain_contract,False,False,458,tail,short_history,listing_aware,84009.11254,2388,2026-01-21 12:00:00+00:00,2026-04-30 23:00:00+00:00
ASRUSDT,ASR,plain_contract,False,False,459,tail,recent_only,listing_aware,83294.5247,8631,2025-05-06 09:00:00+00:00,2026-04-30 23:00:00+00:00
CLANKERUSDT,CLANKER,plain_contract,False,False,460,tail,short_history,listing_aware,81846.516,4068,2025-11-12 12:00:00+00:00,2026-04-30 23:00:00+00:00
CVXUSDT,CVX,plain_contract,False,False,461,tail,recent_only,hold_quality_or_short_history,81431.7719,7285,2025-07-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
FLOCKUSDT,FLOCK,plain_contract,False,False,462,tail,short_history,listing_aware,80430.84151500001,5610,2025-09-09 06:00:00+00:00,2026-04-30 23:00:00+00:00
DUSDT,D,plain_contract,False,False,463,tail,listed_by_2025H1,listing_aware,80047.171776,11438,2025-01-09 10:00:00+00:00,2026-04-30 23:00:00+00:00
SPORTFUNUSDT,SPORTFUN,plain_contract,False,False,464,tail,short_history,listing_aware,80035.5672,2507,2026-01-16 13:00:00+00:00,2026-04-30 23:00:00+00:00
AKEUSDT,AKE,plain_contract,False,False,465,tail,short_history,listing_aware,79721.18565284999,5196,2025-09-26 12:00:00+00:00,2026-04-30 23:00:00+00:00
ACXUSDT,ACX,plain_contract,False,False,466,tail,listed_by_2025H1,listing_aware,79228.90388,12249,2024-12-06 15:00:00+00:00,2026-04-30 23:00:00+00:00
ELSAUSDT,ELSA,plain_contract,False,False,467,tail,short_history,listing_aware,79109.45908,2369,2026-01-22 07:00:00+00:00,2026-04-30 23:00:00+00:00
RECALLUSDT,RECALL,plain_contract,False,False,468,tail,short_history,listing_aware,78867.26075,4740,2025-10-15 12:00:00+00:00,2026-04-30 23:00:00+00:00
HIVEUSDT,HIVE,plain_contract,False,False,469,tail,listed_by_2025H1,listing_aware,76376.09385,11845,2024-12-23 11:00:00+00:00,2026-04-30 23:00:00+00:00
FLUXUSDT,FLUX,plain_contract,False,False,470,tail,listed_by_2025H1,listing_aware,76267.991,14513,2024-09-03 07:00:00+00:00,2026-04-30 23:00:00+00:00
TURTLEUSDT,TURTLE,plain_contract,False,False,471,tail,short_history,listing_aware,75129.19509,4569,2025-10-22 15:00:00+00:00,2026-04-30 23:00:00+00:00
TAGUSDT,TAG,plain_contract,False,False,472,tail,short_history,listing_aware,74587.5388512,6709,2025-07-25 11:00:00+00:00,2026-04-30 23:00:00+00:00
BROCCOLIF3BUSDT,BROCCOLIF3B,plain_contract,False,False,473,tail,recent_only,listing_aware,74020.806761,9735,2025-03-21 09:00:00+00:00,2026-04-30 23:00:00+00:00
BRUSDT,BR,plain_contract,False,False,474,tail,recent_only,listing_aware,72519.13949,9732,2025-03-21 12:00:00+00:00,2026-04-30 23:00:00+00:00
VELODROMEUSDT,VELODROME,plain_contract,False,False,475,tail,listed_by_2025H1,listing_aware,71932.941725,12080,2024-12-13 16:00:00+00:00,2026-04-30 23:00:00+00:00
CROSSUSDT,CROSS,plain_contract,False,False,476,tail,recent_only,listing_aware,71204.61183499999,7070,2025-07-10 10:00:00+00:00,2026-04-30 23:00:00+00:00
ORDERUSDT,ORDER,plain_contract,False,False,477,tail,short_history,listing_aware,70355.382755,5196,2025-09-26 12:00:00+00:00,2026-04-30 23:00:00+00:00
VTHOUSDT,VTHO,plain_contract,False,False,478,tail,recent_only,listing_aware,70123.289071,11127,2025-01-22 09:00:00+00:00,2026-04-30 23:00:00+00:00
AVAUSDT,AVA,plain_contract,False,False,479,tail,listed_by_2025H1,listing_aware,70073.39206,12083,2024-12-13 13:00:00+00:00,2026-04-30 23:00:00+00:00
AERGOUSDT,AERGO,plain_contract,False,False,480,tail,recent_only,hold_quality_or_short_history,68131.99583,9469,2025-04-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ONUSDT,ON,plain_contract,False,False,481,tail,short_history,listing_aware,67963.03325000001,4528,2025-10-24 08:00:00+00:00,2026-04-30 23:00:00+00:00
IDOLUSDT,IDOL,plain_contract,False,False,482,tail,recent_only,listing_aware,66995.23417,7215,2025-07-04 09:00:00+00:00,2026-04-30 23:00:00+00:00
SCRTUSDT,SCRT,plain_contract,False,False,483,tail,listed_by_2025H1,listing_aware,66025.3732,12613,2024-11-21 11:00:00+00:00,2026-04-30 23:00:00+00:00
COSUSDT,COS,plain_contract,False,False,484,tail,listed_by_2025H1,listing_aware,65058.537374,13859,2024-09-30 13:00:00+00:00,2026-04-30 23:00:00+00:00
