object,risk_variant,cost_tier,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,month_count,positive_month_count,positive_month_rate,worst_month_sum,mean_gross_exposure,mean_turnover
Core4_residual_vs_F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,train_2024,8736,-2.922977285528686e-19,-2.560528102123129e-15,0.0024916429376564235,-1.0979730673009107e-14,-1.5569341447818365e-14,0.5068681318681318,-2.55351295663786e-15,-0.8345134818201829,-0.02672751624625913,-0.5717885152182997,-0.01694394898357186,-0.006916447682300247,-0.003864199713685926,2.8186122780795382e-05,0.0035758974037415313,12,6,0.5,-0.39209795954015936,0.4878534024974123,0.09902149406266021
Core4_residual_vs_F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,validation_2025H1,4296,3.043129453432701e-05,0.2665781401207046,0.0017493582009236017,1.62814745700065,2.201197075897928,0.5218808193668529,0.13073284131946883,-0.41051476975740586,0.1321929350978679,-0.33840362885212927,-0.013269546669084687,-0.004804716077289973,-0.0026901977987911435,7.202786313644888e-05,0.002683560158887578,6,4,0.6666666666666666,-0.23897956084638247,0.49998863486689454,0.09768371499333718
Core4_residual_vs_F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,recent_oos_2025H2_2026Apr,7248,4.012520586934218e-05,0.35149680341543754,0.0015229010971783655,2.466025863665677,3.1228238196743354,0.5114514348785872,0.2908274921409921,-0.3096647526006153,0.32632649118812873,-0.26834324839116575,-0.020025424647223514,-0.0038359356074594395,-0.002021636514493496,2.3036539031033528e-05,0.002235788183526912,10,6,0.6,-0.13046614485161243,0.5,0.09980051968359088
Core4_residual_vs_F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,fresh_forward_2026May,392,2.1093106391750196e-05,0.18477561199173173,0.0015456663776137283,1.277252720328904,2.3469076884074367,0.46938775510204084,0.008268497705566077,-0.08609352331249812,0.007832946804595897,-0.08258503357803149,-0.005952173728985544,-0.003122995575149873,-0.0018222070305470815,-8.4241951958278e-05,0.0023402114976082203,1,1,1.0,0.008268497705566072,0.5,0.0993480725623583
Core4_residual_vs_F2_latest_known_observable,R3_vol_target_gross_0p5x_cap,stress_10bp,train_2024,8736,-1.2708596893602982e-20,-1.1132730878796212e-16,0.002431595382985902,-4.891683474507276e-16,-7.069782686888147e-16,0.5004578754578755,-1.1102230246251565e-16,-0.8071701761732281,-0.0254720113230672,-0.5596162165556136,-0.022560003727709218,-0.006164583173116625,-0.003720441517566168,1.8496140564541784e-06,0.0036182603634277075,12,6,0.5,-0.41504052368509303,0.48835570297498054,0.09951079649988416
Core4_residual_vs_F2_latest_known_observable,R3_vol_target_gross_0p5x_cap,stress_10bp,validation_2025H1,4296,1.1983736948823275e-05,0.1049775356716919,0.001780024666602595,0.6301127971477625,0.8423428230246434,0.5202513966480447,0.05148213393214479,-0.5330138556010007,0.04568761549268818,-0.4152387609706081,-0.02087325341270328,-0.004748816593797775,-0.002795258941156922,6.000535261043021e-05,0.0025534817317641708,6,4,0.6666666666666666,-0.2764288172647625,0.5,0.0965578445065177
Core4_residual_vs_F2_latest_known_observable,R3_vol_target_gross_0p5x_cap,stress_10bp,recent_oos_2025H2_2026Apr,7248,4.051975216195235e-05,0.35495302893870256,0.0014170289420926817,2.6763327765659697,3.7917832342871995,0.5173841059602649,0.2936871636698306,-0.16548972222155614,0.331638406812389,-0.15400266177846078,-0.008682088377064114,-0.0040269454855010435,-0.002076125752507775,3.5079549173438286e-05,0.0021265470304677216,10,7,0.7,-0.10592777662669693,0.5,0.100470244665195
Core4_residual_vs_F2_latest_known_observable,R3_vol_target_gross_0p5x_cap,stress_10bp,fresh_forward_2026May,392,-8.417197273257819e-05,-0.737346481137385,0.001301798332070767,-6.051678505587017,-10.955955276741335,0.3979591836734694,-0.03299541331117065,-0.07074319227161177,-0.032778382549981555,-0.0683571138988136,-0.00458257538923541,-0.002878773260186467,-0.0017760634359763987,-0.00020243384058928385,0.0017003633428116613,1,0,0.0,-0.03299541331117065,0.5,0.09617701247165532
Core4_residual_vs_F4_future_next_funding_forbidden_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,train_2024,8736,2.5417193787205966e-19,2.2265461757592425e-15,0.0025623488560611598,9.284133909794536e-15,1.2892299649148756e-14,0.5107600732600732,2.220446049250313e-15,-0.7698373228216,-0.028228341744242935,-0.5424714033857028,-0.01940367501465376,-0.007209920769088778,-0.0039007267209320525,4.085213898862575e-05,0.003569918659734697,12,6,0.5,-0.32531635997339164,0.48649479421263114,0.09943272458607848
Core4_residual_vs_F4_future_next_funding_forbidden_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,validation_2025H1,4296,-8.308019365900526e-06,-0.0727782496452886,0.0018062090211857025,-0.430508317217414,-0.5090369210776108,0.5253724394785847,-0.03569125119590866,-0.45697484528740445,-0.04181478468388877,-0.3703552534618676,-0.03028444547439784,-0.004818748580669227,-0.002734894733424433,7.328225269619189e-05,0.002565605883477715,6,2,0.3333333333333333,-0.2113758284019418,0.4846290837384456,0.09472687598018047
