object,risk_variant,cost_tier,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,month_count,positive_month_count,positive_month_rate,worst_month_sum,mean_gross_exposure,mean_turnover
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,normal_5bp,train_2024,8736,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,normal_5bp,validation_2025H1,4296,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,normal_5bp,recent_oos_2025H2_2026Apr,7248,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,normal_5bp,fresh_forward_2026May,392,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,stress_10bp,train_2024,8736,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,stress_10bp,validation_2025H1,4296,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,stress_10bp,recent_oos_2025H2_2026Apr,7248,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,stress_10bp,fresh_forward_2026May,392,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,severe_20bp,train_2024,8736,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,severe_20bp,validation_2025H1,4296,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,severe_20bp,recent_oos_2025H2_2026Apr,7248,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,severe_20bp,fresh_forward_2026May,392,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,normal_5bp,train_2024,8736,5.608683512838482e-05,0.49132067572465105,0.00359018712203543,1.462163379485763,1.8549641996241721,0.5195741758241759,0.48997459168156976,-1.2257091670166989,0.5427985166071714,-0.7104565983373087,-0.030917634954426926,-0.010066451272445093,-0.005686931069836708,0.00010318143010739562,0.005255792518512321,12,8,0.6666666666666666,-1.1220036485814397,0.4636255645435202,0.0216737177525259
F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,normal_5bp,validation_2025H1,4296,7.44558676208548e-05,0.652233400358688,0.003475824531086953,2.004901948174649,2.4587708221935807,0.5221135940409684,0.31986240729919224,-0.5082809786251216,0.3415866115449375,-0.4077758177696429,-0.031031420552317123,-0.009569822405174741,-0.0050497249287292335,0.00010141518995711605,0.00520620162176791,6,4,0.6666666666666666,-0.21255052398892546,0.4913567652473061,0.02930926121612717
