path,asset_kind,category,target_module,refactor_priority,bytes
runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_selector_hard_gates.csv,runtime_artifact,selector,alphafactory_crypto/selectors,30,429
runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_selector_score_features.csv,runtime_artifact,feature_factory,alphafactory_crypto/features,20,329
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,413
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_experiment_record.json,runtime_artifact,experiment_registry,alphafactory_crypto/experiments,30,477
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,2099
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_score_feature_weights.csv,runtime_artifact,feature_factory,alphafactory_crypto/features,20,329
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_seed_scoreboard.csv,runtime_artifact,experiment_registry,alphafactory_crypto/experiments,30,5059
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_selector_hard_gate_audit.csv,runtime_artifact,selector,alphafactory_crypto/selectors,30,764
runtime/a7ab1_selector_rewrite_dryrun/a7ab1_selector_queue.csv,runtime_artifact,selector,alphafactory_crypto/selectors,30,4666
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_allowed_generation_families.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,1098
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,478
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_forbidden_families.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,519
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_generation_quota.json,runtime_artifact,stage_entry_or_misc,manual_review,60,410
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_hard_gates.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,580
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,1364
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_seed_queue_input.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,4651
runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_transform_contract.csv,runtime_artifact,data_contracts,alphafactory_crypto/data_contracts,20,602
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,408
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_generated_pool.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,608700
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_generation_family_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,208
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,1708
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_static_selected_family_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,205
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_static_selected_queue.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,158673
runtime/a7ab3_seed_constrained_dry_generation/a7ab3_static_validity_audit.json,runtime_artifact,stage_entry_or_misc,manual_review,60,159
runtime/a7ab4_materialization_preflight/a7ab4_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,475
runtime/a7ab4_materialization_preflight/a7ab4_blocker_matrix.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,2
runtime/a7ab4_materialization_preflight/a7ab4_candidate_materialization_summary.csv,runtime_artifact,replay_engine,alphafactory_crypto/replay,20,174510
runtime/a7ab4_materialization_preflight/a7ab4_family_materialization_summary.csv,runtime_artifact,replay_engine,alphafactory_crypto/replay,20,382
runtime/a7ab4_materialization_preflight/a7ab4_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,1056
runtime/a7ab4_materialization_preflight/a7ab4_motif_materialization_summary.csv,runtime_artifact,replay_engine,alphafactory_crypto/replay,20,869
runtime/a7ab4_materialization_preflight/a7ab4_operator_coverage.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,141
runtime/a7ab5_numeric_replay_contract/a7ab5_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,737
runtime/a7ab5_numeric_replay_contract/a7ab5_control_contract.csv,runtime_artifact,data_contracts,alphafactory_crypto/data_contracts,20,320
runtime/a7ab5_numeric_replay_contract/a7ab5_label_contract.csv,runtime_artifact,data_contracts,alphafactory_crypto/data_contracts,20,144
runtime/a7ab5_numeric_replay_contract/a7ab5_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,751
runtime/a7ab5_numeric_replay_contract/a7ab5_pass_gates.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,537
runtime/a7ab5_numeric_replay_contract/a7ab5_replay_contract_queue.csv,runtime_artifact,data_contracts,alphafactory_crypto/data_contracts,20,41257
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,397
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_candidate_label_decisions.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,139633
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_candidate_variant_metrics.csv,runtime_artifact,promotion,alphafactory_crypto/promotion,40,5887894
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_clue_queue.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,6183
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_decision_counts.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,156
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_eval_errors.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,2
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,1161
runtime/a7ab6_small_numeric_replay_preflight/a7ab6_ranked_decision_queue.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,139633
runtime/a7ab7_clue_forensic_contract/a7ab7_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,384
runtime/a7ab7_clue_forensic_contract/a7ab7_clue_candidate_detail.csv,runtime_artifact,promotion,alphafactory_crypto/promotion,40,15833
runtime/a7ab7_clue_forensic_contract/a7ab7_clue_family_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,205
runtime/a7ab7_clue_forensic_contract/a7ab7_clue_label_summary.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,519
runtime/a7ab7_clue_forensic_contract/a7ab7_clue_queue_input.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,5969
runtime/a7ab7_clue_forensic_contract/a7ab7_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,706
runtime/a7ab7_clue_forensic_contract/a7ab7_pass_gates.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,566
runtime/a7ab7_clue_forensic_contract/a7ab7_required_forensic_tests.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,833
runtime/a7ab8_clue_forensic_execution/a7ab8_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,386
runtime/a7ab8_clue_forensic_execution/a7ab8_clue_augmented.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,15687
runtime/a7ab8_clue_forensic_execution/a7ab8_decision_counts.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,103
runtime/a7ab8_clue_forensic_execution/a7ab8_forensic_decisions.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,11587
runtime/a7ab8_clue_forensic_execution/a7ab8_forensic_survivors.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,5421
runtime/a7ab8_clue_forensic_execution/a7ab8_full_window_variant_metrics.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,223859
runtime/a7ab8_clue_forensic_execution/a7ab8_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,941
runtime/a7ab8_clue_forensic_execution/a7ab8_return_corr_cluster_summary.csv,runtime_artifact,clustering,alphafactory_crypto/clustering,40,261
runtime/a7ab8_clue_forensic_execution/a7ab8_return_corr_clusters.csv,runtime_artifact,clustering,alphafactory_crypto/clustering,40,1787
runtime/a7ab9_survivor_freeze_contract/a7ab9_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,404
runtime/a7ab9_survivor_freeze_contract/a7ab9_input_cluster_summary.csv,runtime_artifact,clustering,alphafactory_crypto/clustering,40,261
runtime/a7ab9_survivor_freeze_contract/a7ab9_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,873
runtime/a7ab9_survivor_freeze_contract/a7ab9_representative_survivor_pool.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,3191
runtime/a7ab9_survivor_freeze_contract/a7ab9_survivor_cluster_audit.csv,runtime_artifact,clustering,alphafactory_crypto/clustering,40,456
runtime/a7ab9_survivor_freeze_contract/a7ab9_survivor_label_audit.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,239
runtime/a7ab9_survivor_freeze_contract/a7ab9_survivor_pool.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,5230
runtime/a7ac0_representative_forensic_contract/a7ac0_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,418
runtime/a7ac0_representative_forensic_contract/a7ac0_experiment_record.json,runtime_artifact,experiment_registry,alphafactory_crypto/experiments,30,1387
runtime/a7ac0_representative_forensic_contract/a7ac0_label_summary.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,338
runtime/a7ac0_representative_forensic_contract/a7ac0_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,1163
runtime/a7ac0_representative_forensic_contract/a7ac0_pass_gates.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,948
runtime/a7ac0_representative_forensic_contract/a7ac0_representative_cluster_summary.csv,runtime_artifact,clustering,alphafactory_crypto/clustering,40,424
runtime/a7ac0_representative_forensic_contract/a7ac0_representative_input_pool.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,3183
runtime/a7ac0_representative_forensic_contract/a7ac0_representative_risk_flags.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,1278
runtime/a7ac0_representative_forensic_contract/a7ac0_required_forensic_tests.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,1376
runtime/a7ac0_representative_forensic_contract/a7ac0_risk_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,124
runtime/a7ac0_representative_forensic_contract/a7ac0_source_survivor_pool.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,5230
runtime/a7ac1_representative_forensic_execution/a7ac1_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,494
runtime/a7ac1_representative_forensic_execution/a7ac1_cluster_summary.csv,runtime_artifact,clustering,alphafactory_crypto/clustering,40,463
runtime/a7ac1_representative_forensic_execution/a7ac1_control_dominance_by_split.csv,runtime_artifact,controls,alphafactory_crypto/controls,30,3908
runtime/a7ac1_representative_forensic_execution/a7ac1_decision_counts.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,116
runtime/a7ac1_representative_forensic_execution/a7ac1_experiment_record.json,runtime_artifact,experiment_registry,alphafactory_crypto/experiments,30,1663
runtime/a7ac1_representative_forensic_execution/a7ac1_label_summary.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,306
runtime/a7ac1_representative_forensic_execution/a7ac1_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,1153
runtime/a7ac1_representative_forensic_execution/a7ac1_representative_forensic_audit.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,4020
runtime/a7ac1_representative_forensic_execution/a7ac1_source_a7ab8_decisions.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,11145
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,428
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_blocker_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,64
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_control_warning_rows.csv,runtime_artifact,controls,alphafactory_crypto/controls,30,1111
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_diagnostic_representative_subset.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,3561
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_experiment_record.json,runtime_artifact,experiment_registry,alphafactory_crypto/experiments,30,1432
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,967
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_quarantined_representatives.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,969
runtime/a7ac1r_representative_quarantine_contract/a7ac1r_warning_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,119
runtime/a7ac2_label_diversification_contract/a7ac2_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,420
runtime/a7ac2_label_diversification_contract/a7ac2_diagnostic_subset_input.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,3561
runtime/a7ac2_label_diversification_contract/a7ac2_execution_plan.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,804
runtime/a7ac2_label_diversification_contract/a7ac2_experiment_record.json,runtime_artifact,experiment_registry,alphafactory_crypto/experiments,30,1540
runtime/a7ac2_label_diversification_contract/a7ac2_forbidden_actions.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,364
runtime/a7ac2_label_diversification_contract/a7ac2_label_family_contract.csv,runtime_artifact,data_contracts,alphafactory_crypto/data_contracts,20,725
runtime/a7ac2_label_diversification_contract/a7ac2_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,829
runtime/a7ac2_label_diversification_contract/a7ac2_neutralization_contract.csv,runtime_artifact,data_contracts,alphafactory_crypto/data_contracts,20,552
runtime/a7ac2_label_diversification_contract/a7ac2_pass_gates.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,864
runtime/a7ac2_label_diversification_contract/a7ac2_quarantined_input.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,969
runtime/a7ac2_label_diversification_contract/a7ac2_source_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,428
runtime/a7ac3_label_diversification_diagnostic/a7ac3_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,388
runtime/a7ac3_label_diversification_diagnostic/a7ac3_candidate_summary.csv,runtime_artifact,promotion,alphafactory_crypto/promotion,40,271
runtime/a7ac3_label_diversification_diagnostic/a7ac3_decision_counts.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,113
runtime/a7ac3_label_diversification_diagnostic/a7ac3_experiment_record.json,runtime_artifact,experiment_registry,alphafactory_crypto/experiments,30,2053
runtime/a7ac3_label_diversification_diagnostic/a7ac3_label_mode_summary.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,773
runtime/a7ac3_label_diversification_diagnostic/a7ac3_label_neutralization_decisions.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,31654
runtime/a7ac3_label_diversification_diagnostic/a7ac3_label_neutralization_metrics.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,793272
runtime/a7ac3_label_diversification_diagnostic/a7ac3_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,1345
runtime/a7ac3_label_diversification_diagnostic/a7ac3_neutralized_pass_rows.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,7201
runtime/a7ac3_label_diversification_diagnostic/a7ac3_non_rank_pass_rows.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,881
runtime/a7ac3_label_diversification_diagnostic/a7ac3_pass_rows.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,9901
runtime/a7ad0_ranked_label_translation_contract/a7ad0_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,402
runtime/a7ad0_ranked_label_translation_contract/a7ad0_experiment_record.json,runtime_artifact,experiment_registry,alphafactory_crypto/experiments,30,1210
runtime/a7ad0_ranked_label_translation_contract/a7ad0_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,652
runtime/a7ad0_ranked_label_translation_contract/a7ad0_pass_gates.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,433
runtime/a7ad0_ranked_label_translation_contract/a7ad0_source_label_summary.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,555
runtime/a7ad0_ranked_label_translation_contract/a7ad0_translation_tests.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,579
runtime/a7ad1_ranked_label_translation_audit/a7ad1_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,397
runtime/a7ad1_ranked_label_translation_audit/a7ad1_candidate_translation_summary.csv,runtime_artifact,promotion,alphafactory_crypto/promotion,40,415
runtime/a7ad1_ranked_label_translation_audit/a7ad1_experiment_record.json,runtime_artifact,experiment_registry,alphafactory_crypto/experiments,30,1340
runtime/a7ad1_ranked_label_translation_audit/a7ad1_l7_to_nonrank_translation_rows.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,10224
runtime/a7ad1_ranked_label_translation_audit/a7ad1_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,825
runtime/a7ad1_ranked_label_translation_audit/a7ad1_positive_but_blocked_rows.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,8970
runtime/a7ad1_ranked_label_translation_audit/a7ad1_translated_rows.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,661
runtime/a7ad1_ranked_label_translation_audit/a7ad1_translation_status_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,677
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,349
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_field_universe.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,2100
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_label_family_contract.csv,runtime_artifact,data_contracts,alphafactory_crypto/data_contracts,20,944
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,709
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_negative_control_contract.csv,runtime_artifact,data_contracts,alphafactory_crypto/data_contracts,20,190
runtime/a7ae0_label_adequacy_extension_contract/a7ae0_transform_contract.csv,runtime_artifact,data_contracts,alphafactory_crypto/data_contracts,20,167
runtime/a7ae1_label_adequacy_response_map/a7ae1_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,344
runtime/a7ae1_label_adequacy_response_map/a7ae1_decision_counts.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,149
runtime/a7ae1_label_adequacy_response_map/a7ae1_family_label_summary.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,4164
runtime/a7ae1_label_adequacy_response_map/a7ae1_label_adequacy_candidates.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,32556
runtime/a7ae1_label_adequacy_response_map/a7ae1_label_adequacy_response_map.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,902492
runtime/a7ae1_label_adequacy_response_map/a7ae1_label_adequacy_summary.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,1371
runtime/a7ae1_label_adequacy_response_map/a7ae1_label_matrix_audit.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,1269
runtime/a7ae1_label_adequacy_response_map/a7ae1_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,843
runtime/a7ae1_label_adequacy_response_map/a7ae1_non_rank_label_candidates.csv,runtime_artifact,label_factory,alphafactory_crypto/labels,20,26963
runtime/a7ae2_label_adequacy_role_review/a7ae2_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,344
runtime/a7ae2_label_adequacy_role_review/a7ae2_family_role_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,1020
runtime/a7ae2_label_adequacy_role_review/a7ae2_feature_role_update.csv,runtime_artifact,feature_factory,alphafactory_crypto/features,20,5021
runtime/a7ae2_label_adequacy_role_review/a7ae2_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,732
runtime/a7ae2_label_adequacy_role_review/a7ae2_selector_seed_policy.csv,runtime_artifact,selector,alphafactory_crypto/selectors,30,3538
runtime/a7ae2_label_adequacy_role_review/a7ae2_source_candidates_snapshot.csv,runtime_artifact,promotion,alphafactory_crypto/promotion,40,31743
runtime/a7af0_role_aware_selector_contract/a7af0_allowed_seed_fields.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,3538
runtime/a7af0_role_aware_selector_contract/a7af0_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,353
runtime/a7af0_role_aware_selector_contract/a7af0_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,701
runtime/a7af0_role_aware_selector_contract/a7af0_role_caps.json,runtime_artifact,stage_entry_or_misc,manual_review,60,296
runtime/a7af0_role_aware_selector_contract/a7af0_selector_hard_gates.csv,runtime_artifact,selector,alphafactory_crypto/selectors,30,515
runtime/a7af0_role_aware_selector_contract/a7af0_selector_score_features.csv,runtime_artifact,feature_factory,alphafactory_crypto/features,20,442
runtime/a7af0_role_aware_selector_contract/a7af0_selector_tiers.csv,runtime_artifact,selector,alphafactory_crypto/selectors,30,886
runtime/a7af1_role_aware_selector_dryrun/a7af1_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,364
runtime/a7af1_role_aware_selector_dryrun/a7af1_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,806
runtime/a7af1_role_aware_selector_dryrun/a7af1_selected_queue.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,9781
runtime/a7af1_role_aware_selector_dryrun/a7af1_selected_tier_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,307
runtime/a7af1_role_aware_selector_dryrun/a7af1_selector_scoreboard.csv,runtime_artifact,selector,alphafactory_crypto/selectors,30,25632
runtime/a7af1_role_aware_selector_dryrun/a7af1_tier_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,303
runtime/a7ag0_role_aware_generation_contract/a7ag0_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,423
runtime/a7ag0_role_aware_generation_contract/a7ag0_blueprint_budget.json,runtime_artifact,stage_entry_or_misc,manual_review,60,361
runtime/a7ag0_role_aware_generation_contract/a7ag0_generation_rules.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,619
runtime/a7ag0_role_aware_generation_contract/a7ag0_generation_tracks.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,1402
runtime/a7ag0_role_aware_generation_contract/a7ag0_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,774
runtime/a7ag0_role_aware_generation_contract/a7ag0_source_queue_track_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,307
runtime/a7ag0_role_aware_generation_contract/a7ag0_source_selected_queue.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,9764
runtime/a7ag1_static_blueprint_dryrun/a7ag1_authorization_matrix.json,runtime_artifact,experiment_registry,alphafactory_crypto/governance,10,433
runtime/a7ag1_static_blueprint_dryrun/a7ag1_inherited_generation_rules.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,619
runtime/a7ag1_static_blueprint_dryrun/a7ag1_manifest.json,runtime_artifact,stage_entry_or_misc,manual_review,60,843
runtime/a7ag1_static_blueprint_dryrun/a7ag1_skeleton_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,5945
runtime/a7ag1_static_blueprint_dryrun/a7ag1_static_blueprint_registry.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,146664
runtime/a7ag1_static_blueprint_dryrun/a7ag1_static_ok_blueprints.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,146664
runtime/a7ag1_static_blueprint_dryrun/a7ag1_track_summary.csv,runtime_artifact,stage_entry_or_misc,manual_review,60,227
