path,asset_kind,category,target_module,refactor_priority,bytes
reports/CRYPTO_A7AK_LV3_NEUTRAL_FIELD_FAMILY_SMOKE_20260527.md,report,stage_entry_or_misc,manual_review,60,43576
reports/CRYPTO_A7AK_LV3R_CONTRACT_MEME_TAXONOMY_AUDIT_20260527.md,report,data_contracts,alphafactory_crypto/data_contracts,20,28631
reports/CRYPTO_A7AL0_TOP498_LATENT_NEUTRAL_ALPHA_SEARCH_CONTRACT_20260527.md,report,data_contracts,alphafactory_crypto/data_contracts,20,4076
reports/CRYPTO_A7AL0_UNIVERSE498_REPLAY_ACCEPTANCE_20260526.md,report,replay_engine,alphafactory_crypto/replay,20,12555
reports/CRYPTO_A7AL0F_DERIVED_FEATURE_ENGINEERING_CONTRACT_20260527.md,report,data_contracts,alphafactory_crypto/data_contracts,20,7560
reports/CRYPTO_A7AL0G_UPPER_REGIME_STATE_BUILDER_20260527.md,report,regime_factory,alphafactory_crypto/regimes,30,5796
reports/CRYPTO_A7AL0L_FIXED_DELAY_STRESS_ABOLITION_20260527.md,report,stage_entry_or_misc,manual_review,60,849
reports/CRYPTO_A7AL0P_PRETRAIN_READINESS_GATE_20260527.md,report,stage_entry_or_misc,manual_review,60,1200
reports/CRYPTO_A7AL0R_CODE_FEATURE_REGIME_READINESS_AUDIT_20260527.md,report,feature_factory,alphafactory_crypto/features,20,13571
reports/CRYPTO_A7AL1_FIELD_FAMILY_NEUTRALIZED_BASELINE_20260527.md,report,stage_entry_or_misc,manual_review,60,60298
reports/CRYPTO_A7AL1B_CONTROL_LATENCY_FORENSIC_20260527.md,report,controls,alphafactory_crypto/controls,30,14489
reports/CRYPTO_A7AL2_SMALL_FORMULA_SEARCH_CONTRACT_20260527.md,report,data_contracts,alphafactory_crypto/data_contracts,20,5769
reports/CRYPTO_A7AL2G_MATCHED_CONTROL_GATE_20260527.md,report,controls,alphafactory_crypto/controls,30,11271
reports/CRYPTO_A7AL2H_SELECTOR_REPAIR_20260527.md,report,selector,alphafactory_crypto/selectors,30,9326
reports/CRYPTO_A7AL2I_REPLAY_PREFLIGHT_20260527.md,report,replay_engine,alphafactory_crypto/replay,20,6842
reports/CRYPTO_A7AL2J_DERIVED_TOLERANT_SEARCH_RESET_20260527.md,report,feature_factory,alphafactory_crypto/features,20,5199
reports/CRYPTO_A7AL2K_DERIVED_GENERATOR_SMOKE_20260527.md,report,feature_factory,alphafactory_crypto/features,20,4848
reports/CRYPTO_A7AL2L_FAST_DERIVED_REPLAY_PREFLIGHT_20260527.md,report,feature_factory,alphafactory_crypto/features,20,3279
reports/CRYPTO_A7AL2M_DERIVED_CLUE_FORENSIC_20260527.md,report,feature_factory,alphafactory_crypto/features,20,5675
reports/CRYPTO_A7AL2N_DERIVED_DEEP_AUDIT_20260527.md,report,feature_factory,alphafactory_crypto/features,20,10773
reports/CRYPTO_A7AL2O_CANDIDATE_MINI_REPLAY_20260527.md,report,replay_engine,alphafactory_crypto/replay,20,18909
reports/CRYPTO_A7AL2P0_PRE_SEARCH_HARDENING_AUDIT_20260527.md,report,stage_entry_or_misc,manual_review,60,28052
reports/CRYPTO_A7AL2P0R_REPAIR_RERUN_DECISION_20260528.md,report,stage_entry_or_misc,manual_review,60,10623
reports/CRYPTO_A7AL2P1_SELECTOR_FEATURE_GENERATION_20260528.md,report,feature_factory,alphafactory_crypto/features,20,6264
reports/CRYPTO_A7AL2P1R_SELECTOR_REWEIGHTED_RETRY_20260528.md,report,selector,alphafactory_crypto/selectors,30,28471
reports/CRYPTO_A7AL2P1S_SELECTED_POOL_PROVENANCE_AUDIT_20260528.md,report,stage_entry_or_misc,manual_review,60,12743
reports/CRYPTO_A7AL2P1T_REPAIRED_POOL_RERUN_STATUS_20260528.md,report,stage_entry_or_misc,manual_review,60,6244
reports/CRYPTO_A7AL2P2_LOCAL_OI_PRICE_SEARCH_CONTRACT_20260528.md,report,data_contracts,alphafactory_crypto/data_contracts,20,8315
reports/CRYPTO_A7AL2Q_LOCAL_OI_PRICE_FORMULA_SEARCH_20260528.md,report,formula_generator,alphafactory_crypto/generators,30,13988
reports/CRYPTO_A7AL2R_LOCAL_FORENSIC_20260528.md,report,stage_entry_or_misc,manual_review,60,12403
reports/CRYPTO_A7AL2S_COMPANY_FULL_FOLLOWUP_CONTRACT_20260528.md,report,data_contracts,alphafactory_crypto/data_contracts,20,18401
reports/CRYPTO_A7AL2S_LOCAL_FOLLOWUP_CONTRACT_20260528.md,report,data_contracts,alphafactory_crypto/data_contracts,20,9077
reports/CRYPTO_A7AL2T_COMPANY_MAY_STRESS_FAILURE_ATTRIBUTION_20260528.md,report,stage_entry_or_misc,manual_review,60,54757
reports/CRYPTO_A7AL2T_MAY_STRESS_FAILURE_ATTRIBUTION_20260528.md,report,stage_entry_or_misc,manual_review,60,26146
reports/CRYPTO_A7AL2U_OBJECTIVE_SELECTOR_REPAIR_CONTRACT_20260528.md,report,data_contracts,alphafactory_crypto/data_contracts,20,12371
reports/CRYPTO_A7AL2V_REPLAY_AWARE_SELECTOR_DRYRUN_20260528.md,report,selector,alphafactory_crypto/selectors,30,6444
reports/CRYPTO_A7AL2W_SIGNAL_VECTOR_SELECTOR_REPAIR_20260528.md,report,selector,alphafactory_crypto/selectors,30,6082
reports/CRYPTO_A7AL2X0_AUTHORIZATION_ARBITRATION_20260528.md,report,experiment_registry,alphafactory_crypto/governance,10,10391
reports/CRYPTO_A7AL2X1_DRY_RERANK_20260529.md,report,selector,alphafactory_crypto/selectors,30,3587
reports/CRYPTO_A7AL2X2_OBJECTIVE_FAMILY_COVERAGE_GAP_AUDIT_20260529.md,report,stage_entry_or_misc,manual_review,60,12688
reports/CRYPTO_A7AL2X2R0_FAMILY_BALANCED_GENERATOR_REPAIR_CONTRACT_20260529.md,report,data_contracts,alphafactory_crypto/data_contracts,20,14078
reports/CRYPTO_A7AL2X2R1_SHARED_POOL_REBUILD_CONTRACT_20260529.md,report,data_contracts,alphafactory_crypto/data_contracts,20,4647
reports/CRYPTO_A7AL2X3_FAMILY_BALANCED_DRY_GENERATION_SMOKE_20260529.md,report,stage_entry_or_misc,manual_review,60,16041
reports/CRYPTO_A7AL2X4_REPLAY_READINESS_AUDIT_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,9809
reports/CRYPTO_A7AL2X4M_MATERIALIZATION_AND_EVALUATOR_AUDIT_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,13984
reports/CRYPTO_A7AL2X5_EVALUATOR_PREFLIGHT_SMOKE_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,27431
reports/CRYPTO_A7AL2X6_SMALL_NUMERIC_REPLAY_CONTRACT_20260529.md,report,data_contracts,alphafactory_crypto/data_contracts,20,6286
reports/CRYPTO_A7AL2X7_SMALL_NUMERIC_REPLAY_PREFLIGHT_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,25890
reports/CRYPTO_A7AL2X7F_REPLAY_PREFLIGHT_FORENSIC_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,19593
reports/CRYPTO_A7AL2X7H_HEAVY_NUMERIC_REPLAY_PREFLIGHT_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,42391
reports/CRYPTO_A7AL2X7HF_HEAVY_REPLAY_PREFLIGHT_FORENSIC_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,33921
reports/CRYPTO_A7AL2X_OBJECTIVE_FAMILY_RESET_CONTRACT_20260528.md,report,data_contracts,alphafactory_crypto/data_contracts,20,10982
reports/CRYPTO_A7AL2Z0_BROADER_NON_OI_OBJECTIVE_CONTRACT_20260529.md,report,data_contracts,alphafactory_crypto/data_contracts,20,8028
reports/CRYPTO_A7AL2Z1_BROADER_NON_OI_DRY_GENERATION_20260529.md,report,stage_entry_or_misc,manual_review,60,14707
reports/CRYPTO_A7AL2Z2_BROADER_NON_OI_MATERIALIZATION_AUDIT_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,33380
reports/CRYPTO_A7AL2Z2R_BROADER_NON_OI_MATERIALIZATION_REPAIR_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,55907
reports/CRYPTO_A7AL2Z3_BROADER_NON_OI_NUMERIC_PREFLIGHT_CONTRACT_20260529.md,report,data_contracts,alphafactory_crypto/data_contracts,20,2584
reports/CRYPTO_A7AL2Z4_BROADER_NON_OI_NUMERIC_REPLAY_PREFLIGHT_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,79379
reports/CRYPTO_A7AL2Z4F_BROADER_NON_OI_PREFLIGHT_FORENSIC_20260529.md,report,stage_entry_or_misc,manual_review,60,16025
reports/CRYPTO_A7AL2Z5_BROADER_NON_OI_MULTI_HORIZON_DIAGNOSTIC_20260529.md,report,stage_entry_or_misc,manual_review,60,79511
reports/CRYPTO_A7AL2Z6_RESPONSE_GUIDED_MUTATION_CONTRACT_20260529.md,report,data_contracts,alphafactory_crypto/data_contracts,20,16447
reports/CRYPTO_A7AL2Z7_RESPONSE_GUIDED_DRY_GENERATION_20260529.md,report,stage_entry_or_misc,manual_review,60,19778
reports/CRYPTO_A7AL2Z8_RESPONSE_GUIDED_MATERIALIZATION_REPAIR_20260529.md,report,replay_engine,alphafactory_crypto/replay,20,36444
reports/CRYPTO_A7AL2Z8P_PARTIAL_VIABLE_QUEUE_AUTHORIZATION_20260529.md,report,experiment_registry,alphafactory_crypto/governance,10,10399
reports/CRYPTO_A7AL2Z9_RESPONSE_GUIDED_PARTIAL_NUMERIC_DIAGNOSTIC_20260529.md,report,stage_entry_or_misc,manual_review,60,60055
reports/CRYPTO_A7AM0_UNIVERSE498_FEATURE_SYMBOL_CONTRACT_20260526.md,report,data_contracts,alphafactory_crypto/data_contracts,20,15009
reports/CRYPTO_A7AO0_OKX_CROSS_EXCHANGE_LIGHT_ACCEPTANCE_20260526.md,report,stage_entry_or_misc,manual_review,60,31595
reports/CRYPTO_A7AO1_OKX_BINANCE_SPREAD_ALIGNMENT_SAMPLE_20260526.md,report,stage_entry_or_misc,manual_review,60,4721
reports/CRYPTO_A7AP0_OKX_BINANCE_CROSS_EXCHANGE_ACCEPTANCE_20260527.md,report,stage_entry_or_misc,manual_review,60,21585
reports/CRYPTO_A7AP1_CROSS_EXCHANGE_FIELD_SMOKE_20260527.md,report,stage_entry_or_misc,manual_review,60,12002
reports/CRYPTO_A7AP2_MULTIPLIER_PRICE_SCALE_REPAIR_20260527.md,report,stage_entry_or_misc,manual_review,60,15274
reports/CRYPTO_A7AP3_REPAIRED_OVERLAY_EXPERIMENT_HANDOFF_20260527.md,report,experiment_registry,alphafactory_crypto/experiments,30,5144
reports/CRYPTO_A7AR0_CN_ENGINE_INHERITANCE_AUDIT_20260527.md,report,stage_entry_or_misc,manual_review,60,4000
reports/CRYPTO_A7AR1_FORMULA_ENGINE_ADAPTER_SMOKE_20260527.md,report,formula_generator,alphafactory_crypto/generators,30,873
reports/CRYPTO_A7AR2_FEATURE_ALGEBRA_PARITY_SMOKE_20260527.md,report,feature_factory,alphafactory_crypto/features,20,886
reports/CRYPTO_A7AR3_FRESH_MEMORY_DEDUP_SMOKE_20260527.md,report,clustering,alphafactory_crypto/clustering,40,805
reports/CRYPTO_A7AR4_SELECTOR_ADAPTER_SMOKE_20260527.md,report,selector,alphafactory_crypto/selectors,30,3408
reports/CRYPTO_A7AR6_CN_MATURE_CHAIN_PARITY_GAP_AUDIT_20260528.md,report,replay_engine,alphafactory_crypto/replay,20,4905
reports/CRYPTO_A7AR7_SHARED_CANDIDATE_POOL_20260528.md,report,promotion,alphafactory_crypto/promotion,40,5214
reports/CRYPTO_A7AR8_SIGNAL_VECTOR_CLUSTER_REGISTRY_20260528.md,report,clustering,alphafactory_crypto/clustering,40,16426
reports/CRYPTO_A7AS0_V2_DATA_ACCEPTANCE_20260527.md,report,data_contracts,alphafactory_crypto/data_contracts,20,11469
reports/CRYPTO_A7PM0_SOURCE_OF_TRUTH_REGISTRY_20260529.md,report,experiment_registry,alphafactory_crypto/governance,10,4466
reports/CRYPTO_A7S0_DATA_HORIZON_CONTRACT_20260522.md,report,data_contracts,alphafactory_crypto/data_contracts,20,16485
reports/CRYPTO_A7S0_DATA_HORIZON_CONTRACT_SKELETON_20260521.md,report,data_contracts,alphafactory_crypto/data_contracts,20,2382
reports/CRYPTO_A7S1_DATA_SOURCE_AVAILABILITY_AUDIT_20260521.md,report,data_contracts,alphafactory_crypto/data_contracts,20,26877
reports/CRYPTO_A7S1_METRICS_ACCEPTANCE_AUDIT_20260522.md,report,stage_entry_or_misc,manual_review,60,9161
reports/CRYPTO_A7S2_FIELD_SEMANTICS_BACKFILL_FEASIBILITY_20260521.md,report,stage_entry_or_misc,manual_review,60,20887
reports/CRYPTO_A7S2M_METRICS_REGISTRY_DIAGNOSTIC_20260522.md,report,stage_entry_or_misc,manual_review,60,37221
reports/CRYPTO_A7S3_METRICS_CLUE_FORENSIC_20260522.md,report,stage_entry_or_misc,manual_review,60,34472
reports/CRYPTO_A7S3_SAMPLE_PACKAGE_ACCEPTANCE_AUDIT_20260521.md,report,stage_entry_or_misc,manual_review,60,11535
reports/CRYPTO_A7S4_CROWDING_ROBUSTNESS_AUDIT_20260522.md,report,stage_entry_or_misc,manual_review,60,10074
reports/CRYPTO_A7T0_FORWARD_LOCKED_OBSERVATION_CONTRACT_20260522.md,report,data_contracts,alphafactory_crypto/data_contracts,20,7420
reports/CRYPTO_A7T0_FORWARD_TELEMETRY_CONTRACT_20260522.md,report,data_contracts,alphafactory_crypto/data_contracts,20,14089
reports/CRYPTO_A7T1_FORWARD_HEALTH_REPORT_20260522.md,report,stage_entry_or_misc,manual_review,60,4751
reports/CRYPTO_A7U0R_SOURCE_TRACE_AUDIT_20260522.md,report,data_contracts,alphafactory_crypto/data_contracts,20,4999
reports/CRYPTO_A7U_ENHANCED_V1_ACCEPTANCE_CONTRACT_20260522.md,report,data_contracts,alphafactory_crypto/data_contracts,20,114393
reports/CRYPTO_A7W0_POST_SOURCE_TRACE_STATUS_20260522.md,report,data_contracts,alphafactory_crypto/data_contracts,20,4350
reports/CRYPTO_ALPHAFACTORY_METHOD_V1_20260519.md,report,stage_entry_or_misc,manual_review,60,2948
reports/CRYPTO_BRONZE_BUILD_20260519.md,report,stage_entry_or_misc,manual_review,60,3785
reports/CRYPTO_DEPRECATED_ACTIVE_TREE_ARCHIVE_20260527.md,report,deprecated_or_superseded,archive_or_runtime_only,80,1566
reports/CRYPTO_GIT_SYNC_STATUS_20260529.md,report,stage_entry_or_misc,manual_review,60,861
