path,asset_kind,category,target_module,refactor_priority,bytes
scripts/build_crypto_bronze.py,stage_entry_script,stage_entry_or_misc,manual_review,60,12445
scripts/build_crypto_primary_additions_1h_panel_from_vision.py,stage_entry_script,stage_entry_or_misc,manual_review,60,16772
scripts/company_build_universe498_v2_if_missing.py,stage_entry_script,stage_entry_or_misc,manual_review,60,7480
scripts/crypto_a7aa0_label_feature_response_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,9499
scripts/crypto_a7aa1_primitive_response_map.py,stage_entry_script,stage_entry_or_misc,manual_review,60,18340
scripts/crypto_a7aa2_feature_role_classification.py,stage_entry_script,feature_factory,alphafactory_crypto/features,20,8783
scripts/crypto_a7aa3_selector_rewrite_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,5479
scripts/crypto_a7ab0_selector_rewrite_dryrun_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,5645
scripts/crypto_a7ab1_selector_rewrite_dryrun.py,stage_entry_script,selector,alphafactory_crypto/selectors,30,15339
scripts/crypto_a7ab2_seed_constrained_micro_generation_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,10925
scripts/crypto_a7ab3_seed_constrained_dry_generation.py,stage_entry_script,stage_entry_or_misc,manual_review,60,21126
scripts/crypto_a7ab4_materialization_preflight.py,stage_entry_script,replay_engine,alphafactory_crypto/replay,20,15756
scripts/crypto_a7ab5_numeric_replay_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,8541
scripts/crypto_a7ab6_small_numeric_replay_preflight.py,stage_entry_script,replay_engine,alphafactory_crypto/replay,20,16620
scripts/crypto_a7ab7_clue_forensic_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,7800
scripts/crypto_a7ab8_clue_forensic_execution.py,stage_entry_script,stage_entry_or_misc,manual_review,60,18487
scripts/crypto_a7ab9_survivor_freeze_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,7140
scripts/crypto_a7ac0_representative_forensic_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,14101
scripts/crypto_a7ac1_representative_forensic_execution.py,stage_entry_script,stage_entry_or_misc,manual_review,60,18890
scripts/crypto_a7ac1r_representative_quarantine_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,8492
scripts/crypto_a7ac2_label_diversification_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,14565
scripts/crypto_a7ac3_label_diversification_diagnostic.py,stage_entry_script,label_factory,alphafactory_crypto/labels,20,24699
scripts/crypto_a7ad0_ranked_label_translation_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,7612
scripts/crypto_a7ad1_ranked_label_translation_audit.py,stage_entry_script,label_factory,alphafactory_crypto/labels,20,11518
scripts/crypto_a7ae0_label_adequacy_extension_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,7806
scripts/crypto_a7ae1_label_adequacy_response_map.py,stage_entry_script,label_factory,alphafactory_crypto/labels,20,22952
scripts/crypto_a7ae2_label_adequacy_role_review.py,stage_entry_script,label_factory,alphafactory_crypto/labels,20,9973
scripts/crypto_a7af0_role_aware_selector_contract.py,stage_entry_script,data_contracts,alphafactory_crypto/data_contracts,20,8285
