blueprint_id,source_blueprint_id,candidate_id,cluster_id,semantic_pair,motif,skeleton_key,horizon_h,expression,formula,field_tokens,operator_tokens,evidence_tier,source_count,source_lag_status,dedup_decision,dedup_reason
a7shadow2_c007,a7shadow2_c007,a7shadow2_c007,a7shadow2_cluster_01,funding_dense|open_interest,adjacent_safe_div_csrank_validation,csrank|mean|safediv|tsrank|zscore,4,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))","SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",funding_rate_delta_state_24h|open_interest_value_last,csrank|mean|safediv|tsrank|zscore,TIER1_SOURCE_LAG_STRICT,2,PASS_SOURCE_LAG_DIAGNOSTIC,KEEP_FOR_NEXT_REVIEW,best_cluster_score
a7shadow2_c002,a7shadow2_c002,a7shadow2_c002,a7shadow2_cluster_02,open_interest|premium,adjacent_signed_rank_validation,csrank|mean|mul|sign,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))","Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",open_interest_mean|premium_close_bps,csrank|mean|mul|sign,TIER1_SOURCE_LAG_STRICT,2,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,KEEP_FOR_NEXT_REVIEW,best_cluster_score
a7shadow2_c003,a7shadow2_c003,a7shadow2_c003,a7shadow2_cluster_03,open_interest,a7source5_source_lag_survivor,tsrank,24,"TSRank(open_interest_mean,504)","TSRank(open_interest_mean,504)",open_interest_mean,tsrank,TIER1_SOURCE_LAG_STRICT,2,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,KEEP_FOR_NEXT_REVIEW,best_cluster_score
a7shadow2_c006,a7shadow2_c006,a7shadow2_c006,a7shadow2_cluster_04,open_interest|premium,adjacent_mul_validation,mean|mul,24,"Mul(open_interest_last,Mean(premium_close_bps,504))","Mul(open_interest_last,Mean(premium_close_bps,504))",open_interest_last|premium_close_bps,mean|mul,TIER1_SOURCE_LAG_STRICT,2,PASS_SOURCE_LAG_DIAGNOSTIC,KEEP_FOR_NEXT_REVIEW,best_cluster_score
a7shadow2_c009,a7shadow2_c009,a7shadow2_c009,a7shadow2_cluster_05,basis|premium,smooth_mul,abs|decay|mean|mul|zscore,24,"Mul(Decay(premium_abs_state,336),Abs(ZScore(Mean(mark_trade_basis_bps,168))))","Mul(Decay(premium_abs_state,336),Abs(ZScore(Mean(mark_trade_basis_bps,168))))",mark_trade_basis_bps|premium_abs_state,abs|decay|mean|mul|zscore,TIER2_STRICT_CONTROLLED_FIELD,1,NOT_REQUIRED_OR_CONTROLLED_FIELD,KEEP_FOR_NEXT_REVIEW,best_cluster_score
