level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,expression,skeleton_key,production_key,blueprint_id
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,level,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(open_interest_value_last))",skel_51c2bb588b20fa9e,prod_843d2ed411a52856,a7ff55r3_1fcd4e411ee9906e
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,level,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),open_interest_value_last),4)",skel_1717bdff259036b1,prod_c2410168e7965563,a7ff55r3_6eb61a5684dd8f8e
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,level,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(open_interest_value_last))",skel_51c2bb588b20fa9e,prod_05dc4f2c764cb60b,a7ff55r3_2d6cc46fb86b30be
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_4h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Delta(open_interest_value_last,4),24))",skel_25002b82f6391056,prod_f1047f74c02d83c1,a7ff55r3_7a2d4c4b2bd34f6c
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_4h,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Delta(open_interest_value_last,4)))",skel_23c5c050c3598aff,prod_449ae3d4ed6cf2be,a7ff55r3_e688c7d59dd1a2d0
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_4h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Delta(open_interest_value_last,4)))",skel_bcb165b7818f5d85,prod_41ec0f9ba4c50059,a7ff55r3_94f6c06bf69ddb26
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_4h,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(open_interest_value_last,4)),4)",skel_5e59fd0ac881977f,prod_93aa04edf6248868,a7ff55r3_bc67a0578cbc5571
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_4h,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Delta(open_interest_value_last,4)))",skel_bcb165b7818f5d85,prod_76aca55ad8ec2a01,a7ff55r3_8cd37b6ffb053ac5
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_4h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Mean(open_interest_value_last,4),24))",skel_25002b82f6391056,prod_4e5e7aed03b4e983,a7ff55r3_d484bfba8e3a3721
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_4h,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Mean(open_interest_value_last,4)))",skel_23c5c050c3598aff,prod_f1aeba97cc4f8acb,a7ff55r3_c0d27716a7170d19
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_4h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Mean(open_interest_value_last,4)))",skel_bcb165b7818f5d85,prod_7778d6b976ee4c1d,a7ff55r3_def27ee9ea33267d
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_4h,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Mean(open_interest_value_last,4)),4)",skel_5e59fd0ac881977f,prod_28eb303e97a2dd7b,a7ff55r3_214869ee13043dad
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_4h,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Mean(open_interest_value_last,4)))",skel_bcb165b7818f5d85,prod_a5f83b5fe72503c8,a7ff55r3_e7086777873ee134
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_4h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(ZScore(Mean(open_interest_value_last,4)),24))",skel_1e30564263cd3636,prod_44502b8c12120eba,a7ff55r3_171479c2c6ea1d6d
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_4h,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(ZScore(Mean(open_interest_value_last,4))))",skel_c320d7f96b8335ec,prod_bc4077e8cf2e96c3,a7ff55r3_23a66ca764bcb623
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_4h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(ZScore(Mean(open_interest_value_last,4))))",skel_af8c1327eb17d836,prod_d6b5a665190e89cd,a7ff55r3_42dac4a012909364
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_4h,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),ZScore(Mean(open_interest_value_last,4))),4)",skel_23144da521f368b4,prod_6339014f4b4e110d,a7ff55r3_cc49002909f43679
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_4h,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(ZScore(Mean(open_interest_value_last,4))))",skel_af8c1327eb17d836,prod_810808cfc9ad0637,a7ff55r3_c7f98629f05d5515
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Delta(open_interest_value_last,8),24))",skel_25002b82f6391056,prod_5fb34db4e8ef885b,a7ff55r3_d97b998fe1ca5530
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_8h,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Delta(open_interest_value_last,8)))",skel_23c5c050c3598aff,prod_a0614e059e1ed7d3,a7ff55r3_504b815471583330
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_8h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Delta(open_interest_value_last,8)))",skel_bcb165b7818f5d85,prod_883e32a812f3b078,a7ff55r3_841a8551d9af5153
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_8h,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(open_interest_value_last,8)),4)",skel_5e59fd0ac881977f,prod_6777b6cb019d9927,a7ff55r3_d54dc40928920c93
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_8h,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Delta(open_interest_value_last,8)))",skel_bcb165b7818f5d85,prod_dcc7150d9204ec77,a7ff55r3_4a567cd62c39290c
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Mean(open_interest_value_last,8),24))",skel_25002b82f6391056,prod_e85ee1d6e02ff5a2,a7ff55r3_5b57b9d49b64c1ea
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_8h,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Mean(open_interest_value_last,8)))",skel_23c5c050c3598aff,prod_f362690bda77e133,a7ff55r3_b37ebd1b137c8ef9
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_8h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Mean(open_interest_value_last,8)))",skel_bcb165b7818f5d85,prod_31a265bbc93409e8,a7ff55r3_3a4bfa43a6ef2d63
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_8h,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Mean(open_interest_value_last,8)),4)",skel_5e59fd0ac881977f,prod_f7edcd6b4ae4aafb,a7ff55r3_c2524fadc02813a7
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_8h,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Mean(open_interest_value_last,8)))",skel_bcb165b7818f5d85,prod_26371a631fe1e6b8,a7ff55r3_a9a33ec62c5b1448
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(ZScore(Mean(open_interest_value_last,8)),24))",skel_1e30564263cd3636,prod_fa742b5b49f2eba9,a7ff55r3_813fa37b0db568bc
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_8h,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(ZScore(Mean(open_interest_value_last,8))))",skel_c320d7f96b8335ec,prod_508c9982929ac3a4,a7ff55r3_efe9fc1831b50498
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_8h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(ZScore(Mean(open_interest_value_last,8))))",skel_af8c1327eb17d836,prod_2ff4d5a699714555,a7ff55r3_7f30cd7801fc9e9d
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_8h,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),ZScore(Mean(open_interest_value_last,8))),4)",skel_23144da521f368b4,prod_3dab9383f7f3a9bf,a7ff55r3_6f6905766503523d
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_8h,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(ZScore(Mean(open_interest_value_last,8))))",skel_af8c1327eb17d836,prod_8909c14527f20bf5,a7ff55r3_2202801c5626ea9b
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_24h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Delta(open_interest_value_last,24),24))",skel_25002b82f6391056,prod_05950accf9b47fc4,a7ff55r3_a6d2723a28044afe
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_24h,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Delta(open_interest_value_last,24)))",skel_23c5c050c3598aff,prod_360daf7360d5e0ae,a7ff55r3_18bd3069641b4040
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_24h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Delta(open_interest_value_last,24)))",skel_bcb165b7818f5d85,prod_93b1eca943d75726,a7ff55r3_21f4c43915d95be4
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_24h,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(open_interest_value_last,24)),4)",skel_5e59fd0ac881977f,prod_d7ba8d6c268855f4,a7ff55r3_b39dd9962d97eb63
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,delta_24h,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Delta(open_interest_value_last,24)))",skel_bcb165b7818f5d85,prod_47fa5413fc8a2b75,a7ff55r3_27e5671c4bb62d78
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_24h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Mean(open_interest_value_last,24),24))",skel_25002b82f6391056,prod_be4076fadb04f5a7,a7ff55r3_f1ad17a5144cb891
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_24h,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(Mean(open_interest_value_last,24)))",skel_23c5c050c3598aff,prod_a17ec46b792891fb,a7ff55r3_74ce4d70637f8a0e
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_24h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Mean(open_interest_value_last,24)))",skel_bcb165b7818f5d85,prod_e56b3d479bdcc505,a7ff55r3_4f7b0810ab2b9c0d
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_24h,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Mean(open_interest_value_last,24)),4)",skel_5e59fd0ac881977f,prod_ccd057209f7a8032,a7ff55r3_4690f7aa11926721
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,mean_24h,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Mean(open_interest_value_last,24)))",skel_bcb165b7818f5d85,prod_6c151c6e3a86aa7c,a7ff55r3_bc56de49161ffed6
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_24h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(ZScore(Mean(open_interest_value_last,24)),24))",skel_1e30564263cd3636,prod_56b7341be2f4ce5a,a7ff55r3_7dda9e08af0506c8
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_24h,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,4)),4),ZScore(ZScore(Mean(open_interest_value_last,24))))",skel_c320d7f96b8335ec,prod_9a016aea8a5935a1,a7ff55r3_a347d90a14ec26c1
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_24h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(ZScore(Mean(open_interest_value_last,24))))",skel_af8c1327eb17d836,prod_4e7f9ded93790542,a7ff55r3_3bf2e767434d2658
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_24h,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),ZScore(Mean(open_interest_value_last,24))),4)",skel_23144da521f368b4,prod_d4477caf29e8462d,a7ff55r3_553fbc6132bb9db9
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_4h,zmean_24h,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(ZScore(Mean(open_interest_value_last,24))))",skel_af8c1327eb17d836,prod_7e4632a1601412e7,a7ff55r3_03b115cb3b6a0e65
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,level,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(open_interest_value_last,24))",skel_eaa129218e1e1a2f,prod_0f36183b33aae030,a7ff55r3_51aff174a08f2644
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,level,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(open_interest_value_last))",skel_7d94a0d0fbd53a81,prod_82a83e0b494c3511,a7ff55r3_c21f1589052164fd
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,level,"Mul(Delta(taker_buy_quote_volume,8),Sign(open_interest_value_last))",skel_136259b72205469f,prod_951172e354c8c08d,a7ff55r3_fd537a1e9d293466
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,level,"Mean(Mul(Delta(taker_buy_quote_volume,8),open_interest_value_last),4)",skel_8184698cb7b24c02,prod_adee1e1622059cd4,a7ff55r3_a4714a6129c29de0
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,level,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(open_interest_value_last))",skel_136259b72205469f,prod_6836d71841a429f1,a7ff55r3_4adb0143342d5923
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,delta_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Delta(open_interest_value_last,4),24))",skel_3820609b876fcdcb,prod_a11ad02abb61590e,a7ff55r3_d1766b85076672f9
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,delta_4h,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(Delta(open_interest_value_last,4)))",skel_effc632350c0cac6,prod_c397073b4ea98f7d,a7ff55r3_b6884cb47fa154f1
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,delta_4h,"Mul(Delta(taker_buy_quote_volume,8),Sign(Delta(open_interest_value_last,4)))",skel_3afee12eb6a9078f,prod_4316173e5b7fce28,a7ff55r3_b28bfdda00abdff3
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,delta_4h,"Mean(Mul(Delta(taker_buy_quote_volume,8),Delta(open_interest_value_last,4)),4)",skel_8a80c8785bbf365b,prod_cf4cb8b335fdf30f,a7ff55r3_067c65191efd6f9f
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,delta_4h,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(Delta(open_interest_value_last,4)))",skel_3afee12eb6a9078f,prod_fd760d0057165d2b,a7ff55r3_a667bd1371d77818
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,mean_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Mean(open_interest_value_last,4),24))",skel_3820609b876fcdcb,prod_6d5f8c177f6538cf,a7ff55r3_abac12f64b6906f1
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,mean_4h,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(Mean(open_interest_value_last,4)))",skel_effc632350c0cac6,prod_b84c549800a0abd9,a7ff55r3_375a332f321675e5
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,mean_4h,"Mul(Delta(taker_buy_quote_volume,8),Sign(Mean(open_interest_value_last,4)))",skel_3afee12eb6a9078f,prod_2d0bf0171b4d9ec2,a7ff55r3_53a0e171e1fb395d
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,mean_4h,"Mean(Mul(Delta(taker_buy_quote_volume,8),Mean(open_interest_value_last,4)),4)",skel_8a80c8785bbf365b,prod_93a28ede311a71ab,a7ff55r3_4dd56c7192b949e2
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,mean_4h,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(Mean(open_interest_value_last,4)))",skel_3afee12eb6a9078f,prod_73d519b7b1684c1b,a7ff55r3_d7e28e317f3389bf
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,zmean_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(ZScore(Mean(open_interest_value_last,4)),24))",skel_1a10f276772d38a3,prod_a10cccf959e4114a,a7ff55r3_10fdb3f8bcaa59cd
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,zmean_4h,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(ZScore(Mean(open_interest_value_last,4))))",skel_f89a6e67ef647a58,prod_fa84019fb5c83f90,a7ff55r3_2d60eee4a0e35731
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,zmean_4h,"Mul(Delta(taker_buy_quote_volume,8),Sign(ZScore(Mean(open_interest_value_last,4))))",skel_156d0fafafecde17,prod_ebbc119148393889,a7ff55r3_e24ea4a87310d0a7
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,zmean_4h,"Mean(Mul(Delta(taker_buy_quote_volume,8),ZScore(Mean(open_interest_value_last,4))),4)",skel_bb02868db9f6b779,prod_a0aaa0234cd4074f,a7ff55r3_e0346a29752dd4f2
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,zmean_4h,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(ZScore(Mean(open_interest_value_last,4))))",skel_156d0fafafecde17,prod_4afd349595367268,a7ff55r3_0e09268c66b6ec54
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,delta_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Delta(open_interest_value_last,8),24))",skel_3820609b876fcdcb,prod_5dcaa71a7da377a4,a7ff55r3_0b208e59a682483d
