level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,expression,skeleton_key,production_key,blueprint_id,company_shard
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_mean,taker_flow_like,open_interest_like,delta_4h,zmean_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(ZScore(Mean(open_interest_value_mean,8)),24))",skel_1a10f276772d38a3,prod_ecc91d96d3f4dc0d,a7ff55r3_1aa0f55eec43d975,shard_06
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,delta_4h,delta_24h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,24),24))",skel_3820609b876fcdcb,prod_96de31cc7e7f86ec,a7ff55r3_1c86bf0b4ec24200,shard_06
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,zmean_4h,mean_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Mean(open_interest_mean,8),24))",skel_25002b82f6391056,prod_87b21f8b846e8249,a7ff55r3_1d158b6faf9f37bc,shard_06
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_24h,mean_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(Mean(open_interest_last,4),24))",skel_3820609b876fcdcb,prod_84985c71d1b7fbb4,a7ff55r3_1f32b8ce71fa1402,shard_06
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,delta_4h,zmean_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(ZScore(Mean(open_interest_mean,4)),24))",skel_1a10f276772d38a3,prod_4a1a3add1f921113,a7ff55r3_204bbf5751ca33d4,shard_06
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,mean_24h,delta_8h,"Mul(ZScore(Mean(taker_buy_quote_volume,24)),Delta(Delta(open_interest_value_last,8),24))",skel_3820609b876fcdcb,prod_579afd828ce59944,a7ff55r3_216edbb5c347ba7d,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,mean_24h,level,"Mul(ZScore(Mean(taker_buy_quote_volume,24)),Delta(open_interest_mean,24))",skel_eaa129218e1e1a2f,prod_63d15a38677f475b,a7ff55r3_2184681441f807da,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,zmean_4h,delta_24h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Delta(open_interest_last,24),24))",skel_25002b82f6391056,prod_b8f1faca9d2d1bd9,a7ff55r3_21b7d87ce56144f3,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,delta_4h,zmean_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(ZScore(Mean(open_interest_mean,8)),24))",skel_1a10f276772d38a3,prod_e5ea7a26a7e3742e,a7ff55r3_21e5b5c937bbd06d,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,mean_24h,delta_4h,"Mul(ZScore(Mean(taker_buy_quote_volume,24)),Delta(Delta(open_interest_last,4),24))",skel_3820609b876fcdcb,prod_6b58d68610a4d365,a7ff55r3_22af19564df6cdb2,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_8h,zmean_24h,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(ZScore(Mean(open_interest_value_last,24)),24))",skel_1a10f276772d38a3,prod_61a9f64715b15870,a7ff55r3_22e7e9cd78be7a95,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,zmean_4h,mean_24h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Mean(open_interest_last,24),24))",skel_25002b82f6391056,prod_e8da5dfeeac42c67,a7ff55r3_2314adfe5e1f34f0,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_mean,taker_flow_like,open_interest_like,delta_4h,mean_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Mean(open_interest_value_mean,4),24))",skel_3820609b876fcdcb,prod_b0c1efa1fae7a64c,a7ff55r3_24f8fd478dc1b2ae,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_mean,taker_flow_like,open_interest_like,zmean_4h,mean_24h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Mean(open_interest_value_mean,24),24))",skel_25002b82f6391056,prod_8e289c1db18e1a16,a7ff55r3_25d3c651c2c7852c,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,zmean_8h,delta_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,8))),Delta(Delta(open_interest_last,8),24))",skel_25002b82f6391056,prod_e0b36aebff6f316b,a7ff55r3_25f767cc11ee8e62,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,zmean_8h,level,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,8))),Delta(open_interest_last,24))",skel_977fab637a7d4823,prod_2cbb34f95db19cc1,a7ff55r3_2675e5cf2a33e6ab,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_mean,taker_flow_like,open_interest_like,zmean_4h,level,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(open_interest_value_mean,24))",skel_977fab637a7d4823,prod_b6070f60445c806b,a7ff55r3_27534a1010e56dd4,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,zmean_4h,zmean_4h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(ZScore(Mean(open_interest_mean,4)),24))",skel_1e30564263cd3636,prod_c5560596067be5a2,a7ff55r3_28fc9e6163d0904f,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_24h,mean_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(Mean(open_interest_value_last,4),24))",skel_3820609b876fcdcb,prod_9e59911b3e98025c,a7ff55r3_298aad43fbc684eb,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,mean_4h,zmean_24h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(ZScore(Mean(open_interest_mean,24)),24))",skel_1a10f276772d38a3,prod_438798ce4daa8fc6,a7ff55r3_2ac97277e84475d9,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,zmean_4h,delta_4h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Delta(open_interest_last,4),24))",skel_25002b82f6391056,prod_596534114cce7022,a7ff55r3_2ccd0a7a52050d94,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,delta_8h,mean_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Mean(open_interest_mean,8),24))",skel_3820609b876fcdcb,prod_6220f5fed4d97f3a,a7ff55r3_2e6fefceeaf93833,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_mean,taker_flow_like,open_interest_like,mean_4h,delta_8h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(Delta(open_interest_value_mean,8),24))",skel_3820609b876fcdcb,prod_e7d617be7511b9e4,a7ff55r3_2f068262d6dc0477,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,level,zmean_4h,"Mul(ZScore(taker_buy_quote_volume),Delta(ZScore(Mean(open_interest_mean,4)),24))",skel_9d4d1f180098a5fc,prod_f01b7f1f673b2989,a7ff55r3_2fc03973548473c9,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,mean_24h,mean_24h,"Mul(ZScore(Mean(taker_buy_quote_volume,24)),Delta(Mean(open_interest_last,24),24))",skel_3820609b876fcdcb,prod_e699706225558eaa,a7ff55r3_3091ef6ada996404,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,mean_8h,mean_24h,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(Mean(open_interest_mean,24),24))",skel_3820609b876fcdcb,prod_90fa434bea763e64,a7ff55r3_31ee457755a13c1f,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_24h,zmean_24h,"Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(ZScore(Mean(open_interest_last,24)),24))",skel_1a10f276772d38a3,prod_318cbebb2b17f7da,a7ff55r3_31fc779a44b14d72,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,delta_4h,mean_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Mean(open_interest_value_last,8),24))",skel_3820609b876fcdcb,prod_65f2e93e0097047b,a7ff55r3_32288e606394cc07,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,mean_4h,mean_4h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(Mean(open_interest_mean,4),24))",skel_3820609b876fcdcb,prod_09c777aff95a4a0f,a7ff55r3_32826d023e5f790b,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_mean,taker_flow_like,open_interest_like,delta_4h,delta_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_value_mean,8),24))",skel_3820609b876fcdcb,prod_b3d1015002a4210f,a7ff55r3_32d4a7d76a338113,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,mean_8h,level,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(open_interest_mean,24))",skel_eaa129218e1e1a2f,prod_caaa78ac29763404,a7ff55r3_33163f172198e949,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,zmean_24h,delta_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,24))),Delta(Delta(open_interest_last,8),24))",skel_25002b82f6391056,prod_d2e1f6f0b0a71d6c,a7ff55r3_337ed8463b6d5a23,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,zmean_24h,zmean_24h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,24))),Delta(ZScore(Mean(open_interest_mean,24)),24))",skel_1e30564263cd3636,prod_2ff2b33aa840c3c9,a7ff55r3_33ffd6e5f2250449,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,zmean_24h,mean_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,24))),Delta(Mean(open_interest_mean,8),24))",skel_25002b82f6391056,prod_ee07c6c09ca005db,a7ff55r3_34643f509194e9b6,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,mean_24h,mean_8h,"Mul(ZScore(Mean(taker_buy_quote_volume,24)),Delta(Mean(open_interest_last,8),24))",skel_3820609b876fcdcb,prod_8b981e579df2a484,a7ff55r3_3504eefb31c69b19,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,mean_4h,mean_24h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(Mean(open_interest_last,24),24))",skel_3820609b876fcdcb,prod_665d5c2d40c42a2b,a7ff55r3_35383976f5e13389,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,delta_4h,level,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(open_interest_mean,24))",skel_eaa129218e1e1a2f,prod_d97f74d206a07d14,a7ff55r3_35ab499217d028d8,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,mean_8h,zmean_4h,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(ZScore(Mean(open_interest_mean,4)),24))",skel_1a10f276772d38a3,prod_f2df80a6522357f0,a7ff55r3_35d819c8dff629cd,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,mean_4h,delta_8h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(Delta(open_interest_value_last,8),24))",skel_3820609b876fcdcb,prod_66371f10d46c32de,a7ff55r3_35f7c4ff20468109,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,zmean_24h,delta_4h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,24))),Delta(Delta(open_interest_last,4),24))",skel_25002b82f6391056,prod_d9c5cab2373359df,a7ff55r3_363d15238200da88,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_8h,delta_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,8))),Delta(Delta(open_interest_value_last,8),24))",skel_25002b82f6391056,prod_8e089e4d3329dcca,a7ff55r3_374e7edb1acf32cb,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,mean_4h,zmean_8h,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(ZScore(Mean(open_interest_mean,8)),24))",skel_1a10f276772d38a3,prod_fd4e7c8dc6bf009b,a7ff55r3_37504b4f84858ba4,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_24h,zmean_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,24))),Delta(ZScore(Mean(open_interest_value_last,8)),24))",skel_1e30564263cd3636,prod_da8404ec778e956d,a7ff55r3_37865eff18ef3332,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,mean_8h,delta_4h,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(Delta(open_interest_last,4),24))",skel_3820609b876fcdcb,prod_d638389a8d2b3217,a7ff55r3_3846958bb0613db0,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_mean,taker_flow_like,open_interest_like,zmean_4h,zmean_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(ZScore(Mean(open_interest_value_mean,8)),24))",skel_1e30564263cd3636,prod_afc53a789baf616b,a7ff55r3_3965b96822c2dfe9,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,level,delta_24h,"Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_value_last,24),24))",skel_b047b94081fb1cdb,prod_d8ab2d5adffa6ab1,a7ff55r3_3adfbd494853415d,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,mean_24h,delta_4h,"Mul(ZScore(Mean(taker_buy_quote_volume,24)),Delta(Delta(open_interest_mean,4),24))",skel_3820609b876fcdcb,prod_8d69ddfe8d4f16ec,a7ff55r3_3b0927fc222f3140,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,zmean_24h,delta_24h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,24))),Delta(Delta(open_interest_mean,24),24))",skel_25002b82f6391056,prod_fde5a5ebd0273346,a7ff55r3_3c33929557b35176,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,delta_4h,delta_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,8),24))",skel_3820609b876fcdcb,prod_fd9e6ed9bbc3fab4,a7ff55r3_3d1e18d258d5d679,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,mean_8h,zmean_24h,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(ZScore(Mean(open_interest_value_last,24)),24))",skel_1a10f276772d38a3,prod_80908fab979d0626,a7ff55r3_40a39ff525943249,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,mean_8h,delta_4h,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(Delta(open_interest_mean,4),24))",skel_3820609b876fcdcb,prod_9e5f505d5f0dea8c,a7ff55r3_4118e9fed6ee7dd4,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,mean_8h,mean_24h,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(Mean(open_interest_value_last,24),24))",skel_3820609b876fcdcb,prod_4d41d27cabd1fd51,a7ff55r3_41227e8f7f8bedef,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_mean,taker_flow_like,open_interest_like,zmean_4h,mean_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(Mean(open_interest_value_mean,8),24))",skel_25002b82f6391056,prod_d835c547d2e53e84,a7ff55r3_417625ed9a6033c5,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,delta_8h,delta_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Delta(open_interest_mean,4),24))",skel_3820609b876fcdcb,prod_e7c6caff5fea16e3,a7ff55r3_42281fe1232f69d5,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_24h,delta_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,24))),Delta(Delta(open_interest_value_last,8),24))",skel_25002b82f6391056,prod_87509cc4904451b5,a7ff55r3_428d6926f7cc65fc,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_mean,taker_flow_like,open_interest_like,mean_8h,delta_4h,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Delta(Delta(open_interest_value_mean,4),24))",skel_3820609b876fcdcb,prod_6cc12a6f09f61026,a7ff55r3_42be62c9f09e7743,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_8h,delta_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(Delta(open_interest_last,8),24))",skel_3820609b876fcdcb,prod_1e782987e1dc9c96,a7ff55r3_42fa5d3ec9b22c35,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_mean,taker_flow_like,open_interest_like,delta_24h,mean_24h,"Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(Mean(open_interest_mean,24),24))",skel_3820609b876fcdcb,prod_30c8e964986ed055,a7ff55r3_439c296616476c4e,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_24h,level,"Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(open_interest_last,24))",skel_eaa129218e1e1a2f,prod_69c2835ebdc1ee6b,a7ff55r3_43ccb37dc82c8ef6,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,zmean_8h,delta_24h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,8))),Delta(Delta(open_interest_last,24),24))",skel_25002b82f6391056,prod_f36b8ae92c2cde66,a7ff55r3_44492fcd590c15d5,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(ZScore(Mean(open_interest_last,4)),24))",skel_1a10f276772d38a3,prod_3338d25fccf482cd,a7ff55r3_4494951ddf2c4b89,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_8h,"Mul(ZScore(taker_buy_quote_volume),Delta(ZScore(Mean(open_interest_last,8)),24))",skel_9d4d1f180098a5fc,prod_98fc5f72a1566a82,a7ff55r3_44aefc8fbb65f59e,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_8h,zmean_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,8)),Delta(ZScore(Mean(open_interest_last,8)),24))",skel_1a10f276772d38a3,prod_9c0b25cc64613fd6,a7ff55r3_453c5199647488d7,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_mean,taker_flow_like,open_interest_like,level,mean_8h,"Mul(ZScore(taker_buy_quote_volume),Delta(Mean(open_interest_value_mean,8),24))",skel_b047b94081fb1cdb,prod_5dcb0f766859267b,a7ff55r3_466c7643325543f1,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,zmean_8h,zmean_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,8))),Delta(ZScore(Mean(open_interest_last,8)),24))",skel_1e30564263cd3636,prod_85f5de939265ca54,a7ff55r3_48c4607a838261ba,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,zmean_8h,zmean_8h,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,8))),Delta(ZScore(Mean(open_interest_value_last,8)),24))",skel_1e30564263cd3636,prod_e7b639e8002d066d,a7ff55r3_4b1bc66ada466faf,shard_07
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_value_last,taker_flow_like,open_interest_like,level,zmean_24h,"Mul(ZScore(taker_buy_quote_volume),Delta(ZScore(Mean(open_interest_value_last,24)),24))",skel_9d4d1f180098a5fc,prod_1f0445372188bcd0,a7ff55r3_4b869039ef923f4f,shard_07
