selected_count,selected_signal_vector_clusters,selected_top_cluster_share,selected_max_pairwise_corr,selected_same_cluster_pairs,selected_stress_clean_candidates,uses_may_for_cluster
4,2,0.75,0.9582527973890684,3,0,False
