system_id,observations,gross_mean,net_mean,net_mean_lcb_95,annualized_sharpe,max_drawdown,turnover_mean,positive_day_fraction,positive_month_fraction,average_gross_exposure,average_net_exposure,first_date,last_date
INTERNAL_LONG_ONLY_20D_MOMENTUM,23,-0.008601791489196419,-0.008753965402239897,-0.01723001652209948,-7.609359749707888,-0.2127540102589024,0.30434782608695654,0.391304347826087,0.0,1.0,1.0,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
QLIB_V097_REPAIRED_FULL,23,-0.006354280165831832,-0.006693204235561711,-0.017930621020742568,-4.601423760414652,-0.2405150586443665,0.6778481394597575,0.43478260869565216,0.0,0.9810887717690449,0.9810887717690449,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
QLIB_V097_REPAIRED_13_FEATURE_CONTROL,23,-0.008920733316438023,-0.00926298664530484,-0.01830615162103602,-7.195457009661948,-0.24416142202085045,0.6845066577336457,0.391304347826087,0.0,0.9810195830895825,0.9810195830895825,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
DEEPDOW_V023_KEYNESNET_FLOW,23,-0.005915603455100689,-0.005938985559823363,-0.01446367333382313,-4.697015688709759,-0.19814935060334316,0.04676421359181404,0.43478260869565216,0.0,1.0,1.0,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
DEEPDOW_V023_ASSET_ROTATED_FLOW_CONTROL,23,-0.0059158315394891746,-0.005938904078207637,-0.014808071149791964,-4.709265202162141,-0.19832476049136594,0.046145081520080566,0.391304347826087,0.0,1.0,1.0,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
ONE_OVER_N,23,-0.005924996071372296,-0.005946735201807079,-0.014450698425634503,-4.718996913663602,-0.19810449520926476,0.04347826086956521,0.43478260869565216,0.0,0.9999999999999999,0.9999999999999999,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
