symbol,month,run_time,status_x,rows,hourly_rows,raw_path,out_path,error_x,conversion_manifest,run_time_sort,source_url,download_time,local_path,file_size,sha256,official_checksum,checksum_status,status_y,error_y,raw_manifest,download_time_sort,status_rank,raw_daily_rows,raw_daily_checksum_ok,raw_daily_status_downloaded,raw_daily_file_size_sum,raw_daily_rows_sum,raw_daily_error_count,raw_daily_manifest,agg_partition_path,agg_partition_exists,agg_partition_rows,agg_timestamp_min,agg_timestamp_max,agg_duplicate_timestamp_count,agg_symbol_column_ok,agg_month_column_ok,agg_source_values,agg_aggregation_values,expected_hours,is_daily_current_month,conversion_written,agg_rows_match_expected,raw_checksum_ok,raw_trace_class,source_trace_ready,source_trace_decision
BTCUSDT,2024-04,2026-05-21T17:21:11Z,written,52506247.0,720.0,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\BTCUSDT\BTCUSDT-aggTrades-2024-04.zip,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-04\part.parquet,,aggtrades_hourly_enhanced_v1_20260522_005140_company.csv,2026-05-21 17:21:11+00:00,,,,,,,,,,,,,,,,,,,,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-04\part.parquet,True,720,2024-04-01T00:00:00Z,2024-04-30T23:00:00Z,0,True,True,binance_vision_aggTrades,1h_from_raw_aggTrades_enhanced_v1,720,False,False,True,False,missing_raw_checksum_manifest,False,HOLD_A7U0R_SOURCE_TRACE_ROW
BTCUSDT,2024-05,2026-05-21T17:29:30Z,written,38945717.0,744.0,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\BTCUSDT\BTCUSDT-aggTrades-2024-05.zip,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-05\part.parquet,,aggtrades_hourly_enhanced_v1_20260522_005140_company.csv,2026-05-21 17:29:30+00:00,,,,,,,,,,,,,,,,,,,,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-05\part.parquet,True,744,2024-05-01T00:00:00Z,2024-05-31T23:00:00Z,0,True,True,binance_vision_aggTrades,1h_from_raw_aggTrades_enhanced_v1,744,False,False,True,False,missing_raw_checksum_manifest,False,HOLD_A7U0R_SOURCE_TRACE_ROW
BTCUSDT,2026-01,2026-05-21T16:50:42Z,written,44701670.0,744.0,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\BTCUSDT\BTCUSDT-aggTrades-2026-01.zip,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2026-01\part.parquet,,aggtrades_hourly_enhanced_v1_20260521_221936_company.csv,2026-05-21 16:50:42+00:00,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-01.zip,2026-05-21T07:44:50Z,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\BTCUSDT\BTCUSDT-aggTrades-2026-01.zip,542670309.0,93cb14de26fb2bcf9d25b707989211de8e64429fdf0d001ff0890216e31e071e,bf5b857119a980809dc46ea468b6cd298131020427382fb8da53f8b392209a52,mismatch,downloaded,,aggtrades_raw_latest_roundrobin_2025-11_2026-04_core3_latest6_20260521_company.csv,2026-05-21 07:44:50+00:00,1.0,,,,,,,,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2026-01\part.parquet,True,744,2026-01-01T00:00:00Z,2026-01-31T23:00:00Z,0,True,True,binance_vision_aggTrades,1h_from_raw_aggTrades_enhanced_v1,744,False,False,True,False,raw_checksum_not_ok,False,HOLD_A7U0R_SOURCE_TRACE_ROW
ETHUSDT,2024-01,2026-05-21T16:56:32Z,written,30410538.0,744.0,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\ETHUSDT\ETHUSDT-aggTrades-2024-01.zip,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-01\part.parquet,,aggtrades_hourly_enhanced_v1_20260522_005140_company.csv,2026-05-21 16:56:32+00:00,,,,,,,,,,,,,,,,,,,,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-01\part.parquet,True,744,2024-01-01T00:00:00Z,2024-01-31T23:00:00Z,0,True,True,binance_vision_aggTrades,1h_from_raw_aggTrades_enhanced_v1,744,False,False,True,False,missing_raw_checksum_manifest,False,HOLD_A7U0R_SOURCE_TRACE_ROW
ETHUSDT,2024-02,2026-05-21T17:04:00Z,written,29209088.0,696.0,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\ETHUSDT\ETHUSDT-aggTrades-2024-02.zip,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-02\part.parquet,,aggtrades_hourly_enhanced_v1_20260522_005140_company.csv,2026-05-21 17:04:00+00:00,,,,,,,,,,,,,,,,,,,,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-02\part.parquet,True,696,2024-02-01T00:00:00Z,2024-02-29T23:00:00Z,0,True,True,binance_vision_aggTrades,1h_from_raw_aggTrades_enhanced_v1,696,False,False,True,False,missing_raw_checksum_manifest,False,HOLD_A7U0R_SOURCE_TRACE_ROW
ETHUSDT,2024-03,2026-05-21T17:13:57Z,written,53472384.0,744.0,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\ETHUSDT\ETHUSDT-aggTrades-2024-03.zip,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-03\part.parquet,,aggtrades_hourly_enhanced_v1_20260522_005140_company.csv,2026-05-21 17:13:57+00:00,,,,,,,,,,,,,,,,,,,,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-03\part.parquet,True,744,2024-03-01T00:00:00Z,2024-03-31T23:00:00Z,0,True,True,binance_vision_aggTrades,1h_from_raw_aggTrades_enhanced_v1,744,False,False,True,False,missing_raw_checksum_manifest,False,HOLD_A7U0R_SOURCE_TRACE_ROW
ETHUSDT,2024-04,2026-05-21T17:24:16Z,written,45119910.0,720.0,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\ETHUSDT\ETHUSDT-aggTrades-2024-04.zip,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-04\part.parquet,,aggtrades_hourly_enhanced_v1_20260522_005140_company.csv,2026-05-21 17:24:16+00:00,,,,,,,,,,,,,,,,,,,,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-04\part.parquet,True,720,2024-04-01T00:00:00Z,2024-04-30T23:00:00Z,0,True,True,binance_vision_aggTrades,1h_from_raw_aggTrades_enhanced_v1,720,False,False,True,False,missing_raw_checksum_manifest,False,HOLD_A7U0R_SOURCE_TRACE_ROW
ETHUSDT,2024-05,2026-05-21T17:32:15Z,written,40724894.0,744.0,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\ETHUSDT\ETHUSDT-aggTrades-2024-05.zip,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-05\part.parquet,,aggtrades_hourly_enhanced_v1_20260522_005140_company.csv,2026-05-21 17:32:15+00:00,,,,,,,,,,,,,,,,,,,,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-05\part.parquet,True,744,2024-05-01T00:00:00Z,2024-05-31T23:00:00Z,0,True,True,binance_vision_aggTrades,1h_from_raw_aggTrades_enhanced_v1,744,False,False,True,False,missing_raw_checksum_manifest,False,HOLD_A7U0R_SOURCE_TRACE_ROW
ETHUSDT,2025-03,2026-05-21T15:32:38Z,written,52829004.0,744.0,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\ETHUSDT\ETHUSDT-aggTrades-2025-03.zip,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2025-03\part.parquet,,aggtrades_hourly_enhanced_v1_20260521_221936_company.csv,2026-05-21 15:32:38+00:00,https://data.binance.vision/data/futures/um/monthly/aggTrades/ETHUSDT/ETHUSDT-aggTrades-2025-03.zip,2026-05-21T11:47:16Z,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\ETHUSDT\ETHUSDT-aggTrades-2025-03.zip,339447331.0,3af16a03e0f18ddc29b22ba30f5044d96be69fe8c24a2bd396f63d9b1fed78b0,e579d2dc406d428650f3001963a2b548360214f6b5d3be2fddb84c7b5daae7f0,mismatch,downloaded,,aggtrades_raw_latest_roundrobin_2024-11_2025-04_core3_202411_202504_20260521_company.csv,2026-05-21 11:47:16+00:00,1.0,,,,,,,,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2025-03\part.parquet,True,744,2025-03-01T00:00:00Z,2025-03-31T23:00:00Z,0,True,True,binance_vision_aggTrades,1h_from_raw_aggTrades_enhanced_v1,744,False,False,True,False,raw_checksum_not_ok,False,HOLD_A7U0R_SOURCE_TRACE_ROW
SOLUSDT,2024-01,2026-05-21T16:59:29Z,written,43340071.0,744.0,G:\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades\SOLUSDT\SOLUSDT-aggTrades-2024-01.zip,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-01\part.parquet,,aggtrades_hourly_enhanced_v1_20260522_005140_company.csv,2026-05-21 16:59:29+00:00,,,,,,,,,,,,,,,,,,,,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-01\part.parquet,True,744,2024-01-01T00:00:00Z,2024-01-31T23:00:00Z,0,True,True,binance_vision_aggTrades,1h_from_raw_aggTrades_enhanced_v1,744,False,False,True,False,missing_raw_checksum_manifest,False,HOLD_A7U0R_SOURCE_TRACE_ROW
