arm,selected_for_replay,metric,count,mean,std,min,q05,q25,median,q75,q95,max
I2_microstructure_lite,False,component_raw_validation,186,-1.5899291703988705,0.6043931160268956,-2.0,-2.0,-2.0,-1.9152400055751506,-1.3421365318656209,-0.2622640638584617,0.6864841643084397
I2_microstructure_lite,False,component_raw_recent,186,-1.5631953294584184,0.5743265168680249,-2.0,-2.0,-2.0,-1.9070254394956332,-1.230764832568194,-0.574086492647563,0.6872295097367759
I2_microstructure_lite,False,component_residual_funding_validation,186,0.3119723155595695,0.8873399534041693,-2.0,-1.5120059489837885,-0.2025646235616295,0.26474988585652703,0.9745074647760982,1.645123135973926,2.0
I2_microstructure_lite,False,component_residual_funding_recent,186,0.39248533931814855,1.3281595673954345,-2.0,-2.0,-0.7223066725189851,0.8524459907906812,1.504541326230951,1.9822345052313661,2.0
I2_microstructure_lite,False,component_residual_core4_recent,186,0.37346434994737826,1.3130221990014872,-2.0,-2.0,-0.734960353156197,0.829905012440624,1.491439612963099,1.9805926623170773,2.0
I2_microstructure_lite,False,component_cost20_recent,186,-0.960763877359882,0.16854567923988478,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7283740174702825,0.2481604745849806
I2_microstructure_lite,False,component_execution_lag_recent,186,-0.8118159299155634,0.2687278616304721,-1.0,-1.0,-1.0,-0.9863441005963354,-0.7135154833844544,-0.3225626253113384,0.343983113860875
I2_microstructure_lite,False,component_drawdown_penalty,186,-0.35509941347623647,0.05686520462700881,-0.4539652088584691,-0.43328347693935376,-0.403887425879617,-0.3616183814314084,-0.3189378551858667,-0.2598006124606257,-0.1574849286049829
I2_microstructure_lite,False,rank_score,186,-4.2028817157838745,3.7980874548001413,-12.453965208858468,-10.997652460450784,-7.2312885459719825,-3.363544060569629,-1.1014977524533383,0.9478825800151988,1.352807291317701
I2_microstructure_lite,True,component_raw_validation,64,-0.5234855892054473,0.4931826437053299,-1.520708343102756,-1.3577248461482376,-0.8548827494054496,-0.5302875102870594,-0.23002660143289158,0.3553295318968953,0.7372422513118949
I2_microstructure_lite,True,component_raw_recent,64,-0.24263354777007307,0.4743882116636667,-1.1811397024420862,-1.0011274483241843,-0.5266739542670544,-0.2500836548641652,0.015939088353071226,0.4305614526799652,1.2922409106692063
I2_microstructure_lite,True,component_residual_funding_validation,64,1.4839342989202997,0.5268543285660973,0.3675994724084415,0.5165091129013278,1.160300378539387,1.528696130562763,2.0,2.0,2.0
I2_microstructure_lite,True,component_residual_funding_recent,64,1.842285556289121,0.28536163747772053,0.5614991374567987,1.22077072161986,1.7663473540405368,2.0,2.0,2.0,2.0
I2_microstructure_lite,True,component_residual_core4_recent,64,1.8134571135927118,0.30876923976127324,0.5143789029525937,1.1467052903712056,1.6918639096000858,2.0,2.0,2.0,2.0
I2_microstructure_lite,True,component_cost20_recent,64,-0.5977965203635297,0.35783101828968095,-1.0,-1.0,-0.904437777350392,-0.6508251483870476,-0.33476934851153095,-0.0023927763814573866,0.4859797270159608
I2_microstructure_lite,True,component_execution_lag_recent,64,-0.15340409017983442,0.24490904088865195,-0.6289584848413251,-0.5161149284296773,-0.2873599832048649,-0.17295708622473,-0.0158768510010728,0.18265385317480373,0.6773609529556139
I2_microstructure_lite,True,component_drawdown_penalty,64,-0.25334021740270707,0.04411747479029683,-0.3335668142279013,-0.32087392508877144,-0.28297778681095753,-0.2621971502234664,-0.2143171433021732,-0.18897860796395455,-0.1843423794990065
I2_microstructure_lite,True,rank_score,64,3.3690170038805403,1.4633544886879792,1.3599946612677003,1.5361376244202374,2.4083792304423834,3.32626548416013,4.087341788851444,6.556572342136387,8.649727514651067
I3_placebo_random,False,component_raw_validation,186,-1.921604724378654,0.328295939349828,-2.0,-2.0,-2.0,-2.0,-2.0,-0.9423656466262901,-0.4833109884161798
I3_placebo_random,False,component_raw_recent,186,-1.8786558186898232,0.3519037449169855,-2.0,-2.0,-2.0,-2.0,-2.0,-0.856779563543495,-0.7484657177457614
I3_placebo_random,False,component_residual_funding_validation,186,-0.5550476743307053,0.7785467326260295,-2.0,-2.0,-0.9836748621845989,-0.40383536800393055,-0.0026859899981352,0.5680034420098542,1.3371911521869422
I3_placebo_random,False,component_residual_funding_recent,186,-0.44139031206543794,0.6863939213868687,-2.0,-1.9940610813094273,-0.724343456814698,-0.2272538099118175,0.0516609894038147,0.30088806883536434,0.5556271399029689
I3_placebo_random,False,component_residual_core4_recent,186,-0.43346253952758584,0.6747677485545253,-2.0,-1.975167404560834,-0.7253374257810192,-0.21496518425257977,0.048058632431331245,0.29748027979535563,0.5522857180068816
I3_placebo_random,False,component_cost20_recent,186,-0.9872313087096949,0.05432824098959233,-1.0,-1.0,-1.0,-1.0,-1.0,-0.848193266335928,-0.7274136622194132
I3_placebo_random,False,component_execution_lag_recent,186,-0.9403174948021068,0.1729140425801211,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4387320658235157,-0.3887240547295065
I3_placebo_random,False,component_drawdown_penalty,186,-0.4184788354192244,0.04540315343659811,-0.4643293615510385,-0.4513264771016897,-0.4394674161914613,-0.43226709571814637,-0.42027125723772224,-0.3092171582767975,-0.2297573768556377
I3_placebo_random,False,rank_score,186,-7.576188707923231,1.9111608530153623,-12.46432936155104,-12.325970970550745,-8.042349176885503,-7.136069006928739,-6.247254380080009,-5.527262418972954,-5.281470138733656
I3_placebo_random,True,component_raw_validation,64,-1.2513261444462986,0.8293012260604021,-2.0,-2.0,-2.0,-1.4305072531310814,-0.6881630462048426,0.4923091961242429,0.4923091961242429
I3_placebo_random,True,component_raw_recent,64,-1.2208898844896168,0.6244417475002194,-2.0,-2.0,-2.0,-1.2415876758697035,-0.734372975410435,-0.2753290716437221,-0.2753290716437221
I3_placebo_random,True,component_residual_funding_validation,64,0.8798673953296959,0.8577232719044241,-0.7575544919399683,-0.7575544919399683,0.39524415603599716,0.946113373333325,1.4587198302110451,2.0,2.0
I3_placebo_random,True,component_residual_funding_recent,64,1.0724627642024103,0.5380161247460503,0.2213870137843734,0.4340980830813159,0.6027892410513855,1.0225056608341443,1.600610580026862,2.0,2.0
I3_placebo_random,True,component_residual_core4_recent,64,1.0518508020164086,0.5346076099750755,0.2144819776024335,0.4168935190402963,0.5762837248327397,0.962918406597264,1.5787829507194662,2.0,2.0
I3_placebo_random,True,component_cost20_recent,64,-0.8872851761366627,0.19944753462413561,-1.0,-1.0,-1.0,-1.0,-0.861475571169899,-0.429442957455415,-0.429442957455415
I3_placebo_random,True,component_execution_lag_recent,64,-0.6267090311506689,0.3004095292823485,-1.0,-1.0,-1.0,-0.6289801273880552,-0.406884107480085,-0.1618639697173641,-0.1618639697173641
I3_placebo_random,True,component_drawdown_penalty,64,-0.3361542010263373,0.06760458191652106,-0.4379059304445029,-0.4291467190624224,-0.37429614306349157,-0.3409307612246195,-0.3002935549139329,-0.188638665573739,-0.188638665573739
I3_placebo_random,True,rank_score,64,-1.3181834757010695,3.180309639203425,-5.112819193193452,-5.055291765871893,-4.218057509517372,-1.7875898083173514,0.9797205276561479,4.535500057387578,4.535500057387578
