arm,selected_for_replay,metric,count,mean,std,min,q05,q25,median,q75,q95,max
I0_basis_premium,False,component_raw_validation,186,-1.3535978065530492,0.8394479195177198,-2.0,-2.0,-2.0,-1.9395479781889289,-0.5826581990296233,0.0,0.7817022774245114
I0_basis_premium,False,component_raw_recent,186,-1.4635987232020404,0.7451310684288858,-2.0,-2.0,-2.0,-1.8807368589650033,-1.2698917248842656,0.0,0.0
I0_basis_premium,False,component_residual_funding_validation,186,-0.1265753916292125,0.9873753516374874,-2.0,-2.0,-0.5266160646184453,0.0,0.5635965108591071,1.4298440893357842,2.0
I0_basis_premium,False,component_residual_funding_recent,186,-0.07235188306830886,0.9646669308703981,-2.0,-2.0,-0.5374380637384392,0.0,0.4141558423483267,1.6460370154259354,2.0
I0_basis_premium,False,component_residual_core4_recent,186,-0.08931252859310754,0.9577238792398616,-2.0,-2.0,-0.5371160551065597,0.0,0.3973809366693391,1.635828481517357,2.0
I0_basis_premium,False,component_cost20_recent,186,-0.8239755087720512,0.37931165480799584,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
I0_basis_premium,False,component_execution_lag_recent,186,-0.747901451798508,0.37024210429818144,-1.0,-1.0,-1.0,-0.9494760739767534,-0.6780285163482771,0.0,0.0
I0_basis_premium,False,component_drawdown_penalty,186,-0.31157256217644885,0.1505526326644279,-0.4591507240470081,-0.4530755899803446,-0.4188123067237497,-0.35953617778963537,-0.30461946230510645,-0.0,-0.0
I0_basis_premium,False,rank_score,186,-4.988885855792727,3.9437094491920957,-12.459150724047008,-12.452018709013096,-7.70866619670438,-4.971285699873004,-0.641765939336735,0.0,0.0
I0_basis_premium,True,component_raw_validation,64,-0.3716514651553985,0.746333665708027,-1.8030390174282716,-1.618419912227936,-0.8933193774749284,-0.1190291810464115,0.0,0.8235076036324323,2.0
I0_basis_premium,True,component_raw_recent,64,-0.5435602672320707,0.5729055569857816,-1.772089800559104,-1.4919260909072836,-1.1128812735543452,-0.3923072772828433,0.0,0.0,0.2689846943804425
I0_basis_premium,True,component_residual_funding_validation,64,1.0840057530061797,0.8933461275847309,0.0,0.0,0.0,1.1833998500711145,2.0,2.0,2.0
I0_basis_premium,True,component_residual_funding_recent,64,1.1566041536781575,0.9003715356704857,-0.1442494884677071,0.0,0.0,1.5999126344042969,2.0,2.0,2.0
I0_basis_premium,True,component_residual_core4_recent,64,1.1321627091038287,0.8973143158161093,-0.2109132643256858,0.0,0.0,1.536134861876758,2.0,2.0,2.0
I0_basis_premium,True,component_cost20_recent,64,-0.5678564541128535,0.4412380464342079,-1.0,-1.0,-1.0,-0.7570565015944024,0.0,0.0,0.0
I0_basis_premium,True,component_execution_lag_recent,64,-0.3092468233167769,0.3025245471014835,-0.926054403543756,-0.7837169741497596,-0.5957541891773654,-0.27904671225606315,0.0,0.0,0.0865794500053699
I0_basis_premium,True,component_drawdown_penalty,64,-0.19754489621272703,0.14004880949774992,-0.3664005140533627,-0.3430879501727379,-0.3077055966476809,-0.2548380683718954,0.0,-0.0,-0.0
I0_basis_premium,True,rank_score,64,1.3829127097583394,1.5489468656396579,0.0,0.0,0.0,1.1446811820617957,2.0581195841101736,4.253295568596743,6.443799501359218
I1_flow_liquidity,False,component_raw_validation,186,-1.566905431130642,0.5796702451645523,-2.0,-2.0,-2.0,-2.0,-1.093595405956696,-0.40714916291856407,0.3212447618222901
I1_flow_liquidity,False,component_raw_recent,186,-1.5581418368695505,0.5939131363954484,-2.0,-2.0,-2.0,-2.0,-1.1025717810100009,-0.4534474339151123,0.0488085381350002
I1_flow_liquidity,False,component_residual_funding_validation,186,-0.4125995904037706,1.082797988884031,-2.0,-2.0,-1.2154882261696525,-0.35296042020892493,0.4437739511495067,1.582467348587346,1.9879836290179689
I1_flow_liquidity,False,component_residual_funding_recent,186,-0.43227585528374113,0.9863709800631619,-2.0,-2.0,-1.256314113498608,-0.2807193996953799,0.2675993791300572,1.1517964548658703,2.0
I1_flow_liquidity,False,component_residual_core4_recent,186,-0.4288611686780618,0.9817975976010974,-2.0,-2.0,-1.2449314157458249,-0.2639113249796295,0.27080692429791065,1.1314773692465865,1.992258435904964
I1_flow_liquidity,False,component_cost20_recent,186,-0.8944672678638309,0.2084093199483193,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4173072363099335,-0.1585104037576419
I1_flow_liquidity,False,component_execution_lag_recent,186,-0.7815554259040552,0.2890559209355191,-1.0,-1.0,-1.0,-1.0,-0.5435293323987992,-0.23947533589871456,-0.0205402132008927
I1_flow_liquidity,False,component_drawdown_penalty,186,-0.3670784960650202,0.06589653475233424,-0.4626117090737063,-0.43568509589391485,-0.4239406850670356,-0.3936287665570818,-0.3299537799947652,-0.23363401186784868,-0.1814579008478067
I1_flow_liquidity,False,rank_score,186,-6.441885072198673,3.414533102974535,-12.462611709073704,-12.359783796609618,-8.996878265618452,-5.9778959199605275,-3.841948349089868,-1.163383811208491,0.9775345198362626
I1_flow_liquidity,True,component_raw_validation,64,0.3973157104121624,0.8381681662297421,-1.495930414078388,-1.1862636727939926,0.1384671404082962,0.5060687552867879,1.0966916086750413,1.4691563800393221,1.6198371792010586
I1_flow_liquidity,True,component_raw_recent,64,0.03101374628430769,0.5081986753117359,-1.4238887886746838,-0.802240477627273,-0.2910087682764055,0.06374964334405175,0.39941069869719836,0.8324261902820206,0.951766889773934
I1_flow_liquidity,True,component_residual_funding_validation,64,1.8829208447431622,0.28004153820259864,0.7170629889447577,1.3780209822708578,1.9583665040197142,2.0,2.0,2.0,2.0
I1_flow_liquidity,True,component_residual_funding_recent,64,1.8199794327785592,0.3251792887837607,0.6828827593648441,1.1180866822830766,1.737155864976821,2.0,2.0,2.0,2.0
I1_flow_liquidity,True,component_residual_core4_recent,64,1.80610886215782,0.33667834773804817,0.657533440411651,1.069517493291654,1.6938126288553073,2.0,2.0,2.0,2.0
I1_flow_liquidity,True,component_cost20_recent,64,-0.27993344493950617,0.3765565190478524,-1.0,-1.0,-0.48049131228871933,-0.2488697317647517,-0.06555853900746794,0.21102790077329572,0.4339969003113512
I1_flow_liquidity,True,component_execution_lag_recent,64,0.0019165106301494705,0.2741770875261861,-0.6614641108451714,-0.5145744241357417,-0.15029684101135857,0.0119281370189796,0.18089964219435323,0.41995214777186163,0.4877980006983051
I1_flow_liquidity,True,component_drawdown_penalty,64,-0.22630700918435376,0.04961831923454792,-0.3169996352106462,-0.2971147111251478,-0.2706138257570685,-0.22936934280386478,-0.18214122535612443,-0.14947244764353831,-0.1351431933215693
I1_flow_liquidity,True,rank_score,64,5.433014652882301,2.2666740074250855,1.281864945708871,1.9554427505835794,3.424866851165361,5.949579736705248,7.11639245716762,8.534514469735742,9.222009115751888
