candidate_id,return_corr_cluster,max_corr_to_prior,cluster_size
a7o_l1_C0024_1842,rc_041,0.0,1
a7o_l1_C0026_0288,rc_042,0.0,1
a7o_l1_C0026_1157,rc_024,0.8775595774693769,8
a7o_l1_C0026_0287,rc_024,0.9180044881625246,8
a7o_l1_C0028_0567,rc_024,0.8381809073939156,8
a7o_l1_C0028_1344,rc_043,0.0,1
a7o_l1_C0028_1446,rc_044,0.0,1
a7o_l1_C0030_1449,rc_045,0.0,1
a7o_l1_C0030_1355,rc_046,0.0,1
a7o_l1_C0030_1356,rc_047,0.0,1
a7o_l1_C0031_0373,rc_048,0.0,1
a7o_l1_C0031_0180,rc_049,0.0,1
a7o_l1_C0031_0949,rc_050,0.0,1
a7o_l1_C0033_1842,rc_051,0.0,1
a7o_l1_C0034_0775,rc_052,0.0,1
a7o_l1_C0034_0181,rc_053,0.0,1
a7o_l1_C0034_0565,rc_054,0.0,1
a7o_l1_C0035_0564,rc_055,0.0,1
a7o_l1_C0035_0372,rc_056,0.0,1
a7o_l1_C0035_2036,rc_057,0.0,1
a7o_l1_C0036_0678,rc_058,0.0,1
a7o_l1_C0036_0564,rc_059,0.0,1
a7o_l1_C0036_2036,rc_060,0.0,1
a7o_l1_C0037_1835,rc_061,0.0,3
a7o_l1_C0037_0085,rc_061,0.8522179103224953,3
a7o_l1_C0037_0380,rc_061,0.9486072122990596,3
a7o_l1_C0038_1551,rc_062,0.0,1
a7o_l1_C0038_1454,rc_063,0.0,1
a7o_l1_C0038_0181,rc_064,0.0,1
a7o_l1_C0039_1842,rc_065,0.0,1
a7o_l1_C0040_0484,rc_066,0.0,1
a7o_l1_C0040_0949,rc_067,0.0,1
a7o_l1_C0040_0373,rc_068,0.0,1
a7o_l1_C0042_0372,rc_069,0.0,3
a7o_l1_C0042_2036,rc_069,0.8029782192241807,3
a7o_l1_C0042_0564,rc_069,0.8526635834903353,3
a7o_l1_C0043_0678,rc_070,0.0,1
a7o_l1_C0043_1163,rc_071,0.0,1
a7o_l1_C0043_0096,rc_072,0.0,1
a7o_l1_C0046_1153,rc_073,0.0,3
a7o_l1_C0046_1446,rc_073,0.9028291476238076,3
a7o_l1_C0046_0571,rc_073,0.8638435262775309,3
a7o_l1_C0047_2036,rc_074,0.0,1
a7o_l1_C0047_0560,rc_075,0.0,1
a7o_l1_C0047_0564,rc_076,0.0,1
a7o_l1_C0048_1842,rc_077,0.0,1
a7o_l1_C0049_0289,rc_078,0.0,1
a7o_l1_C0049_0969,rc_079,0.0,1
a7o_l1_C0049_0096,rc_080,0.0,1
a7o_l1_C0053_0372,rc_081,0.0,1
a7o_l1_C0053_1260,rc_082,0.0,1
a7o_l1_C0053_0564,rc_083,0.0,1
a7o_l1_C0055_0756,rc_084,0.0,1
a7o_l1_C0055_1163,rc_085,0.0,1
a7o_l1_C0055_0581,rc_012,0.8510353403596993,2
a7o_l1_C0056_1842,rc_003,0.8439333332536277,3
a7o_l1_C0056_2035,rc_086,0.0,1
a7o_l1_C0059_2035,rc_024,0.910025249112375,8
a7o_l1_C0059_0579,rc_024,0.927176852906001,8
a7o_l1_C0059_1163,rc_024,0.9497214715592319,8
a7o_l1_C0060_1842,rc_087,0.0,1
a7o_l1_C0060_2035,rc_088,0.0,1
a7o_l1_C0061_1842,rc_089,0.0,1
a7o_l1_C0063_1842,rc_090,0.0,1
