checkpoint_id,cell_start,cell_end,generated,strict_replay_selected,deep_audit_selected,post_may_eligible_deep_survivors,post_may_eligible_rate,liquidity_volatility_deep_share,single_return_corr_cluster_share,single_horizon_deep_share,active_cells_with_valid_deep_audit,placebo_or_null_research_candidates,may_leakage_violations,decision,blockers,manifest_hash,runtime_dir,report
01,0,63,131072,1536,192,49,0.2552083333333333,0.14583333333333334,0.052083333333333336,0.16666666666666666,62,0,0,PASS_A7O_L1_PILOT_CHECKPOINT_READY_FOR_NEXT_64_CELLS,,d328533e5f366112e1bf67b81ff14dd94a6bd52ff3310ec112643b16552b8016,G:\AlphaFactory_CryptoData\alphafactory_crypto\runtime\a7o_l1_pilot,G:\AlphaFactory_CryptoData\alphafactory_crypto\reports\CRYPTO_A7O_L1_PILOT_SHARD_CHECKPOINT_20260520.md
02,64,127,131072,1536,192,54,0.28125,0.140625,0.041666666666666664,0.15625,64,0,0,PASS_A7O_L1_PILOT_CHECKPOINT_READY_FOR_NEXT_64_CELLS,,1d3f8a2a43e213ba4be4c914de0d83004bff30d86401ab809179f3dcc1d1604a,G:\AlphaFactory_CryptoData\alphafactory_crypto\runtime\a7o_l1_checkpoint_02,G:\AlphaFactory_CryptoData\alphafactory_crypto\reports\CRYPTO_A7O_L1_CHECKPOINT_02_20260521.md
