source_run,candidate_id,arm,family,expression,near_miss_gate_pass_count,gate_count,raw_recent,cost20_recent,lag1_recent,residual_funding_recent,residual_core4_recent
A7I1B_original_generator,i0_basis_premium_000,I0_basis_premium,basis_premium,mark_index_ratio,0,6,,,,,
A7I1B_original_generator,i0_basis_premium_001,I0_basis_premium,basis_premium,Rank(mark_index_ratio),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_002,I0_basis_premium,basis_premium,ZScore(mark_index_ratio),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_003,I0_basis_premium,basis_premium,mark_minus_index,0,6,,,,,
A7I1B_original_generator,i0_basis_premium_004,I0_basis_premium,basis_premium,Rank(mark_minus_index),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_005,I0_basis_premium,basis_premium,ZScore(mark_minus_index),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_006,I0_basis_premium,basis_premium,premium_index,0,6,,,,,
A7I1B_original_generator,i0_basis_premium_007,I0_basis_premium,basis_premium,Rank(premium_index),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_008,I0_basis_premium,basis_premium,ZScore(premium_index),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_009,I0_basis_premium,basis_premium,spot_perp_basis,0,6,,,,,
A7I1B_original_generator,i0_basis_premium_010,I0_basis_premium,basis_premium,Rank(spot_perp_basis),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_011,I0_basis_premium,basis_premium,ZScore(spot_perp_basis),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_012,I0_basis_premium,basis_premium,ret_1,0,6,,,,,
A7I1B_original_generator,i0_basis_premium_013,I0_basis_premium,basis_premium,Rank(ret_1),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_014,I0_basis_premium,basis_premium,ZScore(ret_1),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_015,I0_basis_premium,basis_premium,ret_3,0,6,,,,,
A7I1B_original_generator,i0_basis_premium_016,I0_basis_premium,basis_premium,Rank(ret_3),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_017,I0_basis_premium,basis_premium,ZScore(ret_3),0,6,,,,,
A7I1B_original_generator,i0_basis_premium_018,I0_basis_premium,basis_premium,ret_6,0,6,,,,,
A7I1B_original_generator,i0_basis_premium_019,I0_basis_premium,basis_premium,Rank(ret_6),0,6,,,,,
A7J2_reranked_original_pool,i1_flow_liquidity_021,I1_flow_liquidity,flow_liquidity,volume,6,6,0.9415127259758176,0.8679938006227024,0.9755960013966102,3.145760970032707,3.047456821687944
A7J2_reranked_original_pool,i1_flow_liquidity_022,I1_flow_liquidity,flow_liquidity,Rank(volume),6,6,0.4538578287244291,0.3797297934043406,0.4568516903156314,1.893308378050573,1.8274976910033984
A7J2_reranked_original_pool,i1_flow_liquidity_023,I1_flow_liquidity,flow_liquidity,ZScore(volume),6,6,0.9415127259758176,0.8679938006227024,0.9755960013966084,3.1366030017565536,3.038359268719045
A7J2_reranked_original_pool,i1_flow_liquidity_113,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(quote_volume_mean_12))",6,6,0.7178776681893418,0.3936682311032489,0.7549820629670299,3.959504143535057,3.88345918529286
A7J2_reranked_original_pool,i1_flow_liquidity_141,I1_flow_liquidity,flow_liquidity,"Mul(Rank(number_of_trades),ZScore(quote_volume_mean_6))",6,6,0.6695964769013292,0.1254201523980181,0.6774756399845399,2.420464600467916,2.379600447171951
A7J2_reranked_original_pool,i1_flow_liquidity_203,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(avg_trade_size_quote))",6,6,0.8375455529561141,0.2822959425686178,0.8487441538458159,3.195042412730734,3.151857158421866
A7J2_reranked_original_pool,i1_flow_liquidity_206,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_6),ZScore(quote_volume_mean_12))",6,6,0.3941642414976726,0.294252541718423,0.4098561862375434,2.199189451722762,2.145326171530431
A7J2_reranked_original_pool,i1_flow_liquidity_207,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(quote_volume_mean_12))",6,6,0.6536150433845537,0.4270653728012992,0.5882558338186126,2.2837298845699068,2.2521623130169184
A7J2_reranked_original_pool,i1_flow_liquidity_227,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_12),ZScore(quote_asset_volume))",6,6,0.7178776681893418,0.3936682311032489,0.7549820629670299,3.959504143535057,3.88345918529286
A7J2_reranked_original_pool,i1_flow_liquidity_235,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_12),ZScore(avg_trade_size_quote))",6,6,0.8034164684621583,0.2767372469970296,0.789811765165201,2.994738296524007,2.946109867941065
A7J2_reranked_original_pool,i1_flow_liquidity_237,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_12),ZScore(quote_volume_mean_6))",6,6,0.951766889773934,0.8518551899946847,0.9034402340131444,3.8946290501428034,3.817237698770099
A7J2_reranked_original_pool,i1_flow_liquidity_239,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_12),Rank(volume))",6,6,0.5955427098144261,0.3407275884016225,0.5971908365179803,3.1790339088646378,3.095372211576426
A7J2_reranked_original_pool,i2_microstructure_lite_013,I2_microstructure_lite,microstructure_lite,Rank(realized_vol_24),6,6,0.9600776226749816,0.676062035881181,0.9986446457504043,2.590957989310633,2.4993130551382423
A7J2_reranked_original_pool,i2_microstructure_lite_167,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",6,6,1.2922409106692063,0.9719594540319216,1.354721905911228,3.416149628055079,3.3296131946131013
A7J2_reranked_original_pool,i2_microstructure_lite_169,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_12))",6,6,0.6872295097367759,0.4963209491699612,0.68796622772175,0.1374594918890858,0.084375639382833
A7J2_reranked_original_pool,i0_basis_premium_249,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),Rank(realized_vol_12))",5,6,0.2689846943804425,-0.773944389504767,0.0912529374829984,3.729117294672508,3.6497084030257887
A7J2_reranked_original_pool,i1_flow_liquidity_101,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_asset_volume),Rank(ret_12))",5,6,0.1798456308245104,-0.5266872058200814,0.0927491310290312,2.0303209822061548,1.9942503813154864
A7J2_reranked_original_pool,i1_flow_liquidity_103,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(number_of_trades))",5,6,0.1744190820956627,-0.561221094504779,0.1616636116103794,2.6359091207949845,2.572352190480805
A7J2_reranked_original_pool,i1_flow_liquidity_107,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_asset_volume),ZScore(avg_trade_size_quote))",5,6,0.5519067444466722,-0.1166641444117321,0.5758396101008375,3.139736454726876,3.087594455584197
A7J2_reranked_original_pool,i1_flow_liquidity_110,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(quote_volume_mean_6))",5,6,0.081231668309011,-0.2602004508962871,0.0891790709517302,2.1100622196707848,2.0564660465003883
A7K2_new_space,k0_basis_premium_clean_071,K0_basis_premium_clean,basis_premium_clean,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_24)),Rank(avg_trade_size_quote))",6,6,0.9113132683553168,0.1288966981491304,0.9574472165680036,3.639761863685251,3.5528725928729474
A7K2_new_space,k0_basis_premium_clean_167,K0_basis_premium_clean,basis_premium_clean,"Mul(Mul(Rank(mark_minus_index),ZScore(realized_vol_12)),Rank(avg_trade_size_quote))",6,6,1.069270594596744,0.3583987698832827,1.2268591496459091,3.45171502633287,3.366702920618985
A7K2_new_space,k0_basis_premium_clean_168,K0_basis_premium_clean,basis_premium_clean,"Mul(Rank(mark_minus_index),Rank(realized_vol_24))",6,6,0.6024897144430551,0.1129306452266742,0.6283684920933065,1.5507322034303883,1.4555215060569076
A7K2_new_space,k0_basis_premium_clean_177,K0_basis_premium_clean,basis_premium_clean,"Mul(Mul(Rank(mark_minus_index),ZScore(realized_vol_24)),Rank(hl_range))",6,6,1.5994812674970742,0.8370514057128207,1.6498966020298964,3.769646519256012,3.692279527973953
A7K2_new_space,k0_basis_premium_clean_179,K0_basis_premium_clean,basis_premium_clean,"Mul(Mul(Rank(mark_minus_index),ZScore(realized_vol_24)),Rank(avg_trade_size_quote))",6,6,1.2918129362883737,0.7606382239814624,1.4108859125077038,3.978844151401903,3.901116508362015
A7K2_new_space,k0_basis_premium_clean_212,K0_basis_premium_clean,basis_premium_clean,"Mul(Mul(Rank(mark_minus_index),ZScore(avg_trade_size_quote)),Rank(realized_vol_12))",6,6,0.6742452079381293,0.1977342453337847,0.6563640436506035,2.2404928304402008,2.1709135008388
A7K2_new_space,k1_flow_liquidity_clean_015,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Mul(ZScore(quote_asset_volume),Rank(ret_12)),ZScore(realized_vol_24))",6,6,0.6364688862239434,0.0118714414269299,0.5589708619681941,0.8149841866371471,0.7850078084098263
A7K2_new_space,k1_flow_liquidity_clean_025,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Mul(Rank(quote_asset_volume),ZScore(realized_vol_12)),Rank(mark_index_ratio))",6,6,0.9156287832395034,0.0853518669278713,1.008922216668795,3.1818782512954336,3.0894145744527823
A7K2_new_space,k1_flow_liquidity_clean_027,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Rank(quote_asset_volume),Rank(realized_vol_24))",6,6,1.847856568081492,1.1847996438107165,1.91568302476592,4.613327788665258,4.53704191065571
A7K2_new_space,k1_flow_liquidity_clean_029,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Rank(quote_asset_volume),ZScore(realized_vol_24))",6,6,1.550750460021001,1.1605209166655617,1.67003757366122,4.013415945799322,3.932847533352529
