blueprint_id,expression,semantic_pair,motif,skeleton_key,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error,source_file,shard
a7ls5_00e89ab943107c44,"Mul(ZScore(Mean(mark_index_basis_bps,12)),Sign(ZScore(Mean(mark_trade_basis_bps,12))))",basis_premium_like,gated_sign,skel_1ebcde03addd4e12,True,0.9965527147371444,1.0,True,-9.597089138750269,9.477775844972294,0.964917057185756,,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_materialization_metrics.csv,s000
a7ls5_02504849e5ba235e,"Sub(Mean(premium_close_bps,2),Mean(premium_close_bps,24))",basis_premium_like,spread_short_long,skel_30e79ebb96f46f90,True,0.993105429474289,0.9935788496769838,True,-1166.5826749999997,221.8355458333343,8.846500213166989,,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_materialization_metrics.csv,s000
a7ls5_030f9eea8cb70613,"TSRank(mark_trade_basis_bps,4)",basis_premium_like,single,skel_accd8a28616a2975,True,0.9988509049123816,1.0,True,0.25,1.0,0.2672628802720608,,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_materialization_metrics.csv,s000
a7ls5_054cc3bfba6240c2,"Delta(premium_close_bps,4)",basis_premium_like,single,skel_c056ba61747eb5bd,True,0.9985636311404767,0.8238546461449943,True,-2157.6656,2106.6155,14.73606482212987,,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_materialization_metrics.csv,s000
a7ls5_054f5aeb047d9c0e,"ZScore(Mean(premium_close_bps,12))",basis_premium_like,single,skel_a131d74c8edb2e2e,True,0.9965527147371444,1.0,True,-9.644836417820867,7.042390731822824,0.9947780321927768,,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_materialization_metrics.csv,s000
a7ls5_0615067ae4bc9b77,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(mark_trade_basis_bps,1))))",basis_premium_like,gated_sign,skel_f909e665fb225981,True,0.0,0.0,False,,,,,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_materialization_metrics.csv,s000
a7ls5_06c86cc9eacd871c,"Sub(Mean(mark_trade_basis_bps,1),Mean(mark_trade_basis_bps,12))",basis_premium_like,spread_short_long,skel_4eae67e66f795fce,True,0.0,0.0,False,,,,,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_materialization_metrics.csv,s000
a7ls5_077e067d2d32605b,"Mul(Delta(mark_trade_basis_bps,12),Sign(mark_index_basis_bps))",basis_premium_like,gated_sign,skel_97e19ae4ba01de64,True,0.9962654409652398,0.8761503988850442,True,-361.0836994693268,349.9947662247038,8.549008258696839,,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_materialization_metrics.csv,s000
a7ls5_07d79b26669a8788,"ZScore(Mean(mark_trade_basis_bps,8))",basis_premium_like,single,skel_c783e126c18af69d,True,0.997701809824763,1.0,True,-9.012614918907335,8.861636317554328,0.9947780321927768,,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_materialization_metrics.csv,s000
a7ls5_07e4dc488bfe29fa,"Mul(ZScore(Mean(mark_trade_basis_bps,8)),Sign(ZScore(Mean(mark_trade_basis_bps,8))))",basis_premium_like,gated_sign,skel_f909e665fb225981,True,0.997701809824763,1.0,True,1.883957817674221e-07,9.012614918907335,0.769716229588084,,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_materialization_metrics.csv,s000
