blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard
a7ls5_054cc3bfba6240c2,"Delta(premium_close_bps,4)",basis_premium_like,single,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.9022445591291806,0.0004094783851478,True,1.3906748702047496,1.3906748702047496,True,2.8099144081130995e-05,-0.0005719008559188,-0.0015719008559188,95.86666666666666,A7LS5S000_NUMERIC_CLUE,715,-0.0003323453061317,-1.9245217786026017,-1.9245217786026017,-1.9245217786026017,0.4615384615384615,719,-0.0002048674042776,-1.820473552481351,-1.820473552481351,-1.820473552481351,0.4520166898470097,719,-0.0003377009981145,-2.297928027278308,-2.297928027278308,-2.297928027278308,0.4589707927677329,719,-0.0004280991440811,-1.3906748702047496,-1.3906748702047496,-1.3906748702047496,0.4756606397774687,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_label_response_metrics.csv,s000
a7ls5_093c274318822859,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L0_raw_forward_return,1,-1.0,3,True,0.3440684914514227,0.0001826885620992,True,2.058669707108965,2.058669707108965,True,0.0002505602270995,-0.0003494397729004,-0.0013494397729004,95.86666666666666,A7LS5S000_NUMERIC_CLUE,717,-0.0001400614947455,-0.8255402935677452,-0.8255402935677452,-0.8255402935677452,0.4825662482566248,719,-0.0007273619662408,-6.583679608234789,-6.583679608234789,-6.583679608234789,0.3727399165507649,719,-0.0011297430000363,-7.585400413133555,-7.585400413133555,-7.585400413133555,0.3310152990264255,719,-0.0006505602270995,-2.058669707108965,-2.058669707108965,-2.058669707108965,0.4645340751043115,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_label_response_metrics.csv,s000
a7ls5_093c274318822859,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L1_cross_sectional_relative_return,1,-1.0,3,True,0.6750559623747079,0.0001826885620992,True,2.058669707108965,2.058669707108965,True,0.0002505602270995,-0.0003494397729004,-0.0013494397729004,95.86666666666666,A7LS5S000_NUMERIC_CLUE,717,-0.0001400614947455,-0.8255402935677458,-0.8255402935677458,-0.8255402935677458,0.4825662482566248,719,-0.0007273619662408,-6.58367960823479,-6.58367960823479,-6.58367960823479,0.3727399165507649,719,-0.0011297430000363,-7.585400413133555,-7.585400413133555,-7.585400413133555,0.3310152990264255,719,-0.0006505602270995,-2.058669707108965,-2.058669707108965,-2.058669707108965,0.4645340751043115,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_label_response_metrics.csv,s000
a7ls5_093c274318822859,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L0_raw_forward_return,4,-1.0,3,True,0.7184307156059365,0.0005988220668714,True,0.7758563660219011,2.651441333944904,True,0.0006725816106606,7.258161066064591e-05,-0.0009274183893393,95.46666666666668,A7LS5S000_NUMERIC_CLUE,714,-0.0005876974205696,-1.822937391387571,-0.9376494493129564,-1.508773516623069,0.4789915966386555,716,-0.0005550676568968,-2.3530687017698,-1.1131371210380112,-3.032814424853267,0.4469273743016759,716,-0.0009922255584048,-3.524520501942744,-1.7854758746741668,-2.936873429843037,0.3952513966480447,716,-0.0010725816106606,-1.949760104666504,-0.7758563660219011,-2.651441333944904,0.4748603351955307,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_label_response_metrics.csv,s000
a7ls5_093c274318822859,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L1_cross_sectional_relative_return,4,-1.0,3,True,0.7827205385595016,0.0005988220668714,True,0.7758563660219008,2.6514413339449048,True,0.0006725816106606,7.258161066064591e-05,-0.0009274183893393,95.46666666666668,A7LS5S000_NUMERIC_CLUE,714,-0.0005876974205696,-1.8229373913875708,-0.9376494493129556,-1.5087735166230694,0.4789915966386555,716,-0.0005550676568968,-2.3530687017698,-1.1131371210380112,-3.032814424853267,0.4469273743016759,716,-0.0009922255584048,-3.524520501942744,-1.7854758746741668,-2.936873429843037,0.3952513966480447,716,-0.0010725816106606,-1.949760104666504,-0.7758563660219008,-2.6514413339449048,0.4748603351955307,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_label_response_metrics.csv,s000
a7ls5_093c274318822859,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L3_liquidity_tier_relative_return,4,-1.0,3,True,0.5329298839157584,0.0005570511109437,True,0.8508069448143235,2.443534612706457,True,0.0008036175479889,0.0002036175479889,-0.000796382452011,95.46666666666668,A7LS5S000_NUMERIC_CLUE,714,-0.0004999651394211,-1.6324734797675342,-0.8426315212639278,-1.5114475666792202,0.469187675070028,716,-0.0005941442309333,-2.641297273566435,-1.244009383678448,-3.0152198092612257,0.435754189944134,716,-0.0009426554483094,-3.487148256299601,-1.8506160733925072,-2.443534612706457,0.4092178770949721,716,-0.0012036175479889,-2.2137238613824857,-0.8508069448143235,-2.90578398830648,0.4720670391061452,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_label_response_metrics.csv,s000
a7ls5_093c274318822859,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L0_raw_forward_return,8,-1.0,3,True,0.945955679300673,0.0012102151384357,True,0.5177216497208214,2.103168734771523,True,0.0013226447918133,0.0007226447918133,-0.0002773552081866,94.93333333333334,A7LS5S000_NUMERIC_CLUE,710,-0.0008085427099431,-1.7153872889747197,-0.94101403350292,-1.585738486788961,0.4676056338028169,712,-0.0008005623875789,-2.5042124369273857,-0.6007190581542003,-2.826533205405171,0.4339887640449438,712,-0.0009462616379779,-2.479983511570193,-0.599342293590007,-3.661892994656767,0.4424157303370786,712,-0.0017226447918133,-2.137708246655613,-0.5177216497208214,-2.103168734771523,0.4705056179775281,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_label_response_metrics.csv,s000
a7ls5_093c274318822859,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L1_cross_sectional_relative_return,8,-1.0,3,True,0.9459556793006734,0.0012102151384357,True,0.5177216497208214,2.103168734771523,True,0.0013226447918133,0.0007226447918133,-0.0002773552081866,94.93333333333334,A7LS5S000_NUMERIC_CLUE,710,-0.0008085427099431,-1.715387288974719,-0.9410140335029202,-1.58573848678896,0.4676056338028169,712,-0.0008005623875789,-2.5042124369273857,-0.6007190581542,-2.82653320540517,0.4339887640449438,712,-0.0009462616379779,-2.479983511570193,-0.5993422935900071,-3.661892994656767,0.4424157303370786,712,-0.0017226447918133,-2.137708246655613,-0.5177216497208214,-2.103168734771523,0.4705056179775281,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_label_response_metrics.csv,s000
a7ls5_093c274318822859,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L3_liquidity_tier_relative_return,8,-1.0,3,True,0.9193149679257429,0.0011042869202812,True,0.6114107857522335,2.1905007177318048,True,0.0013017527415607,0.0007017527415607,-0.0002982472584392,94.93333333333334,A7LS5S000_NUMERIC_CLUE,710,-0.0007593366576586,-1.670087392253878,-0.7616789440380745,-1.7869690614694562,0.4535211267605634,712,-0.0007917185239854,-2.581448535838197,-0.7413573559139448,-2.6251701110200214,0.4283707865168539,712,-0.0009047776029511,-2.463236839446087,-0.8076603140996468,-3.558702679046956,0.4508426966292135,712,-0.0017017527415607,-2.145655582530714,-0.6114107857522335,-2.1905007177318048,0.4691011235955056,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_label_response_metrics.csv,s000
a7ls5_093c274318822859,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L5_vol_adjusted_return,8,-1.0,3,True,0.8617422411119432,0.1067204300199819,True,0.8152035537394935,2.560371706826518,True,0.2115012577955557,0.2109012577955557,0.2099012577955557,94.93333333333334,A7LS5S000_NUMERIC_CLUE,710,-0.0484687329223679,-1.6981061301354277,-0.6500483213651895,-1.59060525331367,0.4676056338028169,712,-0.0924105089892466,-3.0660848860475576,-0.8152035537394935,-2.9681517451001334,0.4241573033707865,712,-0.1160595936062966,-3.026420327961792,-0.8896876342099529,-3.690986271662222,0.449438202247191,712,-0.2119012577955557,-3.050107294775409,-1.356963572828312,-2.560371706826518,0.4578651685393258,G:\AlphaFactory_CryptoData\research_runtime\a7ls5_company_numeric\shard_000\a7ls5_s000_label_response_metrics.csv,s000
