semantic_bucket,motif_bucket,candidate_count,median_cost_adjusted_spread,median_control_ratio,clean_candidate_count
taker_flow_like|open_interest_like,flow_x_leverage,3,-0.00042733546985588905,2.5705758115001824,0
liquidity_like,single,2,-0.0419707707700929,2.9647285789418265,0
open_interest_like|positioning_like,delta_x_divergence,2,-0.0001335147667356459,2.306365883254017,0
liquidity_like|volatility_like,liquidity_shock,1,0.015158584692586841,1.4243987703167704,0
