artifact_type,stage_id,path,commit,commit_subject,bytes
runtime,A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_decision_counts.csv,0a08edc,add crypto a7ab clue forensic,103
runtime,A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_forensic_decisions.csv,0a08edc,add crypto a7ab clue forensic,11587
runtime,A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_forensic_survivors.csv,0a08edc,add crypto a7ab clue forensic,5421
runtime,A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_full_window_variant_metrics.csv,0a08edc,add crypto a7ab clue forensic,223859
runtime,A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_manifest.json,0a08edc,add crypto a7ab clue forensic,941
runtime,A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_return_corr_cluster_summary.csv,0a08edc,add crypto a7ab clue forensic,261
runtime,A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_return_corr_clusters.csv,0a08edc,add crypto a7ab clue forensic,1787
runtime,A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_authorization_matrix.json,0a08edc,add crypto a7ab clue forensic,404
runtime,A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_input_cluster_summary.csv,0a08edc,add crypto a7ab clue forensic,261
runtime,A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_manifest.json,0a08edc,add crypto a7ab clue forensic,873
runtime,A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_representative_survivor_pool.csv,0a08edc,add crypto a7ab clue forensic,3191
runtime,A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_survivor_cluster_audit.csv,0a08edc,add crypto a7ab clue forensic,456
runtime,A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_survivor_label_audit.csv,0a08edc,add crypto a7ab clue forensic,239
runtime,A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_survivor_pool.csv,0a08edc,add crypto a7ab clue forensic,5230
report,A7AB0-SELECTOR-REWRITE-DRYRUN-CONTRACT,reports/CRYPTO_A7AB0_SELECTOR_REWRITE_DRYRUN_CONTRACT_20260529.md,2eca9f5,add crypto a7ab selector rewrite dryrun,5408
report,A7AB1-SELECTOR-REWRITE-DRYRUN,reports/CRYPTO_A7AB1_SELECTOR_REWRITE_DRYRUN_20260529.md,2eca9f5,add crypto a7ab selector rewrite dryrun,12126
report,A7AB2-SEED-CONSTRAINED-MICRO-GENERATION-CONTRACT,reports/CRYPTO_A7AB2_SEED_CONSTRAINED_MICRO_GENERATION_CONTRACT_20260529.md,2eca9f5,add crypto a7ab selector rewrite dryrun,10771
report,A7AB3-SEED-CONSTRAINED-DRY-GENERATION,reports/CRYPTO_A7AB3_SEED_CONSTRAINED_DRY_GENERATION_20260529.md,2eca9f5,add crypto a7ab selector rewrite dryrun,18383
report,A7AB4-MATERIALIZATION-PREFLIGHT,reports/CRYPTO_A7AB4_MATERIALIZATION_PREFLIGHT_20260529.md,3c67dec,add crypto a7ab materialization and replay preflight,12916
report,A7AB5-NUMERIC-REPLAY-CONTRACT,reports/CRYPTO_A7AB5_NUMERIC_REPLAY_CONTRACT_20260529.md,3c67dec,add crypto a7ab materialization and replay preflight,16065
report,A7AB6-SMALL-NUMERIC-REPLAY-PREFLIGHT,reports/CRYPTO_A7AB6_SMALL_NUMERIC_REPLAY_PREFLIGHT_20260529.md,3c67dec,add crypto a7ab materialization and replay preflight,36643
report,A7AB7-CLUE-FORENSIC-CONTRACT,reports/CRYPTO_A7AB7_CLUE_FORENSIC_CONTRACT_20260529.md,3c67dec,add crypto a7ab materialization and replay preflight,5238
report,A7AB8-CLUE-FORENSIC-EXECUTION,reports/CRYPTO_A7AB8_CLUE_FORENSIC_EXECUTION_20260529.md,0a08edc,add crypto a7ab clue forensic,31715
report,A7AB9-SURVIVOR-FREEZE-CONTRACT,reports/CRYPTO_A7AB9_SURVIVOR_FREEZE_CONTRACT_20260529.md,0a08edc,add crypto a7ab clue forensic,8802
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_authorization_matrix.json,e729fda,add crypto a7ac representative forensic,418
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_experiment_record.json,e729fda,add crypto a7ac representative forensic,1387
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_label_summary.csv,e729fda,add crypto a7ac representative forensic,338
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_manifest.json,e729fda,add crypto a7ac representative forensic,1163
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_pass_gates.csv,e729fda,add crypto a7ac representative forensic,948
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_representative_cluster_summary.csv,e729fda,add crypto a7ac representative forensic,424
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_representative_input_pool.csv,e729fda,add crypto a7ac representative forensic,3183
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_representative_risk_flags.csv,e729fda,add crypto a7ac representative forensic,1278
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_required_forensic_tests.csv,e729fda,add crypto a7ac representative forensic,1376
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_risk_summary.csv,e729fda,add crypto a7ac representative forensic,124
runtime,A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_source_survivor_pool.csv,e729fda,add crypto a7ac representative forensic,5230
runtime,A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_authorization_matrix.json,e729fda,add crypto a7ac representative forensic,494
runtime,A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_cluster_summary.csv,e729fda,add crypto a7ac representative forensic,463
runtime,A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_control_dominance_by_split.csv,e729fda,add crypto a7ac representative forensic,3908
runtime,A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_decision_counts.csv,e729fda,add crypto a7ac representative forensic,116
runtime,A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_experiment_record.json,e729fda,add crypto a7ac representative forensic,1663
runtime,A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_label_summary.csv,e729fda,add crypto a7ac representative forensic,306
runtime,A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_manifest.json,e729fda,add crypto a7ac representative forensic,1153
runtime,A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_representative_forensic_audit.csv,e729fda,add crypto a7ac representative forensic,4020
runtime,A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_source_a7ab8_decisions.csv,e729fda,add crypto a7ac representative forensic,11145
runtime,A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_authorization_matrix.json,e729fda,add crypto a7ac representative forensic,428
runtime,A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_blocker_summary.csv,e729fda,add crypto a7ac representative forensic,64
runtime,A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_control_warning_rows.csv,e729fda,add crypto a7ac representative forensic,1111
runtime,A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_diagnostic_representative_subset.csv,e729fda,add crypto a7ac representative forensic,3561
runtime,A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_experiment_record.json,e729fda,add crypto a7ac representative forensic,1432
runtime,A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_manifest.json,e729fda,add crypto a7ac representative forensic,967
runtime,A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_quarantined_representatives.csv,e729fda,add crypto a7ac representative forensic,969
runtime,A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_warning_summary.csv,e729fda,add crypto a7ac representative forensic,119
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_authorization_matrix.json,d49b1d8,add crypto a7ac label diversification diagnostic,420
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_diagnostic_subset_input.csv,d49b1d8,add crypto a7ac label diversification diagnostic,3561
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_execution_plan.csv,d49b1d8,add crypto a7ac label diversification diagnostic,804
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_experiment_record.json,d49b1d8,add crypto a7ac label diversification diagnostic,1540
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_forbidden_actions.csv,d49b1d8,add crypto a7ac label diversification diagnostic,364
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_label_family_contract.csv,d49b1d8,add crypto a7ac label diversification diagnostic,725
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_manifest.json,d49b1d8,add crypto a7ac label diversification diagnostic,829
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_neutralization_contract.csv,d49b1d8,add crypto a7ac label diversification diagnostic,552
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_pass_gates.csv,d49b1d8,add crypto a7ac label diversification diagnostic,864
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_quarantined_input.csv,d49b1d8,add crypto a7ac label diversification diagnostic,969
runtime,A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_source_summary.csv,d49b1d8,add crypto a7ac label diversification diagnostic,428
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_authorization_matrix.json,d49b1d8,add crypto a7ac label diversification diagnostic,388
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_candidate_summary.csv,d49b1d8,add crypto a7ac label diversification diagnostic,271
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_decision_counts.csv,d49b1d8,add crypto a7ac label diversification diagnostic,113
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_experiment_record.json,d49b1d8,add crypto a7ac label diversification diagnostic,2053
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_label_mode_summary.csv,d49b1d8,add crypto a7ac label diversification diagnostic,773
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_label_neutralization_decisions.csv,d49b1d8,add crypto a7ac label diversification diagnostic,31654
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_label_neutralization_metrics.csv,d49b1d8,add crypto a7ac label diversification diagnostic,793272
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_manifest.json,d49b1d8,add crypto a7ac label diversification diagnostic,1345
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_neutralized_pass_rows.csv,d49b1d8,add crypto a7ac label diversification diagnostic,7201
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_non_rank_pass_rows.csv,d49b1d8,add crypto a7ac label diversification diagnostic,881
runtime,A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_pass_rows.csv,d49b1d8,add crypto a7ac label diversification diagnostic,9901
report,A7AC0-REPRESENTATIVE-FORENSIC-CONTRACT,reports/CRYPTO_A7AC0_REPRESENTATIVE_FORENSIC_CONTRACT_20260529.md,e729fda,add crypto a7ac representative forensic,11022
report,A7AC1-REPRESENTATIVE-FORENSIC-EXECUTION,reports/CRYPTO_A7AC1_REPRESENTATIVE_FORENSIC_EXECUTION_20260529.md,e729fda,add crypto a7ac representative forensic,19638
report,A7AC1R-REPRESENTATIVE-QUARANTINE-CONTRACT,reports/CRYPTO_A7AC1R_REPRESENTATIVE_QUARANTINE_CONTRACT_20260529.md,e729fda,add crypto a7ac representative forensic,12367
report,A7AC2-LABEL-DIVERSIFICATION-CONTRACT,reports/CRYPTO_A7AC2_LABEL_DIVERSIFICATION_CONTRACT_20260529.md,d49b1d8,add crypto a7ac label diversification diagnostic,9964
report,A7AC3-LABEL-DIVERSIFICATION-DIAGNOSTIC,reports/CRYPTO_A7AC3_LABEL_DIVERSIFICATION_DIAGNOSTIC_20260529.md,d49b1d8,add crypto a7ac label diversification diagnostic,19503
runtime,A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_authorization_matrix.json,e05d94a,add crypto a7ad ranked label translation audit,402
runtime,A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_experiment_record.json,e05d94a,add crypto a7ad ranked label translation audit,1210
runtime,A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_manifest.json,e05d94a,add crypto a7ad ranked label translation audit,652
runtime,A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_pass_gates.csv,e05d94a,add crypto a7ad ranked label translation audit,433
runtime,A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_source_label_summary.csv,e05d94a,add crypto a7ad ranked label translation audit,555
runtime,A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_translation_tests.csv,e05d94a,add crypto a7ad ranked label translation audit,579
runtime,A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_authorization_matrix.json,e05d94a,add crypto a7ad ranked label translation audit,397
runtime,A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_candidate_translation_summary.csv,e05d94a,add crypto a7ad ranked label translation audit,415
runtime,A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_experiment_record.json,e05d94a,add crypto a7ad ranked label translation audit,1340
runtime,A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_l7_to_nonrank_translation_rows.csv,e05d94a,add crypto a7ad ranked label translation audit,10224
runtime,A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_manifest.json,e05d94a,add crypto a7ad ranked label translation audit,825
runtime,A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_positive_but_blocked_rows.csv,e05d94a,add crypto a7ad ranked label translation audit,8970
runtime,A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_translated_rows.csv,e05d94a,add crypto a7ad ranked label translation audit,661
runtime,A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_translation_status_summary.csv,e05d94a,add crypto a7ad ranked label translation audit,677
report,A7AD0-RANKED-LABEL-TRANSLATION-CONTRACT,reports/CRYPTO_A7AD0_RANKED_LABEL_TRANSLATION_CONTRACT_20260529.md,e05d94a,add crypto a7ad ranked label translation audit,5399
report,A7AD1-RANKED-LABEL-TRANSLATION-AUDIT,reports/CRYPTO_A7AD1_RANKED_LABEL_TRANSLATION_AUDIT_20260529.md,e05d94a,add crypto a7ad ranked label translation audit,20162
runtime,A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_authorization_matrix.json,3e8440f,add crypto a7ae label adequacy audit,349
runtime,A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_field_universe.csv,3e8440f,add crypto a7ae label adequacy audit,2100
runtime,A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_label_family_contract.csv,3e8440f,add crypto a7ae label adequacy audit,944
runtime,A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_manifest.json,3e8440f,add crypto a7ae label adequacy audit,709
runtime,A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_negative_control_contract.csv,3e8440f,add crypto a7ae label adequacy audit,190
runtime,A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_transform_contract.csv,3e8440f,add crypto a7ae label adequacy audit,167
runtime,A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_authorization_matrix.json,3e8440f,add crypto a7ae label adequacy audit,344
runtime,A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_decision_counts.csv,3e8440f,add crypto a7ae label adequacy audit,149
runtime,A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_family_label_summary.csv,3e8440f,add crypto a7ae label adequacy audit,4164
runtime,A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_label_adequacy_candidates.csv,3e8440f,add crypto a7ae label adequacy audit,32556
runtime,A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_label_adequacy_response_map.csv,3e8440f,add crypto a7ae label adequacy audit,902492
runtime,A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_label_adequacy_summary.csv,3e8440f,add crypto a7ae label adequacy audit,1371
runtime,A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_label_matrix_audit.csv,3e8440f,add crypto a7ae label adequacy audit,1269
runtime,A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_manifest.json,3e8440f,add crypto a7ae label adequacy audit,843
runtime,A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_non_rank_label_candidates.csv,3e8440f,add crypto a7ae label adequacy audit,26963
runtime,A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_authorization_matrix.json,3e8440f,add crypto a7ae label adequacy audit,344
runtime,A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_family_role_summary.csv,3e8440f,add crypto a7ae label adequacy audit,1020
runtime,A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_feature_role_update.csv,3e8440f,add crypto a7ae label adequacy audit,5021
runtime,A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_manifest.json,3e8440f,add crypto a7ae label adequacy audit,732
runtime,A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_selector_seed_policy.csv,3e8440f,add crypto a7ae label adequacy audit,3538
runtime,A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_source_candidates_snapshot.csv,3e8440f,add crypto a7ae label adequacy audit,31743
report,A7AE0-LABEL-ADEQUACY-EXTENSION-CONTRACT,reports/CRYPTO_A7AE0_LABEL_ADEQUACY_EXTENSION_CONTRACT_20260529.md,3e8440f,add crypto a7ae label adequacy audit,8843
report,A7AE1-LABEL-ADEQUACY-RESPONSE-MAP,reports/CRYPTO_A7AE1_LABEL_ADEQUACY_RESPONSE_MAP_20260529.md,3e8440f,add crypto a7ae label adequacy audit,124585
report,A7AE2-LABEL-ADEQUACY-ROLE-REVIEW,reports/CRYPTO_A7AE2_LABEL_ADEQUACY_ROLE_REVIEW_20260529.md,3e8440f,add crypto a7ae label adequacy audit,31382
runtime,A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_allowed_seed_fields.csv,169e482,add crypto a7af role aware selector,3538
runtime,A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_authorization_matrix.json,169e482,add crypto a7af role aware selector,353
runtime,A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_manifest.json,169e482,add crypto a7af role aware selector,701
runtime,A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_role_caps.json,169e482,add crypto a7af role aware selector,296
runtime,A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_selector_hard_gates.csv,169e482,add crypto a7af role aware selector,515
runtime,A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_selector_score_features.csv,169e482,add crypto a7af role aware selector,442
runtime,A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_selector_tiers.csv,169e482,add crypto a7af role aware selector,886
runtime,A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_authorization_matrix.json,169e482,add crypto a7af role aware selector,364
runtime,A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_manifest.json,169e482,add crypto a7af role aware selector,806
runtime,A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_selected_queue.csv,169e482,add crypto a7af role aware selector,9781
runtime,A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_selected_tier_summary.csv,169e482,add crypto a7af role aware selector,307
runtime,A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_selector_scoreboard.csv,169e482,add crypto a7af role aware selector,25632
runtime,A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_tier_summary.csv,169e482,add crypto a7af role aware selector,303
report,A7AF0-ROLE-AWARE-SELECTOR-CONTRACT,reports/CRYPTO_A7AF0_ROLE_AWARE_SELECTOR_CONTRACT_20260529.md,169e482,add crypto a7af role aware selector,16126
report,A7AF1-ROLE-AWARE-SELECTOR-DRYRUN,reports/CRYPTO_A7AF1_ROLE_AWARE_SELECTOR_DRYRUN_20260529.md,169e482,add crypto a7af role aware selector,62240
runtime,A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_authorization_matrix.json,3c091df,add crypto a7ag role aware generation contract,423
runtime,A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_blueprint_budget.json,3c091df,add crypto a7ag role aware generation contract,361
runtime,A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_generation_rules.csv,3c091df,add crypto a7ag role aware generation contract,619
runtime,A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_generation_tracks.csv,3c091df,add crypto a7ag role aware generation contract,1402
runtime,A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_manifest.json,3c091df,add crypto a7ag role aware generation contract,774
runtime,A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_source_queue_track_summary.csv,3c091df,add crypto a7ag role aware generation contract,307
runtime,A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_source_selected_queue.csv,3c091df,add crypto a7ag role aware generation contract,9764
runtime,A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_authorization_matrix.json,7f892da,add crypto a7ag static blueprint dryrun,433
runtime,A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_inherited_generation_rules.csv,7f892da,add crypto a7ag static blueprint dryrun,619
runtime,A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_manifest.json,7f892da,add crypto a7ag static blueprint dryrun,843
runtime,A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_skeleton_summary.csv,7f892da,add crypto a7ag static blueprint dryrun,5945
runtime,A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_static_blueprint_registry.csv,7f892da,add crypto a7ag static blueprint dryrun,146664
runtime,A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_static_ok_blueprints.csv,7f892da,add crypto a7ag static blueprint dryrun,146664
runtime,A7AG-1,runtime/a7ag1_static_blueprint_dryrun/a7ag1_track_summary.csv,7f892da,add crypto a7ag static blueprint dryrun,227
runtime,A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_authorization_matrix.json,fd2b6f0,add crypto a7ag numeric replay contract,412
runtime,A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_label_summary.csv,fd2b6f0,add crypto a7ag numeric replay contract,616
runtime,A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_manifest.json,fd2b6f0,add crypto a7ag numeric replay contract,773
runtime,A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_numeric_replay_queue.csv,fd2b6f0,add crypto a7ag numeric replay contract,57140
runtime,A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_replay_contract.json,fd2b6f0,add crypto a7ag numeric replay contract,1214
runtime,A7AG-2,runtime/a7ag2_numeric_replay_contract/a7ag2_track_summary.csv,fd2b6f0,add crypto a7ag numeric replay contract,233
runtime,A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_authorization_matrix.json,97ff801,add crypto a7ag numeric replay pilot,353
runtime,A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_candidate_replay_metrics.csv,97ff801,add crypto a7ag numeric replay pilot,103246
runtime,A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_control_summary.csv,97ff801,add crypto a7ag numeric replay pilot,277
runtime,A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_decision_counts.csv,97ff801,add crypto a7ag numeric replay pilot,180
runtime,A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_manifest.json,97ff801,add crypto a7ag numeric replay pilot,989
runtime,A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_replay_clues.csv,97ff801,add crypto a7ag numeric replay pilot,26583
runtime,A7AG-3,runtime/a7ag3_numeric_replay_pilot/a7ag3_track_summary.csv,97ff801,add crypto a7ag numeric replay pilot,405
runtime,A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_authorization_matrix.json,97ff801,add crypto a7ag numeric replay pilot,340
runtime,A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_concentration_summary.csv,97ff801,add crypto a7ag numeric replay pilot,1205
runtime,A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_forensic_contract.json,97ff801,add crypto a7ag numeric replay pilot,827
runtime,A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_manifest.json,97ff801,add crypto a7ag numeric replay pilot,850
runtime,A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_role_classified_clues.csv,97ff801,add crypto a7ag numeric replay pilot,27186
runtime,A7AG-4,runtime/a7ag4_clue_forensic_contract/a7ag4_role_summary.csv,97ff801,add crypto a7ag numeric replay pilot,614
runtime,A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_authorization_matrix.json,97ff801,add crypto a7ag numeric replay pilot,321
runtime,A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_concentration_audit.csv,97ff801,add crypto a7ag numeric replay pilot,6893
runtime,A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_concentration_summary.csv,97ff801,add crypto a7ag numeric replay pilot,397
runtime,A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_label_translation_audit.csv,97ff801,add crypto a7ag numeric replay pilot,33383
runtime,A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_label_translation_summary.csv,97ff801,add crypto a7ag numeric replay pilot,1388
runtime,A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_manifest.json,97ff801,add crypto a7ag numeric replay pilot,864
runtime,A7AG-5,runtime/a7ag5_clue_forensic_audit/a7ag5_ordinary_label_translation_candidates.csv,97ff801,add crypto a7ag numeric replay pilot,251
report,A7AG0-ROLE-AWARE-GENERATION-CONTRACT,reports/CRYPTO_A7AG0_ROLE_AWARE_GENERATION_CONTRACT_20260529.md,3c091df,add crypto a7ag role aware generation contract,6559
report,A7AG1-STATIC-BLUEPRINT-DRYRUN,reports/CRYPTO_A7AG1_STATIC_BLUEPRINT_DRYRUN_20260529.md,7f892da,add crypto a7ag static blueprint dryrun,87991
report,A7AG2-NUMERIC-REPLAY-CONTRACT,reports/CRYPTO_A7AG2_NUMERIC_REPLAY_CONTRACT_20260529.md,fd2b6f0,add crypto a7ag numeric replay contract,101690
report,A7AG3-NUMERIC-REPLAY-PILOT,reports/CRYPTO_A7AG3_NUMERIC_REPLAY_PILOT_20260529.md,97ff801,add crypto a7ag numeric replay pilot,51314
report,A7AG4-CLUE-FORENSIC-CONTRACT,reports/CRYPTO_A7AG4_CLUE_FORENSIC_CONTRACT_20260529.md,97ff801,add crypto a7ag numeric replay pilot,5945
report,A7AG5-CLUE-FORENSIC-AUDIT,reports/CRYPTO_A7AG5_CLUE_FORENSIC_AUDIT_20260529.md,97ff801,add crypto a7ag numeric replay pilot,4863
runtime,A7AH-0,runtime/a7ah0_core12_aggtrades_final_handoff_audit/a7ah0_agg_coverage_by_symbol.csv,5b5ca07,audit crypto a7ah core12 aggtrades handoff,2150
runtime,A7AH-0,runtime/a7ah0_core12_aggtrades_final_handoff_audit/a7ah0_agg_feature_partition_audit.csv,5b5ca07,audit crypto a7ah core12 aggtrades handoff,332
